en,ko,position,score,rel_score,ratio_score,index,correctness,freqs
pipeline,lng,5,0.4690638863816599,0.0392015248122791,0.9228719406260738,9218,no,124960
asteroid,소행성과,8,0.6100240347884307,0.0145527889163468,0.9766997615601158,8822,no,22203
continuity,완전성을,1,0.495496961838979,0.0032911820572275,0.993401643368026,9353,no,73014
tubes,두께를,3,0.5554061542049515,0.012886625803069,0.9773239670528856,7382,no,102654
moldova,트란스니스트리아,6,0.6569758804062111,0.0655111080107717,0.9093255531780428,9015,no,285
precipitation,강수량이,0,0.6710967862074608,0.0,1.0,8308,no,32657
yemen,소말리아,8,0.6580330455624428,0.0347996650682536,0.9497719080893642,8141,no,627
warwick,케임브리지,3,0.4957299235997323,0.046190205825375,0.9147656576728832,8826,no,5742
punch,페이크,5,0.4598594084595272,0.0400956940959231,0.9198014103846932,9053,no,115070
satellites,인공위성을,6,0.6751834909849208,0.0726378769814357,0.9028673422652136,9396,no,57249
suspicious,의심도,2,0.583099272123524,0.0155853026160299,0.9739674224564578,8664,no,91695
angela,안젤리나,6,0.5168455140574368,0.0115708473832906,0.9781027836614622,7599,no,2224
fitzgerald,케네디,7,0.5019581872910792,0.0283426689316398,0.946553605186456,7967,no,1131
higgins,넬슨,3,0.508477150694182,0.0110820205335916,0.9786703398817816,9288,no,671
affiliation,제휴,0,0.5212606689464909,0.0,1.0,7544,no,46023
import,수출,2,0.4741077949792302,0.0210680306292742,0.9574534346393334,7990,no,166260
shiva,헤라,8,0.4773488348520378,0.0451535515693999,0.9135821141820007,9118,no,1857
jumping,점프는,3,0.4932593883863684,0.0211896724498972,0.9588109415236328,6958,no,152327
sigma,오메가,6,0.4473065418025399,0.0892717012047199,0.833627802900849,9266,no,8303
convincing,보여줘야,7,0.5745349594765728,0.0306420742511696,0.949366759570465,8979,no,98491
evaluate,학습자가,7,0.5617414767465203,0.0579524293524515,0.906482170016376,9309,no,296901
shirt,선글라스,7,0.48861786625505,0.0455711511808448,0.9146909620126856,7387,no,275639
paraguay,우루과이,3,0.7347599208299331,0.0537430540307076,0.931841659772804,7986,no,486
zagreb,부다페스트,8,0.6183532962393685,0.0771792270134807,0.8890357755629731,7378,no,599
mvp,선수상을,4,0.6503335850078611,0.1212274776588876,0.8428802546879585,7536,no,1055
promises,약속해,1,0.5944393772088378,0.0053204927593061,0.991128961729986,9228,no,244502
vatican,바티칸은,5,0.6788448590923337,0.1071984556426606,0.8636227118364318,7542,no,1114
bmw,gt,3,0.645195063089999,0.1127315295802842,0.8512632612835037,9189,no,11861
peaks,높이에서,6,0.4754086699189799,0.0291559921823837,0.9422155486257052,7920,no,67511
highlighted,이슈들을,1,0.4499258886234348,0.0117916869312267,0.9744612560674968,8134,no,148863
debates,논의도,9,0.5831475892863449,0.0454071443586521,0.9277594425304292,7318,no,86744
yearly,비정기적으로,7,0.536370017034768,0.1632746788319319,0.7666320065077148,8675,no,128839
corrected,바뀜에서,5,0.5223190749859308,0.0229407861139421,0.957926875329376,7707,no,83895
inventor,공학자이다,5,0.6102339352831689,0.0344032538205421,0.9466316023926952,6975,no,40147
bologna,베로나,7,0.6526510134718808,0.0840347522579456,0.8859286331198576,8972,no,2423
prefix,접두사,0,0.5521901886749118,0.0,1.0,8984,yes,29609
libya,알제리,2,0.6936717331060587,0.0939063127125235,0.8807657054293324,7597,no,1274
encouraging,격려하고,6,0.5998836234730915,0.0262575736985027,0.958064452846876,8557,no,238330
genius,재능의,2,0.5365891630115309,0.0199727833097838,0.9641139976568698,9050,no,120775
gymnastics,체조,0,0.7906692776729951,0.0,1.0,7724,yes,22093
sharks,물고기에,3,0.4449254299426516,0.0090146915913697,0.980141231929652,8188,no,47828
malay,말레이어로,6,0.6532638241468198,0.0449315640542764,0.9356461460307796,9011,no,1233
lorraine,뤽상부르,9,0.4875756824137879,0.0184790004121672,0.9634841825611116,8958,no,997
mistakes,실수를,0,0.6006754200329973,0.0,1.0,6940,no,294825
tears,눈물,7,0.5468865052074791,0.0285987558509194,0.9503049725403526,8264,yes,222814
elderly,가족들도,3,0.5560116728357324,0.0048736226822997,0.9913108389161844,8180,no,205876
garage,주차장에서,2,0.5281995354943504,0.0276111060001764,0.9503228187104648,7403,no,249509
clips,동영상과,3,0.6180124322184237,0.0131780696632717,0.9791218821829772,8495,no,146201
mohammed,mohammad,2,0.6024276461959853,0.002535253392238,0.9958092415353674,7714,no,1088
omaha,피츠버그,9,0.5610894587279189,0.0567995602552354,0.9080748184379304,7753,no,8619
elisabeth,엘리자베트,1,0.6450320586273057,0.0173540908466796,0.9738006435363106,9399,no,571
antwerp,안트베르펜의,7,0.5859715338066853,0.0482181189223072,0.923968928356338,9078,no,340
cottage,주택에서,6,0.4894417138297237,0.0358076400706318,0.9318273505626722,8175,no,88363
hawk,이글,3,0.4729212045506966,0.0339772797315346,0.9329702479192722,7634,no,18041
dancers,댄스를,5,0.5543200405624792,0.0356645951344617,0.9395499594793147,6972,no,79326
insert,클릭하시면,9,0.4890765076630235,0.0399085031596744,0.9245564574738948,7316,no,147613
casey,브랜든,8,0.5057865670489068,0.0213821967400618,0.9594395605187614,7047,no,2485
knock,필살,6,0.4422896724289911,0.0087163341713936,0.9806735740902964,9383,no,114379
mvp,신인선수상,6,0.6476741770720011,0.1238868855947475,0.8394334660090843,7536,no,1055
bryant,존슨,4,0.5061401818977531,0.0169286891823633,0.9676358313057204,8576,no,3373
graves,무덤과,0,0.4022250052643993,0.0,1.0,6977,no,29787
baghdad,바그다드를,5,0.666413566594803,0.0444772481974944,0.9374344874458824,9010,no,973
underwater,해저의,5,0.5398599334912019,0.0609023819778582,0.8986248298042676,8517,no,81870
drops,내려간다,3,0.5390544224021216,0.0293020494258544,0.948444240756841,9324,no,220939
hyde,로턴,8,0.5077407560746016,0.0220369317311798,0.9584034355571828,8668,no,1073
gif,file,6,0.5509525397353385,0.1646348402590582,0.7699304866718759,7194,no,21484
interrupted,일어선다,2,0.4879924241876942,0.0156158403760114,0.9689920887427452,9018,no,63563
puzzle,미니게임,5,0.5599049285519496,0.0639531258359732,0.8974876971032799,9202,no,109187
asteroid,소행성으로,1,0.6233105679710929,0.0012662557336846,0.9979726181221812,8822,no,22203
specifications,규격을,1,0.6624350236724239,0.0034515541964186,0.9948166034409864,8092,no,174198
