en,nl,position,score,rel_score,ratio_score,index,correctness,freqs
ethics,ethiek,0,0.7647482331951527,0.0,1.0,6008,yes,152610
boom,boem,0,0.4645744285944986,0.0,1.0,6505,yes,114183
nominate,verwijderingssjabloon,8,0.6043965024142604,0.1352554134500723,0.8171363981501795,6427,no,29071
brigadier,majoors,8,0.6562165212025877,0.0666344007700583,0.9078172293282628,6720,no,2151
muscle,spieren,0,0.8092804773066979,0.0,1.0,6078,yes,637216
wagner,meistersinger,3,0.5549234095894859,0.1095532990220153,0.8351284588274895,6557,no,1247
moses,mozes,0,0.7060630334003778,0.0,1.0,6812,yes,2513
humor,sarcasme,7,0.5764817399312523,0.2012786185554986,0.741207408735621,7326,no,176017
jungle,jungleboek,3,0.5724394934570148,0.1771491460201834,0.7636715170286781,7212,no,76476
reliability,betrouwbare,9,0.614613704606076,0.1680141268856756,0.7853205315156923,6825,no,167753
varied,varieerden,8,0.6297813620861974,0.1052162438931813,0.8568481814944398,6701,no,216097
shelter,toevluchtsoord,9,0.6025162556047893,0.0977952307272744,0.8603546669789972,6762,no,188545
sustainable,milieuvraagstukken,9,0.6270712213597489,0.1794616272944532,0.7774899961062879,6080,no,371619
workshops,workshops,0,0.7250379709393655,0.0,1.0,7202,yes,244888
ussr,sovjet,0,0.7712422485645793,0.0,1.0,6114,no,833
consultant,consulent,3,0.6787695345651334,0.0953744315290077,0.8768001357548403,6413,yes,230353
striking,opvallende,5,0.471749438064586,0.0296475194614785,0.9408701648136,6428,no,180227
shoulder,rechterschouderblad,8,0.6767100197054514,0.0980533349654667,0.8734409231227579,6625,no,341486
guild,gilden,4,0.5702277371837461,0.0681769110625493,0.8932073705136201,6118,no,38482
binding,bindend,1,0.7355273192533212,0.0199410027532731,0.973604448826778,5649,yes,147712
bulk,transporters,9,0.4918485752478549,0.0778914404938768,0.8632859930112654,6784,no,208183
licensing,licentie,3,0.6319512567720824,0.0671785143730163,0.903911237733468,6844,no,130623
quarterly,maandelijkse,6,0.6164011497642172,0.1168709466900637,0.8406172180078988,7219,no,91996
gathering,bijeenkomsten,3,0.5909647270320012,0.0544299104768775,0.9156641420403362,6244,no,256458
arcade,gameboy,7,0.6491551705900055,0.0794550094108853,0.8909499049124071,6479,no,45634
eliminate,aanpakken,3,0.5646322134415143,0.1101225360376795,0.8367962046615054,7308,no,372089
luxembourg,luxemburgse,1,0.7847955381463572,0.0384011410093474,0.9533511954291012,5986,yes,651
fairy,toverboek,8,0.5967794718012966,0.0373516227269303,0.9410979479649728,7215,no,71200
kumar,mukherjee,6,0.6039915865362511,0.1183970185964552,0.8361034244515733,6331,no,2562
brien,donegan,6,0.5977188742322753,0.1132182467626395,0.8407478756993343,6106,no,814
commanding,onderbevelhebber,3,0.7379228945046863,0.0311546518579668,0.9594908835847406,5935,no,41785
chronicle,chronicon,6,0.5528637299508629,0.1603864405076182,0.7751329797726919,5770,no,19214
contestants,deelnemers,5,0.5925308714564043,0.0374406023937919,0.9405677813235476,6579,yes,38982
births,geboortegewicht,9,0.4992477263624911,0.1387508656921288,0.7825216741540235,6421,no,34762
millions,honderdduizenden,1,0.6945841890972715,0.094200769599679,0.8805748403781736,5851,no,528626
ignored,geinterpreteerd,5,0.5774953625855315,0.1946676690763118,0.747893047071485,5719,no,206412
attract,afkomen,7,0.5289263128709428,0.113433044312013,0.8234118596645503,7048,no,346464
verify,verifieerbaar,5,0.6630977110734029,0.142878696784221,0.8227259565028601,5967,no,182733
casting,figurantenrollen,9,0.4425993557629133,0.1225618631916335,0.7831382283831286,7087,no,110749
anthology,gedichtenbundel,9,0.6244860848477496,0.0693282463253955,0.9000766585374923,6181,no,27412
bag,doos,6,0.5928507417430556,0.0761913617098243,0.8861187340578328,6943,no,708102
porter,summerfield,5,0.5612279499027532,0.0653177684987101,0.8957493977209539,5994,no,10956
teeth,bovenkaak,1,0.7321415687191125,0.079491962870959,0.9020592918145874,6095,no,571089
inventor,uitvond,9,0.6250889922779401,0.2190801094647518,0.7404784076881211,6975,no,40147
aids,kankerpatiënten,5,0.5177627656153414,0.1507044412497602,0.7745522297847398,6204,no,142028
beast,ondode,9,0.5488502972958276,0.1231853714766189,0.8166981646946929,7145,no,93519
twitter,blogs,9,0.5849059317280836,0.1814934863149796,0.7631868161142292,5679,no,145790
hood,capuchon,4,0.4454747351168985,0.1380632491316937,0.7634031496519041,5914,yes,85302
foods,melkproducten,6,0.6687669269789196,0.0608199847475011,0.9166377798587656,6072,no,805974
paradise,paradijselijke,2,0.585241685767564,0.0944013009276437,0.8611016330990569,6542,no,88552
ferdinand,ferdinands,1,0.7053247398703092,0.0427633684869782,0.9428364546779368,6031,no,594
idol,cultusbeeld,3,0.4872206835363593,0.1011981566427173,0.8280167973344987,6419,no,36376
binding,bindingen,5,0.6347241866566343,0.1207441353499599,0.8401731325686135,5649,no,147712
monte,passo,9,0.4944644470316837,0.2606980238435405,0.6547788934195913,6405,no,8147
geneva,geneva,3,0.5338900815680524,0.2392380178862798,0.6905583718207472,6496,no,2905
sheet,verpakkingsmateriaal,3,0.4714309436362945,0.0301135678755594,0.9399583343364976,5705,no,311451
striking,opvallend,0,0.5013969575260646,0.0,1.0,6428,yes,180227
physically,lichamelijk,1,0.5903299605385024,0.0838552724268371,0.8756198321668843,7142,yes,258495
endangered,habitatverlies,5,0.6205268127689767,0.1837859948026428,0.7714993556331282,6337,no,71370
halifax,falmouth,4,0.5681682430156003,0.1780814384045905,0.7613648047853326,6398,no,2858
saxon,angelsaksen,6,0.564267314581602,0.094560357618695,0.8564717882858648,6514,no,1671
murders,moorden,0,0.8137238099959141,0.0,1.0,6999,yes,46043
skill,handvaardigheid,6,0.6494835692398899,0.1744309047033905,0.7882900346821694,6250,no,429058
boxers,boksers,0,0.7567950940701597,0.0,1.0,6906,yes,17662
abstract,abstractie,4,0.7331340683196834,0.0668662553674849,0.9164172146089876,5863,no,137841
verify,controleerbare,9,0.6294149767001705,0.1765614311574533,0.7809347402279757,5967,no,182733
homer,homerus,6,0.4833991788247817,0.2312269695390912,0.676436455525057,7174,no,15738
witnesses,getuigenverklaringen,1,0.6717487410282071,0.0435427832860516,0.9391258224011592,6949,no,128917
circular,excentrische,6,0.5882042933284679,0.107731151715591,0.8451995045190281,5904,no,101655
divorce,huwelijk,2,0.6931783389757351,0.1240312716855941,0.848225877342263,6512,no,266134
felix,aurèle,5,0.451763573185783,0.221290683612662,0.6712141979975168,7262,no,3210
inscription,gegraveerd,3,0.6462026551993942,0.1938342864808819,0.7692550447922365,7059,no,26613
wireless,computernetwerk,6,0.6436833800663275,0.1056497343337345,0.859008320460626,6409,no,367025
impressive,spectaculaire,6,0.6143701015861237,0.185806477818364,0.7677931564097439,6017,no,427874
flags,vlaggetjes,1,0.5954234337333795,0.1008717990573457,0.855130705615985,6602,no,88421
circulation,bloedcirculatie,1,0.6261761686583049,0.1015073906079422,0.8605061371589923,6131,no,173975
warrior,strijder,2,0.6462691849709213,0.0866998603113446,0.8817141585045292,5815,yes,67574
lawsuit,schadeclaims,3,0.6010863058278768,0.1639305739737948,0.7857163961973057,6880,no,182626
conventions,conventen,4,0.5175997251889425,0.1650369930442504,0.7582359860872986,6714,no,67831
encounter,confrontatie,3,0.6190401217249679,0.0330078905334088,0.9493781287376593,6059,no,325382
supplied,afgeleverde,4,0.5970921545702379,0.1004930750697568,0.8559415096537829,5631,no,255570
quarterfinals,finaleronde,9,0.6535615306679292,0.1619536636374909,0.8014093854187131,7248,no,8293
kills,redt,9,0.6285573045223546,0.1571620416077458,0.7999768716631259,5756,no,89966
división,segunda,2,0.7526850174378783,0.089032764948892,0.8942249209747819,6819,no,0
permanently,noodgedwongen,5,0.509916757350803,0.1546208031238171,0.7673257129162343,5995,no,140804
jeremy,josh,1,0.5563937222007399,0.0867391726413245,0.865130250159844,6015,no,4991
theatrical,theatervoorstelling,6,0.6379009180995556,0.0384845260408677,0.9431026696770872,5959,no,53405
garcia,lopez,5,0.5814451577144174,0.0813395438884021,0.8772760691493062,7011,no,1943
remarkable,bewonderenswaardig,9,0.6471341715953918,0.0660046381888539,0.9074448939206896,7007,no,289856
flags,vlag,3,0.5588961013498035,0.1373991314409217,0.8026711587694904,6602,no,88421
equality,rechtvaardigheid,5,0.6115732353197316,0.1207646757028603,0.8350970584955354,7074,no,124148
geometry,algebraïsche,4,0.7002720406836962,0.0551336752876121,0.927014484902698,6345,no,55491
conferences,videoconferentie,9,0.6083350062771646,0.1799842333899168,0.7716861084528055,5837,no,169878
malcolm,alistair,6,0.518890394512872,0.1870613443339857,0.7350224752763659,6383,no,1247
morrison,morrisons,1,0.620425868165444,0.0573108055730873,0.9154379454531368,6620,no,2258
webster,berkley,7,0.5375742459961124,0.0774031201279069,0.8741366359289758,7187,no,2169
extraordinary,verwonderlijk,4,0.5146915913754654,0.1742880807987269,0.7470345093800353,6401,no,264752
cox,mcelroy,6,0.5007551438082077,0.098997097879938,0.8349366771830863,6127,no,3786
divorce,verloving,6,0.6424236746809111,0.1747859359804181,0.7861185995610451,6512,no,266134
responses,motivaties,7,0.5773475961209068,0.1036286204272384,0.8478234365474174,5824,no,277454
saxophone,bassaxofoon,7,0.8012959318530388,0.0298815220102409,0.9640491667918172,6043,no,15308
divorced,hertrouwden,3,0.7279106801226978,0.0405481760127066,0.9472344216102548,6564,no,65435
throwing,ingegooid,9,0.5710787230335509,0.1369165093337,0.806613797559192,6944,no,201749
pit,pitstop,1,0.5756874254765896,0.0450704356499682,0.9273944987693368,5630,yes,131888
muscle,skeletspieren,1,0.7373602848317506,0.0719201924749473,0.9111306963510362,6078,no,637216
memories,herinneringen,0,0.7620799789341772,0.0,1.0,6178,yes,305843
trick,trucs,1,0.5441439147328819,0.0805205763576637,0.8710978813329214,6146,no,219033
investigations,onderzoekende,5,0.6434988246510428,0.094342732588322,0.8721368677832332,6571,no,124155
hearts,vreugden,2,0.4862881480222339,0.0873826764173094,0.8476780190056217,6230,no,273272
publicity,publiciteitsstunt,1,0.6324690847804053,0.0992715510739578,0.8643350577926416,7101,no,118875
viola,altviool,1,0.7603304609232566,0.0049881720429612,0.9934822284103706,6618,no,9546
frankfurt,frankfurter,6,0.6308112452945842,0.1129300341158112,0.8481595183134959,5709,no,1685
magnitude,momentmagnitudeschaal,0,0.6111430250390738,0.0,1.0,6194,no,103281
bigger,dan,7,0.5668456536165617,0.1403348836450116,0.8015572032165468,6100,no,606587
joshua,joshua,0,0.6669391258388905,0.0,1.0,7045,yes,3272
pin,pin,0,0.669803729143887,0.0,1.0,5936,yes,142741
disruption,blokkering,3,0.6407117087359072,0.027562583939016,0.9587555824889054,6228,no,60849
stamp,biljet,6,0.5949741484087976,0.1839333839985724,0.7638572277891711,6892,no,105708
announcement,kondigde,6,0.6388550900465855,0.0719455120219536,0.8987824267275786,6279,no,257805
planets,planeet,3,0.707210964675393,0.108261697990599,0.8672405551442235,5958,no,87925
collecting,vergaren,9,0.4906705330376784,0.2475218754768886,0.6646919250023631,6846,no,194650
meter,wisselslag,7,0.5459425282294855,0.1659034975451382,0.7669390689305265,5737,no,133390
tribune,krant,2,0.503749108339252,0.0554191983045492,0.9008899509394904,6674,no,3120
discrimination,rassendiscriminatie,4,0.6834063083281812,0.083837124715698,0.8907294333128514,6063,no,170631
connor,keefe,1,0.6478854320592378,0.1063528239810113,0.8589930660115762,6074,no,1107
proportion,aantallen,6,0.5550355026063893,0.0675098099622379,0.8915583996870976,7154,no,186713
marble,marmeren,1,0.8042060326741292,0.0112876406844797,0.9861585183880194,6901,yes,78932
blogs,blog,5,0.6387700952570549,0.0985623997121947,0.8663257073509214,6887,no,361395
clients,cliënten,1,0.7001454443764736,0.0370502420634215,0.949741645610616,5846,yes,1475341
privacy,openbaarmaking,9,0.5405302106494172,0.2371965315037366,0.6950130185223504,6634,no,359031
autobiography,memoir,8,0.5507621747759581,0.2060375624501322,0.727751540710988,6609,no,24649
flooding,modderstromen,5,0.6954197413395731,0.1434716773338284,0.8289746752199344,7271,no,88829
rainbow,regenboogforel,2,0.5399117928154519,0.0404339648293884,0.9303278014928936,7159,no,52785
ashley,ashlee,1,0.6327441188647389,0.0773327761187414,0.89109239201405,7192,no,7593
settle,gaan,3,0.4727639868127735,0.0966881458825721,0.8302084752498419,6633,no,262045
monk,monniken,1,0.6441587518553202,0.1252723441489981,0.8371883527978767,6400,no,37008
nephew,halfbroer,5,0.7253791760283016,0.1046702331494935,0.8738987920572409,5841,no,46102
prohibited,toegestaan,1,0.7080689098175798,0.028364899623965,0.9614834364469568,7090,no,108953
wwe,smackdown,3,0.7406653651656981,0.0881716944137848,0.8936199903289563,6806,no,11229
demanded,beloofde,6,0.6346758437393515,0.1205676900871086,0.8403591892058321,6938,no,125249
joke,grap,0,0.7229345643289584,0.0,1.0,5926,yes,178208
chad,chad,1,0.5591171328516302,0.0374756842307291,0.9371838158997552,7184,yes,3030
drove,achtervolgden,1,0.6018868890962559,0.0068481285024141,0.9887502307170885,6604,no,210245
missionaries,missieposten,3,0.7024004440366373,0.1276648816148885,0.8461989946216785,6962,no,45502
explorer,ontdekkingsreiziger,0,0.7161898815313401,0.0,1.0,6201,yes,38234
measurement,meetinstrument,8,0.6821433475801089,0.1148844546361893,0.8558589119266232,6541,no,179748
autobiography,voorwoord,7,0.5709118711423852,0.1858878660837052,0.7543764130190599,6609,no,24649
legendary,legenden,5,0.5960157963778454,0.2379326888182793,0.7146913831706004,5714,no,142355
engagement,engagementen,5,0.4801355633686712,0.0891708715423069,0.8433692892365594,6171,no,320046
aux,yeux,5,0.5839230587412438,0.1334768541116582,0.813943587502182,6758,no,7780
southwestern,noordoostelijke,5,0.7001045377309532,0.0327472949101217,0.9553152582124192,5750,no,21009
imprisoned,gevangengehouden,2,0.8221462549807625,0.0575863245377819,0.9345411027413608,6121,no,46477
mayors,burgemeestersambt,9,0.5727233877182264,0.1380945308414355,0.8057244658079836,6222,no,12635
survival,leefomstandigheden,8,0.5151648188058383,0.2125287501719159,0.7079419700376478,5823,no,249337
releasing,releases,2,0.5105345020986114,0.0371645765790907,0.932144168164722,6585,no,125720
screenplay,verfilmde,4,0.7026587519095987,0.1011482993701829,0.874163458495245,6075,no,28645
lebanese,palestijnse,8,0.6268546075445549,0.1768390330294297,0.779967111717925,7063,no,1405
lucy,mrs,4,0.595502415568316,0.0986103638467185,0.8579332253040742,6174,no,4034
intense,heftig,8,0.5891334211433126,0.1200117442220568,0.830765617417382,6251,yes,322515
array,reflector,4,0.5008125787670896,0.0878540296450436,0.850757579265417,6500,no,355921
ambassadors,ambassades,3,0.5552869775202771,0.1339427030185366,0.8056631819543446,5677,no,23830
raiders,raiden,2,0.515200936991626,0.1528613072462527,0.7711870285071476,6615,no,8322
findings,onderzoekingen,7,0.6360129881459062,0.1189918876929957,0.842395868555443,5952,no,335564
sculptures,beeldhouwde,4,0.7309258068857303,0.0693261772868272,0.9133695652644848,6648,no,53343
rhodes,rhodes,0,0.6935131326660852,0.0,1.0,7152,yes,1372
saxon,oudsaksische,1,0.6075504709464062,0.0512772012538907,0.9221690232247842,6514,no,1671
agenda,partijpolitiek,0,0.6204863897093054,0.0,1.0,6574,no,282725
melody,melodieus,7,0.6654133931686821,0.0769627932948762,0.8963291189854806,7109,no,57147
wrestlers,worstelteam,7,0.6512258866837299,0.1799764863171935,0.7834745277886814,6037,no,13621
audiences,publiek,0,0.6014709810837322,0.0,1.0,7042,no,170048
czechoslovakia,sudetenland,6,0.6535128788062237,0.1609356117545652,0.8023992755591541,7134,no,163
ellen,ellen,0,0.6383378733192078,0.0,1.0,6539,yes,2468
philosophical,wijsgerige,8,0.709085657101865,0.13531500541213,0.8397502377493844,5752,no,89098
answered,onbeantwoord,9,0.6292474312685452,0.0970604141246433,0.8663646348579651,7163,no,279588
cluster,geclusterd,5,0.4902928208479291,0.1665664735255376,0.7464198574149521,6853,no,103673
greene,greeley,1,0.5997114809379748,0.013729997848931,0.9776180804139908,7264,no,1968
nearest,dichtst,5,0.4978982005866426,0.2290147330605765,0.6849488811383283,5898,no,135918
mathematician,wiskundig,8,0.658648659991413,0.1827322898131248,0.782818603326382,7056,no,13466
heath,wootton,4,0.5649685326632237,0.0717804265594639,0.8872704454089881,6767,no,15116
terminology,vaktermen,4,0.6080974835551559,0.1018689253416588,0.8565158519260814,6614,no,74937
departed,aankwamen,7,0.5760450025092431,0.0860381246572198,0.8700493621919656,5884,no,54126
header,wikitekst,9,0.4795695395838603,0.0929878124760769,0.8375921431424697,5913,no,102354
explaining,uitgelegd,4,0.635339564934593,0.0788555156026108,0.8895882683155739,5973,no,169624
maker,lakenfabrikant,6,0.5278279116892401,0.0452779747542799,0.9209954463471696,6365,no,197567
dancers,danseressen,1,0.7792475687624197,0.0306277729056515,0.9621821145430004,6972,yes,79326
governmental,overheidsorganisatie,3,0.67676040116254,0.0381476426841944,0.9466397909318072,7201,no,87036
defenders,verdedigingslinies,9,0.5458238392462704,0.1735088594116238,0.758791919600832,6091,no,48721
elimination,uitschakeling,7,0.5627206533200055,0.1477786393450851,0.7920073378387671,6766,yes,108822
enzyme,enzymatische,4,0.7469721684555235,0.0725727707354106,0.9114474786372844,6153,no,63225
certification,certified,7,0.6821934221805803,0.1116681511028272,0.8593354876203816,7085,no,282150
bet,hoofdprijs,4,0.4366166894848635,0.1183132532300333,0.7867960545592356,6970,no,398333
estonia,letland,1,0.7546048928305014,0.0975776555920187,0.8854967685355147,5651,no,625
latvia,litouwer,7,0.6362095551087112,0.1847503282299722,0.7749581532795138,6885,no,314
para,trabajadores,8,0.4331106171285993,0.2645767209140343,0.6207803890259697,6619,no,31456
myth,mythologische,5,0.6418767430317568,0.1572777071112153,0.8031948554086413,6966,no,112435
punishment,straffen,0,0.7760470797853165,0.0,1.0,5734,yes,174758
tributary,zijriviertjes,3,0.7672692693156977,0.037925021116046,0.9528995404379846,5934,no,9551
viola,violin,3,0.7111118839864621,0.0542067489797557,0.9291710058467262,6618,no,9546
realized,realiseerden,4,0.5589516980258336,0.052825902942251,0.9136517864356938,5730,no,468071
throwing,gooit,2,0.6130845151227587,0.0949107172444921,0.8659444119035251,6944,no,201749
viii,ix,3,0.6582294085921534,0.1305757638965816,0.8344638594539053,6158,no,10280
layers,gelaagde,0,0.644257034423538,0.0,1.0,7181,no,219864
speedway,racecircuit,4,0.6114468071772364,0.1345460689097271,0.8196416169340972,6468,no,6178
mph,orkaandrempel,9,0.5945372997269729,0.1449876840889923,0.8039448466759667,5793,no,107262
everyday,alledaags,2,0.6902035921947578,0.0217558632035675,0.969442272254962,7250,yes,515693
motorcycle,bromfiets,9,0.6387221814500097,0.0719757386686603,0.8987252718332958,5866,no,173801
celebrate,gevierd,2,0.6157866530816795,0.0720568442241352,0.8952423850681562,6591,no,315903
worlds,wereld,9,0.5239576982633262,0.2101140845306606,0.7137690217012088,6120,no,183793
joy,vreugde,0,0.6397407473066661,0.0,1.0,5860,yes,370645
rainbow,regenboog,3,0.5330075895457763,0.0473381680990639,0.9184310947818904,7159,yes,52785
rhodes,birtwistle,9,0.4624035771961284,0.2311095554699567,0.6667553293742282,7152,no,1372
castles,vestingen,8,0.5722143088763367,0.2209478940450806,0.7214341615986319,7320,no,28192
beatles,lennons,2,0.5939722215528984,0.1453759743848282,0.8033727881077121,7125,no,5529
confusing,begrijpelijke,4,0.6704522580217063,0.1317468322983731,0.835767911123153,6374,no,152052
blogs,websites,2,0.6629631506217146,0.0743693443475349,0.8991373025670915,6887,no,361395
permanently,permanent,0,0.6645375604746201,0.0,1.0,5995,yes,140804
lighthouse,vuurtorens,1,0.7083524106278907,0.0806899263153821,0.8977368861752429,6785,no,21648
mandatory,verplichtend,3,0.5606530095228255,0.1011269711786598,0.8471894373845134,6967,no,155901
throwing,omgooien,8,0.5776924833313024,0.1303027490359485,0.8159553298116591,6944,no,201749
grid,detectiepunten,9,0.4569541710139011,0.2078756056671822,0.6873250673203534,5688,no,166663
curtis,vick,7,0.5486052960955161,0.1034652699090719,0.8413281087919189,6010,no,1980
discusses,bespreekt,0,0.691193275823486,0.0,1.0,7113,yes,126888
holders,bezittende,8,0.4234858313503346,0.1505464987437366,0.737738641447137,7132,no,138931
trinidad,honduras,6,0.6066374337111285,0.110554383399487,0.8458510251206117,6580,no,2154
twitter,twitter,0,0.7663994180430632,0.0,1.0,5679,yes,145790
paragraphs,subkopjes,4,0.6035866041021225,0.0668022952065529,0.9003529216020113,7000,no,78042
sara,karina,6,0.4999864972919825,0.1725760711348347,0.7434051800734238,7129,no,3501
diving,sportduikers,4,0.5409445715208707,0.0879848431590092,0.8601037873164307,6525,no,138266
nurse,verpleegsters,1,0.7466394571182708,0.0381807447843031,0.9513509658750569,6485,no,203370
shots,schietende,9,0.5411307091571645,0.0896932207961695,0.8578157604090816,5961,no,354211
researcher,onderzoeksmedewerker,2,0.7141497328575366,0.1011062645734022,0.8759821885493495,7069,no,108541
harper,harper,0,0.7305519208977849,0.0,1.0,6098,yes,4030
shrine,heiligdommen,3,0.6631780965894885,0.0754606713632625,0.8978381928524911,6587,no,28783
armor,pantser,0,0.7008499379649245,0.0,1.0,5906,yes,78590
arch,bogen,5,0.5012014906879786,0.0605488475142096,0.8922139544980272,5720,no,62120
