en,es,position,score,rel_score,ratio_score,index,correctness,freqs
politically,politizada,4,0.6296954247077535,0.2487380184255431,0.716839083973948,6903,no,109991
maharashtra,andhra,2,0.7611917905475167,0.010362772216921,0.9865689703398398,6713,no,742
ahmed,mohamed,1,0.7649749280221091,0.0812122150726272,0.9040257043192454,6038,no,1089
preliminary,clasificatorios,9,0.5140506152582927,0.2695845958364694,0.6559820283472821,5481,no,138182
worlds,realidades,4,0.611414424950715,0.2081097349774736,0.7460602808882298,6120,no,183793
useless,obvio,9,0.6584669143535556,0.0954732708817525,0.8733675790845996,7115,no,150843
accounting,econometría,6,0.5936210323483625,0.2185694587010996,0.7308889218603412,6528,no,314871
relegated,descendido,1,0.7171242020750204,0.0279743243135818,0.962455536653428,5499,no,23626
twins,hermanas,8,0.5293664456718645,0.2271504109823622,0.6997417718000916,6177,no,79071
displays,mostradas,8,0.6001246819883805,0.1065535816857217,0.8492191041341256,5620,no,257217
sheep,vacunos,6,0.6924563333752294,0.1412472498397905,0.8305785741077215,6084,no,141415
forwards,centrodelantero,8,0.5382028768494692,0.085798013851583,0.8625033791935927,7006,no,51320
teen,preadolescentes,4,0.5920346405275725,0.1044998900444923,0.8499717021083414,6069,no,200462
cia,contraterrorismo,7,0.5798802670415264,0.2870107012061336,0.6689194930865421,6551,no,1990
nurse,ginecóloga,6,0.6338546793699208,0.2111360354773708,0.7501321236227694,6485,no,203370
delayed,retrasaba,6,0.7675381481074263,0.0641492068383674,0.9228686038607038,6288,no,135808
temples,budistas,5,0.6372481705149169,0.2645690169073517,0.7066267746974427,5702,no,72570
doctorate,doctorados,5,0.8133589218263777,0.1035502305143862,0.8870659865810758,6757,no,29468
presenting,presentados,5,0.6388222412059432,0.0790474442701687,0.8898860811795637,6956,no,187621
remarkable,destacable,7,0.7088450629494295,0.0790557230850488,0.8996628452638841,7007,no,289856
consultant,asesora,2,0.71653046120768,0.1210572040111968,0.8554692135066694,6413,yes,230353
paragraphs,párrafo,1,0.76250492912738,0.0777511922996425,0.90746727061316,7000,no,78042
trace,rastrearse,4,0.5036171914809213,0.0921572708010973,0.8453151710328374,6900,no,137102
css,navegadores,5,0.5121148891426133,0.175175167185244,0.7451219240371486,6126,no,19098
equity,capitalización,3,0.6551545434605663,0.0500566366598642,0.929018940608236,6821,no,432799
circus,circo,0,0.7072197250187511,0.0,1.0,6658,yes,44038
tracking,rastreos,2,0.6474138726095653,0.0803588918835042,0.8895824413826777,7099,no,260366
chapters,epílogo,6,0.5092779400749401,0.2140308090154974,0.7040948152712909,5613,no,150093
filter,filtrado,3,0.6101435732233373,0.1479601599768847,0.8048286092032644,5507,no,301947
expanding,expandir,2,0.7726934514278809,0.0586957817330808,0.9294003585902622,5574,no,233267
millennium,siglo,6,0.4596133559158242,0.2428002158013925,0.6543343899124703,5870,no,39282
recalled,quejó,9,0.6303710824259693,0.0930482518915208,0.8713771564049954,6586,no,87805
explore,adentrarse,4,0.6928905357151494,0.1907636382846728,0.7841195753977039,7017,no,559188
tyler,brandon,3,0.6461785365183678,0.0704522734671285,0.9016895834152672,5981,no,3957
particle,electrón,7,0.7186916425218747,0.1394686459286694,0.8374794921115637,6721,no,65205
pursuit,perseguían,4,0.4976948237096636,0.1455821308290126,0.7736866993262392,6235,no,146544
documentation,bibliográfica,8,0.6174914595354897,0.2293154671416044,0.7291998212137353,6105,no,254949
assumption,presuponiendo,2,0.5958448801301874,0.0624662981144898,0.9051112905585924,6224,no,131169
widow,hija,2,0.7520661785047189,0.0953343644515967,0.8874978718812182,5828,no,52867
observation,observados,4,0.5921026863249095,0.2748589878785864,0.6829629312840065,5511,no,169813
geological,geológica,1,0.8535300838512303,0.0263033949957447,0.9701041212591552,6183,yes,35650
atp,atp,0,0.8400244101120623,0.0,1.0,6688,yes,498
admit,admitir,0,0.8139571389656133,0.0,1.0,6577,yes,348615
ernst,ernst,0,0.7948796088581179,0.0,1.0,6630,no,665
verified,verificables,5,0.6446589670732318,0.0731769395292517,0.8980589590793833,6180,no,90033
prestigious,prestigiado,4,0.7019885356505272,0.1408417138693046,0.8328943296119907,6079,no,139260
striker,mediocentro,7,0.7393724017601717,0.0876777509238424,0.893987383184317,6429,no,30805
refugees,refugiado,3,0.6766997433372941,0.2343728633427338,0.7427506198470892,6266,yes,90529
louise,pauline,8,0.658392941556402,0.140153642233928,0.8244890841950839,5559,no,1594
rica,venezuela,5,0.7105315441011751,0.0342128101993179,0.9540610009303762,6681,no,4915
seoul,daejeon,2,0.740585294398471,0.1397016303522156,0.8412998916327404,6170,no,1115
burials,enterramientos,0,0.699104909682416,0.0,1.0,6435,no,7310
dinner,cenan,5,0.7010113902893373,0.0906081002813756,0.8855408420830413,6185,no,619310
autobiography,autobiográficos,5,0.7326042536947728,0.1615916197484369,0.8192883410139115,6609,no,24649
tackles,touchdowns,4,0.6597944215982241,0.0338165561153203,0.9512456446021156,7096,no,43191
ahmad,hamid,8,0.7150314910273565,0.0908332289144435,0.887284767943429,6299,no,716
bee,cucaracha,7,0.4426092771202896,0.1374298733381032,0.7630679356221123,7131,no,59238
twins,gemelas,5,0.551622636858773,0.2048942197954537,0.7291610649607737,6177,yes,79071
quarterback,touchdowns,5,0.684145982172337,0.1290153913248839,0.8413409742152185,5943,no,88293
hosting,promocionando,8,0.4915710641213875,0.075688190472536,0.8665721363563862,6186,no,619516
inhabited,habitado,1,0.8583574800499025,0.0259049345709979,0.9707044717239238,7046,yes,36704
trap,atrapar,2,0.6282581827998834,0.1230927339109362,0.8361714464263944,7077,no,132686
expertise,conocimiento,1,0.6983479892635093,0.0805588293049184,0.8965744972511865,7082,no,567356
portions,incorporadas,8,0.5302988800542763,0.2411426031186653,0.6874129686067115,6006,no,142431
differ,diferir,1,0.7720406980485855,0.0709996393673862,0.9157814445925452,7009,no,180441
separation,separaciones,1,0.7008329360034372,0.1377221777379705,0.8357625211734847,6139,no,164622
css,css,0,0.6872900563278573,0.0,1.0,6126,yes,19098
temples,estupas,3,0.6805889839355865,0.221228203486682,0.7546861974109906,5702,no,72570
sustainable,ambiental,9,0.6775689117499262,0.2215750899299483,0.7535710748045045,6080,no,371619
terminology,terminológicos,4,0.7133930007805345,0.0546513550020928,0.9288434911465449,6614,no,74937
cleared,ocultado,8,0.545270343920377,0.0413502687858386,0.929511053839243,7103,no,137770
centered,centrado,0,0.7934312769093124,0.0,1.0,6392,yes,112376
burials,sepulturas,8,0.6604296769846579,0.038675232697758,0.9446789284953996,6435,no,7310
paste,agregarle,7,0.5494777027205873,0.0397351499416196,0.9325623163817852,6731,no,125302
firms,negocios,8,0.6701421735426454,0.1313651164938937,0.8361024058958901,6558,no,543789
dancers,coreográficos,8,0.6921670996414939,0.2132594002875151,0.7644652544361845,6972,no,79326
overview,detallado,2,0.583434378583399,0.0628799086993349,0.902710012858144,5503,no,196502
operators,operadoras,1,0.7218194536334237,0.1510123421765126,0.826985745820153,5905,no,233328
strictly,exclusivamente,8,0.6149316191517968,0.2301371029500138,0.7276705468667342,6097,no,151931
verify,verificable,8,0.7091209962370959,0.1131414768221109,0.8624022370847463,5967,no,182733
entrepreneur,inversionista,6,0.6079780199070997,0.2081649036983203,0.7449406253763444,6804,no,108276
goalkeeper,fútbolista,8,0.7191249548787026,0.1433790132627599,0.8337642276919429,5609,no,19782
hey,¡hey,1,0.6200012379507963,0.1009971785675273,0.8599203878210452,6294,no,138190
seeds,frutos,2,0.6761984510984257,0.1124647957740826,0.8573982035804654,5743,no,242701
ordained,sacerdote,1,0.7100911691556198,0.0069395436639358,0.9903218320500558,6963,no,39478
technically,lógicamente,4,0.59889965394421,0.2606767058952008,0.6967381630366133,6143,no,114018
observations,mediciones,4,0.7264523767668145,0.18751540165118,0.7948336844262122,6317,no,156403
thunder,trueno,3,0.5452382568224521,0.1909864107687719,0.7405867812149785,6391,yes,37707
lucy,catherine,8,0.6478348214722651,0.1291679258952836,0.8337613009311757,6174,no,4034
archaeology,etnología,8,0.694465104192868,0.2081520649666247,0.769390532244746,6884,no,23743
foods,comida,7,0.6992912314998526,0.0735915904591977,0.9047829912008358,6072,no,805974
jesse,ryan,7,0.6125458165771518,0.1460142419767425,0.8075112967915796,6053,no,2748
platinum,platinum,5,0.6306717224518459,0.2314139784798196,0.731564996113811,6176,yes,138378
tribune,inquirer,8,0.5041725778999615,0.2236109155039423,0.6927507733679209,6674,no,3120
pin,cabezal,7,0.4734697012111103,0.2333885542385786,0.6698226943814901,5936,no,142741
saxon,sajona,0,0.7350207560682229,0.0,1.0,6514,no,1671
cyclone,huracanados,9,0.676303011969787,0.126694110832904,0.8422234560558509,6444,no,12960
girlfriend,amiga,5,0.6977512955639673,0.1737554112968838,0.8006264209684086,5970,no,208460
armoured,blindadas,2,0.789751642807977,0.0082324061570951,0.9896834953433316,7102,no,9377
dubbed,parodiada,2,0.5879885670520935,0.002401716328034,0.995931985339793,6800,no,57832
inches,diámetro,9,0.6688233245871602,0.1457806718833051,0.8210410548991327,5975,no,405253
builder,construyo,4,0.5544208538269656,0.2695019214982189,0.6729039060828822,7018,no,99079
thermal,calorífica,6,0.720340787629151,0.0954576740159779,0.882988656507786,6643,no,122186
geological,geomorfología,7,0.6956216179426735,0.1842118609043015,0.7906287208510049,6183,no,35650
shoulder,piernas,8,0.7520101258785794,0.1274936604471738,0.855039099968181,6625,no,341486
americas,iberoamérica,7,0.6404255399747781,0.1325294262293014,0.8285418529877066,6560,no,5947
formats,digitales,8,0.5715922391624623,0.2793055311761474,0.6717519531576638,6415,no,163655
designers,estilistas,6,0.6325845584330438,0.2848320914424951,0.6895280988402197,6272,no,331385
confirm,confirmen,2,0.8007864725865277,0.0732008410641331,0.91624496154484,6260,no,236654
patron,benefactora,4,0.6064811741956984,0.1186628819345019,0.8363595744440662,6490,no,47895
nadu,maharashtra,3,0.7256749088572223,0.0307171364260001,0.9593899266689162,5867,no,616
innocent,culpable,4,0.6337235645265744,0.0972459899850749,0.8669630090817617,6631,no,186939
tactical,táctico,0,0.867092937849566,0.0,1.0,5797,yes,67197
hardy,burchill,4,0.5086629275155876,0.20654724248567,0.7112076265843552,6889,no,30773
dome,techo,3,0.5804061891432886,0.1350871972433661,0.8111971405835404,5543,no,48630
inspector,superintendente,3,0.7074573942033616,0.1835278341208304,0.7940169732487952,5915,no,52830
respected,admirado,8,0.6493351518395427,0.1885142521315757,0.7750022244593325,6389,no,187855
observatory,radiotelescopio,7,0.6816671646430035,0.0900181743708402,0.8833486010167346,6306,no,13249
duncan,mckenzie,4,0.6097973968800565,0.1376376498117981,0.8158533635518136,5778,no,1804
espn,sportscenter,3,0.6259457898220998,0.1778362599118493,0.7787506451895598,5965,no,3767
marion,louisa,4,0.5721492321938554,0.1777285274309604,0.7629900005037049,6441,no,1539
leslie,leslie,0,0.7253417917414753,0.0,1.0,5772,yes,1756
finite,algebraicamente,7,0.7543210548470358,0.0929048457391965,0.8903422975207538,6992,no,45438
moments,instante,8,0.5804506874880251,0.2055282321485129,0.7385066863580059,6461,no,401837
polo,voleibol,7,0.492807490503688,0.0952815249862305,0.8379811176937993,5831,no,61827
deceased,esposo,3,0.5869587038159261,0.1288811656374395,0.8199581063627307,6242,no,91387
arrive,viajan,4,0.67510974226678,0.0752593074742133,0.8997036091771231,5814,no,373596
jessica,angie,8,0.6978609693792526,0.1056702323658651,0.8684926831262191,6990,no,7307
melody,melódica,1,0.7618079636972751,0.1304905230847368,0.8537591119813076,7109,no,57147
scales,curvadas,2,0.5759959455138085,0.003689529241338,0.9936352912018428,7123,no,100517
gaelic,gaélico,1,0.8110125440946839,0.0189980988024752,0.9771110178344674,6012,yes,1046
adoption,adoptada,6,0.6493699621120064,0.2544564826710626,0.7184675397142913,6837,no,212733
recruited,reclutador,8,0.6897375231363075,0.1367605300487505,0.8345301243944624,6610,no,61210
trustees,directivo,2,0.6121890570146283,0.0347462135224264,0.9462910508904828,6647,no,48852
georgian,georgianas,2,0.6698930413767732,0.0890281827028556,0.8826911412171622,5716,no,633
problematic,cuestionable,7,0.6835988058433409,0.0548421451785801,0.9257325245807608,6307,no,94165
inspector,inspectora,1,0.7477805952645398,0.1432046330596522,0.8392738414653648,5915,yes,52830
lighthouse,lighthouses,3,0.5569797218795289,0.2157112321050951,0.7208311667262154,6785,no,21648
disappeared,desparecido,8,0.7306868987538295,0.0915438544279569,0.888664034915126,6499,no,133595
doctrine,dogmas,8,0.6613257478061206,0.1959333388904732,0.7714420973413151,5658,no,162760
catalogue,coleccionadas,6,0.5584337883770087,0.2388020461712761,0.7004624781993377,6062,no,68576
jake,shane,4,0.6755847641295096,0.117915683158189,0.851398088606954,6355,no,4328
protecting,protegiéndola,9,0.7387709547584527,0.1140948130372782,0.866221840123609,6888,no,240101
enzyme,deshidrogenasas,8,0.804812053878392,0.0713676517524815,0.9185467874982396,6153,no,63225
rivalry,disputa,6,0.5716439140877037,0.3095362967398292,0.6487253198194977,6654,no,40461
breeding,crían,1,0.6948890898606039,0.1357727166364626,0.8365487427319892,5712,no,124230
thrown,tiró,4,0.7086227101468401,0.0267952102866534,0.9635646486954534,6522,no,227978
saving,salvar,0,0.644615343936795,0.0,1.0,5653,no,454082
farms,granjas,0,0.8575199019349806,0.0,1.0,5836,yes,144871
admission,readmisión,2,0.6128973305033806,0.1301288809546067,0.8248663654822296,7083,no,191830
derivative,conjugadas,8,0.5438093907211005,0.1429025622054288,0.7919031966803148,6905,no,42934
slovakia,rumanía,9,0.7043364530120019,0.1775421611661615,0.7986773255278269,6013,no,576
armenia,turquía,2,0.6858051615513858,0.146255217248501,0.8242252353615844,5589,no,645
verify,verificado,9,0.7040208409618429,0.1182416320973639,0.8561996491735189,5967,no,182733
ion,xenón,6,0.5718952927140772,0.2095568499275895,0.731836617378524,6832,no,47695
nephew,sobrino,0,0.9108358535047988,0.0,1.0,5841,yes,46102
occurring,ocurrencia,4,0.6708361393373978,0.1027929414614035,0.867128907104596,7020,no,153504
ecuador,nicaragua,7,0.7008635327373894,0.1285437266888287,0.845017360014723,5711,no,943
collegiate,collegiate,1,0.6889909703351751,0.0062568607467865,0.9910005318002224,5826,no,24334
bike,bikes,6,0.6786120520087072,0.1277969590656771,0.8415233990312033,7002,no,539581
suffolk,somerset,4,0.6861761067179596,0.0846913448525444,0.8901350100072314,7005,no,1212
albanian,croata,2,0.7117388586547155,0.0737940122924056,0.9060586577320032,5553,no,370
jam,cocktails,5,0.468466058651144,0.1649355204367205,0.7396035534451345,6416,no,79059
secured,garantizó,3,0.6757288378725623,0.0182163180419536,0.9737496286461612,5689,no,275422
franco,italianas,5,0.5137400163932593,0.2388386229444625,0.6826396465960775,5978,no,1134
likes,odia,5,0.5840916233339528,0.100972425477404,0.852608780664232,6921,no,408795
cyclone,ciclónica,5,0.7154231031378294,0.0875740196648616,0.8909410542354086,6444,no,12960
oslo,malmö,6,0.6826230587771107,0.1934604121877856,0.7791758221682767,5892,no,818
portraits,retrató,3,0.732449987133337,0.1844473052185543,0.7988353692860877,6730,no,59414
springfield,springfield,0,0.7765406718214436,0.0,1.0,6308,yes,9676
squadrons,bombarderos,9,0.675398818449531,0.1420350347687242,0.8262427788994434,6789,no,6859
fake,falsificado,7,0.5803692658807753,0.0801411807918672,0.8786678073063298,6817,no,254311
saxony,luneburgo,9,0.7283780710049748,0.1284433367831514,0.8500932217429927,6734,no,223
triangle,circunferencia,7,0.557158251349431,0.2691623123980057,0.6742640517412143,6093,no,59398
czechoslovakia,checoslovacos,3,0.7800005086169188,0.127415786549733,0.8595839779069292,7134,no,163
supplied,suministrados,3,0.7835200726642705,0.0408395069942816,0.9504591103178576,5631,yes,255570
pin,clavija,8,0.4719607670807889,0.2348974883689001,0.6676879889880284,5936,no,142741
contributors,revisores,9,0.6189071028550062,0.0862342371240799,0.8777064508419864,5623,no,69201
priority,prioridades,5,0.6333188184314928,0.1169932037588141,0.8440739315128015,6677,no,344855
tuesday,semana,9,0.6164677741593179,0.1838553805274526,0.7702735708060205,7117,no,16279
memories,recuerdo,4,0.5888479358686545,0.2655193894687262,0.6892210392481063,6178,no,305843
cherry,lemon,5,0.5138519364508296,0.1677337468128417,0.7539065873425133,6532,no,75810
eds,edited,5,0.6014213896048826,0.0995447837927508,0.8579891761249332,6433,no,6949
rivalry,rivalidad,0,0.8811802108275328,0.0,1.0,6654,yes,40461
anthology,poemas,6,0.637674693814956,0.2023260846309093,0.7591358367485747,6181,no,27412
investigations,investigadas,1,0.7127916370244045,0.0482535468645779,0.936595687238963,6571,no,124155
satisfy,cumpla,6,0.651867010563646,0.0916356342818472,0.8767514346893951,6437,no,216025
capitol,nashville,2,0.5156382736103846,0.1975957970483278,0.7229579948896204,6028,no,17936
promise,prometiéndole,7,0.6205688095777366,0.1501365018653546,0.8051959683731326,5807,no,417434
jeremy,matt,7,0.6235502730264482,0.1001279476824918,0.8616402362027655,6015,no,4991
henderson,mclean,3,0.6695995717376587,0.1275770323184231,0.8399639030180971,6199,no,7086
giovanni,giovannini,9,0.7444038410064082,0.093393558741381,0.888524888273112,5625,no,687
feat,remezcla,5,0.517326840372029,0.126552426924003,0.8034531730529866,5696,no,64003
pianist,violoncelista,9,0.7561802399526981,0.1614245302575813,0.8240805458971305,5779,no,32952
collapsed,derrumbándose,3,0.7113193473730083,0.0874057395576342,0.8905684308808695,6352,no,75699
doctrine,doctrinal,2,0.7286524557757555,0.1286066309208383,0.8499792735747862,5658,no,162760
substance,psicotrópicas,4,0.6163148845273565,0.1746138510190692,0.7792293500394388,5984,no,330867
proximity,cercanía,1,0.753169038946399,0.0302566392954994,0.9613790559387854,6978,yes,102062
collegiate,interescolar,7,0.5545731040056848,0.1406747270762768,0.7976624725928949,5826,no,24334
segments,segmentar,7,0.5665245832973365,0.266341836436764,0.6802106194630877,6407,no,129120
preston,charlton,7,0.6510142842584152,0.0864614101769998,0.8827603257580013,6241,no,1102
willie,johnny,2,0.6557603555992202,0.0961729634081967,0.8720990798291144,6589,no,1672
varied,variado,0,0.8465963721403788,0.0,1.0,6701,yes,216097
fringe,conspirativa,6,0.4440091756358414,0.0798659091211654,0.8475478001435967,5847,no,46715
eve,resurrección,7,0.5125804044932276,0.1563964245193803,0.7662154835015478,5506,no,78079
julie,natalie,2,0.6968671500898355,0.1292016492786604,0.8435945657584076,6453,no,2984
widow,cuñada,6,0.7271232477748379,0.1202772951814776,0.858063230922808,5828,no,52867
nobility,nobiliarias,3,0.7173584968016036,0.1453173433136272,0.83155046593838,6563,no,21336
shock,trauma,5,0.5515921992249805,0.1188708434618787,0.8227033618653944,5576,no,259493
albany,albany,0,0.733961745489844,0.0,1.0,6189,yes,3064
fraser,collinson,8,0.5847398601292678,0.1983902754980112,0.7466701044021212,6414,no,1085
mysterious,extraño,7,0.7043625424688003,0.1860493809913046,0.7910524600026421,6412,no,146641
arcade,snes,8,0.6225774020130879,0.1491585405768718,0.8067233462312341,6479,no,45634
exile,exiliados,9,0.7009942226877561,0.1469471777892961,0.8267012582395157,5636,no,44353
respected,respetadas,3,0.7547342463445347,0.0831151576265837,0.900799407109862,6389,no,187855
meter,milésima,5,0.518210813916242,0.1622069146034308,0.7616068661874366,5737,no,133390
investigate,investigarse,1,0.7993223280511298,0.1028475367603394,0.885999809158077,5966,no,241373
enters,llegan,8,0.6598411636479843,0.1492255599892518,0.8155584012670869,5608,no,120246
stern,popa,5,0.4490863029758711,0.0861869979863498,0.8389850608438383,6968,yes,36458
nest,polluelos,3,0.6286957087909795,0.194640333759605,0.7635955142245013,7035,no,90391
millennium,civilizaciones,5,0.4680376085920409,0.2343759631251758,0.6663276841986578,5870,no,39282
challenged,impugnada,3,0.6711806723833345,0.0717334396667479,0.9034431591711208,5514,no,156397
arguing,arguyendo,5,0.7405362108916743,0.0800210356905507,0.902479642920889,5484,no,102469
economist,economists,5,0.6646394757569238,0.2461396605719011,0.7297482443833281,7026,no,57898
kenny,willie,8,0.6548247972258505,0.1250711580349445,0.8396309697578557,6362,no,3023
stability,estabilizadora,7,0.6467161040901521,0.2756549323112593,0.7011452859722108,6370,no,288878
package,paquetes,1,0.6332759938782915,0.1606377425035592,0.7976634801210986,5525,no,752780
diana,gina,5,0.5887243178587719,0.0810326032167704,0.8790119210912481,6547,no,2983
cliff,riscos,6,0.4966038085587899,0.1458100267221327,0.7730278852752741,6142,no,55687
invitation,ofrecimiento,5,0.6277000854780931,0.2032773625828984,0.7553755964650699,7080,no,154220
archaeology,arqueologia,5,0.7054492162681125,0.1971679528913802,0.7815597136547038,6884,no,23743
responses,sensibilidades,6,0.6210204171817607,0.2020537145188925,0.7545133460804984,5824,no,277454
sailed,navegaba,9,0.7935062489214944,0.1055989241311075,0.8825510882418987,5927,no,39406
moderate,moderada,0,0.8697428893356768,0.0,1.0,5932,yes,202965
dancers,coreografía,5,0.712365770069064,0.193060729859945,0.7867737139623346,6972,no,79326
kurt,manfred,7,0.5247614414638373,0.238935539039469,0.6871330578235347,6221,no,3530
varieties,maíces,7,0.5947839801317416,0.234285995037598,0.7174110725819681,6536,no,245288
enzyme,glucoproteína,4,0.8149111409774223,0.0612685646534512,0.930073061200001,6153,no,63225
observer,observe,4,0.535242805214134,0.2442475516453048,0.686657378765561,6119,no,57335
convince,convencerlo,1,0.8510708205656552,0.0462182881467154,0.948491196763728,7040,no,173397
retain,conservaran,5,0.6477148168731564,0.1095808648462006,0.8552997627064117,6044,no,261676
lecturer,doctorado,8,0.7120009314858502,0.1256825500854576,0.8499641537043262,6691,no,41066
elliott,ballard,8,0.6245324680285422,0.0982743636822265,0.8640378599499029,6716,no,1435
fled,refugiaron,4,0.7994066703440281,0.0917082400399063,0.897085954941104,5493,no,79060
literacy,alfabetizados,5,0.6424815709837515,0.1137811535484687,0.8495481135621922,5671,no,105441
cia,fbi,1,0.6273048237368476,0.2395861445108124,0.7236259768686786,6551,no,1990
marines,fusileros,8,0.6258434333695753,0.2109390357316172,0.7479165212935308,6645,no,13557
lithuania,eslovaquia,7,0.6837837997831455,0.1853358288907217,0.7867545240308131,5495,no,494
manages,consigue,5,0.6853635352105967,0.0651719473846286,0.913166067566486,6197,no,145730
lancaster,northampton,1,0.6486163272242708,0.1334235714495201,0.8293903269183782,6510,no,7852
kills,ataca,4,0.7195790427878375,0.0519760408991079,0.9326346984187628,5756,no,89966
myspace,bandcamp,4,0.6217015652563436,0.2175803603990271,0.7407541450042249,6066,no,40138
assertion,justificable,4,0.7207036648723416,0.1006855175538228,0.8774204485425232,5761,no,65575
fringe,charlatanes,9,0.4182547420491513,0.1056203427078554,0.7983863982444476,5847,no,46715
strikes,ataque,6,0.5447237626171141,0.0452276859943842,0.9233365964252964,5768,no,145760
investors,inversionistas,0,0.8794921595681068,0.0,1.0,6824,yes,520687
beatles,beatles»,1,0.7322208897892464,0.1236647150287526,0.8555125657767669,7125,no,5529
naturally,diferentemente,9,0.558110797214356,0.2739293043974589,0.6707739159845693,6112,no,438055
memories,nostalgia,7,0.5835701714279637,0.2707971539094169,0.6830436442516314,6178,no,305843
comedian,humorista,1,0.8255809582553892,0.0570769985635616,0.9353350886120556,5865,yes,35999
integral,función,8,0.5458034074504683,0.1670651695133407,0.7656438018001988,6354,no,145965
identifying,identificativa,8,0.6856788316832854,0.1224529959153024,0.8484739844003188,6920,no,194199
kills,matar,6,0.7132202881310254,0.0583347955559199,0.9243932198889004,5756,no,89966
customer,cliente,1,0.7760202681385142,0.003023059856947,0.9961195228194488,5748,yes,1439964
nigerian,nigerianos,5,0.6788985662022329,0.0825544562434799,0.891582994866416,6051,yes,2582
frog,sapo,2,0.6190116509069453,0.0546135817296743,0.9189258669603086,7094,yes,37503
transformation,transformaciones,2,0.782466428354146,0.0940819925620947,0.892667660659576,6328,yes,192718
dollar,dolar,4,0.6777361614951416,0.132057197865572,0.8369248199691045,5676,yes,441398
milton,milton,0,0.759361825868162,0.0,1.0,6182,yes,2018
