en,de,position,score,rel_score,ratio_score,index,correctness,freqs
newfoundland,neufundland,0,0.7699089313959686,0.0,1.0,6102,yes,1983
phenomenon,begleiterscheinung,7,0.5820742236828798,0.1842302794966259,0.7595860669848233,5480,no,191522
marcus,aurelius,5,0.5299864046032556,0.1752710473211012,0.7514793401432927,5427,no,2296
autobiography,autobiografien,2,0.7137292118166174,0.0825500465560501,0.8963302815085813,6609,no,24649
geneva,genf,0,0.7065628216019917,0.0,1.0,6496,yes,2905
actively,engagiere,6,0.5409381269541773,0.0939677704236341,0.8519973261994808,5403,no,271962
maintains,unterhält,0,0.6318600639159826,0.0,1.0,6449,yes,142165
protocol,protocol,3,0.6554216565287216,0.1108475381846563,0.8553412574204831,5517,no,174112
alpine,alpin,2,0.7676768401883083,0.0452553400264185,0.9443307312370574,5645,yes,23242
sustained,andauernde,5,0.5461297980632593,0.0313037793093564,0.9457880862214628,6258,no,156637
routine,prozedur,4,0.5319809038405747,0.135678310839079,0.7967850845821425,6798,no,447950
marion,roseville,6,0.5594072204651501,0.085268369605999,0.8677344529260237,6441,no,1539
orlando,antonio,4,0.5341760883213837,0.1881581913352699,0.7395136896663593,5853,no,19460
defenders,belagerer,9,0.5684526322783289,0.1412731146153379,0.8009468935942323,6091,no,48721
uganda,uganda,0,0.785836130595152,0.0,1.0,5800,yes,2343
tribal,stammesgruppe,7,0.6063645337517294,0.074179138195914,0.8910001793365865,5980,no,99559
ussr,sowjetische,9,0.6780211783408435,0.1517718496830359,0.8170967403227347,6114,no,833
highlights,hintergrundberichte,3,0.5504045491651772,0.0821510471363811,0.8701283371505938,6957,no,227178
reformed,reformierter,6,0.6344904685051648,0.103060868248017,0.8602661765868294,5782,no,23373
swimmers,schwimmer,0,0.7105661039676541,0.0,1.0,5594,yes,27874
erik,ulrik,1,0.6229632278086634,0.0983336761207583,0.8636710131638382,6986,no,1205
boxer,kickboxer,5,0.6443123338590857,0.1668162572060794,0.7943405533430672,6622,no,27671
windsor,westminster,3,0.6010981435660807,0.1584401517600611,0.7913993899517237,6223,no,3303
bros,pictures,1,0.6120352508015465,0.1281164663432117,0.8269051285357556,5760,no,6474
aggregate,entscheidungsspiele,9,0.4889419059121779,0.0378560932074018,0.9281392615942554,6348,no,83864
traveling,bereist,8,0.5972307429324402,0.1071651209990736,0.847862364777467,5771,no,326384
convoy,frachter,7,0.6501164013282936,0.1254928215448,0.838200967905028,6735,no,18503
reformed,reformiert,2,0.7267693442096745,0.0107819925435073,0.9853813666842888,5782,yes,23373
intelligent,intelligent,1,0.8100506983744042,8.406999303911533e-05,0.9998962271509362,6531,yes,246932
taxes,grundsteuer,7,0.6982175531348424,0.0564649673991094,0.9251805019160118,5426,no,554815
neighbouring,benachbartes,4,0.6450317673175674,0.1207791784393939,0.842285907365805,6526,no,40535
seeds,wurzelknollen,9,0.6241989844371442,0.0734095506816561,0.8947697068110632,5743,no,242701
fusion,fusion,0,0.5823494639097795,0.0,1.0,6203,yes,76200
hammer,schaufel,4,0.4657776490022067,0.1300348991371461,0.7817519964236593,5675,no,76574
hey,hey,0,0.6505816406397926,0.0,1.0,6294,yes,138190
remarks,äußerungen,2,0.6852393191549304,0.0403037381962136,0.9444502462150808,6311,no,133993
trend,trend,0,0.7580026847999237,0.0,1.0,6492,yes,498311
anybody,irgendjemanden,3,0.7902321964787113,0.0076555550455775,0.990405223001666,6952,no,303197
graves,grabstätten,2,0.6752816238002162,0.0561915416860154,0.9231803101776628,6977,no,29787
genes,exprimieren,3,0.7320383671303375,0.0964784529814792,0.8835528131239888,6726,no,138907
defenders,abwehren,8,0.5688747298930592,0.1408510170006076,0.801541627005804,6091,no,48721
angry,verärgerten,5,0.6875050617359241,0.0981520299564062,0.8750701406576963,6245,no,265826
confederation,bunds,7,0.5639740412448262,0.0747754885721017,0.8829345696840933,6754,no,6666
uruguay,brasilien,9,0.6982466769960483,0.137969434945035,0.8350074424842512,6257,no,659
burials,begräbnisstätten,0,0.7406261593017767,0.0,1.0,6435,no,7310
brigadier,generalmajors,7,0.741109770768266,0.0848259898372228,0.8972971096746829,6720,no,2151
richards,roberts,6,0.6048145784253542,0.048027271554156,0.926433528188085,6769,no,1736
silence,schweigend,8,0.5498671020117699,0.0902806940317565,0.8589689840537732,6989,no,192256
hardly,durchaus,4,0.6954109537326869,0.0454772644426887,0.9386179138403792,5436,no,349680
monarch,erbmonarchie,8,0.5899158775693245,0.1731495477938034,0.7730868913220581,6316,no,21965
runway,landebahnen,1,0.7105619788215338,0.0682191294939364,0.9124026908645784,6808,no,53095
survival,überlebens,1,0.671574424880603,0.0058607971103287,0.9913485497652392,5823,no,249337
armor,rüstung,1,0.6965761973643805,0.0134691843216321,0.9810305303449064,5906,yes,78590
healthcare,gesundheitswesen,0,0.812230816956324,0.0,1.0,6515,yes,403091
ernst,ludwig,1,0.5433905268593794,0.0467914140242581,0.9207169674588812,6630,no,665
focusing,fokussierte,2,0.7418353983645566,0.0080562592420272,0.9892567690808292,5985,no,280834
cylinder,dreizylinder,7,0.7514884295476948,0.0692594309926885,0.9156142412030318,5536,no,77002
displays,displays,1,0.5507457860036853,0.0244202280727747,0.957542296528097,5620,yes,257217
chi,ho,2,0.528335596383623,0.1572168553393346,0.7706712959100198,5654,no,31885
provisions,ausnahmeregelungen,9,0.6662315167132875,0.1017740050510904,0.8674827170288049,6130,no,278535
tough,anstrengend,6,0.5407435978765458,0.1164463624778233,0.8228117142644217,6934,no,638893
galleries,ausstellungen,2,0.7307769687539996,0.1135533015937118,0.8655108011857157,6923,no,100622
ani,vm,1,0.5419806805603173,0.0005044899902864,0.99907003911319,5618,no,2835
plains,küstenebenen,6,0.5888990709388664,0.0639419632761728,0.9020558452593974,5918,no,41195
proposals,änderungsvorschlag,8,0.6508181908830168,0.1198892585434276,0.8444425850137448,5593,no,226607
victories,erfolge,5,0.6136061226845472,0.0866921305860576,0.8762068444677976,6232,yes,60590
cannon,maschinenkanonen,3,0.6432870586864323,0.0624849895078307,0.9114657633896096,6058,no,31463
kitchen,schlafzimmer,9,0.6285258406803098,0.0876251343288483,0.8776443272625192,5862,no,756155
priority,priorisiert,3,0.5861784271750892,0.1083770342394857,0.8439620156196622,6677,no,344855
jamie,sean,1,0.6356740410749087,0.1167733831203541,0.8448085814829621,5899,no,3726
richardson,kennett,9,0.6315198072905714,0.0607834358147034,0.912201139572792,6092,no,6934
galleries,kunstgalerien,1,0.787218557188844,0.0571117131588673,0.9323585625618424,6923,yes,100622
amazing,erstaunlichen,9,0.5925157304114328,0.0485036740142389,0.9243335323714632,6422,no,1110594
kilometers,straßenkilometern,4,0.6795254046311214,0.0956969667964943,0.8765554628921983,6385,no,86652
forgotten,vergessen,2,0.6926425044756315,0.0366297241557194,0.9497722212397096,6841,yes,215806
kingston,warrington,2,0.6209375630732046,0.143329679432713,0.8124613074312115,6083,no,2478
adequate,genügende,9,0.6780621880628426,0.0956109637079634,0.8764194369558693,6926,no,350679
jin,jing,2,0.7262376232758131,0.0943757111409125,0.8849936904717826,6452,no,3374
derek,jeremy,6,0.5512209306370941,0.0952741201992863,0.8526297763980887,6573,no,2146
rings,halsketten,6,0.4933761579424409,0.2586814698154592,0.6560350427045557,5849,no,321050
flags,flaggen,0,0.7942852724483265,0.0,1.0,6602,yes,88421
activated,inaktivierung,7,0.6285710589179525,0.1210774114429815,0.8384877496185829,6700,no,95196
algorithm,algorithms,5,0.6694728214875134,0.1648858119175928,0.8023801692508695,6024,no,99003
councils,räte,0,0.6518638766790683,0.0,1.0,6925,yes,63502
powell,brown,1,0.6064492214523409,0.0808945624843258,0.8823084395686052,5755,no,1410
arrangements,instrumentalbegleitung,3,0.5676440718764635,0.1111957966746641,0.8361973098132947,5923,no,266099
myspace,myspace,0,0.8139522898614976,0.0,1.0,6066,yes,40138
discovers,begibt,7,0.6793640037782186,0.0425863252844879,0.9410121118169212,5798,no,52200
goddess,fruchtbarkeitsgöttin,1,0.7609615962350254,0.0731013034160563,0.912355167162288,6434,no,55927
finite,endliche,1,0.8010473711481101,0.0154636935939542,0.9810612565319744,6992,no,45438
cox,harman,7,0.5307972329053314,0.0606352083467303,0.8974773716870085,6127,no,3786
roosevelt,trumans,7,0.5875660111192242,0.2297966305679848,0.7188559657025233,5478,no,4684
taste,geschmacks,5,0.7218860283229661,0.0605250007856852,0.922642960625648,5757,no,618741
fights,besiegen,9,0.5581190075873476,0.130474079351461,0.8105207824094006,6827,no,104969
terror,terror,0,0.7735362630734661,0.0,1.0,6578,yes,140627
disorders,verdauungsstörungen,4,0.7842151346360553,0.0570088527031542,0.932231066206905,6653,no,256984
lawsuit,klage,0,0.7516035544574382,0.0,1.0,6880,yes,182626
accuracy,genauigkeit,0,0.8231762117746263,0.0,1.0,5735,yes,213289
phenomenon,erscheinungen,5,0.6147704667100282,0.1515340364694775,0.8022534960440121,5480,no,191522
joy,traurigkeit,3,0.5528115576031595,0.0903586757725407,0.8595104824763263,5860,no,370645
lessons,unterrichteten,7,0.660940777703208,0.0466806341131671,0.9340316257625052,6402,no,407521
particles,nanopartikel,5,0.7306470638112745,0.0791762213702994,0.9022302484763116,6282,no,154105
arrives,flüchtet,9,0.7005115663778329,0.0828768354784107,0.8942072217535598,5674,no,146400
surgeon,gynäkologe,8,0.7116200487029446,0.1324327712487291,0.8430989529111323,6743,no,148658
calgary,montreal,6,0.667233437326096,0.1319868240914079,0.8348555079705875,5575,no,6857
trails,wanderwegs,6,0.7255196610038068,0.089151544564297,0.8905674535260786,6937,no,153999
hotels,hotelgebäude,8,0.6694051882038061,0.1491480120998058,0.8177906921083627,5668,no,360850
farms,landwirtschaftsbetriebe,2,0.6794029584628375,0.0510430394074331,0.9301207213726174,5836,no,144871
legion,freiwilligenarmee,9,0.4990508497425003,0.2034998500549205,0.710341402956969,5460,no,13863
fellowship,forschungsstipendium,4,0.64156928947186,0.1551182719244024,0.8052959786989212,5497,no,81969
nacional,internacional,4,0.6869668889103989,0.1588933971283773,0.8121517232207621,6036,no,426
respected,geachteten,4,0.644690416942212,0.0370489956713608,0.9456551946596036,6389,no,187855
richardson,bailey,3,0.6434387795337052,0.0488644635715697,0.929417543456258,6092,no,6934
filter,ausgefiltert,9,0.6336855870010083,0.1481056096326383,0.8105560534956474,5507,no,301947
afraid,glaubt,6,0.6327070434864518,0.0352187473566937,0.9472714666217096,6208,no,401203
marion,shelbyville,4,0.5664770824759155,0.0781985075952336,0.8787009950437191,6441,no,1539
cream,cremig,5,0.6436984161906338,0.0544890005833864,0.921956484356087,6322,no,438190
louisville,knoxville,4,0.6473035170562957,0.1219066115206477,0.841517152476687,6431,no,8400
hey,hätt,8,0.5392535791265152,0.1113280615132774,0.8288791835505908,6294,no,138190
displays,bildschirmen,4,0.5339839389619204,0.0411820751145396,0.9283996722569476,5620,no,257217
prototype,serienreife,7,0.6853327511019884,0.137374704862215,0.8330211986456189,5939,no,86621
distant,entfernteren,2,0.651999780152319,0.017274261526134,0.974189553978797,6581,no,166675
beneath,darunterliegende,1,0.592014459802052,0.0019721765371167,0.9966797627817494,6372,no,254544
fortune,wohlstand,7,0.5400812577382742,0.0848913925716162,0.8641678279369135,5563,no,154289
developers,entwicklerstudios,8,0.6683827527225236,0.1434280004492149,0.823323354748822,6216,no,367394
substance,lösungsmitteln,9,0.590489934478997,0.1382311065877254,0.8103099831104384,5984,no,330867
diversity,heterogenität,8,0.6223664650948386,0.1785626373235891,0.7770556260417879,5950,no,267197
sending,zurückgeschickt,6,0.5899729671228346,0.0940911979838174,0.8624526721566422,5765,no,400733
thursday,donnerstags,6,0.7389755433973358,0.0473911913094012,0.9397339826091764,6723,no,15636
ritual,rituelle,2,0.8085391809677795,0.0183403228709917,0.977819836160109,6898,yes,103185
glacier,gletscherzunge,2,0.763127427744105,0.0459902639393227,0.9431599822720022,5647,no,23482
mcdonald,macdonald,9,0.5701887866136118,0.2109593685006189,0.7299368024881664,6329,no,1663
striking,kontrastreichen,6,0.4864132948431696,0.0410505481519321,0.9221737211050628,6428,no,180227
handled,abarbeitet,7,0.4782608491628679,0.0814838371674416,0.8544267785699757,5948,no,209643
telegraph,telegraph,0,0.7876799499309808,0.0,1.0,6056,yes,17569
emily,rachel,2,0.657895661275145,0.0967466871398531,0.8717979618516591,6060,no,6218
bet,wetten,1,0.5419576765452627,0.0315326206997618,0.9450162960886338,6970,yes,398333
moments,augenblicken,2,0.6228454329243897,0.113450776041669,0.845916935792754,6461,no,401837
councils,räten,4,0.5765572354549792,0.0753066412240891,0.8844748974160984,6925,no,63502
recurring,wiederkehrt,4,0.5995427394073578,0.1558351900367879,0.7936990426084315,5502,no,70368
louise,louise,0,0.760268248787133,0.0,1.0,5559,yes,1594
customs,zollfrei,5,0.5492058027180962,0.0376585105230219,0.935830975451476,5686,no,114635
ruth,helen,5,0.5608620359677671,0.0982683387760067,0.8509121373533924,5684,no,2530
constantly,immer,2,0.6565067986157523,0.1123807967940048,0.8538397582885772,5698,no,564896
foundations,fundamentaler,9,0.5323510829080308,0.1672530224238805,0.7609319025586176,6902,no,114814
amazing,unglaublicher,4,0.6127217320541158,0.0282976723715558,0.9558552016113936,6422,no,1110594
respected,angesehene,7,0.6224118766721534,0.0593275359414194,0.9129762269222832,6389,no,187855
efficient,effizientesten,8,0.7425524369225601,0.1129592654065075,0.8679629219577193,5472,no,657927
surrender,waffenstillstand,5,0.6446470005352276,0.1366969029215465,0.8250489927459849,5982,no,91229
fellowship,promotionsstipendium,6,0.6329826047400497,0.1637049566562126,0.7945179960268165,5497,no,81969
lucas,lucas,0,0.7128073597335691,0.0,1.0,5587,yes,2685
abdul,abdullahi,6,0.7030599048979114,0.0639708511184761,0.9165993663008876,6190,no,863
committees,kommissionen,2,0.7713311839880921,0.0221450100842566,0.9720911474727402,6503,yes,108685
quartet,quartet,2,0.8066093580535352,0.0201751489789546,0.9755980563165514,5724,yes,26041
discography,diskografien,2,0.6915565561629643,0.0617105400499592,0.9180761507303172,6264,no,6644
beetles,bockkäfer,1,0.7112040164725136,0.0415705891343619,0.94477684445685,6377,no,17842
richards,johnson,3,0.6119071376641532,0.0409347123153571,0.937297658971094,6769,no,1736
missionary,missionierte,5,0.7334961064084986,0.0861532327915313,0.8948901332908826,5673,no,52248
kyle,courtney,8,0.5512573382299226,0.1024722641367235,0.8432497721294077,6342,no,2976
ethics,ethisch,8,0.6522940137667664,0.1569229558525043,0.8060804929408052,6008,yes,152610
circus,zirkus,0,0.7434240927669054,0.0,1.0,6658,yes,44038
keys,schlüssel,0,0.6722769312371167,0.0,1.0,5721,yes,258752
walt,disneys,2,0.5780354623962705,0.1473444592761175,0.7968727078405894,6750,no,4780
package,paketes,8,0.5473548601425301,0.0879851234076275,0.8615148964559359,5525,no,752780
drove,pilotierte,6,0.5446901005821287,0.082773119271833,0.8680829144199114,6604,no,210245
yeah,kapiert,5,0.6775053706802243,0.0252632263115992,0.964051856585884,5802,no,206356
conquest,vorherrschaft,7,0.6244310203452708,0.1196183221467714,0.8392333474200324,6021,no,33817
emotional,emotionale,1,0.8488866448861887,0.0070101242204321,0.991809614811668,5487,yes,516084
songwriters,songwritern,1,0.7723401789546136,0.0085493969070241,0.9890517210482792,6386,no,13440
ritual,riten,7,0.7525992839375089,0.0742802199012624,0.9101680238094934,6898,no,103185
trace,spur,5,0.4638782189824753,0.1389003766435464,0.7695665080819765,6900,yes,137102
accuracy,zuverlässigkeit,9,0.6635867509383087,0.1595894608363176,0.8061296493344113,5735,no,213289
touchdowns,quarterbacks,4,0.7041648381651247,0.1113539572415378,0.8634562957117247,6908,no,34359
currency,währungs,3,0.7823149402316648,0.0811149934712641,0.9060549208395032,5672,no,346161
glacier,gletschern,3,0.7459913965535223,0.0631262951299054,0.9219813189369688,5647,no,23482
opposing,entschiedene,4,0.5582666005181508,0.0195362555368656,0.9661887176012756,5523,no,103954
celebrity,prominenz,3,0.6206206505866612,0.0393712424244844,0.9403458696365844,5557,no,160389
collect,einzusammeln,2,0.6736437550493493,0.0250606112789051,0.964132739844463,5687,no,370651
cleaned,nachgearbeitet,6,0.5746789508938647,0.0646595171998026,0.8988649667951317,6535,no,148462
semifinals,viertelfinal,6,0.7451798143531685,0.0391935230331851,0.9500320559546508,6217,no,14098
legends,legenden,0,0.7849720822634447,0.0,1.0,6152,yes,57188
mess,geschmissen,5,0.5693701173302033,0.0501140084562753,0.9191036438703702,6795,no,244829
edwin,edwin,0,0.6255980053389978,0.0,1.0,6612,yes,1085
lighthouse,leuchtturm,0,0.8222242944008207,0.0,1.0,6785,yes,21648
preservation,erhalt,2,0.6925128977769949,0.082756592266406,0.8932544188450222,5418,no,111341
worn,kopfbedeckungen,1,0.7158833527825428,0.0178524543449354,0.97566909755321,5659,no,276912
reveal,aufzudecken,9,0.599370883620455,0.0795457280686318,0.8828343176480411,6067,no,308012
cuts,kostensenkung,9,0.485099914825797,0.110344273227089,0.8146857834183975,6163,no,398163
surrey,leicestershire,3,0.7201583019283382,0.0416304574587278,0.9453517042018004,5818,no,2459
grants,gegenleistungen,9,0.589486482102036,0.1032708521805809,0.8509278111252004,5930,no,273240
arguing,kritisieren,8,0.6594649945261313,0.076369935143296,0.8962132238305063,5484,no,102469
giovanni,giuseppe,4,0.7348747451284265,0.0686232216316049,0.9145944053743952,5625,no,687
serie,divisió,4,0.6210877790270799,0.0435531708390833,0.9344711293400542,5875,no,2847
fraud,urkundenfälschung,7,0.6598770487095346,0.0813138176295457,0.8902930117971175,6477,no,275541
independently,selbständiges,9,0.4774724085150109,0.1224750507063471,0.7958570391058887,5509,no,137261
powell,smith,2,0.6037733157950557,0.083570468141611,0.8784153285522236,5755,no,1410
rivalry,rivalität,0,0.7933134179358805,0.0,1.0,6654,yes,40461
auxiliary,feuerleitung,5,0.4293641320584203,0.0351961412669031,0.9242377291218444,6262,no,31278
nonsense,blödsinnig,8,0.6908741785037835,0.1220551737086758,0.8498575880222656,5411,no,86487
reynolds,anderson,3,0.5994839561154798,0.13320392343688,0.818198270840427,6511,no,1702
connor,donnell,6,0.6250329858348909,0.1153619959968843,0.8441885766007317,6074,no,1107
baroque,spätbarock,4,0.8219115886164963,0.0306066713760201,0.9640985151728142,6350,no,12336
sit,aufstehen,2,0.5163376216606381,0.0767190137229344,0.8706379641578166,5644,no,705280
eurovision,melodifestivalen,5,0.6096079104620606,0.1999904716512242,0.752975702435087,5878,no,344
committees,gremien,3,0.7397350229811646,0.0537411710911841,0.932271224401366,6503,yes,108685
twentieth,neunzehnten,1,0.6084098908585321,0.0738193748942844,0.8917968216845296,6162,no,52032
investigations,laboruntersuchungen,7,0.6402701988184352,0.0688890128881702,0.9028581850859873,6571,no,124155
janeiro,petrópolis,5,0.6657493857766895,0.1451596572977086,0.8209914434455373,6777,no,954
silva,carvalho,7,0.6541303156358953,0.0697178912518319,0.9036843766573762,6572,no,1156
buddhism,buddhismus,0,0.8324884753584727,0.0,1.0,6387,yes,2144
ignore,hinterfragen,8,0.678948967529908,0.1729026914761282,0.7970272292738435,6191,no,268802
survivors,retteten,9,0.6105223271169649,0.2318416201724803,0.7247726224294152,5699,no,100705
commitment,kooperationsbereitschaft,5,0.6187445999187565,0.0387361760577081,0.9410839411993775,6253,no,605347
nose,mund,6,0.6009359315376115,0.127508302606492,0.8249580453384879,6388,no,305043
dragons,titanen,8,0.4860148116306476,0.1852895250117202,0.7239858065888948,6482,no,31852
quiet,melancholisch,7,0.5813446381282212,0.1433044737587304,0.8022429457126188,6664,no,424884
succeed,ernennen,7,0.5043929275337525,0.0626499345047068,0.8895146404286144,6913,no,293207
crazy,lustig,5,0.6096349701575787,0.1315226545120014,0.8225442872956528,5839,no,425394
ghana,senegal,6,0.6938595434877675,0.0990167084090227,0.8751170713309346,5775,no,3253
ibm,großrechner,1,0.690409049450611,0.1305938507428842,0.8409337522290047,6049,no,3448
