en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
suffolk,nottinghamshire,8,0.5720441619957396,0.0348047871443606,0.9426467044333212,7005,no,1212
ceiling,stropní,1,0.6388366333202374,0.016672891439209,0.974564989814103,7158,no,199124
nottingham,manchesteru,2,0.6655115363385617,0.0053919644989232,0.9919631295824326,6904,no,1490
mohammad,mohammad,8,0.6195112453139464,0.0399488456643644,0.93942189040568,7257,yes,712
supplement,čtrnáctideník,6,0.4507564899347259,0.0396796361549731,0.919093162097696,6488,no,303802
thames,mersey,5,0.5237200628760714,0.0786482766569582,0.869434909680133,6951,no,877
dissolved,rozpuštěných,9,0.5624279099145781,0.1076346651075779,0.8393662485865311,6061,no,54554
platinum,platiny,9,0.5417872868943943,0.133541967298262,0.8022565045580484,6176,yes,138378
liked,líbil,0,0.6392308163205784,0.0,1.0,7205,no,405357
bonds,dluhopisy,1,0.4984104248886306,0.0101199227923082,0.980099667918624,7044,yes,217570
upcoming,nadcházejícího,7,0.5276181288618265,0.0792800012591083,0.869368519485617,5665,no,359089
tin,mědí,7,0.4516682642866203,0.0652525352965699,0.8737668607082842,7010,no,86913
idol,zpěvačky,5,0.4253264226572519,0.0114954623304745,0.9736838681267136,6419,no,36376
cognitive,kognitivní,0,0.7688147622334075,0.0,1.0,7033,yes,125332
relatives,prarodiči,6,0.5529337968803333,0.1291037307327001,0.81070875794103,5917,no,196489
carol,carol,2,0.5280366459860064,0.0080878221770851,0.9849142826761924,5937,yes,8416
verified,ověřil,5,0.5540644730273917,0.0825540708587119,0.8703241184983742,6180,no,90033
tracking,navádění,7,0.5193393055288749,0.1076838142383553,0.8282618122943682,7099,no,260366
recommend,doporučuje,5,0.6327168985805918,0.0776917135102499,0.8906379903227928,5682,no,771284
hearts,hearts,1,0.450577621215143,0.0274766773051366,0.942523940501769,6230,no,273272
entrepreneur,obchodník,4,0.5752826773838371,0.1740310876615203,0.7677460420722608,6804,no,108276
hydrogen,vodík,1,0.7674127292412498,0.011452942917139,0.9852953553782892,6156,yes,100436
lang,kang,1,0.4173824223913624,0.0902347622772016,0.822238558893316,6478,no,12310
harper,harrington,2,0.5570708961496027,0.0388941119424643,0.934737591277413,6098,no,4030
introduce,vytvořit,1,0.596580877438649,0.040501514055263,0.9364265680608596,6651,no,298951
optical,laserového,4,0.6687780852401737,0.0502822084776044,0.9300723334094436,5885,no,124269
zoo,zookoutek,5,0.573931448764986,0.0887808743278428,0.8660340675219239,6000,no,53581
allmusic,allmusic,0,0.5540478603646323,0.0,1.0,5758,yes,251
misleading,irelevantní,6,0.6161330644137457,0.0295831284963854,0.9541855557887444,7366,no,91104
rhodes,mason,2,0.4635667782929119,0.0681965471126059,0.8717539479417842,7152,no,1372
climbing,horolezecky,1,0.5975380988189252,0.0210440785897703,0.9659801407827072,7409,no,172651
cluster,shluk,0,0.5124595045482577,0.0,1.0,6853,no,103673
shoulder,předloktí,1,0.6779666893713664,0.0247075951814015,0.9648377694693536,6625,no,341486
nineteenth,novověku,9,0.5578414908340856,0.0802641187506302,0.8742149927143459,6332,no,45130
intensity,amplitudu,9,0.5585446989460603,0.0827680262656681,0.8709396788620678,6997,no,195730
electron,elektronovým,8,0.6647775549003698,0.0263450233634443,0.9618808237612112,6748,no,47449
evident,zjevné,5,0.6104946312063446,0.0232573648612328,0.9633021039688324,7359,no,195808
georg,heinrici,7,0.6084087121971677,0.0846718078602557,0.8778326537683667,7286,no,169
comprising,sestávalo,9,0.5593749104801441,0.0998809134797977,0.848494454125798,6933,no,75311
evident,příznačné,6,0.6079552051906654,0.0257967908769121,0.9592951327380728,7359,no,195808
nose,nosem,3,0.5869794404510866,0.0462648942696457,0.9269399002360612,6388,no,305043
curve,kružnici,0,0.5292489246463233,0.0,1.0,6147,no,154360
tin,cín,3,0.4803257187626786,0.0365950808205116,0.9292056329518577,7010,no,86913
brad,ryan,2,0.5468172902679851,0.0224742020953684,0.9605225049085676,6249,no,8647
wizard,elf,8,0.477511553947055,0.0468627104762794,0.9106311776612162,6068,no,52393
bigger,zvětší,6,0.5489587564118896,0.0985873501838836,0.8477523852283368,6100,no,606587
motors,motors,5,0.6244833599568405,0.0153195144122512,0.9760558837323796,6076,yes,69198
strict,striktní,1,0.6619913219528641,0.0006630759593937,0.9989993638290444,6082,yes,190987
shirt,rukávy,9,0.5476807918730852,0.0605746702344246,0.9004124516620978,7387,no,275639
equations,algebraicky,9,0.6659024624584757,0.09947838401793,0.8700276019763232,7162,no,45463
adoption,uzákonění,0,0.5872639714541993,0.0,1.0,6837,no,212733
trick,trefit,7,0.4807494522841207,0.0560329174798108,0.8956133423226005,6146,no,219033
prevented,znemožňoval,1,0.5909712035193582,0.0156143706042093,0.9742585856467656,6471,no,127603
rosa,clara,1,0.5440461183234732,0.0016281361100609,0.9970162856377544,6641,no,8319
unified,jednotné,9,0.4378439274316059,0.0674782666475646,0.8664648664986352,6568,yes,78099
inland,vnitrozemská,5,0.6067436835822767,0.096227074328929,0.8631136882352597,6930,no,46861
commanding,velitel,0,0.738130703474985,0.0,1.0,5935,no,41785
sad,srce,4,0.4549994835307137,0.04143425872462,0.9165361755299284,6829,no,358106
deceased,zemřelého,1,0.623170550006066,0.0179630689496959,0.9719823318905768,6242,no,91387
afternoon,ráno,4,0.7227435191095908,0.0197352048488443,0.9734198378862244,5811,no,532017
anton,andrejs,9,0.4727854621555815,0.0462351972150879,0.9109183875818166,6811,no,663
grain,obilí,0,0.6302758819586923,0.0,1.0,6518,yes,179534
infection,infekce,0,0.770030440008117,0.0,1.0,6747,yes,402091
permit,povolování,9,0.5640543307168389,0.1190643873528813,0.8257046920199755,6676,no,353092
comprising,sestávající,0,0.6592558239599419,0.0,1.0,6933,no,75311
humanity,lidské,6,0.5696145775343004,0.0941397466180238,0.8581707972475373,6576,no,207744
attract,přilákání,4,0.574326221231633,0.1294669382867834,0.8160440513866694,7048,no,346464
cheese,sýra,2,0.6145763216110264,0.0376076936827042,0.9423357629123024,7312,no,287661
pronounced,vyslovované,0,0.5756215625650899,0.0,1.0,5791,no,120440
spots,skvrnkami,1,0.5612671753748559,0.0347542585643898,0.9416895826469012,6070,no,340056
destroyer,torpédoborce,2,0.7018899255374389,0.0199568883048899,0.9723530146255532,6237,no,11629
planes,bombardéry,1,0.645448710676118,0.0031138858791062,0.9951987889902296,7249,no,109896
mate,keke,9,0.4005197630270478,0.0230575088892138,0.9455648109141884,6338,no,129778
fires,výbuchy,4,0.5492121341334182,0.0452464723476724,0.9238862523742236,7015,no,121769
bonds,substituenty,2,0.4905169342642674,0.0180134134166713,0.964577505553369,7044,no,217570
constantly,neustálé,4,0.5727215708400191,0.1428306050827085,0.8003910687595578,5698,no,564896
swing,roll,6,0.4444479563796696,0.0337394978275031,0.9294429464205772,5829,no,239478
graves,hřbitově,8,0.5642426728587611,0.069194237098529,0.8907638061331247,6977,no,29787
providence,maryland,6,0.5257801765297991,0.0714989812687247,0.8802921877732036,6823,no,19781
bats,predátoři,2,0.4613951795140826,0.01357548988217,0.9714182564169148,6910,no,46784
defenders,přesilu,2,0.5361173536322748,0.0611829481197692,0.897567525179038,6091,no,48721
lucy,franny,5,0.5635318685693996,0.0327506272198194,0.945075316731423,6174,no,4034
cameras,kamery,0,0.7477792818995002,0.0,1.0,7013,yes,310539
aids,rakovině,4,0.5275264892436419,0.1083545621913036,0.8295993221581489,6204,no,142028
graph,množiny,3,0.5883362187234089,0.0340674468850309,0.94526470718689,5888,no,97838
brad,jason,4,0.5438030671501823,0.0254884252131711,0.9552278128953612,6249,no,8647
surrender,zajatý,3,0.6048382911031823,0.1132552019820298,0.8422834866593193,5982,no,91229
interactions,interakční,8,0.6019932200779533,0.1394086930270065,0.8119661002179387,6476,no,166569
shoulder,zápěstí,0,0.7026742845527679,0.0,1.0,6625,no,341486
suburban,předměstský,1,0.6817676253737441,0.013655589484095,0.9803636272239106,6459,no,61497
quarterfinals,čtvrtfinálová,3,0.6924853739167696,0.0420352872180442,0.9427718110024286,7248,no,8293
maría,fundación,3,0.638323635099459,0.0474588488062152,0.9307960615501184,6406,no,0
trend,poklesy,7,0.5278677327904364,0.1126344477036715,0.8241466600210775,6492,no,498311
defining,vymezení,9,0.5919813736482403,0.0737341317400418,0.8892407775645303,6184,no,116062
workshops,veletrhy,6,0.5414632859350379,0.0927505096660612,0.8537551369752946,7202,no,244888
nigerian,nigerijského,9,0.5013611055954689,0.0764408134666545,0.8677041197946664,6051,no,2582
quartet,kvarteta,6,0.6293641036964008,0.0514331099806979,0.924451644414202,5724,no,26041
favourite,nejoblíbenější,0,0.5710327791780073,0.0,1.0,6327,no,285285
ferdinand,ferdinando,1,0.5410939974061582,0.0340546382695416,0.9407898477764216,6031,no,594
patron,patroni,9,0.5426173083715614,0.0768989800810323,0.8758725452189353,6490,no,47895
