en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
travelling,cestovalo,3,0.6582407651477076,0.0230175430731729,0.9662131928588384,6670,no,176307
screenplay,scénář,0,0.7861112532757482,0.0,1.0,6075,yes,28645
greene,barkley,7,0.6145057170580587,0.0342397001993511,0.9472216692580264,7264,no,1968
vfd,smazaní,2,0.7281070881621112,0.0730851746525249,0.908779480226416,6875,no,84
naples,neapoli,0,0.7971067154573883,0.0,1.0,6698,no,1879
ignored,nepřijatelné,5,0.6581804245200048,0.0784305213155257,0.8935251753195674,5719,no,206412
estonian,finské,5,0.7045843545278799,0.0645958250465571,0.9160199043580451,6671,no,187
frances,mary,3,0.6615563870192207,0.034197394119066,0.950848425051866,7293,no,997
cliff,skály,5,0.4977295539679907,0.0757948659541634,0.8678436988533963,6142,no,55687
saxony,anhaltska,1,0.7743741115000072,0.0346023463041144,0.957227004605253,6734,no,223
encounter,prožijí,5,0.5796529219908733,0.0496872403158781,0.9210486740052358,6059,no,325382
celebrate,oslavám,2,0.729790383355283,0.0297822406200833,0.9607907925061696,6591,no,315903
fluid,kapalině,4,0.7133740775372518,0.0410548326458556,0.9455815755577404,6099,no,225545
caroline,christinu,9,0.6327848924440509,0.0794598437939373,0.8884374432675529,6159,no,2530
palomar,right,3,0.6062237983010845,0.1033211376509729,0.8543839404443947,6321,no,150
descendants,potomků,2,0.7403192470219451,0.0749319392839608,0.9080872980712914,5683,yes,50831
salem,newarku,7,0.4339356591017909,0.0366366735676078,0.9221444376897802,6556,no,8137
millions,milionů,4,0.7022763544862711,0.0190447022239271,0.9735974680805988,5851,yes,528626
biased,nezaujatého,8,0.6750697820270628,0.0542742730538525,0.9255848146348006,6818,no,58044
portsmouth,manchester,7,0.6611562951568886,0.1162353825400348,0.8504802844244613,7038,no,982
reserved,vyhrazené,6,0.6401977099741372,0.0328356644955021,0.9512124275837328,6839,yes,142397
ahmed,muhammed,8,0.6393845978516379,0.0488723638191797,0.9289911086398068,6038,no,1089
hypothesis,hypotéza,0,0.7740441151711581,0.0,1.0,6668,yes,76010
aberdeen,aberdeen,8,0.6376329743208469,0.0951451827521441,0.8701582711851128,7347,no,1138
accordance,závaznými,4,0.634776133363621,0.1647584797272452,0.7939320236677225,6642,no,265013
mandatory,povinných,8,0.5771954183546668,0.1218123975491358,0.8257352853892843,6967,no,155901
carnegie,rockefeller,8,0.5164307864790887,0.1613405872684858,0.7619542613958572,7383,no,847
nominate,přehlasovat,2,0.6041112977033781,0.0432754247648826,0.9331536726612364,6427,no,29071
cowboys,bruins,7,0.5836422016490727,0.0488695110891682,0.9227373816089436,7196,no,16194
chad,eritrey,0,0.5425088034942274,0.0,1.0,7184,no,3030
iceland,norska,2,0.7126626530445322,0.0145730138742131,0.9799610847801812,5784,no,1304
carlo,alessandro,4,0.6418491731429283,0.1222618999251201,0.8399945973375104,6367,no,1377
lou,eddie,5,0.5567929961694155,0.0535886863731317,0.9122046288317373,7028,no,1949
lang,kang,3,0.4232361822279575,0.209434319739206,0.6689677816683225,6478,no,12310
dorothy,annie,1,0.6608227148066885,0.0209275889673066,0.9693031468391626,6763,no,3052
silva,ferreira,7,0.6100791278644774,0.0738105251387338,0.8920724640084776,6572,no,1156
balls,míček,2,0.5719435370164607,0.0316871272544054,0.9475057694547696,6035,no,222970
vulnerable,ohroženy,1,0.687614436280981,0.0161387945979994,0.9770675374692884,7058,no,231732
reveal,prozradit,3,0.663345144129821,0.0557879973361057,0.9224232702968131,6067,no,308012
ellis,davies,8,0.6408378566738103,0.0555958159895624,0.9201706951116432,5773,no,1790
syracuse,chicago,7,0.606944907694946,0.0466658402392318,0.928603009686231,6690,no,1938
hub,uzlem,0,0.5971643354910183,0.0,1.0,6794,no,116291
patrolling,patrole,4,0.5261288621234076,0.0363944140281226,0.9353014967182997,6501,no,12092
rachel,rebeccy,5,0.6208076063187149,0.0832529824642871,0.8817530993913558,5910,no,6256
recruited,naverboval,0,0.6434407289477992,0.0,1.0,6610,yes,61210
constantly,neustálým,3,0.6394331858103424,0.1518766606029056,0.8080692900621501,5698,no,564896
plymouth,portsmouth,5,0.6758943065337366,0.0408935932124597,0.9429488231777636,6161,no,2021
macdonald,hugh,7,0.6112362579997797,0.0938403126735017,0.8669076287928654,6684,no,664
warnings,varováním,1,0.6640297727047282,0.077874299982205,0.8950345430775574,5916,no,89525
mature,plodném,7,0.5851805051108796,0.0352460054900567,0.9431906843311418,7141,no,232502
brandon,luke,9,0.5971064843609875,0.0606146276996424,0.9078414443627364,7135,no,2936
module,modulem,2,0.694656562625623,0.0607804185110437,0.9195427017359004,6487,no,233073
births,nenarozených,5,0.5480042503108509,0.0963472339123618,0.8504741026110746,6421,no,34762
escaped,uprchli,4,0.7270601930453502,0.0373076802154912,0.9511914596091876,5753,no,83418
logan,mcconnell,1,0.5854894735438241,0.0039678916593925,0.99326856886753,6984,no,2176
lectures,přednáškám,2,0.7892566219841113,0.0487828563762513,0.9417893098882456,6239,no,109440
jin,ťing,8,0.7386497240311721,0.0506160378405754,0.9358694621181346,6452,no,3374
coin,bankovku,8,0.5590403441900923,0.1897733203592354,0.7465680324177174,6172,no,126345
exhibit,expozici,1,0.6359862924852887,0.014086754097927,0.9783305058224347,5792,no,215828
upset,nepodlehl,7,0.5540431953195852,0.0416447799117839,0.930089607909898,6424,no,218546
seoul,pchjongčchangu,8,0.613549680389747,0.0657147308260719,0.9032560373530408,6170,no,1115
priority,priorit,5,0.6488139885897752,0.049543675698614,0.929056874103189,6677,no,344855
advertisement,reklamou,3,0.6682948522578147,0.0677400372703314,0.9079662686727284,6935,no,112230
threw,vystřílel,5,0.6098705364463677,0.0421872114417112,0.9353014183508294,6667,no,174050
commitment,závazek,6,0.5936827512970242,0.0737895516989346,0.8894492679805152,6253,yes,605347
complaint,stížnost,0,0.7600741705295156,0.0,1.0,5962,yes,242782
withdraw,stáhly,5,0.6433634263412704,0.0605927936060444,0.9139253381260284,5805,no,104196
decrease,poklesu,4,0.7439094514687965,0.0134892946037818,0.9821899697171016,6838,no,353877
collect,nasbírat,6,0.6177674833892093,0.0649522220123746,0.904862535095323,5687,no,370651
tuesday,neděle,6,0.6414422049184115,0.128387181331217,0.8332264478020516,7117,no,16279
ashley,ashley,0,0.7273414772093618,0.0,1.0,7192,yes,7593
treasury,pokladnice,3,0.5874973693138053,0.0455205024165618,0.9280897041782872,6847,yes,37539
graduates,absolventů,0,0.8148774250658024,0.0,1.0,7211,yes,155458
acre,pozemků,9,0.5578599514705767,0.1173255330316778,0.8262321454997363,7395,no,69194
translations,překládal,6,0.7025275184715507,0.1474605269776857,0.8265145871554584,6520,no,54740
cream,zmrzliny,1,0.6443195392350656,0.0011006480828636,0.9982946798000888,6322,no,438190
enrolled,dostudoval,1,0.737306848618724,0.003788971868103,0.9948873387713696,6247,no,122426
practiced,praktikovat,9,0.6107245769789972,0.097689096582375,0.8621016219361386,7396,no,113173
burma,kambodže,7,0.6051699289411541,0.0624825937556245,0.9064145021077054,6660,no,574
approached,přemluvil,9,0.5977876757396363,0.0342003778519686,0.9458844551608104,5925,no,166727
walsh,collins,8,0.6222339791977707,0.0672172866079452,0.902506108927956,6995,no,909
escort,konvoje,5,0.6208392099606432,0.0457894914941864,0.931311851118536,7272,no,66007
shelter,přístřešku,2,0.6361589058887261,0.0624419624469881,0.9106185444691124,6762,no,188545
pocket,kapes,8,0.4201487221112978,0.1218748578610796,0.7751484209094914,6828,no,311292
jesse,jonathan,2,0.6162417467207087,0.0746130822622103,0.8919988988539659,6053,no,2748
pub,hospodou,2,0.5152708510718201,0.0478872433764572,0.9149666073371951,6403,no,103484
impressed,cenil,6,0.6194308699110411,0.0235228059983017,0.9634144622238408,6447,no,263477
powell,mcdowell,6,0.6130502570247944,0.0604924749945272,0.9101876211874974,5755,no,1410
caroline,christine,0,0.7122447362379882,0.0,1.0,6159,no,2530
ellen,annie,4,0.6594380088446876,0.0342220832954753,0.9506644771938814,6539,no,2468
cites,cituje,0,0.676439629745694,0.0,1.0,6636,no,41017
martha,jennie,4,0.6009931128539355,0.0223887889940124,0.9640849551011292,6707,no,2419
convert,konverzí,5,0.5836472187448473,0.1204492436163819,0.8289307643835501,5809,no,245782
monroe,alabama,5,0.5885533184062166,0.0457103002273835,0.927931700818884,6229,no,3856
santos,machado,2,0.6642905534782306,0.0791657436203414,0.8935166143197719,6300,no,1714
disabled,postižené,0,0.5736692923573133,0.0,1.0,6626,yes,210179
compromise,kompromisní,1,0.7642215918178936,0.0051152396638388,0.993351105192784,5796,no,162141
ethiopia,súdánu,4,0.6821489903494371,0.0980612449527382,0.8743143315535215,6601,no,1566
derek,ian,9,0.6133274068211075,0.0423333231208995,0.9354341030541148,6573,no,2146
warnings,vandalismu,6,0.5947780970408871,0.1471259756460461,0.8016913762001547,5916,no,89525
cognitive,kognitivní,0,0.8495615829572969,0.0,1.0,7033,yes,125332
referendum,referenda,1,0.8184617641060382,0.0257259443297047,0.9695258008703131,6669,yes,55261
worlds,vesmíry,3,0.5906618666697387,0.1232742059937898,0.8273315907208855,6120,no,183793
viii,vi,6,0.7495908504359832,0.0723302564135778,0.9119985412093612,6158,no,10280
luxembourg,lucembursko,0,0.8057753926387707,0.0,1.0,5986,yes,651
tight,těsných,0,0.5073644219502642,0.0,1.0,6791,no,402805
lighting,osvětlení,0,0.7989410409529935,0.0,1.0,5744,yes,426040
legends,legend,1,0.6840748086012411,0.0232240663713823,0.967165130338598,6152,yes,57188
graduates,absolventa,4,0.7286017471393123,0.0862756779264901,0.8941243489233693,7211,no,155458
shoulder,zápěstím,3,0.6809376964327327,0.0513894030824726,0.929827254629124,6625,no,341486
reconstruction,rekonstrukčních,7,0.6274225179899977,0.1067253427955547,0.8546269103319915,5769,no,78398
cry,výkřiku,3,0.5040354581674724,0.015288187324598,0.970561349444984,7321,no,235647
unrelated,problematické,5,0.5649488695808611,0.0728094858304135,0.8858353086045254,6289,no,59558
vfd,subpahýlů,5,0.6966437473389001,0.104548515475736,0.8695088303668199,6875,no,84
heath,bromley,8,0.4898293436915213,0.0570375755692038,0.8957011778179794,6767,no,15116
bruno,michel,9,0.5334641096215138,0.1268264859533758,0.807923228343192,6941,no,2193
metre,metrů,0,0.7372439128830146,0.0,1.0,5895,no,34581
philosophers,filosofů,3,0.7869233270080781,0.0262994757906637,0.9676601840231815,7075,no,39041
timothy,matthew,1,0.6351961505400323,0.0004053952653524,0.9993621864703952,7279,no,2424
dust,saze,6,0.5578434565923098,0.1248128133258472,0.8171659459879993,6513,no,297720
personalities,osobnost,4,0.6521814656397449,0.0419828645658622,0.939520279652763,6548,no,95186
astronomy,astronomie,0,0.8778462326628037,0.0,1.0,7274,yes,37075
physically,fyzické,6,0.5456802553591495,0.2372141893604027,0.6970036114569986,7142,no,258495
cuts,prodlouží,6,0.4160237445088638,0.0061346228771613,0.9854684323441308,6163,no,398163
nascar,racing,4,0.5910995828735399,0.0315482087806788,0.9493321759049956,7207,no,2456
velocity,trajektorií,9,0.6699445448140531,0.023785407614062,0.9657137369796258,6613,no,86178
retreat,obklíčen,6,0.6212858339651296,0.0499785814219396,0.9255456117197562,6188,no,132860
memphis,nashville,6,0.6173927945103744,0.038151675198249,0.9418015451870004,5996,no,10784
collecting,sběratelských,9,0.5526856115742478,0.1670167533408812,0.7679363560788399,6846,no,194650
certificate,způsobilosti,4,0.622290053366525,0.0770215135390985,0.8898609472743169,5690,no,269420
windsor,westminsterský,9,0.6045167663713902,0.078375165506601,0.8852305001011435,6223,no,3303
bolivia,peru,3,0.7762326431120644,0.0307516476706032,0.9618931272617732,6394,no,849
stored,uložených,8,0.6713385790374713,0.0421973242970453,0.9408616663858852,5883,no,340200
della,cosenza,8,0.679526141204866,0.1347942045358833,0.8344702975420966,7070,no,11238
stretch,kilometrová,2,0.5564536214608791,0.0421575033618504,0.9295744739552998,6426,no,309489
egg,vaječné,5,0.5976859692999055,0.1068375548826507,0.8483548792687765,6020,no,233657
divorced,vdaná,4,0.7181768797933716,0.0925053625501068,0.8858919589965396,6564,no,65435
edwin,donald,7,0.5624040303221155,0.0917014831311676,0.8598062831682322,6612,no,1085
informal,neformální,0,0.7242768385340528,0.0,1.0,7319,yes,136439
ers,packers,9,0.6155254613600416,0.059979672667243,0.9112076731235912,7342,no,54763
ammunition,zbraní,7,0.6930004217958285,0.1345111173609927,0.8374510674521222,7014,no,49304
bombers,bombardérech,2,0.7635308034356756,0.0187054214851405,0.976087247190535,6869,no,25222
eating,konzumací,3,0.666991428650022,0.0408531765920059,0.942285105672258,5652,no,879297
liked,obdivoval,7,0.645088107419203,0.0791193787163051,0.8907503992557446,7205,no,405357
casino,kasinu,7,0.5477522623883861,0.1591192609853315,0.7748964900638579,6756,no,453078
divorced,provdala,7,0.7074550745746857,0.1032271677687928,0.872666302063816,6564,no,65435
cello,violu,5,0.7779105639345627,0.0562869623424446,0.9325256182505705,7280,no,18903
temples,chrámům,2,0.6835163406615391,0.0832923957316651,0.8913778732837044,5702,no,72570
brad,matt,1,0.6610464339483135,0.028300488311199,0.9589459423153196,6249,no,8647
seoul,jihokorejské,6,0.6204564021710527,0.0588080090447662,0.913423980303185,6170,no,1115
precisely,přesně,0,0.7461071941785438,0.0,1.0,7086,yes,342738
bolivia,ekvádor,5,0.7675402736406554,0.0394440171420122,0.951121703863954,6394,no,849
ethiopia,afriky,7,0.6434340161879413,0.1367762191142341,0.8246931238203243,6601,no,1566
clara,maria,3,0.5321451204591766,0.1281229639330229,0.80595311667841,7079,no,6260
propulsion,pohony,4,0.7106948414580538,0.0765314492700122,0.902783417968381,6621,no,19394
pounds,litrů,9,0.58458346845581,0.1288873069285081,0.8193516660033038,6678,no,515892
ethnicity,národnost,4,0.6841568070249415,0.0421189728497068,0.9420069152561078,6764,no,40109
refugees,emigrantů,6,0.6938051904979187,0.1607533745631327,0.811887234958966,6266,no,90529
considers,prohlašuje,3,0.6658548561760091,0.10135480562727,0.8678916459562803,6792,no,131577
clause,klauzulí,3,0.5654913488801766,0.0680622661818607,0.8925706292825808,6746,no,105152
guatemala,ekvádoru,2,0.7644831635079151,0.0517714378957913,0.9365743999399692,6759,no,1227
hopkins,harvardově,8,0.5856379851772979,0.0429613209326493,0.9316554750934848,6432,no,1294
wrestlers,zápasil,6,0.5792222500926808,0.0891205434733473,0.8666544409077365,6037,no,13621
entities,subjektem,6,0.5714567446411876,0.1456028199512256,0.7969445954828197,7168,no,185095
porter,walker,7,0.5869057073550032,0.0282779778613879,0.9540332773105952,5994,no,10956
customer,zákazníkům,5,0.7529318980384115,0.0778443339492781,0.9062992765656882,5748,no,1439964
marsh,owen,8,0.3945993519227083,0.0395103757656758,0.9089852789614578,6286,no,17766
rivalry,soupeřem,8,0.5524503480828199,0.1201736872140002,0.8213360199640068,6654,no,40461
fourteen,dvanáct,8,0.7988523447881246,0.0431499707919517,0.9487531447437592,6226,no,60641
highlights,dokumentuje,7,0.4736797458770728,0.0450344241121161,0.9131806557105338,6957,no,227178
tune,skladbou,9,0.6002703994870067,0.0984963155781222,0.8590426340371095,6782,no,197728
diving,potápěče,1,0.6740206318351085,0.0569052440949746,0.9221463544130732,6525,no,138266
surrey,leicestershire,0,0.705270874813011,0.0,1.0,5818,no,2459
drawings,olejomaleb,3,0.6930056154092653,0.0841430662291865,0.8917284836000894,6709,no,122273
tribune,noviny,7,0.489017781983925,0.043786981346837,0.9178179619245364,6674,no,3120
innovative,inovativním,3,0.7095743155178049,0.0651198807074007,0.9159411790811064,6686,no,519640
chang,ťing,4,0.7281036393458373,0.0386174517717019,0.9496329862069988,7180,no,3806
operators,operátorů,0,0.7223058033685019,0.0,1.0,5905,no,233328
civilians,masakrům,9,0.6828593628596943,0.1830437109066257,0.7886094685973785,6285,no,102687
flags,vlajky,2,0.7152906994821581,0.0380481680680768,0.9494939532433726,6602,yes,88421
explicit,explicitního,1,0.7002377651892719,0.0437369070510718,0.9412118333015744,7241,no,100101
misleading,matoucí,4,0.6883248845420976,0.072498994815301,0.904709885188495,7366,no,91104
georgian,gruzínský,5,0.6374271298271088,0.0412077726504748,0.9392784360190848,5716,no,633
missionaries,misionáři,1,0.8174952606644544,0.0074557815050638,0.9909621527533852,6962,yes,45502
grid,směrovou,1,0.4730580493799496,0.0010365378049619,0.9978136476707808,5688,no,166663
substantially,zásadně,6,0.6082799211915952,0.1578411099898042,0.7939736626908612,7330,no,185498
webster,whitford,5,0.5846538643739804,0.0183501430089301,0.9695687876295028,7187,no,2169
cnn,cnn,0,0.6683308183649286,0.0,1.0,6751,yes,5277
crucial,klíčový,1,0.7344290503175749,0.0025220810865723,0.9965776820482426,7371,no,544044
entities,subjekty,1,0.7129235224793273,0.0041360421130858,0.9942319406680856,7168,yes,185095
collector,sběratel,0,0.709881959268367,0.0,1.0,6852,yes,96798
dinner,jídelně,9,0.616071905255622,0.112595883074229,0.84547706804454,6185,no,619310
throwing,pěstí,7,0.5596498456381487,0.0795179523591049,0.8755914290296479,6944,no,201749
franco,lombardo,8,0.5335692503023254,0.126933756092176,0.8078225914745317,5978,no,1134
jake,jake,9,0.6066075609443193,0.0574128766475362,0.9135374855994636,6355,yes,4328
tobacco,tabákového,5,0.6804934002388021,0.0790370632040493,0.8959395745026674,6534,no,212721
casey,nick,1,0.6237361860951788,0.0334443780885228,0.9491093012921572,7047,no,2485
publicity,propagačních,5,0.5681043553208683,0.0577972965053766,0.9076575427836996,7101,no,118875
collect,shromáždit,7,0.588641214697675,0.0940784907039088,0.8622004170092458,5687,no,370651
thames,stratfordu,5,0.5359363108569641,0.1425258505505247,0.7899280775587384,6951,no,877
conventions,zvyklostech,5,0.5402404244540447,0.1081891509174314,0.8331520414449767,6714,no,67831
submit,požádat,2,0.6461358817017979,0.0425884943453624,0.938163224903127,6303,no,444189
memphis,oklahoma,5,0.618155420539391,0.0373890491692324,0.942964892700794,5996,no,10784
tobacco,tabákem,6,0.6660701791241692,0.0934602843186822,0.8769499199610256,6534,no,212721
glenn,brian,9,0.5769629975295417,0.0543029543396469,0.9139776916862774,5983,no,1933
dot,čára,2,0.4901206381521678,0.0340751456693878,0.934995383936572,7193,no,93095
browser,prohlížeč,2,0.8068036488666155,0.0075879513559314,0.990682674828844,6336,yes,329222
mit,mit,0,0.7529015482141086,0.0,1.0,5999,yes,10874
decorated,zdobené,2,0.7155647553273689,0.0196295053505851,0.973300246750452,5900,no,124112
resignation,rezignací,3,0.7604334460703632,0.0812768936876189,0.9034384041058726,5971,no,56169
personalities,osobnostem,5,0.5837585453211747,0.1104057848844324,0.8409515152532673,6548,no,95186
brass,žesťové,2,0.5990110368927779,0.0040669843063272,0.993256288302066,6927,no,85995
wore,oblékli,3,0.7017219151966978,0.0754047812946647,0.9029697710359088,6932,no,155002
sculptures,reliéfů,8,0.7050221719124674,0.0887954160024249,0.8881412841511078,6648,no,53343
chef,kuchaře,3,0.5715413137142463,0.0901415969718946,0.8637691928926786,7380,no,116759
reactions,reakcích,2,0.7878796837471014,0.0336875450511314,0.958995997076942,6144,no,205489
capabilities,robustnost,9,0.6234920911098578,0.0739096133288689,0.8940214615788015,7121,no,395906
strings,smyčcem,1,0.6739843073638072,0.0008820934760804,0.9986929361500548,5912,no,127712
minimal,minimalizaci,9,0.6185367621453197,0.0913290625695133,0.8713432040397183,6077,no,282593
varieties,vyšlechtěných,7,0.5657282872254702,0.0764689377791333,0.8809260850066969,6536,no,245288
strings,strunné,9,0.6161803939988131,0.0586860068410746,0.9130405562226264,5912,no,127712
delay,opožděn,5,0.6167229174145861,0.1182971345257264,0.8390559084565862,6215,no,283570
stronger,silnějšího,1,0.7092457247289213,0.0745439332989538,0.9048929358336816,5850,no,349797
hopefully,aspoň,8,0.7344169210495591,0.057036382498095,0.9279346207256548,6765,no,274720
prevented,znemožnil,7,0.7211141742510427,0.0243274433360275,0.9673650588294582,6471,no,127603
strictly,striktní,3,0.577928152456582,0.1389448651548012,0.8061792510788526,6097,no,151931
nineteenth,šestnáctého,9,0.6573117205289646,0.127247964221115,0.8378097081783527,6332,no,45130
reid,brown,0,0.6901358449810243,0.0,1.0,6420,no,2004
stretch,kilometrem,5,0.5502913774272482,0.0483197473954812,0.9192802382184418,6426,no,309489
sculptor,sochaře,1,0.7333463394033953,0.0918652762428861,0.8886767048583776,6117,no,19123
nest,hnízdění,8,0.6190741255530157,0.1622889698401382,0.792300185666588,7035,no,90391
trinidad,trinidad,1,0.6703395076374865,0.0377233419572179,0.9467231729798976,6580,yes,2154
governmental,soukromoprávních,6,0.6531605078987395,0.0877837697319888,0.8815244649534381,7201,no,87036
dollar,dolary,0,0.71691020722877,0.0,1.0,5676,no,441398
throwing,vrhání,6,0.5637045265951617,0.0754632714020919,0.8819351168213637,6944,no,201749
inventor,vynález,4,0.6728681145196922,0.1520506543496124,0.8156780278402146,6975,no,40147
exceptions,výjimku,7,0.6752493898145451,0.0923542790355029,0.8796849431766532,6706,no,120147
sacramento,seattle,6,0.6218403701837107,0.0251581787152094,0.9611155561971132,7084,no,12039
mann,winters,2,0.5003889548609302,0.0506392721875331,0.9081004026621682,7270,no,1975
sherman,shermana,1,0.5763844932619577,0.0693231427464022,0.8926400449978499,7367,no,2257
milton,milton,0,0.6472913874609698,0.0,1.0,6182,yes,2018
chilean,argentinská,3,0.7707632425391178,0.0211726129686529,0.9732647375145332,6293,no,679
repeat,opakován,4,0.5818534553219645,0.1548198640591696,0.7898391865349067,5953,no,257943
cyclone,hurikánové,8,0.5791151507530479,0.042543073202233,0.9315651726899804,6444,no,12960
cello,housle,2,0.7905098716273722,0.0436876546496352,0.9476291246695352,7280,no,18903
chi,chi,0,0.6034733444475301,0.0,1.0,5654,yes,31885
della,chiesa,6,0.6947883947548984,0.1195319509858509,0.8532126188286279,7070,no,11238
genres,žánrově,7,0.6878889289382486,0.1582106044827597,0.813011828711131,6922,no,63598
maintaining,udržení,2,0.7027802123039927,0.1076965334438407,0.867119526860122,5663,no,352470
quartet,kvartet,0,0.7634644602652146,0.0,1.0,5724,yes,26041
marshal,generálporučíkem,1,0.6733074258969907,0.0244311494234792,0.964985239045644,6032,no,11641
bats,aligátoři,9,0.4828172152753425,0.0589040784368612,0.8912649749593288,6910,no,46784
yankees,packers,8,0.6612370023369636,0.0694240226232545,0.9049846368539578,6455,no,3076
answered,odpověděli,1,0.6859198404318426,0.0530561988935501,0.928203086338246,7163,no,279588
walsh,murphy,2,0.6480363395494522,0.0414149262562637,0.939930596533368,6995,no,909
measurement,měřidla,5,0.6974086127273436,0.0728023185837281,0.9054774275148209,6541,no,179748
vfd,smaz,9,0.6882101289261691,0.1129821338884671,0.858982495048624,6875,no,84
dozens,desítkami,1,0.6855829370678634,0.0136727215198702,0.980446748836492,6801,no,183094
carroll,lewis,0,0.6793838394963392,0.0,1.0,6527,no,1311
memories,vzpomínek,1,0.7016648210027314,0.0598157139374045,0.9214481379460252,6178,no,305843
