en,es,position,score,rel_score,ratio_score,index,correctness,freqs
exhibitions,colectivas,2,0.6962254033617749,0.1849005619522093,0.7901542239918885,5603,no,73184
arrives,llegan,2,0.7402637818287423,0.039639169637013,0.9491742279439832,5674,no,146400
grid,cuadrículas,2,0.5165885752501342,0.0207422510516726,0.9613976157027287,5688,no,166663
proposals,propuestas,0,0.866779707282734,0.0,1.0,5593,yes,226607
mask,máscaras,2,0.6635711615714297,0.1527692030256229,0.8128608976709977,6761,no,153562
ahmed,abdel,5,0.7473940776722715,0.0992528903742669,0.8827694492271408,6038,no,1089
curve,curva,0,0.7591189072347796,0.0,1.0,6147,yes,154360
disk,disk,5,0.6197512767414659,0.0748483076368184,0.8922425101883512,5729,no,242281
lecture,disertó,2,0.6189753580618579,0.0881204844013494,0.8753768879557021,6480,no,143071
edgar,edgard,2,0.607630471841985,0.1487319134009856,0.8033589238401806,6041,no,1556
wishes,decida,6,0.6601512209012361,0.1017882628030161,0.8664089931287439,6046,no,260230
protocol,tcp,4,0.6412891138575794,0.2390776391514608,0.7284340437274488,5517,no,174112
furniture,ebanistería,3,0.7100647831411757,0.1453815403286878,0.8300518263507277,6683,no,569320
widow,enviudado,9,0.6949781559832888,0.1514888857500977,0.8210339230221174,5828,no,52867
integral,esencial,6,0.5490763919198043,0.1672683094339353,0.7664974569954469,6354,no,145965
judaism,monoteísmo,7,0.7020352712410411,0.1837948388790233,0.7925168305081524,6034,no,1051
semifinals,octavos,2,0.7860959662308868,0.1130926475763325,0.8742281142801716,6217,no,14098
bars,barra,2,0.5481107341441556,0.0892709362688201,0.8599411617673611,5564,no,313990
trek,stargate,5,0.511487257389839,0.265708778679816,0.6581187160661197,5718,no,54245
doctorate,doctorándose,4,0.8335198692472187,0.0843884018129842,0.9080644499308042,6757,no,29468
witch,vampira,9,0.5997135433942238,0.2045225455913156,0.7456933997462117,6545,no,52971
liu,liang,7,0.7739304685748081,0.0822119774792528,0.9039739498278988,5539,no,3257
nights,sábados,8,0.5637885676976695,0.2578533706086241,0.6861730656785183,5830,no,312353
wednesday,lunes,4,0.717369287111697,0.0434156206184679,0.9429331205478296,6291,no,14746
dos,adão,6,0.4558171302571541,0.0426626025865568,0.9144145693884552,5810,no,17467
mechanics,cromodinámica,4,0.6349090919771663,0.1839363928261852,0.7753710605483058,5907,no,100360
heir,heredera,5,0.7170891225777266,0.1620086807839622,0.8157102882472945,6274,yes,34885
canyon,barranca,6,0.5374969674873948,0.1846521119098205,0.7443019493094813,5554,no,36736
likes,odia,5,0.5837860513378295,0.1000010202020058,0.8537541518929112,6921,no,408795
sit,sentado,6,0.5353385405629795,0.2057532830981996,0.7223646564042133,5644,no,705280
capabilities,portabilidad,1,0.6838974085501484,0.1813840586251042,0.7903756575103359,7121,no,395906
harper,harper,0,0.7666657026397157,0.0,1.0,6098,yes,4030
paralympics,paralímpico,4,0.7338466152834278,0.0941696869207413,0.8862707332330743,6404,no,210
thames,humber,6,0.5355013749849857,0.2215454156600641,0.7073557164527519,6951,no,877
settle,estableciéndose,9,0.5965911172333658,0.1450467811291913,0.8044237201881992,6633,no,262045
spa,resort,4,0.4566557659510379,0.2038732757778562,0.6913485056701966,7100,no,165022
jeffrey,jonathan,5,0.5800279651611657,0.0823518362109424,0.8756727846465848,7112,no,2050
wednesday,miércoles,0,0.7607849077301649,0.0,1.0,6291,yes,14746
difficulties,carencias,8,0.6519379629313132,0.2534523469930936,0.7200628897671161,5657,no,332517
joshua,joshua,0,0.7004558175453768,0.0,1.0,7045,yes,3272
payment,pago,0,0.8484697895477765,0.0,1.0,5787,yes,1083253
kilometres,kilómetro,3,0.7381426817690147,0.1507762885514874,0.8303824155118159,7051,no,58331
claire,claire,0,0.8391950565164528,0.0,1.0,6939,yes,3036
drives,cargue,5,0.5046416374376973,0.018412972516713,0.9647972273520008,6607,no,272568
strict,estrictamente,6,0.6429485140262767,0.2241829250532265,0.7414660396915072,6082,no,190987
lacks,carente,3,0.7010117917263223,0.1875707810686205,0.7889101285447941,6155,no,92365
likewise,que,5,0.6407712895476831,0.0537442291894815,0.9226162299624284,6752,no,212261
dorothy,lillian,5,0.6653855148943248,0.1151989892667401,0.852419579619313,6763,no,3052
allmusic,popmatters,2,0.6628287987665656,0.1795800034349849,0.7868255851960821,5758,no,251
proven,demostrarse,9,0.6912807882821123,0.061945094065832,0.9177602688416152,5976,no,487133
spa,balnearios,2,0.477038264819651,0.1834907769092431,0.7222063447369894,7100,yes,165022
teeth,mandíbula,3,0.7680122555763755,0.1077237946756549,0.8769905673694113,6095,no,571089
dimensions,dimensionales,1,0.7020492829209335,0.1254674891582647,0.8483807296823505,5817,no,200430
diet,dietéticos,5,0.5618710625072655,0.3340175930122161,0.6271661763385811,5845,no,1259119
glen,bayside,9,0.5037475766419273,0.1692535815239824,0.7485092269599666,5794,no,4463
supplement,suplemento,0,0.7550916641730674,0.0,1.0,6488,yes,303802
wizard,hobgoblin,6,0.5361860791440822,0.1099378170360936,0.8298502536649152,6068,no,52393
monarch,trono,5,0.5858889990036237,0.1884408457510488,0.7566400842902398,6316,no,21965
promised,prometía,3,0.7959951552714415,0.079381273108953,0.9093175569556712,6320,no,254327
signals,radiofrecuencia,7,0.6157216497749443,0.2561910498253561,0.7061735080326293,5530,no,238739
doctrine,doctrinaria,4,0.6952614299162498,0.1618437465518828,0.8111739947496395,5658,no,162760
padding,estiloetiqueta,3,0.6550775600154303,0.0227530108662129,0.966432598581946,6540,no,40423
warrior,paladín,8,0.5579895642773852,0.2032038196719975,0.7330457358710963,5815,no,67574
airfield,aeródromo,0,0.790721835696129,0.0,1.0,6165,yes,11374
optical,óptico,3,0.796149841444787,0.021670413607576,0.9735022292811902,5885,yes,124269
revolt,insurreción,4,0.7912923528710039,0.0970215078806868,0.8907801485855604,6820,no,34363
dimensions,dimensionado,2,0.6977602528086725,0.1297565192705257,0.8431977167731565,5817,no,200430
mixture,mezcladas,7,0.6396162296611824,0.176396027877618,0.783831644380378,6335,no,274176
bailey,phillips,8,0.5933787306420892,0.0644973995117093,0.9019611799919978,5945,no,9459
robertson,graham,2,0.6873837307682008,0.1082302727666481,0.8639663551850649,6179,no,1268
elimination,eliminando,6,0.599958828628542,0.2320301305518033,0.7211139306699531,6766,no,108822
sending,enviándolo,7,0.7366918077504399,0.1225112526505398,0.8574129233276179,5765,no,400733
releasing,lanzado,3,0.5971923587377614,0.0690195543224261,0.8963999998057814,6585,no,125720
marking,marcaba,9,0.5302231192221687,0.0754526877071173,0.8754239696486232,7081,no,82411
foundations,fundacionales,4,0.6023721422152236,0.1346677714507217,0.8172856463350798,6902,no,114814
pace,rápidas,8,0.4957051381290295,0.0821182451202742,0.8578834856794917,6390,no,360907
presidency,vicepresidencias,4,0.7076073433102702,0.121674852434867,0.853276902531908,5567,no,58250
nose,orejas,7,0.6122372686363663,0.2016710314827401,0.7522189766915661,6388,no,305043
settings,configurar,9,0.5216452767957726,0.101819171340465,0.8366880875969117,6760,no,394666
scales,midiendo,8,0.5582393634643159,0.020609317478024,0.9643960189311082,7123,no,100517
landmark,emblemáticas,6,0.5325159696606636,0.0434668100186249,0.9245345320170376,5524,no,78541
ussr,urss,0,0.8965329537487229,0.0,1.0,6114,yes,833
gravity,gravitacional,3,0.710694576005263,0.0139480324140515,0.9807518461487148,5882,no,116319
holdings,adquisición,5,0.5958856544050581,0.102839902370956,0.8528178891216329,6864,no,64579
armor,armadura,0,0.7554801100649677,0.0,1.0,5906,yes,78590
edgar,harold,9,0.5371630758833255,0.2191993093596452,0.7101927414208593,6041,no,1556
classics,reediciones,4,0.5315122695493979,0.1634496159604901,0.7648077982858463,6695,no,65564
jeffrey,matthew,9,0.5731691885777761,0.089210612794332,0.8653180356503416,7112,no,2050
submit,solicitaran,6,0.6216870847478934,0.0757977362334776,0.8913270454734353,6303,no,444189
surnames,patronímicos,2,0.6951775962136771,0.0987716897449644,0.8755944598832858,7114,no,7029
burials,cementerios,1,0.6963796772778507,0.0011167891912907,0.9983988604315888,6435,no,7310
refuge,refugiaban,4,0.6341872552919051,0.178037654519477,0.7808025186511189,6712,no,63945
lessons,lecciones,0,0.8569941444043128,0.0,1.0,6402,yes,407521
constantly,ingenuamente,3,0.6797635934580228,0.224265815042674,0.7519264164042943,5698,no,564896
sofia,plovdiv,2,0.5659300844697732,0.1343504251361749,0.8081477018234098,6673,no,1029
guild,gremio,0,0.7444237526904243,0.0,1.0,6118,yes,38482
nadu,kerala,8,0.6920475820496563,0.0623539529575698,0.9173464659546688,5867,no,616
grammy,awards,4,0.6088150020865444,0.2711943334749591,0.6918278903235505,5519,no,2269
verified,comprobadas,6,0.6325475801943075,0.0799252699015895,0.8878199079574305,6180,no,90033
collecting,colectar,9,0.642990895972232,0.1135722746651147,0.8498839501142531,6846,no,194650
burials,sepulturas,8,0.6609579750932948,0.0365384913758466,0.94761480074471,6435,no,7310
provisions,derogados,5,0.6943727382607514,0.1118153109192638,0.8613036858670967,6130,no,278535
fed,alimentadas,4,0.6246002209070387,0.0684887975015011,0.9011832597510144,6101,no,201404
completing,completaría,3,0.6632637834716512,0.1208914462062572,0.8458322515353072,5527,no,191141
refuge,cobijo,7,0.6182588060886037,0.1939661037227784,0.7611916337707225,6712,no,63945
brooks,mcwilliams,3,0.6391679930953326,0.0783750291552674,0.890773059280207,5764,no,5368
consist,constan,3,0.6833673639705745,0.0599180314805107,0.919387584032715,5834,no,201673
prepare,preparación,8,0.7319620139726771,0.1462483248818072,0.8334700487897125,6047,yes,566980
louise,marie,3,0.6772419597645956,0.1213896421402132,0.848002956744151,5559,no,1594
armies,huestes,5,0.7144127340537894,0.1787806279859868,0.7998410696003075,6138,no,51252
pipe,fuelles,6,0.5218690574735302,0.0872573821733454,0.8567499676685673,6268,no,186886
hood,valiant,2,0.4333659767738429,0.2015388099322527,0.6825684509675193,5914,no,85302
carol,susan,2,0.6259121041406758,0.1232227617954117,0.8355132468151276,5937,no,8416
hub,hubs,6,0.5523276412357359,0.0541605216172316,0.9106981390000156,6794,no,116291
pushing,retirando,9,0.5962555999690867,0.0580183769765666,0.911324033935426,5697,no,254399
afternoon,medianoche,4,0.6960862865824747,0.1277683782495734,0.8449139348192919,5811,no,532017
arguing,argumentaba,2,0.7487920546316984,0.0729809009942151,0.9111909189824478,5484,no,102469
admission,cursada,5,0.5645286800631402,0.1794262946097404,0.7588210298766606,7083,no,191830
wizard,hechicero,1,0.586809103022325,0.0593147931578508,0.9081990412233408,6068,yes,52393
defended,defendieran,9,0.7256329518262833,0.1249333721108875,0.8531174247146469,5919,no,62483
believing,creer,1,0.7530773493721596,0.0589434186346831,0.9274114395135932,6739,yes,132318
simpson,roberts,8,0.5928389746550932,0.1493787778703289,0.7987399555426121,5661,no,4937
jorge,hernández,4,0.6502686008873619,0.0139086965133785,0.97905875950923,6865,no,529
algeria,senegal,7,0.6823912268804398,0.1911917781193335,0.7811406849434037,6135,no,578
duck,duck,1,0.5713354757907464,0.1317946471947012,0.812560089681396,5993,yes,78432
distant,cercanos,8,0.576294783063402,0.1820207531786886,0.7599669999104715,6581,no,166675
dancer,coreografiado,7,0.6264788338494212,0.2165482504757843,0.743130138399861,5479,no,54144
continent,continente,0,0.8308330148120076,0.0,1.0,5496,yes,108252
auxiliary,auxilió,8,0.4566771960662978,0.319570366732328,0.5883138549508966,6262,no,31278
pump,refrigerar,5,0.6017793489510503,0.0434576709545896,0.9326485157951028,7052,no,255719
hayes,mcwilliams,5,0.6337810140840261,0.1028595963096365,0.8603666498176524,6918,no,1230
precisely,tal,9,0.6536770701610312,0.0981383037943673,0.8694648883301641,7086,no,342738
willie,eddie,8,0.6213096643166792,0.1316556277972361,0.8251504695155084,6589,no,1672
powell,powell,0,0.713816488493056,0.0,1.0,5755,yes,1410
graph,grafo,0,0.7892135779919451,0.0,1.0,5888,yes,97838
constantly,impulsivamente,4,0.6711904478984834,0.2328389606022135,0.742443156812377,5698,no,564896
pastor,predicador,2,0.6349011284803059,0.0667937810248955,0.9048107943778656,6672,no,103447
transformation,materialización,9,0.6488135310622525,0.2261064439255458,0.7415690001491861,6328,no,192718
discrimination,discriminada,9,0.7570611331151007,0.1445209675686312,0.8397029317030241,6063,no,170631
explore,profundizar,7,0.6543039418548762,0.2284506244629731,0.7412070883803098,7017,no,559188
mph,km/hora,3,0.6871203036840583,0.1675643318260664,0.8039460113541711,5793,no,107262
crashed,estrellaron,9,0.7209255686912132,0.1618050578869277,0.8166993950191163,6775,no,68819
productive,productivo,0,0.7325632434504632,0.0,1.0,7064,yes,264497
kit,kit,0,0.6473288097738652,0.0,1.0,6309,yes,288807
catalogue,catálogo,0,0.797199294197946,0.0,1.0,6062,yes,68576
kills,asesinan,9,0.706465938661327,0.0654733483684367,0.9151832929499386,5756,no,89966
kit,equipamiento,4,0.4534202730285159,0.1939085367453492,0.7004481589300987,6309,no,288807
concerto,concerto,0,0.7893638865129922,0.0,1.0,6778,no,7740
bacteria,microorganismos,1,0.8615023933446873,0.0237783257855483,0.9731403550628438,6650,no,272230
worlds,encarnaciones,8,0.5284355962183437,0.2915191077447702,0.6444692538066293,6120,no,183793
pack,bubsy,5,0.4579184017406739,0.2214592686116244,0.6740262768766238,5783,no,429780
consent,conformidad,7,0.6076920681369518,0.2354225956926642,0.7207703699241549,6862,no,206529
leon,melvin,7,0.4526497853544191,0.1957176499165971,0.698137754505225,5909,no,2590
frog,lagartija,4,0.5676159768840616,0.1046396087154967,0.8443454975206004,7094,no,37503
consent,autorización,5,0.6597810126869497,0.1833336511426663,0.7825519362812127,6862,no,206529
counsel,asesor,7,0.6187651132769734,0.0857388418245476,0.8782989915050337,6931,no,178674
recommend,recomendable,8,0.6920647120823976,0.1086942069010815,0.8642610099940403,5682,no,771284
randy,dave,8,0.6655580818608866,0.1101218870783553,0.8580318024339996,6732,no,5351
innocent,cómplice,7,0.597106298162102,0.1329857836228354,0.8178506698802838,6631,no,186939
uruguay,"argentina,",8,0.6708635794815121,0.1733690014343563,0.7946430813576557,6257,no,659
beaten,propinado,5,0.6527273873702741,0.0324224482898241,0.9526783097618536,6507,no,123912
cairo,bagdad,1,0.687957197249583,0.1679839578334518,0.8037435671414167,6976,no,2236
bomber,skyhawk,9,0.6491084840844813,0.1618422977945239,0.8004289515332498,6071,no,28362
alpine,subalpino,7,0.5815040202895003,0.2063773162633373,0.7380604074640407,5645,no,23242
marking,marcan,1,0.6038130975025706,0.0018627094267154,0.9969245768026312,7081,no,82411
accounting,macroeconomía,9,0.5895353170454822,0.2234607596387672,0.7251391906463595,6528,no,314871
threats,amenaza,1,0.7428431820587134,0.1666371049004977,0.8167776616053568,5515,yes,208551
nineteenth,decimonónico,7,0.6411936178593912,0.1940937769740625,0.7676323404679626,6332,no,45130
pitched,jonrón,2,0.5796790371386369,0.0067313359010067,0.9885211172747252,6052,no,55335
slovak,eslovena,3,0.734354465014557,0.0892565910642295,0.891627740539108,6960,no,330
badge,escudo,4,0.5678325737762772,0.1387381091134236,0.8036458170808632,6744,no,53644
nathan,alex,7,0.6257718843805135,0.1085676616830023,0.8521560465250881,5902,no,2726
duration,duración,0,0.7676437397107256,0.0,1.0,6198,yes,250646
cameras,cámaras,2,0.6872746624587369,0.0887027730221753,0.8856889788719156,7013,yes,310539
hosting,anfitrión,0,0.5684815311998644,0.0,1.0,6186,no,619516
trainer,entrenador,1,0.616311422744149,0.0253713896755428,0.9604611668187416,6877,yes,182315
regiments,destacamentos,9,0.7016474021129331,0.198373652833002,0.7795899865421276,6469,no,14610
canterbury,peterborough,8,0.5728485542956359,0.2324970262792897,0.7113077517438996,5941,no,987
enable,permitir,1,0.7863225540258865,0.0037671299873949,0.995232022308835,6418,no,600062
loaded,cargada,4,0.6856744591519321,0.0711861919580518,0.905945444708147,7136,yes,224915
findings,concluyentes,4,0.6489196438772131,0.1047113974094058,0.8610574781651248,5952,no,335564
kills,asesine,5,0.7196658441107423,0.0522734429190214,0.9322829608528448,5756,no,89966
cohen,berman,1,0.6571057060795007,0.1379534170789045,0.8264865931845686,6523,no,1771
bros,mgm,7,0.5959159788721076,0.2244486790057329,0.726403768311585,5760,no,6474
integral,integrable,3,0.5934199861944938,0.1229247151592458,0.8284000496870512,6354,no,145965
mixture,mezclar,9,0.6361789807643523,0.179833276774448,0.7796193928301411,6335,no,274176
sacramento,oakland,0,0.6650381392127889,0.0,1.0,7084,no,12039
cornwall,anglesey,1,0.6902383623199075,0.0762652296191704,0.9005024497977407,5565,no,1322
tactics,estrategia,4,0.674854810649256,0.2165108330397123,0.7571021111564613,6629,no,206429
clause,clausula,2,0.662700841006163,0.1332717350747514,0.8325674287285951,6746,no,105152
coordinates,coordenada,1,0.6581594010221175,0.020405908369897,0.9699278638511885,6616,no,57496
economist,demógrafo,9,0.6293685546371456,0.2801737748376637,0.6919618078694122,7026,no,57898
withdraw,retiraron,9,0.6744520653203583,0.0788344980354353,0.895345938889129,5805,no,104196
rosa,rosalia,8,0.5034350798698357,0.1345113204243317,0.7891494953771878,6641,no,8319
cardiff,leeds,4,0.7311231279196942,0.1028999025138873,0.8766222289324637,5701,no,1622
canyon,yellowstone,1,0.5885943570278291,0.1335547223693862,0.8150593469137071,5554,no,36736
atomic,atómica,0,0.8230185368412677,0.0,1.0,5766,yes,63007
chapters,libros,4,0.5592909917504314,0.1617009812240634,0.7757242975161617,5613,no,150093
lock,palancas,1,0.5434630306815067,0.0288852751366583,0.9495319985347608,5498,no,237844
enabled,permitió,0,0.7498261910083905,0.0,1.0,6263,no,207899
authorized,autorizados,4,0.7278618076013719,0.054385198931419,0.9304756701179664,6277,yes,207847
cooking,cocinaba,3,0.7247736955255142,0.0852420116314911,0.8947649892732652,6874,no,459708
deeply,profunda,5,0.614073256882521,0.2618252387634362,0.7010781042952409,6238,no,306771
endangered,peligro,4,0.6515222816212519,0.1447337032646685,0.8182321941537375,6337,yes,71370
propulsion,propulsión,0,0.8810600531982509,0.0,1.0,6621,yes,19394
demo,remasterizada,5,0.6172790513989259,0.2035886585097458,0.7519835948567197,6296,no,128035
expertise,profesionalidad,7,0.6152564156649929,0.16302777980131,0.7905292427226622,7082,no,567356
ruth,mary,9,0.6132215302485835,0.1758133277102038,0.7771792640884988,5684,no,2530
distinctive,característica,9,0.7287053748062144,0.1360119622181164,0.8427093381911812,5521,no,234263
dimension,dimensionar,5,0.7020424093335054,0.1541077080239457,0.8199991976878931,6907,no,163471
prevented,impidieron,1,0.7869643744473754,0.0059880779651201,0.9924483770156688,6471,no,127603
malaysian,malaya,4,0.6814847853502175,0.037358539633675,0.9480296493891598,6054,no,3459
discrimination,discriminados,7,0.7628591398017505,0.1387229608819814,0.8461338564987279,6063,no,170631
maharashtra,andhra,2,0.7602021638109072,0.0108950391236694,0.985870731884118,6713,no,742
geographical,fisiográficas,6,0.6130174798858177,0.1906744620676429,0.7627518056182224,5643,no,79341
binding,proteína,0,0.6136233797340311,0.0,1.0,5649,no,147712
magnitude,cataclísmica,4,0.6008492605659596,0.2632579978150824,0.6953410641309593,6194,no,103281
albanian,albanés,0,0.7863535673076338,0.0,1.0,5553,yes,370
assists,promediar,8,0.580971360723979,0.1151817691369544,0.8345453547555498,5871,no,165616
checking,verifiquen,9,0.677347964137932,0.0469716205015923,0.935150696601737,6292,no,391981
hardy,barton,9,0.4713145373590384,0.2451038232852556,0.6578761283214081,6889,no,30773
marshal,mariscales,1,0.6592954832253253,0.0999999583262516,0.8682990139886689,6032,no,11641
quiet,tranquilos,2,0.7007988937270624,0.087663491333958,0.8888171547623371,6664,no,424884
lessons,aprendió,5,0.6416243177797973,0.2153698266245154,0.7486916007177428,6402,no,407521
bag,bolsas,3,0.6082409658142336,0.0782328755880829,0.8860366253311704,6943,no,708102
consequence,conllevado,9,0.6540357547799489,0.1871559173780251,0.7775109721451479,6680,no,216076
kills,asesina,2,0.7321124355718169,0.0398268514579468,0.9484067566878336,5756,no,89966
marking,marcar,3,0.5716409432178693,0.0340348637114167,0.9438067967681092,7081,no,82411
investigations,investigó,9,0.693479273349398,0.067377238797138,0.911445538387977,6571,no,124155
serie,chievoverona,6,0.6353858856549872,0.0668802079991246,0.9047651472803908,5875,no,2847
enlisted,reclutados,7,0.6319376975421624,0.1323025695208698,0.8268835401341684,6460,no,37666
aftermath,desastre,0,0.6900092645716687,0.0,1.0,6876,no,60640
armies,contraofensivas,7,0.7007508008017833,0.1924425612379928,0.7845454641551368,6138,no,51252
swift,chapman,8,0.3698108649923035,0.2695556553008403,0.5784019858011153,7116,no,68512
witness,testigos,1,0.7601395271561638,0.0001713962998022,0.999774570778198,5840,yes,255389
eve,vísperas,1,0.5862757543385431,0.0871510625034373,0.8705856964352412,5506,no,78079
quarters,estancias,7,0.5455270647272702,0.077477215987145,0.8756393521111927,6708,no,133036
consciousness,conciencia,1,0.804099813209254,0.0242357374304389,0.9707416427899024,6883,yes,246043
mayors,gobernadores,2,0.6003681398013145,0.1417655525105023,0.808975722327214,6222,no,12635
hearts,heart,8,0.4733792214373433,0.168071809908053,0.7379818541166973,6230,no,273272
specified,especificador,8,0.7377458657531011,0.0629346203015767,0.9213985835827164,5547,no,317560
