en,fi,position,score,rel_score,ratio_score,index,correctness,freqs
lit,keinu,1,0.4109759714893717,0.0151388176960852,0.964472442449078,6897,no,124561
reserved,edellytetty,0,0.4564295627388551,0.0,1.0,6839,no,142397
diary,päiväkirjaansa,0,0.6084901169965331,0.0,1.0,7057,no,75370
surveillance,tiedustelu,8,0.5310102962682886,0.0439333651003139,0.923586660655177,7650,no,123831
proportion,neljäsosa,1,0.6063341833033273,0.0214106704922434,0.965892718414517,7154,no,186713
slam,kaksinpeliturnauksen,3,0.6101333052006898,0.0756818419811927,0.8896468789116414,7036,no,33767
ritual,rituaalin,4,0.6008052656050311,0.0236775295674563,0.9620845766280616,6898,no,103185
frontier,defiance,4,0.4337093042575177,0.0140022650444291,0.9687248085497078,5886,no,43612
rainbow,rainbow,0,0.5184213948777547,0.0,1.0,7159,yes,52785
ahmed,abdilaziz,8,0.6550211736747693,0.0317070650330529,0.9538288026531218,6038,no,1089
idol,idoli,1,0.4867997975497775,0.0615963108534025,0.8876791612676488,6419,no,36376
ulster,dublinin,6,0.5141350020757434,0.1017053478096678,0.8348511138826936,6725,no,557
limestone,hiekkakivestä,6,0.5952479206113088,0.0609098513760617,0.9071719425168462,7176,no,37104
fires,räjähdykset,8,0.5429853153651097,0.0274822538381216,0.9518250373522444,7015,no,121769
physicist,astrofyysikko,2,0.7831979990936639,0.0793697713215837,0.9079843068059748,7470,no,22297
deeply,syvästi,0,0.6248147895252373,0.0,1.0,6238,yes,306771
viii,viii,1,0.8235986202670005,0.0070257559180766,0.9915415967559912,6158,yes,10280
imo,tuollainen,8,0.5762649344661791,0.0388486670438328,0.9368431019108256,7140,no,8686
forgotten,rakkauteni,6,0.4471975573826021,0.0505025604306632,0.8985281324574419,6841,no,215806
patrolling,miinoitteen,4,0.4654436682215039,0.0205184241616427,0.9577777269395216,6501,no,12092
evaluation,arviointia,0,0.5829813259265433,0.0,1.0,5887,no,359796
tough,huumorintaju,9,0.4704969345760709,0.1030036404754551,0.8203948784773217,6934,no,638893
tribal,paimentolaiskansa,0,0.5242516517518557,0.0,1.0,5980,no,99559
petition,lakiesityksen,8,0.5637172081816257,0.0585549330283035,0.9059014068756944,7230,no,149386
mate,tallikaverikseen,5,0.4191879666531108,0.0429733539906885,0.907016550128371,6338,no,129778
toy,cranky,4,0.473931134449017,0.0201954233927765,0.9591290468559625,6472,no,214959
burton,channing,3,0.5595088768283292,0.0358281837572137,0.93981865714529,6312,no,2905
finger,kädensija,4,0.4689337973353813,0.0102233256813895,0.9786639388411394,7402,no,268337
dylan,dylania,8,0.5283336633187635,0.0358099545363895,0.9365233366061336,6942,no,8805
marshal,sotamarsalkka,3,0.588765152756932,0.0334899021409638,0.946179782908378,6032,no,11641
bomber,hävittäjälentokonetta,1,0.6722940766037242,0.0056194729869804,0.9917106347994176,6071,no,28362
astronomical,tähtitieteeseen,6,0.6468728879614036,0.0623247397423558,0.912119362350166,7658,no,31601
hawk,hawk,1,0.5264388217933927,0.036098737335047,0.935828751788634,7634,yes,18041
tyler,rickie,3,0.590693959028564,0.0717095066708828,0.8917434609205084,5981,no,3957
evangelical,luterilaisen,4,0.684309982827726,0.0124487025554392,0.982133408859348,7138,no,36492
bet,soulja,8,0.393196737991288,0.0204885256643232,0.9504731556467052,6970,no,398333
barrel,venttiilikoneisto,4,0.5136744900798684,0.0288953106727033,0.946743606753225,7410,no,117841
henderson,greenway,9,0.606527763590468,0.0666377082167843,0.9010084280795304,6199,no,7086
privacy,välityspalvelimia,6,0.5260298567303134,0.0736248852167107,0.8772212073606598,6634,no,359031
workshops,työpajojen,1,0.624229786705238,0.0517700087339241,0.9234171236689624,7202,no,244888
baltic,itämerta,3,0.6225909518482104,0.0521283787275004,0.92274064731031,7133,no,642
kitchen,kylpyhuone,9,0.5273751421729005,0.0651995342177931,0.8899724594798478,5862,no,756155
synthesis,synteesiä,0,0.6677113133214645,0.0,1.0,6168,no,67281
centered,heijastelee,8,0.4449624360079631,0.0377700699084699,0.9217577655418788,6392,no,112376
strongest,vahva,3,0.5281175869862913,0.0798104200599203,0.8687173166314518,7617,no,114403
balls,ruuveja,1,0.4430211084583189,0.0146137739583884,0.9680667394032222,6035,no,222970
explaining,selvennä,9,0.5865631888496431,0.0463660890779237,0.9267436494172894,5973,no,169624
nearest,lähimmät,1,0.5233166027951248,0.119997545771223,0.8134697549577566,5898,no,135918
handful,kymmenittäin,0,0.5646816362191025,0.0,1.0,7711,no,220137
patricia,joanne,0,0.5883337637388631,0.0,1.0,7341,no,1959
motto,mottona,5,0.500731977473732,0.1402645649348288,0.7811773455005214,6914,no,50679
presenter,televisiopersoona,5,0.6762823472846,0.0914186291535573,0.8809189619925908,6323,no,41622
automobile,autonvalmistaja,0,0.6689118867185155,0.0,1.0,6210,no,330119
creatures,jättiläismäisiä,8,0.5871135918466133,0.0646355923809389,0.90082750551112,6983,no,191788
holders,haltijat,6,0.4343980035018213,0.0310094112733506,0.933371471341232,7132,yes,138931
robertson,smith,6,0.6148916016130483,0.0497002286243799,0.9252169130537996,6179,no,1268
rankings,maailmanrankingissa,6,0.6344999008749246,0.0499959159875142,0.9269595010577518,6553,no,151086
ceiling,kirkkosalin,8,0.5215551426976253,0.0234267373951015,0.9570137315554132,7158,no,199124
baden,ansbach,8,0.5613452737725555,0.0211772921662866,0.9636455419848748,7071,no,285
freeway,moottoritie,6,0.5766078847052017,0.0403795813959084,0.9345536439320614,7621,yes,36361
expelled,vapautettiin,7,0.5405048329814948,0.0948812418394291,0.8506715120154776,7358,no,35528
saxony,preussin,9,0.6013490133826411,0.0465809715515365,0.928108016861932,6734,no,223
consumers,yritysasiakkaille,7,0.5577750794146233,0.087213551393002,0.8647828082119878,7555,no,859819
variables,muuttujan,3,0.6432655121139264,0.0213132029365128,0.9679297539120024,7276,no,170150
retreat,yllätyshyökkäyksen,9,0.5513004936463222,0.0242783675708799,0.957819216085286,6188,no,132860
halls,hall,1,0.502801514705915,0.0246084398436476,0.953340964402796,7593,no,74784
lighthouse,luotsiasema,5,0.5708972754425155,0.0431981083274755,0.929655702568096,6785,no,21648
carlo,giovanni,6,0.5978585874175439,0.1335236748459242,0.8174365420994794,6367,no,1377
malayalam,hindinkielinen,7,0.5218290466519131,0.0305641148625049,0.9446696357016592,6722,no,1641
francesco,francesco,0,0.7927593331561138,0.0,1.0,7446,yes,417
acquire,omistukseensa,8,0.5210326399122087,0.0977202809826972,0.8420689782904558,7704,no,590828
trumpet,trumpet,2,0.6789732084679954,0.0699792774805528,0.906563795710052,6848,no,34393
pump,paineilma,8,0.4746120765376584,0.0302019136676718,0.9401721936125672,7052,no,255719
clergy,papisto,2,0.6672620065426991,0.0097717495205844,0.9855668208075712,7127,no,51283
wrestlers,wrestling,9,0.5810136472008329,0.1294055802685443,0.8178461741111556,6037,no,13621
victories,voittoja,3,0.597257333199507,0.0593174431638899,0.9096562260700382,6232,yes,60590
likewise,siksi,9,0.5656163369975695,0.0557158792803177,0.910328359256686,6752,no,212261
striker,keskikenttäpelaajan,1,0.761377794437921,0.0083286224211468,0.9891794816325772,6429,no,30805
abdul,abdilaziz,4,0.653697923721834,0.014454765053863,0.9783660751551424,6190,no,863
measurement,mitataan,8,0.5891396066509036,0.0323021635673096,0.9480206109158592,6541,no,179748
molecules,molekyyleistä,6,0.7099842476316484,0.0317749647323345,0.9571626961921136,7512,no,96188
sixteen,kuusitoista,2,0.6754978950427362,0.0025750991435293,0.996202327528735,5951,yes,62210
wednesday,maanantain,9,0.5206047391191683,0.0488746893374157,0.9141765498538252,6291,no,14746
artifacts,esineistö,5,0.6518775897532076,0.0328230027247137,0.9520622545309508,7710,no,65704
monarchy,monarkistinen,7,0.6338232294517335,0.0969262363568636,0.8673605101447297,7442,no,31381
rubber,selluloosa,7,0.4833978108055377,0.0152027622432805,0.9695091360398576,7030,no,192978
roller,drill,9,0.4191348870803846,0.0230089709005494,0.9479604420931668,6856,no,79654
johannes,johann,0,0.6444936445379247,0.0,1.0,7696,no,243
biased,näkemystäni,4,0.5642637401544317,0.0383034544485225,0.9364328911504024,6818,no,58044
walks,tappelee,2,0.491012667186516,0.061095447071756,0.889341515739477,7478,no,228919
estimates,arvioitujen,9,0.6086955401377454,0.084682108000385,0.8778701502308665,6896,no,243130
luther,lutherin,1,0.5856546949374831,0.1144259304156088,0.8365532107706921,7497,no,1680
myspace,myspace,0,0.7826555675563482,0.0,1.0,6066,yes,40138
uprising,kansannousuun,3,0.6675862520598062,0.051176847975312,0.9287987266279925,6611,no,33232
coordinates,koordinaatit,0,0.6934795279460213,0.0,1.0,6616,yes,57496
sick,sairaalasta,8,0.5067925780562847,0.0476172883179266,0.9141117588160196,6598,no,422989
provisional,kansallisneuvosto,4,0.5140103349152131,0.0326025766558525,0.9403552752492678,7454,no,30349
concentrated,keskitti,8,0.472148205536436,0.0553839288478589,0.8950131655723687,6916,no,128634
casino,kasinolla,4,0.5416402361087683,0.0602364296119485,0.8999189816740637,6756,yes,453078
norton,whitford,1,0.5102777328345726,0.0513222045536221,0.908614297942582,6851,no,2774
nurse,sairaanhoitajan,6,0.5754428317957256,0.0737120027486417,0.8864492740004329,6485,no,203370
atlas,kaukokartoitussatelliitti,3,0.4472060956576429,0.1638726508769774,0.731830550798426,6055,no,12107
sheep,villihevosia,4,0.5617080172494011,0.0526412312935082,0.9143138346496544,6084,no,141415
jam,dizzee,8,0.4709560485242068,0.0288342910496835,0.9423072261175216,6416,no,79059
salvador,salvadoriin,4,0.6279739581405523,0.0507457637027328,0.925233108646208,5997,no,1692
broader,kokonaisvaltaiseen,6,0.5352632433790855,0.0482072546952079,0.9173784195528089,7300,no,164786
deer,biisonit,7,0.5299766186041294,0.0282485568018369,0.9493957670732186,6408,no,121198
burn,lämmittää,4,0.4381716868425506,0.0743260393873578,0.8549729382525789,6025,no,352436
pierce,parker,5,0.5469004584588599,0.0295635634619813,0.9487156833075684,7681,no,17122
highlights,viasat,5,0.4421640985818554,0.1205036934926819,0.7858350963214211,6957,no,227178
pleasant,pleasantville,2,0.4571103759604014,0.0191673770680189,0.9597558841534318,7519,no,250768
specimens,pikkulintuja,4,0.561536928412186,0.0399008964766096,0.9336574873986564,7554,no,46609
complicated,monimutkaisempia,9,0.5787037973869512,0.061522702813936,0.903904785580366,5901,no,388795
gif,kuva_lippu,6,0.5298881049580273,0.1281970934622498,0.805196813771249,7194,no,21484
memphis,denver,2,0.5663078362682152,0.0498408005781164,0.9191091278993664,5996,no,10784
believing,uskoen,1,0.5792990345198998,0.0049310343378495,0.9915597731087508,6739,yes,132318
faction,liittouma,8,0.5573759412882116,0.0408998584643801,0.9316371170599016,7507,no,33135
phrases,sanamuotoja,4,0.5456240870324998,0.060537338728293,0.900130004722236,6774,no,222733
princes,hallitsijasuvun,7,0.5257368727368554,0.0675812939301712,0.8860960312241742,7546,no,22299
deliver,lähettää,1,0.5545733597544521,0.0742279491934673,0.8819532527410574,6666,no,709685
renewed,myöntyi,4,0.4380927421057316,0.0465084753552665,0.9040273245722712,7106,no,117953
portions,alueet,9,0.4591728581761174,0.1443619333505947,0.7608059462729326,6006,no,142431
emily,sarah,0,0.6705913268266607,0.0,1.0,6060,no,6218
collapsed,murskaantui,4,0.5053078577079513,0.0655669532912999,0.8851465294526966,6352,no,75699
romans,roomalaisin,9,0.6480001569511591,0.1169839699170409,0.8470766048493497,7221,no,2089
darkness,darkest,5,0.5832916920535627,0.0412318754966645,0.933978671680235,6866,no,168890
geneva,geneva,8,0.5213805355727147,0.1083016332640141,0.8280058756243807,6496,no,2905
accounting,bruttokansantuotteesta,3,0.5505807442309554,0.0305241026979971,0.947472297195055,6528,no,314871
reynolds,lesley,9,0.5650005569143559,0.0421542732911869,0.9305708013935816,6511,no,1702
lisbon,ribeirão,6,0.6052087994333957,0.1112435955147582,0.8447299551245014,7303,no,652
integrity,taataan,3,0.4737976006406399,0.0203587705118451,0.9588009551220318,7427,no,228538
careers,taitojaan,8,0.506808095527532,0.0781988692481191,0.866328310675569,7678,no,205995
hypothesis,teoria,3,0.6095149181456709,0.0820840030265692,0.8813127081120381,6668,no,76010
substantially,huomattavastikin,2,0.6269123160272243,0.0651007518655237,0.9059255455048524,7330,no,185498
bruno,bruno,0,0.582552430459113,0.0,1.0,6941,yes,2193
satisfy,riippumattomissa,6,0.5054513582655362,0.0190328898795623,0.9637112268921814,6437,no,216025
exceptions,poikkeuksetta,8,0.5721644358951793,0.122774961634656,0.8233299737055344,6706,no,120147
forgotten,kadotettu,3,0.4673862536057729,0.0303138642074923,0.9390921096408782,6841,no,215806
frontier,frontiers,7,0.4291966890496482,0.0185148802522986,0.9586455175121646,5886,no,43612
teenage,koulutyttö,4,0.5572543253767074,0.1309987385315182,0.8096648668911903,7208,no,110938
gaelic,skotlannin,0,0.5887129675855216,0.0,1.0,6012,no,1046
telugu,hindi,8,0.527239740519873,0.0525605543524396,0.9093471410461856,6886,no,1902
desired,haluttuun,8,0.5617903117515141,0.0550968476131555,0.910685695468358,6304,no,383727
uncertain,varmaa,8,0.5509827467877635,0.0795862218913689,0.8737866500819409,6850,no,110198
identifying,havainnollistetaan,9,0.4902876966286568,0.0135348438975802,0.9731356920167896,6920,no,194199
tissue,sidekudoksen,6,0.656927855817236,0.0330533809285964,0.9520952466990455,6281,no,345666
cites,mainitsen,0,0.6153214647542917,0.0,1.0,6636,no,41017
plates,metalliosat,4,0.4395651065970735,0.0095031270158906,0.9788381223507316,6225,no,164087
unified,unified,0,0.4280359376997824,0.0,1.0,6568,no,78099
rainfall,sateisin,5,0.6395531910895349,0.0452389375602129,0.933937708002845,7281,no,54676
exceptions,poikkeuksena,7,0.6028989411172176,0.0920404564126177,0.867556139801865,6706,no,120147
dimension,ulottuvuuden,1,0.5532264144326836,0.012784008199396,0.9774138289893188,6907,no,163471
mit,zukunft,6,0.559928322835693,0.1900697271120737,0.7465730382561514,5999,no,10874
squadrons,pommituslentolaivue,4,0.670506524809007,0.029273306347596,0.9581678335895836,6789,no,6859
portions,osia,0,0.6035347915267122,0.0,1.0,6006,no,142431
intense,voimakkainta,1,0.6009876789282285,0.0520396323649198,0.9203101746818688,6251,no,322515
malcolm,beatty,5,0.5391394392382549,0.0806957299026245,0.8698109853713648,6383,no,1247
technically,käytännössä,2,0.6079414696629568,0.0249558298978724,0.9605689107613676,6143,no,114018
endangered,uhanalaisten,8,0.608170202493694,0.0594067459123315,0.9110113881940096,6337,yes,71370
joins,pääsee,8,0.4927724446159476,0.0499950052078552,0.907888718779866,6627,no,88974
spa,lomakeskus,4,0.39623022745098,0.0277476416458215,0.934554032961833,7100,no,165022
magnitude,km/s,7,0.5543930631750544,0.110696321838441,0.8335617372149235,6194,no,103281
bigger,isomman,5,0.5829610891069694,0.0963409144550689,0.8581766078270215,6100,no,606587
concerto,pianokonsertto,0,0.7710039876543225,0.0,1.0,6778,no,7740
faction,liittoumaan,9,0.5567518241204825,0.0415239756321091,0.9305939239907736,7507,no,33135
pablo,pablon,5,0.6237212543920785,0.0960190635092572,0.8665920733894196,7466,no,1621
icon,ikonin,2,0.5262235704342819,0.0680629021477992,0.8854712242530499,6724,no,180199
salem,youngstown,4,0.4184430419372696,0.0329940663885559,0.926913260385448,6556,no,8137
sailors,hinaajat,7,0.5484127240460805,0.0694749638297866,0.8875605305089942,6506,no,43357
madagascar,seychellien,7,0.5497258448994367,0.052983799861845,0.9120906719804848,7012,no,763
penn,baltimore,5,0.4657182136756834,0.0128950847377469,0.9730574040034132,5924,no,3642
marina,marina,0,0.5115807572123506,0.0,1.0,7435,yes,28908
cream,suklaanruskea,3,0.5385111041542058,0.0129960038922775,0.9764354734460066,6322,no,438190
uci,uci,3,0.5454387336363813,0.0157959231836914,0.9718550467407155,7611,yes,553
attraction,turistinähtävyys,2,0.481867737617252,0.0093020209899318,0.9810614948764156,6546,no,180538
homer,milhouse,8,0.4619644017465935,0.1316562765490309,0.7782148072620445,7174,no,15738
rescued,miehistönjäsentä,7,0.6068840187536175,0.0502310810338136,0.923558169565632,6011,no,59230
breast,vatsan,3,0.5402152325262749,0.0367716733419279,0.9362694838168,7144,no,454167
pierce,snyder,9,0.5401612730437194,0.0363027488771218,0.9370251264664236,7681,no,17122
agenda,kannanotot,2,0.5377873963433273,0.037273938718062,0.9351826727942282,6574,no,282725
rhodes,sampson,6,0.4610452887955838,0.0671424744940576,0.8728814274759357,7152,no,1372
staged,kantaesityksen,7,0.5324473357032068,0.028540669183383,0.9491242790669778,7360,no,56716
barrel,piippu,0,0.5425698007525718,0.0,1.0,7410,yes,117841
wonderful,hauskaa,6,0.506883954770728,0.0431745143386728,0.9215092271762008,7398,no,1173390
scouts,scouts,0,0.4902369289391318,0.0,1.0,6570,no,25786
curriculum,opetussuunnitelman,1,0.6853519119147887,0.0010476843281069,0.998473652470308,6045,yes,234314
dialect,murteessa,4,0.6556614986534537,0.0430593416821878,0.938374041253008,5852,no,28135
lucy,kayla,7,0.575942292778125,0.0196794947484446,0.9669597466705048,6174,no,4034
investors,osakkeenomistajille,7,0.5956148352941655,0.0537103240970943,0.9172828538671634,6824,no,520687
intense,voimakkaiden,6,0.549482452663099,0.1035448586300492,0.841438701200711,6251,no,322515
wei,cheng,9,0.6644011683969482,0.0322589855759019,0.9536948031376012,7518,no,2402
hiding,piiloutumaan,9,0.5946053451038134,0.0280043799878951,0.9550209724337824,7614,no,139111
creature,lohikäärmeesi,9,0.5701072431374303,0.072621566086662,0.8870105633286745,7600,no,143604
councils,paikallishallinnosta,5,0.5529541076578502,0.0256291221898775,0.955703655294982,6925,no,63502
planes,lentokoneen,5,0.6066210287706345,0.042273966058779,0.934852377664136,7249,no,109896
armoured,panssarivaunua,2,0.683914103364116,0.0146237244192521,0.9790652362154004,7102,no,9377
rubber,selluloosan,4,0.4893409338608487,0.0092596391879694,0.9814287433900264,7030,no,192978
newman,brooks,9,0.559841554531275,0.0225343562305814,0.961306167006286,7122,no,1632
ethiopia,somalia,8,0.5756167611616536,0.1241324118736129,0.8226044179013888,6601,no,1566
configuration,propulsiojärjestelmä,6,0.5570584920339303,0.0562548592928902,0.9082771324459342,6248,no,215656
kirk,fishburne,6,0.4863488251832484,0.0392219196023495,0.9253727114922468,7622,no,2246
chaos,kaaokseen,2,0.5260843216717515,0.0602830049205023,0.8971924215647478,7179,no,119668
gibson,catley,7,0.5708928358398859,0.0586871669293957,0.9067836229371116,6001,no,2531
renewed,uusinut,5,0.4365807463176495,0.0480204711433486,0.900907242051629,7106,no,117953
voluntary,yhdistystoiminnan,6,0.493994394765741,0.0349646882765375,0.9338990681936302,7265,no,152096
succeed,seuraajan,3,0.4798381789852367,0.077545395850587,0.860876065690619,6913,no,293207
clients,asiakkailleen,5,0.5704709990284975,0.0593718260127931,0.9057354888358046,5846,no,1475341
sad,ljubav,7,0.4538996629854875,0.0560820464879067,0.8900312590704147,6829,no,358106
commands,komentoa,2,0.559576440377368,0.0337884692090428,0.9430561722421466,6491,no,151670
afghan,turkmenistanin,8,0.6223021277331243,0.0967406459447329,0.8654591222022706,7540,no,3899
shelter,majoitusta,9,0.4638345956900599,0.0385753032131073,0.9232194602508376,6762,no,188545
hosting,isännöinyt,7,0.4494113269672042,0.0224952039452093,0.9523312298693648,6186,no,619516
dialect,murteeksi,9,0.6266410574914807,0.0720797828441608,0.8968403707415737,5852,no,28135
chocolate,chocolate,5,0.5387285381843756,0.0691148846920494,0.8862949205488063,7586,no,351231
louisville,louisville,2,0.6108081173569024,0.0053383230099746,0.9913359509034964,6431,yes,8400
provisions,lainsäädäntö,5,0.6085621922802813,0.025876121820862,0.9592141249263568,6130,no,278535
kiev,kiovassa,9,0.6480474776523438,0.082205411068715,0.8874288450776457,7513,no,988
geneva,genevestä,7,0.5308903553707549,0.0987918134659738,0.8431084468399648,6496,no,2905
aboriginal,alkuperäiskansa,5,0.5369201272150463,0.023692455228262,0.957738274219598,6554,no,28782
ash,ashraf,9,0.3860387849322947,0.0816655454355246,0.8253906578728917,6497,no,63688
malaysian,singaporea,5,0.5887379053323667,0.1416167195988609,0.8060986885484623,6054,no,3459
ritual,palvontaa,8,0.5566503162509878,0.0678324789214996,0.8913781461300887,6898,no,103185
consumers,kuluttaja,5,0.5587577907866765,0.0862308400209488,0.8663064185907052,7555,no,859819
nominate,äänestäisi,7,0.5493764797307626,0.0625384013313335,0.8977988552545313,6427,no,29071
belfast,dublinin,4,0.5847745362741419,0.0622784368421684,0.9037506364552724,6218,no,1350
nationwide,yhdysvalloissa,5,0.4975063893899762,0.0604184882358243,0.8917085603120446,6297,no,172153
verified,lähteistetty,2,0.5393591379305758,0.0363756770290211,0.9368186948507294,6180,no,90033
hide,piilotella,1,0.6173110231624093,0.0273993510640835,0.957501302663298,6278,no,266447
enterprises,palveluyritys,8,0.5435252799789569,0.0305694428281464,0.9467519180830064,7139,no,195609
galleries,taidemuseot,9,0.5944774767821315,0.0873405319422456,0.8719005206306412,6923,no,100622
healthcare,terveydenhuollon,2,0.6449901415013413,0.0094500236400401,0.985560141104728,6515,yes,403091
nathan,matthewin,7,0.526193841091666,0.082315953208832,0.8647253438156128,5902,no,2726
circles,yhdensuuntaisia,9,0.4374351410731393,0.0723898519823932,0.8580103899015634,6583,no,160387
logos,logoja,5,0.4905321001056051,0.0614869133330271,0.8886145008846464,6381,no,64607
honored,kunniapalkinto,1,0.6315932968868259,0.0019172512807973,0.9969736079591052,6656,no,141792
advised,kieltäytyi,8,0.5583301591247629,0.0540794921895766,0.9116939256696682,6703,no,260125
terrain,vaikeakulkuista,3,0.6258220800796863,0.075164380106683,0.8927734209207132,7203,no,123228
ucla,universityssä,7,0.5148913797679897,0.0696924057005815,0.8807828622124375,7625,no,1145
thomson,thompson,6,0.4888539123855114,0.042114168598304,0.920684180261322,7372,no,1601
sheep,laiduntaa,3,0.5631191566739232,0.0512300918689861,0.9166108007936988,6084,no,141415
explosion,räjähdystä,8,0.6470901440573702,0.0612300875103759,0.9135559245923928,5990,no,116122
mickey,connie,3,0.5188236585794017,0.0558042630832387,0.9028862660871516,7689,no,3862
motto,tunnuslauseena,2,0.5399275045030135,0.1010690379055473,0.8423251433997165,6914,no,50679
sherman,sheridan,3,0.5563280408562155,0.0979958216891722,0.8502334588441292,7367,no,2257
milton,holdsworth,6,0.4740317972699791,0.0150485781916705,0.9692308688986632,6182,no,2018
floating,kelluvaa,5,0.4869603526070298,0.0543653040752348,0.8995700584220692,7266,no,150063
nest,puunkoloon,2,0.556705854082998,0.0182074697345703,0.9683300612800758,7035,no,90391
bet,bet,0,0.4136852636556113,0.0,1.0,6970,no,398333
deeply,nuivasti,9,0.4756220082379458,0.1491927812872914,0.7612207908832392,6238,no,306771
reforms,uudistusohjelman,8,0.6358989933894947,0.0960402058666527,0.8687866342392153,6255,no,131298
crop,viljelyssä,1,0.5292367565680023,0.0265425055321353,0.952242720550892,6843,no,180772
garcia,estévez,3,0.5796600048042109,0.0167429647907773,0.971926758174683,7011,no,1943
diary,päiväkirja,1,0.6074046283172246,0.0010854886793084,0.998216094807478,7057,yes,75370
