en,fi,position,score,rel_score,ratio_score,index,correctness,freqs
summaries,yhteenvetoja,5,0.6196683427342017,0.0294018472210531,0.9547015905582108,6376,no,28159
classics,klassikoita,0,0.5592529761565352,0.0,1.0,6695,yes,65564
dynamics,vuorovaikutusta,5,0.5453012681021495,0.0881336284401858,0.8608639515737583,7170,no,127569
scattered,harvaa,9,0.5031785338563866,0.0357336221219707,0.9336930486247822,7492,no,105912
bombers,hävittäjäpommittaja,5,0.62017138340111,0.0414125602632184,0.9374039218155056,6869,no,25222
jessica,jennifer,0,0.5985779506341293,0.0,1.0,6990,no,7307
acre,hehtaariin,4,0.5284851960351451,0.0784945754623146,0.8706800800483626,7395,no,69194
documentation,dokumentoinnin,1,0.6013423541760805,0.0138813842651881,0.9774368519973596,6105,no,254949
environments,ympäristön,7,0.5659538610821867,0.0621262508391166,0.9010854671881398,7226,no,232945
myth,tarusto,6,0.5737745027796344,0.0872444110435824,0.8680152576285961,6966,no,112435
reconnaissance,tiedustelulentokone,0,0.7066949292326247,0.0,1.0,5960,no,14671
certification,certified,8,0.5293841086587829,0.1511563219765258,0.7778878150774731,7085,no,282150
praise,ylistäen,2,0.6082589138107728,0.0462896666605375,0.929280013674147,6123,no,179103
worlds,universumi,6,0.588064150614676,0.0759073613795214,0.8856767797890328,6120,no,183793
demonstration,mielenosoituksissa,8,0.484979370606822,0.0647894104512569,0.8821515286361588,7073,no,153964
vcard,"inline,title",8,0.5786387323207337,0.0339662696497676,0.9445543710212748,5957,no,309
slovak,slovakin,6,0.61593694054155,0.0421746423402509,0.9359156662224776,6960,no,330
cox,mcguinness,8,0.5225294803015239,0.0302479920302037,0.945279984181317,6127,no,3786
für,politischen,6,0.6412887242227883,0.0339034642723907,0.949786942369768,7147,no,0
idol,laulaja,9,0.4387944506206115,0.0779428374720115,0.8491635125467457,6419,no,36376
paragraphs,artikkelitekstissä,1,0.622436999533792,0.0057823524916729,0.9907956472957578,7000,no,78042
pablo,ignacio,9,0.5978663962323422,0.0700832377640997,0.8950770624054671,7466,no,1621
halifax,peterborough,0,0.5877022938313942,0.0,1.0,6398,no,2858
barrel,piippu,0,0.5866177280848677,0.0,1.0,7410,yes,117841
bulletin,tiedejulkaisu,1,0.5436788089499687,0.0262869113222745,0.9538798380546136,7524,no,46252
lok,kongressipuolueen,1,0.4671818908282898,0.0015159835994737,0.9967655419787756,6842,no,1457
demo,demoa,6,0.5904718894589926,0.0613925551244706,0.9058200587030022,6296,no,128035
innovative,innovaation,5,0.6448619454677922,0.037614341664705,0.9448854965749124,6686,no,519640
magnitude,momenttimagnitudin,0,0.6677481244034973,0.0,1.0,6194,no,103281
loyal,uskollisuudesta,8,0.5903945549571639,0.0643579083878403,0.9017065043802228,7322,no,143758
marina,romanova,9,0.435503801303734,0.0256344642807786,0.9444104595217536,7435,no,28908
agreements,sopimusehdot,4,0.6898472073371034,0.0830630881612266,0.8925320458984543,7548,no,225600
ferdinand,ferdinand,1,0.585589309285956,0.0073903681766137,0.9875368946736286,6031,yes,594
deeply,syvällisesti,1,0.5487158972646404,0.0915671873590373,0.8569895261049175,6238,no,306771
freight,matkustajajunien,2,0.7597683024186495,0.0027226144117359,0.996429315613288,6154,no,79405
spy,kaksoisagentti,3,0.5803176970991312,0.0625145810726708,0.9027513346864589,6141,no,90489
equality,yhdenvertaisuuden,2,0.6323664013839347,0.041723448955071,0.9381040243610136,7074,no,124148
dialect,murteeseen,9,0.6392138930954627,0.0725029108204871,0.8981295503751386,5852,no,28135
checking,tarkistus,5,0.6428400391098378,0.0396501919713701,0.9419036490697372,6292,no,391981
fever,koleraepidemia,6,0.5496722302192071,0.040883310949514,0.930771437909794,7108,no,131504
prevention,ennaltaehkäisyyn,4,0.6423590184894323,0.0251054548119424,0.9623868298371488,6655,no,259928
phrases,ilmaisut,5,0.568601974501286,0.03645103746101,0.9397556301012489,6774,no,222733
vampire,vampyyrit,9,0.5572515287590426,0.0498481880574259,0.9178912678154064,6595,no,67060
arsenal,kuusysi,6,0.4788155390222697,0.0392837059770674,0.924177256855262,5869,no,45030
twins,adoptoivat,6,0.4582844244411652,0.0321968225262008,0.9343566696478752,6177,no,79071
sculptures,veistoksensa,7,0.7127140926280984,0.084229304914968,0.8943095517515517,6648,no,53343
configuration,sytytysjärjestelmä,4,0.569124805556424,0.0575376187982814,0.9081840292921188,6248,no,215656
fountain,suihkukaivo,4,0.5784223274974958,0.0729071903840755,0.8880640468726123,7338,no,70373
succeed,seuraajansa,6,0.4783425246864447,0.053775258985038,0.8989410603532138,6913,no,293207
considerably,huomattavampi,5,0.6055474602402032,0.1677133711667997,0.7831089273439166,6728,no,266110
millions,satojatuhansia,1,0.6706405854436296,0.0917139176687155,0.8796964964536977,5851,no,528626
batman,batmanin,2,0.6274341225782005,0.0119144140213309,0.9813647590644384,5963,yes,12095
llc,holdingyhtiö,5,0.5402611400842705,0.0258574869906944,0.95432496696974,7334,no,18476
mask,naamio,0,0.5399895939337127,0.0,1.0,6761,yes,153562
ammunition,ampumatarvikkeiden,3,0.673159189848749,0.0649509130241106,0.9120037609953991,7014,no,49304
committees,komiteoita,0,0.7058694366723419,0.0,1.0,6503,no,108685
breed,kettuterrieri,7,0.6737352552232554,0.0283003085904881,0.9596882123225364,6261,no,173187
rubber,kumia,6,0.5251177205192687,0.0292154527684739,0.94729622152108,7030,yes,192978
lok,pradesh,4,0.4399098253182254,0.0287880491095381,0.9385786651055636,6842,no,1457
questioned,syyttänyt,7,0.6092278883049006,0.0527624486003681,0.9202972526048844,7240,no,113976
archaeology,arkeologiaan,2,0.717395256107804,0.0576817020439627,0.9255793873920476,6884,no,23743
eighteen,yhdeksäntoista,9,0.6621463516880877,0.0271825509946552,0.960566645488292,7386,no,61970
luxembourg,luxemburgia,7,0.5856230439485709,0.0727687528619186,0.8894750007299008,5986,no,651
creature,taruolento,4,0.6122082006964444,0.0632331277760862,0.9063825011728494,7600,no,143604
kit,lisälaite,5,0.4161094747103736,0.0108361603447674,0.974619343881176,6309,no,288807
bats,sudenkorennot,9,0.4866718206684189,0.0359392161621209,0.9312314252295928,6910,no,46784
cambodia,thaimaan,7,0.6571105105325381,0.0487327442009546,0.9309581215459022,7589,no,1318
suite,konsertto,3,0.4651632979382688,0.0178024224514788,0.963139366418982,5880,no,186778
quiet,rauhallisuutta,4,0.5494967854043847,0.0805724338178345,0.8721212981689598,6664,no,424884
healthcare,terveydenhoitoalan,7,0.6808192764514,0.0418803666593285,0.9420501074567268,6515,no,403091
frontier,valloitettiin,8,0.4526369868618512,0.0324153679691083,0.933171403774743,5886,no,43612
sanctions,muokkausestoja,2,0.5707660507264982,0.0043221602302929,0.9924843525776644,6559,no,98592
detection,tunnistaminen,2,0.5846388091023064,0.0563242108536655,0.9121256467221236,7436,no,148242
tenor,bassobaritoni,8,0.6297193964671328,0.04627285326751,0.9315482488361748,6826,no,22287
airborne,ilmatorjunta,9,0.591729218480157,0.0404332454697753,0.9360397875933082,7460,no,39027
slavery,orjuuteen,3,0.5847801107661599,0.0524251650928875,0.9177264108144576,5903,no,92619
helsinki,malmössa,9,0.5463174279312137,0.0811444980587738,0.8706782121787757,7587,no,797
rod,ruuvin,0,0.4346026776432864,0.0,1.0,6022,no,113157
bedford,lincolnshire,2,0.5477973117718518,0.0300091262981152,0.9480637038272643,7588,no,1136
cox,wynter,9,0.5195128084662394,0.0332646638654883,0.9398226853833764,6127,no,3786
ferdinand,ferdinandia,5,0.5625577846010459,0.0304218928615238,0.9486965674916504,6031,no,594
renewed,uusittiin,6,0.4505658274511961,0.0167686979940479,0.9641184267777524,7106,no,117953
detection,havaitsemista,4,0.5685540987844875,0.0724089211714844,0.8870310471632853,7436,no,148242
luther,lutherska,7,0.4675393349360476,0.1233456799704671,0.7912526517701892,7497,no,1680
threw,heittäytyi,4,0.5588030619637312,0.0448831719467157,0.9256514900861996,6667,no,174050
luther,lutheria,3,0.4875264228571629,0.1033585920493518,0.8250783325996099,7497,no,1680
imo,mielestäni,0,0.5913843490721666,0.0,1.0,7140,no,8686
martha,julianna,5,0.5394811295290207,0.0330877622572094,0.9422117360340933,6707,no,2419
misleading,harhaanjohtava,0,0.6582431963107591,0.0,1.0,7366,yes,91104
venus,saturnuksen,4,0.5490769855983878,0.0271028196034766,0.9529611774678892,7440,no,4730
kerry,kerryn,3,0.4880322313468473,0.0065571812819114,0.986742172164463,7023,no,2868
classics,klassikkoja,4,0.5067547536630417,0.0524982224934935,0.90612795151438,6695,no,65564
catalina,maría,3,0.4830628656285673,0.0254482145200914,0.9499554375242878,7471,no,781
edges,yläpinnan,2,0.588564812721563,0.0626453444085635,0.9038016472521856,7392,no,164035
swan,joutsenprinsessa,1,0.4450721187376458,0.0084036505889411,0.9814683580526904,7228,no,15290
precedent,merkittävyyskäytännön,5,0.5871557230748747,0.0482092925952055,0.9241234701215612,6993,no,48777
highlights,värikkäät,6,0.4567056998700557,0.1078733711914282,0.8089313318175044,6957,no,227178
arrow,nuolella,6,0.4569679964246353,0.1210719716287824,0.7905474044701456,7025,no,80144
vista,vista,1,0.5549115781650065,0.0078162638303078,0.9861100460169288,7515,yes,33410
breast,rintasyövästä,4,0.5700061341372745,0.0508687433828992,0.9180692515920869,7144,no,454167
albany,hampshireen,0,0.5516909332251962,0.0,1.0,6189,no,3064
lover,rakastettunsa,3,0.6789602892195732,0.0338346678524111,0.9525323972669544,6027,no,173040
zimbabwe,swazimaa,9,0.6195415070624355,0.0555277444733112,0.9177451137835289,6521,no,1329
genesis,genesis,0,0.4912785551842415,0.0,1.0,7485,yes,19514
raiders,pacers,6,0.4562828060687511,0.0145137768549221,0.9691718729885616,6615,no,8322
muscle,lihakset,5,0.6027220971718824,0.0342633619173126,0.9462101348964784,6078,yes,637216
sailors,merimiehistä,2,0.5785822963775801,0.0557603802864721,0.9120973846821868,6506,no,43357
quarterback,kakkosvahti,8,0.5360351498717724,0.078417704669969,0.8723779959839997,5943,no,88293
lebanese,libanonilaisen,2,0.6556632061306515,0.0174597642718037,0.9740615533275224,7063,no,1405
cnn,cnbc,0,0.585735342291867,0.0,1.0,6751,no,5277
shoes,vaatteitaan,8,0.5526590563904805,0.062928835748274,0.897774409549157,7408,no,1042624
honored,kunnioitettu,9,0.5747072711815445,0.0461053459027017,0.925733877447202,6656,yes,141792
andrews,gayle,8,0.55583809040088,0.0168467586923576,0.970582845488174,5931,no,1368
attract,houkuttelevia,4,0.5700268493353892,0.0533101826746477,0.9144761502413205,7048,no,346464
bomber,hävittäjälentokonetta,3,0.6808603030152943,0.0139108492709379,0.9799777966814504,6071,no,28362
frances,josephine,3,0.6007811262057325,0.0268763819761697,0.9571798606312846,7293,no,997
correspondence,kirjeiden,9,0.5709846898501467,0.1298843176716172,0.8146810370016483,7563,no,100137
lucky,ystäväsi,2,0.4624764858419882,0.0118754758098625,0.974964843049224,6465,no,377315
trend,suosio,1,0.5509863096149443,0.0308913536599869,0.9469109133935064,6492,no,498311
plantation,plantaaseilla,4,0.5391220767910343,0.0118495287783082,0.9784933948346328,7393,no,37245
precise,epätarkka,4,0.6344575159372783,0.0205524866398554,0.9686226369689138,7031,no,245627
maxwell,axwell,2,0.5279236539633285,0.0395713253757397,0.9302701753911086,7247,no,916
dylan,cantrell,9,0.5057289890877028,0.0408575051448201,0.9252496986736028,6942,no,8805
reforms,talousuudistusten,4,0.6971446804815075,0.0405085892175157,0.9450845120851372,6255,no,131298
guatemala,ecuadorin,6,0.6671338578094197,0.0110314529212651,0.9837333866142765,6759,no,1227
sixteen,kaksitoista,1,0.6873812338199926,0.0228625246381306,0.9678103124936104,5951,no,62210
interactions,vuorovaikuttavat,8,0.6591768136819867,0.056937306776684,0.920491294404004,6476,no,166569
rubber,lasikuidusta,9,0.5241175548628119,0.0302156184249308,0.9454919534298798,7030,no,192978
carved,veistettiin,1,0.6308119231268035,0.0335834612561547,0.9494525969843324,7296,no,81696
holdings,omistuksen,4,0.5927267867026025,0.0405338143734741,0.935991889745554,6864,no,64579
marble,marmori,1,0.660941359087242,0.019946546181493,0.9707050954685112,6901,no,78932
varied,vaihtelee,9,0.5999425287440124,0.0556199068093269,0.9151569647788316,6701,no,216097
bassist,soolokitaristi,5,0.7902280341550613,0.0268186386158568,0.9671761240702388,7258,no,21674
disorders,mielialahäiriön,8,0.6919106553445806,0.0398294438976972,0.9455688653130518,6653,no,256984
idol,idolin,3,0.4675488854363769,0.0491884026562461,0.9048096512682297,6419,no,36376
remarks,kommentteja,5,0.5240259780851414,0.0121403019666826,0.9773572072352084,6311,no,133993
commanders,komentajat,0,0.715027492677721,0.0,1.0,6555,yes,31867
ham,hotspur,1,0.4482291719407911,0.0341410122684803,0.9292223827547588,7414,no,44321
cairo,kairo,5,0.6073984275113966,0.0889457777290654,0.8722675121589465,6976,no,2236
servants,palvelijoina,5,0.5612111319866513,0.0615786503367578,0.9011245012610362,7629,no,93146
xbox,playstationin,2,0.7167316183038592,0.0184781226358015,0.974866869130182,6919,no,43268
accomplished,taitavan,3,0.46993399963276,0.0551690669441809,0.8949366887079543,6608,no,293551
cent,työttömyysprosentti,7,0.4751301262630275,0.0809622367402207,0.8544086520034662,6679,no,533892
carol,charlene,9,0.4933445332029254,0.0446672382118304,0.9169772101930532,5937,no,8416
squadrons,laivueen,4,0.6568092532419706,0.0362860723606502,0.9476463467285674,6789,no,6859
dubai,dubaihin,3,0.5638263173324848,0.0793689177973117,0.8766021365483295,7061,no,13630
joel,samuelson,2,0.4897034510412899,0.0188609313803923,0.9629133851439216,6378,no,2747
brad,jared,6,0.5383604696137076,0.0350835700920615,0.9388195400721878,6249,no,8647
diplomat,suurlähettiläs,5,0.665239648043343,0.1398992446254131,0.8262420982276789,6717,no,20902
webb,burnett,9,0.5897259716516354,0.0351191797369341,0.943795387290931,7501,no,1199
android,androidille,1,0.6446515666921547,0.039624247903376,0.9420931632271738,7603,no,48165
tel,avivissa,3,0.5819169328045692,0.0640734346178167,0.9008136377118424,6603,no,19444
slight,vaaleamman,5,0.5032312531072177,0.0535327406258646,0.903850210810276,7245,no,212485
cleaning,siivousta,7,0.5462429753738843,0.0616365917984901,0.898603942084778,7468,no,545170
norton,whitehouse,0,0.5100376040345418,0.0,1.0,6851,no,2774
derivative,vaihdannainen,1,0.5190065592927737,0.0085304466305176,0.983829671596995,6905,no,42934
kazakhstan,kazakstanissa,8,0.6814246717137713,0.0484290008932779,0.933645602247518,6953,no,727
cello,alttoviulu,2,0.7096449765578112,0.0246780672735791,0.966393445662798,7280,no,18903
extraordinary,ainutlaatuinen,6,0.4405086099591441,0.0073929171820362,0.9834943246806436,6401,no,264752
luxembourg,luxembourgin,3,0.6132262320081641,0.0451655648023254,0.9314001708084376,5986,no,651
rational,intuitio,5,0.640803626648091,0.0505608746532044,0.926867991402454,7637,no,131790
catholicism,katolilaisuuteen,8,0.6724311629929985,0.0713411248954305,0.9040820341693986,7496,no,736
kannada,hindinkielisissä,4,0.5689064582875537,0.0418221098517025,0.9315209537698156,7657,no,660
elimination,selätys,5,0.4780325449747973,0.0495728891734255,0.9060417388356564,6766,no,108822
alexandria,aleksandrian,2,0.6208688803017969,0.0167765067713879,0.9736899111771312,6543,no,7066
wheels,takapyörän,8,0.6420052180652298,0.0318796184812604,0.9526927796081058,5920,no,219741
allegedly,epäiltynä,7,0.6042779381022354,0.0659629643162724,0.9015832007890736,6214,no,115125
locality,muinaisjäännösalue,1,0.4722968081171265,0.0150877003529545,0.9690435373083248,6899,no,36077
enterprises,tytäryhtiöiden,1,0.60202406822498,0.0132291667012238,0.9784980135816586,7139,no,195609
trace,tunnistaneet,2,0.4270017584143296,0.0104465070676181,0.9761194456763728,6900,no,137102
elephant,tiikeri,4,0.5386756913880895,0.0391663616993351,0.9322196065688396,7449,no,73184
lighthouse,majakka,0,0.6395546841903901,0.0,1.0,6785,yes,21648
wei,zhao,5,0.6471700073312643,0.0270136205751533,0.959931360749533,7518,no,2402
pump,pumpulla,8,0.5290154141642879,0.0310091593866824,0.9446289308519776,7052,no,255719
carlo,corelli,6,0.5568896885544654,0.0323629435626036,0.9450779821783232,6367,no,1377
practiced,harjoittanut,9,0.5058807792486619,0.0529157634667268,0.9053040607416958,7396,yes,113173
boeing,boeingin,5,0.6845089754987713,0.0451407765114115,0.938133636875708,6635,no,2189
zhang,chen,4,0.6829082756770595,0.0267673893788671,0.9622822217290518,5838,no,4199
provisions,säädöksiä,3,0.6562836248544031,0.0406359268839382,0.9416920837095484,6130,no,278535
systematic,systemaattisesti,4,0.5465968759178266,0.0485639731905511,0.9184019357736556,7583,yes,95151
civilization,korkeakulttuurin,7,0.6178141925491112,0.1109048598297444,0.8478084805554311,7299,no,114925
kazakhstan,uzbekistanin,9,0.6699568305730775,0.0598968420339717,0.9179330812709084,6953,no,727
admit,syytellä,6,0.5686599307176443,0.0251632609882157,0.9576249945443694,6577,no,348615
curve,tangentti,7,0.5353968654589314,0.0487100182826847,0.9166076969155666,6147,no,154360
garcia,vazquez,8,0.5538063218007686,0.0109469157163045,0.980616462219088,7011,no,1943
designers,suunnittelijoille,9,0.5838705099607175,0.112174572153807,0.8388400765464352,6272,no,331385
intelligent,älykäs,0,0.6957690203744087,0.0,1.0,6531,yes,246932
tough,sitkeä,3,0.5181584663725384,0.0570332578951026,0.9008447870703984,6934,no,638893
eng,dating,4,0.3884705881767047,0.005585405876078,0.9858258573391224,7551,no,3032
terminology,termejä,7,0.5816353445588651,0.0576162197451511,0.9098692549812047,6614,no,74937
petition,anomus,5,0.6019710010027574,0.0453054285859743,0.9300060584397294,7230,no,149386
brussels,brysseliin,1,0.682838611072559,0.0366766774862945,0.9490258538359124,5954,no,3606
builder,suunnittelija,2,0.5622184507794685,0.0680029754069395,0.8920966939850986,7018,no,99079
puppet,sukkanukkeja,0,0.4827712780870223,0.0,1.0,7612,no,36505
joy,kaipuuta,9,0.4750024304425187,0.051651065836272,0.901925903461714,5860,no,370645
clarify,tarkentaa,3,0.6460901942715251,0.0691165524995107,0.9033614366593252,6569,no,113296
cornell,princetonissa,3,0.5676247189982618,0.0303538940722831,0.949239164396834,6357,no,1558
diary,päiväkirjansa,6,0.6100081136639858,0.0374975734848,0.942089198243314,7057,no,75370
fake,väärennettyjä,0,0.5481804889463497,0.0,1.0,6817,no,254311
mesa,gran,6,0.4558760034502901,0.0145760343918912,0.9690169598185884,6529,no,11716
halls,konserttisalin,7,0.5479011640474977,0.0306760828144406,0.9469801431341792,7593,no,74784
refuge,piilopaikkoja,5,0.5184497568951386,0.0388266918744125,0.9303277718623484,6712,no,63945
forbes,miljardööri,2,0.5104505419698526,0.083119540601883,0.8599667620683398,6924,no,1948
bench,takapenkillä,7,0.4725056923419781,0.0740759424738708,0.8644741466682684,6537,no,169874
openly,homoseksuaali,6,0.5709264065448486,0.1102988547994934,0.8380875445196678,7539,no,116481
rings,silmärengas,2,0.4321075523873877,0.0094987669345987,0.9784904189116168,5849,no,321050
portions,osittain,2,0.5109178689572524,0.0459088394637994,0.917552734505176,6006,no,142431
performer,esiintyjä,0,0.7381893870535164,0.0,1.0,6057,yes,78229
treasure,arvoesineitä,5,0.5342804753033632,0.1026910465998605,0.8387823582865569,6831,no,139897
tyler,justin,6,0.5553061206378865,0.0544102217611012,0.910761418093176,5981,no,3957
geneva,genèven,6,0.5459248233824042,0.1183118855295278,0.8218829463319917,6496,no,2905
penny,pennyn,3,0.463428887543968,0.0159804367896085,0.966666403888112,7655,no,117246
joins,yhtyy,1,0.5317474609708638,0.0092099679247293,0.9829746899981904,6627,no,88974
aggressive,aggressiiviset,5,0.6499278748550161,0.0430154962033551,0.9379235042862808,6451,no,250253
prevented,estämään,1,0.5634293806239935,0.0369444416079099,0.9384642696935585,6471,no,127603
fiji,guinean,3,0.580157878026345,0.0404875907523323,0.934765348674816,7171,no,784
panels,peilit,8,0.5477382982400203,0.0822967296749985,0.8693775329486935,7310,no,276890
folklore,kansanperinteen,1,0.7049828623572013,0.0071241963408404,0.9899956105562754,7543,no,23133
enzyme,proteiinikinaasi,3,0.662097752117827,0.0281402333707779,0.959231114539635,6153,no,63225
fever,lavantauti,5,0.553609441354714,0.036946099814007,0.9374383995434368,7108,no,131504
walt,walt,0,0.6269571442400006,0.0,1.0,6750,yes,4780
bradley,bradley,1,0.5947153487092689,0.0135302512959585,0.9777552829057172,6018,yes,2776
roland,tormé,8,0.4386185604704546,0.0256434660342217,0.944765101235426,7357,no,1240
espn,espn,0,0.6572012414071335,0.0,1.0,5965,yes,3767
silence,vaieta,7,0.4766521096583909,0.0604624065151688,0.8874310697355432,6989,no,192256
div,mainsnak,9,0.4146474492779151,0.0082828870658198,0.9804154813357064,6628,no,22178
prevention,ehkäistä,7,0.6279740937162254,0.0394903795851494,0.940835233686934,6655,no,259928
attraction,turistinähtävyys,4,0.5324916642304799,0.0065710032363367,0.9878103166238252,6546,no,180538
patron,lahjoittaja,4,0.5174796837598242,0.0774988006509175,0.8697452047737975,6490,no,47895
heath,kindersley,5,0.4797295249235704,0.0216150800651267,0.9568857830521302,6767,no,15116
silence,hiljaisuutta,1,0.5264209131986337,0.010693602974926,0.9800906461230876,6989,no,192256
defining,määrittelyn,4,0.6172581339042129,0.0410702752533795,0.9376143051369548,6184,no,116062
andré,lapierre,6,0.5496686477296231,0.0617641194296461,0.898984610006095,5874,no,0
phrases,lainasanat,9,0.5538617677397875,0.0511912442225086,0.9153937866427831,6774,no,222733
measurement,mittaamisen,1,0.6653662134277467,0.0222980272837137,0.9675742521369962,6541,no,179748
patrolling,tulittaen,8,0.4940564526755973,0.0262442064295782,0.9495595364520322,6501,no,12092
lyon,brisson,3,0.5269038189097852,0.0189595853057146,0.9652667953936886,6340,no,1236
brighton,nottinghamshire,4,0.5939149298194024,0.0645604161541959,0.9019546949647156,6617,no,2657
hometown,kotikaupungissa,4,0.6493269392690277,0.0133733052865759,0.9798199783439888,6871,no,66773
hosting,ohjelmassa,6,0.4758764909907332,0.0199822260098017,0.9597017752744676,6186,no,619516
reforms,uudistuksen,8,0.6722904078484209,0.0653628618506023,0.9113908057680384,6255,no,131298
kosovo,kosovon,3,0.6764056955630149,0.0198654580179535,0.9714687906919822,6694,yes,455
healthcare,perusterveydenhuollon,1,0.7032962084593268,0.0194034346514017,0.9731514539458148,6515,no,403091
stability,tasapainoon,7,0.5733408913956621,0.0349870881237923,0.9424864722621664,6370,no,288878
pleasant,fallsissa,6,0.4616062176917203,0.0566821286435519,0.8906359190895541,7519,no,250768
terminology,yleiskäsite,6,0.5850539115257821,0.0541976527782341,0.9152170197076612,6614,no,74937
heinrich,meinhard,5,0.6093370112417651,0.0740449707750904,0.8916492200210451,6600,no,140
fault,tahallinen,4,0.3914722324657155,0.0199644936510206,0.9514761508058566,6212,no,264767
luther,luther,0,0.5908850149065148,0.0,1.0,7497,yes,1680
advertisement,mainosti,8,0.6306839328251843,0.0527679964413583,0.922791941639572,6935,no,112230
stupid,naurettavaa,4,0.6035806728756967,0.0598937279854256,0.9097271456024684,7682,no,292617
kazakhstan,kazakstan,0,0.7298536726070493,0.0,1.0,6953,no,727
uncertain,epävarmaa,1,0.6294933201475496,0.0116527281487031,0.9818251579656952,6850,yes,110198
sick,sairaan,4,0.5804040564629737,0.0327507502668328,0.9465864902185056,6598,no,422989
faction,ryhmittymä,4,0.5743204852352884,0.0098768098906463,0.983093365934676,7507,yes,33135
css,tekstieditori,7,0.4447062987548703,0.0733332006997831,0.8584409088940478,6126,no,19098
diving,sukeltamaan,9,0.5273620220200533,0.070705059561665,0.8817773762523927,6525,no,138266
bombers,torpedopommittajaa,6,0.6196510340124295,0.041932909651899,0.9366174012331008,6869,no,25222
automobile,moottoripyörien,4,0.6822414284385288,0.02411758753942,0.9658564738413802,6210,no,330119
condemned,kuolemantuomioita,3,0.6065223812685575,0.0433107698525982,0.9333509381940976,7677,no,74875
accidents,onnettomuuden,7,0.674487206752294,0.081694778369771,0.8919641303586681,6149,no,226715
claire,claire,1,0.5813542823296587,0.0128689708705789,0.97834320551868,6939,yes,3036
halifax,millwall,6,0.5563582271868259,0.0313440666445682,0.946666761430813,6398,no,2858
furniture,huonekalut,0,0.7121343649600353,0.0,1.0,6683,yes,569320
concerto,pianokvintetto,9,0.6796892462608848,0.0335858745661989,0.952913155687732,6778,no,7740
compensation,vahingonkorvaus,4,0.65699798874846,0.0101598374548115,0.9847714632793412,6861,no,347995
evangelical,evankelis,9,0.6944769086858535,0.0317262120546891,0.9563122063943535,7138,no,36492
compensation,korvauksia,7,0.6424018625116641,0.0247559636916074,0.9628933923589096,6861,no,347995
hampton,hampton,0,0.578334042201727,0.0,1.0,7687,yes,8576
adoption,tunnustaminen,9,0.5135279936263664,0.0371464737888382,0.9325436787305592,6837,no,212733
