en,fr,position,score,rel_score,ratio_score,index,correctness,freqs
webster,greene,2,0.5865378986151882,0.1277960125113882,0.8210976540231149,7187,no,2169
promise,promise,5,0.6732908899228143,0.1309126098770222,0.8372145732894647,5807,no,417434
aftermath,ensuivit,5,0.6153493935807108,0.0861074229195564,0.8772448696853976,6876,no,60640
saxophone,clarinette,4,0.787636207660542,0.1019338195868281,0.8854122593335954,6043,no,15308
dorothy,margaret,9,0.6504107437292034,0.1361695903671194,0.8268840645201735,6763,no,3052
walsh,sullivan,9,0.6481426923448342,0.0276926842475092,0.9590245121716776,6995,no,909
preparing,préparera,6,0.7085016901982597,0.0994778964978929,0.8768806809777703,7153,no,335680
archaeology,archeologie,3,0.7183297519704768,0.1615130636546025,0.8164296385828229,6884,no,23743
wizard,mage,4,0.5433854456137697,0.1430709067998838,0.7915804751506321,6068,no,52393
algebra,adique,9,0.7012410373125406,0.1098960385502807,0.8645160703160039,7173,no,22084
prestigious,décernent,5,0.6233858950071599,0.2141737993940299,0.7442883166110892,6079,no,139260
slam,federer,5,0.5624638254927002,0.097611891678364,0.8521201596436442,7036,no,33767
tang,liao,4,0.7611166331091983,0.1054325649007847,0.8783305493295602,5974,no,9674
edmonton,saskatoon,5,0.7302109175109682,0.0840035777561537,0.8968286879631215,5669,no,4586
migration,migratoires,2,0.7255842069943839,0.1677655847624699,0.8122061634642085,6192,no,119076
depot,réaffectée,6,0.588222700988093,0.0564436083070009,0.9124452333041588,6009,no,32021
bailey,harris,6,0.5919730799108045,0.1026238173276377,0.85225413799623,5945,no,9459
rubber,caoutchouc,0,0.8287575346996318,0.0,1.0,7030,yes,192978
murders,assassinats,2,0.7728499181312891,0.1036349211417904,0.8817607373246286,6999,yes,46043
differ,différencient,4,0.7253867312511246,0.1452321394349733,0.833185169395051,7009,no,180441
reliability,pertinence,5,0.6455449554672581,0.250112702426743,0.7207496634206825,6825,no,167753
sculptor,sculpteurs,5,0.686351016261239,0.226331170628558,0.7520153522445303,6117,no,19123
presenter,présentateur,0,0.8202388685566568,0.0,1.0,6323,yes,41622
chelsea,everton,9,0.5935085944347054,0.2641829239840281,0.6919837513712577,6081,no,4241
bones,ossements,1,0.6878839293272547,0.0143325394335176,0.9795895709213274,6125,no,205565
convert,convertira,1,0.7617477819541645,0.1445737867742262,0.8404829016956203,5809,no,245782
remarks,désobligeants,4,0.6274362592593086,0.0774283991259801,0.8901513954418514,6311,no,133993
difficulties,problèmes,1,0.7465200118650046,0.1653763517298299,0.8186456725434335,5657,no,332517
derek,doug,9,0.6343855077378888,0.099643520565413,0.8642512533928832,6573,no,2146
formats,formatés,4,0.6355252468191602,0.1850052894347525,0.7745296716446605,6415,no,163655
wore,vêtu,2,0.6973078073910157,0.0036216265092601,0.9948331082501304,6932,no,155002
depot,gare,2,0.6058810413365945,0.0387852679584994,0.939836676123328,6009,no,32021
fires,flammes,4,0.6491559593725925,0.1270874511716784,0.8362788663383696,7015,no,121769
manages,parviennent,2,0.6740938944803667,0.069429055655193,0.9066215028836236,6197,no,145730
pace,accélérations,3,0.512812031755338,0.0469794481615957,0.9160768788968228,6390,no,360907
sketch,portrait,8,0.5137458153413504,0.0767881482141056,0.8699682779432641,7268,no,66752
watts,fessenden,3,0.5226381049943734,0.2675751965672714,0.6613886452702317,7104,no,36810
refugees,réfugiés,0,0.9059445782337464,0.0,1.0,6266,yes,90529
bullet,pistolet,5,0.6081791245265764,0.0801431736942784,0.8835673725790534,7022,no,106362
impressed,impressionne,2,0.7301393316743942,0.1242530422526637,0.8545714521285374,6447,no,263477
homer,krusty,5,0.4843490722396694,0.2168005520111774,0.6907927430713222,7174,no,15738
commitment,responsabilisation,8,0.6236438863908719,0.1737784043890307,0.7820748097986197,6253,no,605347
salem,hillsboro,7,0.4584989991208735,0.2690832041010574,0.6301679687745465,6556,no,8137
accidents,catastrophes,4,0.6543029323752523,0.2267165383030618,0.7426656891833409,6149,no,226715
baden,baden,2,0.7034512148759211,0.0139832479638247,0.9805093723704372,7071,yes,285
mask,mask,1,0.6318454708152699,0.1601514332793099,0.7977878039025962,6761,no,153562
lon,nat,2,0.401829478132096,0.1787161495324583,0.6921583058830262,6467,no,4702
submit,soumette,1,0.6706190465611801,0.0887727230705142,0.8831002301834677,6303,no,444189
disruption,vandalismes,5,0.6721108962005833,0.1004899032796799,0.8699329545772142,6228,no,60849
discrimination,discriminatoires,3,0.7937752852312224,0.0957176438346344,0.8923907760175712,6063,no,170631
switched,supplanté,3,0.5423060533261508,0.0205470683828856,0.963494795373086,5799,no,120437
disappeared,réapparurent,7,0.6841055316277362,0.1270974131086237,0.8433222981581627,6499,no,133595
reassessed,catégorie,7,0.4565763438254912,0.0985727679934755,0.822439114293999,7088,no,2909
implement,simplifier,5,0.6695370206796566,0.0707429224496702,0.9044376075479982,6742,no,402948
algeria,mauritanie,4,0.7397161229725597,0.1146821977783487,0.8657743174429959,6135,no,578
cleared,retiré,6,0.5448098262515848,0.0360932699354324,0.9378669692546922,7103,no,137770
survival,survivre,1,0.6503753149565207,0.1984984672468234,0.766162565733154,5823,yes,249337
heir,héritière,4,0.7055173901303454,0.1701615028693747,0.8056804791920124,6274,yes,34885
brass,trompettes,4,0.5938276690827113,0.1285910499501288,0.8219992830165255,6927,no,85995
mammals,vertébrés,1,0.7700638769783237,0.0990260971177205,0.886057715461832,5816,no,47222
martha,elizabeth,3,0.6443231236271005,0.0789300351555891,0.8908680395002538,6707,no,2419
enterprises,investissements,8,0.603419585853282,0.0771855170549886,0.8865928028967608,7139,no,195609
parishes,paroisses,0,0.8577627671051784,0.0,1.0,6124,yes,23313
madagascar,mascareignes,4,0.6374150679168247,0.1759406609816743,0.783685471521858,7012,no,763
freight,voyageurs,7,0.6911158882703101,0.1481207991138247,0.8235053336675366,6154,no,79405
atomic,atome,9,0.6145534045858785,0.2633720847676969,0.7000063354332949,5766,no,63007
supplied,fournissait,3,0.7291335701283705,0.0440700648801147,0.9430032880282164,5631,no,255570
copyvio,copié/collé,4,0.7067044418607997,0.1605942888634912,0.8148339399397285,6326,no,13
thermal,thermoélectrique,3,0.732819516925259,0.1125459147119626,0.8668671434861079,6643,no,122186
publicity,médiatisés,9,0.552683321035536,0.1057787755243202,0.8393547994987671,7101,no,118875
naked,dénudés,9,0.5029604829900693,0.0840430349074328,0.8568270336633523,6810,no,176179
afl,nfl,1,0.6854252620487373,0.021795060089764,0.9691820788974786,6343,no,704
routine,quotidiennes,8,0.5187836259795037,0.1596015207590314,0.7647331732919773,6798,no,447950
offense,infraction,6,0.5639881352483965,0.0280979717497373,0.9525441123890008,6702,no,215964
surfaces,tridimensionnels,8,0.6679190572193432,0.0628604596316666,0.9139816344298516,7323,no,177010
richards,roberts,7,0.6288319704924348,0.1287815068010963,0.83001687448704,6769,no,1736
nicolas,philippe,8,0.5471646060722194,0.147761975781153,0.787370378915322,7324,no,1070
sin,châtiment,5,0.4526474640919975,0.2580291293651688,0.6369246831249119,6039,no,308951
motorcycle,motocyclistes,7,0.7090023168917735,0.0568451941391732,0.9257747876432332,5866,no,173801
glory,gloire,0,0.7903280174297925,0.0,1.0,6236,yes,200255
equity,recapitalisation,5,0.667618302069944,0.0812392499563368,0.8915157499092888,6821,no,432799
annie,lucy,5,0.6621596321943439,0.0710365038672432,0.9031139140355804,6737,no,3876
julie,julie,0,0.7841392772725211,0.0,1.0,6453,yes,2984
twins,cubs,7,0.5272500307272205,0.1625854805093676,0.7643126834425797,6177,no,79071
optional,optionnellement,8,0.588934536435662,0.116219017271304,0.83518622765163,5632,no,166075
planets,interstellaires,6,0.7032540864398525,0.1658016898690012,0.809216284628805,5958,no,87925
hotels,hôtellerie,9,0.6551368445574176,0.2191214494476229,0.7493630304108277,5668,no,360850
rafael,jorge,3,0.6790396998941471,0.1318187889746528,0.8374330530120631,7282,no,1030
useless,inutilisable,3,0.7009100298594069,0.1079898852349539,0.8664978408084558,7115,yes,150843
circulation,circulante,3,0.5304246903845025,0.0539258810430589,0.9077165597505644,6131,no,173975
heinrich,ludwig,4,0.7153362361068472,0.1144647958308182,0.8620575397893494,6600,no,140
explaining,expliques,2,0.7586208392275677,0.0897773041471967,0.8941802208688483,5973,no,169624
pronounced,prononcée,1,0.6584676005446952,0.1014428014610404,0.8665068918739781,5791,yes,120440
tin,minerai,6,0.4750147091771426,0.1645543612784907,0.742710570476366,7010,no,86913
executives,managers,1,0.6439205693986574,0.0086036569685343,0.9868148083689802,6519,no,186995
developer,développeurs,1,0.6359011401490688,0.1598354971787586,0.7991351790518229,5655,yes,254410
girlfriend,colocataire,3,0.7446825122576695,0.0846191872003716,0.8979633259455861,5970,no,208460
alpine,alpin,0,0.800488717421606,0.0,1.0,5645,yes,23242
agenda,anticapitalisme,9,0.583549032732479,0.0636323288531668,0.9016777481087178,6574,no,282725
delay,retardant,4,0.66511828434823,0.0154514934628242,0.977296239171064,6215,no,283570
rifles,rifles,3,0.7140625646595304,0.0949879845528229,0.8825932636158544,7032,no,36408
ash,cendres,2,0.4908702712290992,0.0808684776674591,0.8585569408693511,6497,yes,63688
geographical,géographique,1,0.7260768180579718,0.0843715039109589,0.8958952697860069,5643,yes,79341
nato,osce,6,0.5383289009083806,0.3106129435010913,0.6341175246024594,6094,no,1466
saxony,saxe,0,0.8500254824893554,0.0,1.0,6734,yes,223
reynolds,sanderson,7,0.6086078995891312,0.183775862049313,0.768072150204956,6511,no,1702
inhabited,peuplaient,5,0.7101379800109454,0.0945562709894475,0.882494163625631,7046,no,36704
tobacco,tabacs,4,0.597400466552392,0.2082732062755558,0.7414918554499761,6534,no,212721
tough,musclé,5,0.5670655891970448,0.0217472534601506,0.9630659321865168,6934,no,638893
proven,avérée,5,0.7172358660721523,0.0382579755695492,0.94936030783995,5976,no,487133
rainfall,pluviosité,5,0.8064209727652636,0.0668696654173452,0.9234279373972144,7281,no,54676
lift,levage,6,0.5614841014384857,0.0339792889013547,0.9429363929796554,5706,no,316751
für,germanischen,5,0.7380138232199807,0.1258169406138909,0.8543500117366883,7147,no,0
rosa,clara,5,0.5327729333958622,0.2054406369884176,0.7217056889356901,6641,no,8319
healthy,saines,2,0.6611949661173429,0.0503236830596411,0.9292728544531464,6657,no,1284843
confusing,incompréhensible,0,0.7291267483039661,0.0,1.0,6374,no,152052
cardiff,liverpool,7,0.697262769849202,0.1487320451210854,0.8241927225921484,5701,no,1622
lucky,luck,6,0.4699570642522184,0.1355782780105243,0.7761017920045752,6465,no,377315
enzyme,phosphodiestérase,8,0.7923274232544055,0.0583941351333279,0.931359286058302,6153,no,63225
uruguay,rica,8,0.6984457625886415,0.1693363409699085,0.804863063808871,6257,no,659
devon,gloucestershire,3,0.6889758031896047,0.0647642932445338,0.9140760939335368,5774,no,1731
considers,considèrent,3,0.7181315063627138,0.1410417564965704,0.835840147041831,6792,no,131577
governed,administrées,7,0.6588250225842259,0.0908593001758929,0.8788032543599478,7244,no,72952
theatrical,théâtrales,5,0.6748957666601241,0.04896565210259,0.9323549358573546,5959,no,53405
sovereign,monarque,8,0.5949706716161569,0.1561936714501565,0.7920645822822722,6859,no,84672
superman,superhéros,9,0.632242698452119,0.2031775014050271,0.7567960393586728,7259,no,7316
armor,blindages,3,0.6567024396687295,0.1188144634284101,0.8467931995370993,5906,no,78590
dale,glennie,4,0.5574435763398502,0.1213257273219664,0.8212563139384179,6167,no,3913
acceptance,exigence,1,0.6412974270855356,0.1874773810313627,0.7737897204460887,6790,no,215467
armstrong,sanderson,8,0.5950666771659499,0.2226468907390527,0.7277201950929123,5749,no,1876
raiders,buccaneers,1,0.6346730419531631,0.1130180834890224,0.8488438880130035,6615,no,8322
quartet,trio,5,0.7520879437455359,0.0676908636174262,0.9174278927322213,5724,no,26041
tactical,tactiquement,3,0.6169966095163559,0.2015208375631438,0.7537977494772071,5797,no,67197
portsmouth,falmouth,4,0.7094095767708954,0.1627935550968868,0.8133536223972596,7038,no,982
measurement,quantification,1,0.7286212247062236,0.0045023412893508,0.9938586869960498,6541,no,179748
kitchen,lavabos,7,0.6262649551833899,0.1192567477110519,0.8400358470477183,5862,no,756155
soprano,contralto,2,0.7928676581569709,0.0700274445889668,0.9188459357735108,7199,no,14198
permanently,restant,8,0.5366754987145733,0.2464060398888318,0.6853379530204643,5995,no,140804
certification,certificate,7,0.7190251346759932,0.1567603417652062,0.8210060043445683,7085,no,282150
learns,apprendra,1,0.7789863800741965,0.0579173557107943,0.930795677884662,6605,no,71040
builder,concepteur,5,0.5832957229611241,0.0484394594464682,0.9233231569249292,7018,no,99079
bradford,gillingham,3,0.7187640488864216,0.0853039368719329,0.8939095469750873,5908,no,1445
clothes,habillées,9,0.6716971300602661,0.1919534614602658,0.777741758825968,6858,no,638022
kyle,ryan,2,0.6566837739356698,0.0944374471870416,0.8742713632216587,6342,no,2976
mann,frommer,1,0.5125680709521001,0.1298035274633503,0.7979307805893987,7270,no,1975
layers,empilement,9,0.6587584421240512,0.1275559782847946,0.8377799325892159,7181,no,219864
espn,sport+,3,0.591789955384791,0.1742942173519939,0.7724868577700289,5965,no,3767
legendary,fameux,6,0.563579397910458,0.3015592400573463,0.6514324677883954,5714,no,142355
ana,alejandra,6,0.5514277717064285,0.2450826253315571,0.6923045496418434,7157,no,10889
collecting,collecter,1,0.7115004211155922,0.0784140632331835,0.900730946467161,6846,yes,194650
vinyl,vinyl,1,0.8057725740602978,0.0492939894040214,0.9423506993370132,6287,yes,112348
copyvio,autopromo,8,0.682744389744731,0.18455434097956,0.787207873779042,6326,no,13
macdonald,maclean,1,0.6766755239350062,0.1494383222403316,0.8191068665267061,6684,no,664
warnings,avertisseurs,7,0.6483032231356193,0.2036974682181501,0.7609186585347846,5916,no,89525
constantly,continuelles,7,0.6602877636285726,0.1676144702180662,0.797543159849578,5698,no,564896
console,console,0,0.8946806277968402,0.0,1.0,7206,yes,165116
bach,schubert,3,0.6794909385371919,0.1158436144727523,0.8543460559655781,6928,no,1550
adrian,steve,3,0.5578345394995612,0.1544891470719541,0.7831194582121426,6267,no,1441
lightning,lightning,2,0.6308513459609449,0.0158124672333236,0.9755476231842692,6446,yes,78180
export,exportateur,6,0.7787159170020739,0.1199153726178995,0.8665577595583044,6445,no,205304
stability,structurelle,8,0.6556731661980137,0.2573865731360603,0.7181054403693441,6370,no,288878
taste,saveurs,4,0.6720039181091129,0.1519749460869325,0.8155596548763248,5757,no,618741
logical,raisonnement,1,0.7464255584410812,0.1058409842634174,0.8758123439557394,6450,no,191562
furniture,mobilier,2,0.7415455753356994,0.1006344321904905,0.8805072178261594,6683,yes,569320
scholarly,bibliographies,3,0.6638738493185472,0.0385545086387979,0.9451125396603944,5988,no,58349
barrier,franchir,5,0.5597715124425366,0.1891422114134741,0.7474445915617386,6982,no,147355
convert,converti,7,0.7157513032725591,0.1905702654558316,0.7897321745048943,5809,no,245782
collect,amasser,4,0.7183030273416806,0.1205261663016361,0.8563161997520014,5687,no,370651
aims,objectifs,4,0.6698567839233249,0.1710883056744604,0.79655234593701,5726,yes,271185
archaeology,archéologique,1,0.7371947364677504,0.1426480791573289,0.8378709507834244,6884,no,23743
roller,frisbee,5,0.5530977625491152,0.111916407793995,0.8317082360271325,6856,no,79654
cowboys,colts,2,0.6884607331856942,0.1020514394631115,0.870904657772488,7196,no,16194
propaganda,propagandistes,2,0.7532037061393312,0.1489657294482421,0.8348805406478635,5727,no,105606
michelle,megan,7,0.6896039915414147,0.1080881585400748,0.864498906590678,7062,no,7089
crawford,robertson,7,0.650117527502711,0.1175669024268272,0.8468551688125053,6909,no,1813
proportion,proportionnellement,1,0.7219519995828975,0.1486615680114079,0.8292450594100065,7154,no,186713
politically,politisé,3,0.666435149646542,0.2079062683848639,0.7622138628031961,6903,no,109991
jorge,jorge,0,0.8081143465044958,0.0,1.0,6865,yes,529
involve,implique,2,0.7072054055010062,0.0216158368025733,0.9703413737856316,5751,no,359878
copa,clubes,7,0.6861436743787451,0.1403836816861469,0.8301524073510216,6483,no,360
floating,flottante,1,0.7652675661066419,0.0199228586824222,0.9746267172224184,7266,yes,150063
millennium,millennium,1,0.540433562249617,0.1812351080061613,0.7488665983768883,5870,yes,39282
certificate,certificat,0,0.8477745805992009,0.0,1.0,5690,yes,269420
monks,moines,0,0.8854116158359482,0.0,1.0,6971,yes,48106
remarkable,exceptionnelle,3,0.7317937296224264,0.1033039019236961,0.8762972160124123,7007,no,289856
worn,vêtu,4,0.6810423299027999,0.0546015344596529,0.9257772176119848,5659,no,276912
audiences,divertissement,9,0.5915638096088005,0.0930362280303329,0.8641013395921339,7042,no,170048
convince,persuadent,7,0.7587851941644451,0.1627587930346804,0.8233846725761211,7040,no,173397
kumar,sanjay,8,0.7039259360911847,0.0760984556911112,0.9024409281391416,6331,no,2562
ashley,cassie,3,0.6703090486443556,0.0969588474270609,0.8736310382286135,7192,no,7593
canvas,détrempe,9,0.6131905914605338,0.1922369786331577,0.7613230714081519,7288,no,116161
estonia,suède,7,0.6592380404376016,0.1897432487334333,0.7765047932697045,5651,no,625
arch,voute,2,0.5871017598927819,0.0359508042000855,0.9422989226399732,5720,no,62120
warnings,messages,9,0.637610562912752,0.2143901284410174,0.7483685980343906,5916,no,89525
varieties,épicées,8,0.5591921280273516,0.2209998568233799,0.7167365711073509,6536,no,245288
operators,commutateurs,4,0.594816209163503,0.2268322643032929,0.723930279641103,5905,no,233328
sec,fbs,5,0.3617113804591924,0.0745249040994824,0.829163903284944,6661,no,54103
rhine,rhénans,7,0.6361187239658752,0.1821077943150328,0.7774359663902841,6740,no,291
macdonald,mckenzie,9,0.6356932083323336,0.1904206378430042,0.7694983097976201,6684,no,664
duration,durée,0,0.8310701039574485,0.0,1.0,6198,yes,250646
myth,légendes,7,0.5892289753073789,0.2919328327744747,0.6686955447944741,6966,no,112435
carved,sculptées,0,0.8252702148822577,0.0,1.0,7296,no,81696
rifles,carabines,1,0.7430524974683936,0.0659980517439597,0.9184253050588596,7032,yes,36408
triangle,rectangle,3,0.5952901552866547,0.2486020056180879,0.7054102204817734,6093,no,59398
zones,régions,2,0.5965422198994894,0.1918383488765662,0.7566678372421186,6996,no,131092
solve,résoudra,1,0.7142687945265196,0.1690724074562579,0.8085989795599341,5785,no,353462
worn,brodées,1,0.6944095835358226,0.0412342808266302,0.943948039500926,5659,no,276912
wrestler,catche,5,0.6489979595922397,0.1654794967933043,0.7968274069516145,6122,no,16374
alpine,ski,4,0.6190955409603054,0.1813931764613006,0.773396960489871,5645,no,23242
alpine,alpestres,8,0.5514182312558554,0.2490704861657505,0.688851971620521,5645,no,23242
watts,watt,1,0.6156512368286773,0.1745620647329675,0.7790950058825985,7104,yes,36810
innocent,coupables,8,0.6257736937418984,0.1575210982004219,0.7988993418303982,6631,no,186939
neighborhoods,banlieues,1,0.6859822338284504,0.0915212749176446,0.8822882805181884,7003,no,110790
upcoming,prévu,9,0.5477155791269579,0.1361500037675993,0.8009111627005335,5665,no,359089
modes,types,4,0.5866319663204627,0.2225943834067528,0.7249293927690468,6358,no,127220
monroe,monroe,0,0.7360400131671401,0.0,1.0,6229,yes,3856
stretch,portion,8,0.5958767641343121,0.0323868334501382,0.9484502467202314,6426,no,309489
encountered,rencontrés,0,0.6886730426176327,0.0,1.0,6290,yes,154785
enzyme,hydroxylase,1,0.8129454362305153,0.0377761221572181,0.9555951982352364,6153,no,63225
extraordinary,exceptionnels,7,0.6005020922422237,0.1967218928079499,0.7532413769568547,6401,no,264752
leon,alex,7,0.4354499573932312,0.221257582739332,0.6630804898407762,5909,no,2590
rape,infanticide,2,0.6825469060384959,0.1613336173922495,0.808819361375521,6169,no,116601
delayed,prévue,9,0.7037863045683501,0.1472481193742811,0.8269774814841012,6288,no,135808
rosa,maria,2,0.5441410928965689,0.1940724774877109,0.7371052426106367,6641,no,8319
henri,gaston,3,0.6215956193234354,0.0702409676570409,0.8984717359866614,5858,no,666
enlisted,officiers,9,0.6097240608761086,0.0993308149857913,0.8599109626528573,6460,no,37666
harmony,harmonies,1,0.7022621079641732,0.0740289604166465,0.9046376244273228,6803,no,132933
