en,fi,position,score,rel_score,ratio_score,index,correctness,freqs
airborne,maahanlaskudivisioona,6,0.584045642018761,0.051799050928424,0.9185350581628168,7460,no,39027
shallow,merenpohjalla,9,0.5997866591797855,0.0362555519205505,0.9429981984091442,7486,no,108851
impressed,vaikuttui,4,0.5733279389858148,0.03883013285257,0.9365684540661884,6447,no,263477
dynamics,aerodynamiikka,5,0.5387495034537132,0.1010806448061372,0.8420195655346239,7170,no,127569
delay,viivästymisen,0,0.572214977551146,0.0,1.0,6215,no,283570
tomorrow,elämämme,7,0.4737685259597621,0.0921477867840936,0.8371706474808732,6566,no,412818
infinite,äärettömyydessä,5,0.554836880073291,0.0520314628847942,0.9142623544487838,6727,no,103329
employer,elinkeinonharjoittajan,9,0.5658182726699508,0.0684440713678677,0.8920887042857667,7572,no,384412
stuck,tipahtaa,1,0.5284900242143719,0.0489582036092642,0.9152162890969732,7537,no,350927
batman,batmanille,8,0.589066502539337,0.1095310167904692,0.8432129892251164,5963,no,12095
monroe,koivisto,0,0.5167053049268511,0.0,1.0,6229,no,3856
teenage,poikaystävä,5,0.565710674625276,0.1465798074998734,0.7942134407544711,7208,no,110938
hung,ripustettiin,0,0.4720300135353902,0.0,1.0,7706,no,143918
proportion,prosenttiosuus,0,0.612338956838451,0.0,1.0,7154,no,186713
explosion,räjähtäen,6,0.6932805302041902,0.0869540635153054,0.8885539500359984,5990,no,116122
loading,kuljetuskapasiteetti,5,0.517026844024427,0.0154609648086082,0.970964659561894,7391,no,130271
encounter,jahdatessaan,2,0.6067621351442929,0.0251694582584366,0.9601705967525568,6059,no,325382
fitness,kuntoilu,0,0.5285160250402837,0.0,1.0,7592,no,485398
bach,bach,3,0.5961723114174527,0.0689653115776437,0.8963142225106816,6928,yes,1550
orlando,antoniossa,7,0.4568361076360565,0.0460664918636856,0.9083987795857292,5853,no,19460
silva,andrade,3,0.6085603363564807,0.0153567671461773,0.9753865264151844,6572,no,1156
configuration,sisäänrakennetun,5,0.5502291128655279,0.0737905925039872,0.8817495795901318,6248,no,215656
varies,määräytyy,8,0.6000737588636527,0.173084345875506,0.7761333098436578,6565,no,141788
crops,viljelylajikkeita,6,0.6681581518671178,0.0444414696710421,0.9376347273731154,6397,no,169439
tonight,viihdeohjelmissa,8,0.5369670059945786,0.0791004490685998,0.8716042400576282,6753,no,329326
suburban,metroradan,5,0.5435847843261037,0.0209535839288876,0.962883684958994,6459,no,61497
clinic,sairaalaa,1,0.6283552497991257,0.004674322973231,0.992615948489168,7525,no,185190
breast,rintasyöpää,5,0.5314420753092768,0.0436982801789266,0.9240215370701406,7144,no,454167
johannes,philipp,7,0.5568855693608734,0.0544965889198398,0.910863298541306,7696,no,243
cognitive,kognitiotiede,3,0.6554353940621814,0.0281313612250811,0.9588462121548622,7033,no,125332
specimens,fossiileita,0,0.5938654211262815,0.0,1.0,7554,no,46609
innocent,tuomittavaa,6,0.5172409582388459,0.0561191903679396,0.9021222690410132,6631,no,186939
mechanisms,mekanismi,4,0.6296368093778744,0.0597526033081358,0.9133253249780456,7350,no,187087
galleries,galleriat,3,0.6845079907894368,0.0133942752697545,0.98080780659248,6923,no,100622
lighthouse,majakkaan,8,0.6152454435600783,0.1108007321949949,0.8473916179232478,6785,no,21648
hugo,alfredson,9,0.4540105817599663,0.0721325072010863,0.8629032506280322,6133,no,2163
provision,säädettiin,8,0.5847651762393133,0.0348273995731857,0.9437898371724112,6575,no,292202
displacement,vetoisuus,8,0.5425791997197018,0.0431472150673758,0.9263355485119096,7673,no,39996
astronomical,tähtitieteellisen,1,0.7298888035257098,0.004557080580144,0.9937952125830318,7658,no,31601
petroleum,maakaasu,4,0.6364976798434658,0.0311413268432431,0.9533560404180276,7660,no,64320
floating,kelluu,7,0.4825771619354678,0.0525169582978992,0.9018547273982466,7266,yes,150063
naked,paljain,0,0.4975062563703253,0.0,1.0,6810,no,176179
geoffrey,juhani,1,0.539135650440927,0.0221151192943815,0.9605967234489294,7416,no,382
atp,atp,0,0.7775146937478363,0.0,1.0,6688,yes,498
eng,lrs,9,0.3782601477973836,0.0850429800126768,0.8164420335026493,7551,no,3032
followers,seuraajiaan,4,0.5619999402299329,0.0404826981158429,0.932806863568724,6305,no,209040
tenor,tenorilaulaja,4,0.6793552375684595,0.0295120400034557,0.9583673263850696,6826,no,22287
beatles,kinksin,9,0.5580648913718513,0.1248799667783836,0.8171448759177679,7125,no,5529
hung,hyang,5,0.4393989489612142,0.0326310645741759,0.930870784402506,7706,no,143918
copied,kopioituja,6,0.5905678906262196,0.0824234205902817,0.8775267685978102,5940,no,82587
duchy,herttuakunnat,6,0.6874277856141109,0.0506259238643168,0.9314061792330892,5944,no,1402
trails,polkujen,9,0.5506541122085467,0.0786697818292019,0.874993175097078,6937,no,153999
arrangements,sovitukset,1,0.5431445836210326,0.0177279051853719,0.9683922717922948,5923,no,266099
cent,prosenttiosuus,2,0.4989697976196785,0.029787805347081,0.9436645351670648,6679,no,533892
wisdom,jumalalla,9,0.535808177240026,0.0847052573994033,0.8634916624349571,7680,no,304118
repeat,toistan,1,0.5043471421004129,0.0066028943447065,0.9870772211102176,5953,yes,257943
objection,poistoehdotusta,8,0.6380746886360054,0.0315294754720878,0.9529132625480536,7582,no,55542
believing,väittää,6,0.5794895995809993,0.0474523301641115,0.9243114427146328,6739,no,132318
frontier,rajaseutua,4,0.4495356461952667,0.0356587479059296,0.9265062656546432,5886,no,43612
footage,videopätkiä,0,0.6437555927069973,0.0,1.0,5911,no,145412
halls,kokoustiloja,8,0.5012444905596313,0.0554495591948235,0.900394913113799,7593,no,74784
harper,ilmonen,9,0.5560713378322728,0.0401001174799846,0.9327372736103552,6098,no,4030
sociology,sosiologian,0,0.7760162433225428,0.0,1.0,7577,yes,32293
accounting,laskentatoimen,0,0.5970901157564952,0.0,1.0,6528,no,314871
zhang,xiang,2,0.7726916227210072,0.0990357573581043,0.8863913654414336,5838,no,4199
mate,tallipäällikkö,9,0.3958788764949068,0.0708119172982696,0.8482680219107741,6338,no,129778
translations,käännöksiä,0,0.7312461058610166,0.0,1.0,6520,yes,54740
honey,hedelmiä,6,0.517871943633517,0.0630956901499634,0.8913955158929242,7667,no,151249
lover,rakastajansa,7,0.6304005312631836,0.0480476614092519,0.9291800583623192,6027,no,173040
bet,julkkiksen,8,0.3911566354083747,0.0268638010765114,0.9357356752640902,6970,no,398333
ucla,akatemiaprofessorina,8,0.5198277391105848,0.0515020876964038,0.9098557693298888,7625,no,1145
flute,piano,5,0.6838368438286373,0.0407470590860448,0.9437648850296876,6644,no,34151
nigerian,nigerialainen,0,0.6631581846111565,0.0,1.0,6051,no,2582
astronomical,tähtitieteestä,8,0.6482630904023108,0.086182793703543,0.8826560328424119,7658,no,31601
healthcare,perusterveydenhuollon,0,0.7340267269852385,0.0,1.0,6515,no,403091
janet,riitta,7,0.5581824882823612,0.0534209699742377,0.9126542382109538,7481,no,4744
rivals,liigapaikkansa,5,0.5123376517386959,0.0809892637735857,0.8634997643690929,6486,no,86609
happening,tapahtunutkaan,4,0.5353316238438849,0.0291366784670586,0.9483820821332702,7066,no,467658
holders,erioikeudet,6,0.4621904499638177,0.0210433598107919,0.9564530473962344,7132,no,138931
eliminate,manipuloida,5,0.5636096445635286,0.0391846441650102,0.9349949976339996,7308,no,372089
cites,lähdeluetteloa,7,0.5538454546973048,0.0373785406037447,0.93677770032877,6636,no,41017
muscle,lihakset,0,0.6035254691671856,0.0,1.0,6078,yes,637216
bombs,räjähtämättä,9,0.6249385907480649,0.0497642163937575,0.926242760713315,7256,no,77834
wwe,matsin,8,0.6100879919677864,0.1514039861674042,0.8011745487612676,6806,no,11229
fraud,pankkiryöstöstä,4,0.5795869831343192,0.0398846112656494,0.9356151087052144,6477,no,275541
reveal,paljastaen,7,0.6359558895865054,0.1081587463844807,0.8546477368458884,6067,no,308012
handful,parisenkymmentä,3,0.4993498442722012,0.0978172872028556,0.8361978045220974,7711,no,220137
trademark,tavaramerkikseen,4,0.6207848458142204,0.0187820125057383,0.970633230503726,7452,no,113189
providence,forssan,2,0.5190928492350549,0.0818629168876097,0.8637787978709565,6823,no,19781
portions,osat,5,0.4894015176152136,0.0929492657658094,0.8403895582896569,6006,no,142431
ace,grandmaster,8,0.4156144037088657,0.0599396053428397,0.8739583639251315,5922,no,40444
mud,hiekkaa,3,0.497557057300945,0.0213443032374747,0.9588663571524892,7664,no,111031
cleaning,siivouksen,5,0.5108448413404653,0.0831154685133329,0.8600656186373942,7468,no,545170
delay,viivästynyt,8,0.505991714130845,0.066223263420301,0.8842685598623957,6215,no,283570
trace,todisteena,7,0.39897253111943,0.0255394330855572,0.9398381312211384,6900,no,137102
brighton,hämeenlinnasta,6,0.5974480808129756,0.0450084663135205,0.9299431743441186,6617,no,2657
andrews,mikkanen,0,0.6284962638491314,0.0,1.0,5931,no,1368
penn,vehmanen,7,0.4633793608962154,0.0710644608151199,0.8670309994648916,5924,no,3642
witness,oikeudenkäynnissä,6,0.5367773832990744,0.0283549777732837,0.9498259527741798,5840,no,255389
memories,muistojen,8,0.5285900237423514,0.0961244114798772,0.8461306381600049,6178,no,305843
beetle,hyönteislaji,0,0.5657765127191157,0.0,1.0,6319,no,16514
striker,keskikenttämies,4,0.7253530624233975,0.0261320575266534,0.9652261144859524,6429,no,30805
berry,mikkanen,1,0.5056411440423051,0.010556530578299,0.9795494418178888,7232,no,76122
carol,marianne,9,0.5322403643599924,0.0836212667918618,0.8642206908791121,5937,no,8416
surgeon,silmälääkäri,4,0.6501684936410695,0.0957281573263105,0.8716602934171145,6743,no,148658
ignore,kommentoida,0,0.6414057457621911,0.0,1.0,6191,no,268802
milton,paavolan,1,0.508923987133989,0.0062407767242235,0.9878858626170692,6182,no,2018
elephant,leijonakuningas,4,0.5205505311571227,0.045713131991942,0.9192723549702528,7449,no,73184
nationwide,maanlaajuista,1,0.54153573770586,0.0016721611769612,0.9969216920806928,6297,no,172153
miscellaneous,mainittuihin,7,0.4632583876784273,0.0507356084096859,0.9012914376513682,7520,no,24875
submarines,sukellusveneidentorjunta,7,0.730955216227693,0.0492530691782185,0.936871896774854,7089,no,17118
reconnaissance,tiedustelukoneen,5,0.6565838284511241,0.0096483300209375,0.9855180661902224,5960,no,14671
defines,määrittelemä,6,0.6225084239337566,0.0951510182994961,0.8674148033175738,7558,no,119943
baden,württembergissä,1,0.6054614366195642,0.0162755341843862,0.973822476467274,7071,no,285
speaks,toteaa,9,0.5364943008253285,0.1382979975510941,0.7950510136469477,6243,no,217215
permit,edellyttämää,2,0.547391088894863,0.0290139737365644,0.9496639158509318,6676,no,353092
governorate,kuvernementin,0,0.5930807044263535,0.0,1.0,7034,no,1514
header,viitemallineen,3,0.5091087390439554,0.0195110482347414,0.9630905828645135,5913,no,102354
hoped,toivoi,5,0.6664130862646569,0.0870186074679824,0.8845036541575837,6965,yes,177813
generations,sukupolveen,7,0.5822634846980028,0.0802791007508829,0.8788317875499395,5992,no,242446
andrea,michele,2,0.5717496346410628,0.0737159788907808,0.8857941037518273,6085,no,2138
convoy,maihinnousualuksia,7,0.676948196625567,0.0483859080294353,0.9332915580297308,6735,no,18503
gif,kuva,2,0.6049247944981639,0.0733534208233384,0.891853491434088,7194,no,21484
hey,lainakappale,8,0.5159746193871454,0.0253468492650087,0.953175976323052,6294,no,138190
mathematician,tieteilijä,4,0.6926836752360198,0.134237586912595,0.8376658177057857,7056,no,13466
cornell,harvardin,0,0.5562815024180201,0.0,1.0,6357,no,1558
helsinki,tukholmassa,5,0.5795009956873604,0.1064264467947537,0.8448429962072426,7587,no,797
scouts,vapaaehtoisjoukkoja,8,0.4559365301501688,0.0333718810558865,0.9317978594039884,6570,no,25786
trailer,leffatykin,9,0.4987255084219041,0.1112042535302475,0.8176769515651683,7480,no,187116
sally,maija,4,0.6002883919342106,0.0348156656477811,0.9451811632564062,7534,no,4034
ellen,elina,6,0.57726394394363,0.075900716551314,0.8837954330018417,6539,no,2468
tubes,putkissa,5,0.5767249724340991,0.0156901511206642,0.97351493826404,7382,no,102654
amazing,ihmeellinen,2,0.5170637609883999,0.0288545438539711,0.947144941655139,6422,no,1110594
cowboys,hpk,0,0.7141940592704383,0.0,1.0,7196,no,16194
panels,kehykset,9,0.5067337176501487,0.0458306614200761,0.9170582412547232,7310,no,276890
amazing,#hieno,6,0.4899073956504449,0.056010909191926,0.8974005658079212,6422,no,1110594
permanently,tilapäisesti,1,0.578839023987584,0.0901008978919813,0.8653079373124887,5995,no,140804
lectures,luennoida,8,0.6208189002194309,0.115245983204999,0.84342958643967,6239,no,109440
nurse,sairaanhoitajan,3,0.6167097912291657,0.0464626199354567,0.9299388527730488,6485,no,203370
algorithm,algoritmeja,7,0.605317192771634,0.0844912669994709,0.8775148872086793,6024,no,99003
leon,vlado,0,0.4377913758363282,0.0,1.0,5909,no,2590
comparable,alhaisempi,0,0.5243011623603349,0.0,1.0,6104,no,176111
smoke,savuna,9,0.501931898074319,0.0369234585084821,0.9314779781672108,6508,no,396488
floors,sisäänkäynnit,6,0.6148704241527191,0.0181834760115137,0.9712765753330066,7490,no,182335
trailer,trailerin,1,0.5720390965763184,0.0378906653758333,0.9378770020099368,7480,no,187116
prehistoric,esihistoriallisen,1,0.6519678864505899,0.0007976330705447,0.9987780710734692,7375,no,24750
loaded,kuormattu,0,0.5409670746484558,0.0,1.0,7136,no,224915
everyday,jokapäiväisen,2,0.6168896713328144,0.0225663741566927,0.964710046427948,7250,no,515693
firing,ammutun,8,0.5874655609111263,0.0475379696097155,0.925137471959055,5879,no,105682
dimension,ulottuvuuksien,3,0.5458831026608268,0.0114483064601924,0.9794587093552688,6907,no,163471
satisfy,kriteeri,8,0.5010562739282636,0.0187527331536105,0.9639238010536112,6437,no,216025
brass,bassorumpu,4,0.5563889079112497,0.0236689755791602,0.9591954936691218,6927,no,85995
synthesis,synteesin,1,0.6729689115550832,0.0082275495981616,0.9879219137688522,6168,no,67281
focusing,keskittyy,0,0.5875490826264717,0.0,1.0,5985,no,280834
runway,kiitotien,3,0.55370381185074,0.0141281374281444,0.9751191572681206,6808,no,53095
prussia,keisarikunnan,9,0.6676373196630325,0.1107063788325437,0.857766717908139,6530,no,302
bulletin,julkaisusarjan,6,0.5148129857204577,0.0278586532857627,0.9486638857030016,7524,no,46252
rifles,konekiväärein,8,0.6126713926119864,0.0537572017648366,0.9193353913406056,7032,no,36408
rays,gammasäteilyn,7,0.4935978491229931,0.0386527387089494,0.9273786829125044,7476,no,112784
jacksonville,tampereella,2,0.565468847365491,0.0220561579189515,0.9624592013606752,7128,no,11188
nose,takaosa,5,0.5518734117387964,0.0145103238551601,0.9743807547016804,6388,no,305043
circus,sirkuksen,1,0.5036414839916773,0.0091851589444057,0.982089154159741,6658,yes,44038
stolen,varastetut,4,0.6011934136127182,0.0693204936695344,0.8966158749033165,5933,yes,182823
ibm,mikrotietokone,8,0.6301506630643392,0.124884433003289,0.8345978436582461,6049,no,3448
zhang,zhao,1,0.7848325458584935,0.086894834220618,0.9003187966715785,5838,no,4199
uprising,kansannousun,2,0.6793775261128223,0.053324526238101,0.927222086976547,6611,no,33232
bee,hepokatti,2,0.4292884415100674,0.0262597905942891,0.942355630548746,7131,no,59238
presenting,esittämään,0,0.6477185372496166,0.0,1.0,6956,no,187621
mickey,roope,0,0.5568289400363188,0.0,1.0,7689,no,3862
enable,mahdollistavat,5,0.6489301689378868,0.0612322736549941,0.9137770881948806,6418,no,600062
espn,urheilukanavan,2,0.5874495647050056,0.0226340646864163,0.9629000622275432,5965,no,3767
wednesday,maanantain,5,0.6141345574078491,0.0952487170551615,0.8657302469849419,6291,no,14746
proportion,kokonaismäärä,9,0.571829672670623,0.0405092841678279,0.9338449992190924,7154,no,186713
ammunition,kranaatinheittimiä,5,0.65223351415862,0.0737380124697644,0.8984285061258195,7014,no,49304
presbyterian,helluntaiseurakunta,7,0.5908623473528415,0.0387727703996847,0.9384202543560728,6209,no,835
consciousness,ihmismielen,9,0.6015165114966119,0.0708764343610004,0.8945907526281375,6883,no,246043
arbitrary,mielivaltaisesti,1,0.6285803148694185,0.0494783933654343,0.9270293371878692,7277,yes,70229
armoured,panssariautoa,5,0.6649920968958378,0.0187316175430762,0.9726035280808591,7102,no,9377
astronomy,tähtitiede,1,0.7325770937253852,0.041863753110594,0.9459432527589025,7274,yes,37075
provisional,väliaikaishallituksen,5,0.5340691122502722,0.0300446780920836,0.9467400396755948,7454,no,30349
santo,concepciónin,8,0.5615042502881771,0.0789806172093183,0.8766862088125333,7355,no,890
exploration,tutkimusmatkalle,4,0.5433523395882724,0.0242475080921562,0.957280629670274,5949,no,195202
telegraph,kauppalehti,6,0.4945372869208188,0.0558632540123408,0.8985043620821499,6056,no,17569
upgraded,kohennettiin,7,0.512304941088766,0.0553972877115048,0.9024184072192628,7072,no,102777
verb,substantiivien,9,0.5556688074348014,0.0361431151603798,0.9389280381478512,7348,no,43267
centered,keskittyy,3,0.4702906756117639,0.0052107127432146,0.9890416455749134,6392,no,112376
assumption,premissit,2,0.5044202368706843,0.0185687203475891,0.9644950049302105,6224,no,131169
sail,purjealuksen,0,0.6370991429922787,0.0,1.0,6588,no,82136
floors,kellarikerroksessa,7,0.6128053859314985,0.0202485142327343,0.9680145494286012,7490,no,182335
broader,laajemmalti,1,0.5921035802577925,0.0497038202759465,0.922556486206591,7300,no,164786
attract,houkutteleva,7,0.534188893363468,0.1073784503454304,0.8326310536245874,7048,no,346464
garage,autotalo,1,0.6220132448280454,0.0296276760483328,0.9545337392125602,7403,no,249509
breed,paimenkoira,6,0.6542820875513304,0.0424988421550784,0.9390068810106708,6261,no,173187
breast,sukupuolielinten,2,0.5462551666434179,0.0288851888447855,0.9497771481879992,7144,no,454167
requesting,pyytämään,9,0.5571804408461564,0.0824111794990459,0.8711503139228641,7489,no,101792
cognitive,kognitiivisiin,7,0.6377785817938402,0.0457881734934224,0.9330157981802664,7033,no,125332
lebanese,algerialainen,6,0.596053981571827,0.0650014979673957,0.9016701321155316,7063,no,1405
joel,jarkko,0,0.5173061769566714,0.0,1.0,6378,no,2747
viii,ix,2,0.7261640405591079,0.0965014372562753,0.8826966247416407,6158,no,10280
nest,pesiä,2,0.5788193496521725,0.0229443187818439,0.9618715452836284,7035,no,90391
distributor,jakeluyhtiön,7,0.5407465947474774,0.0214310085350383,0.9618785799898392,7167,no,74252
rhine,elben,2,0.6246363474498172,0.0600746845534894,0.9122627185110124,6740,no,291
fountain,suihkulähteet,5,0.5251487211409189,0.1037241343294566,0.8350634258941348,7338,no,70373
maple,vaahteraa,9,0.434983136689522,0.0318065883815498,0.9318609929198698,7346,no,49738
battalions,panssarirykmentin,4,0.7181652958409073,0.007990670836478,0.988995930346699,7502,no,9552
rescued,pelasti,6,0.6072273416023735,0.0515292772662986,0.9217779741556246,6011,yes,59230
fac,vertaisarvionnissa,6,0.5281862305794173,0.0151301828814278,0.9721521704359144,6773,no,4594
politically,poliittisesti,0,0.7391101665624336,0.0,1.0,6903,yes,109991
zimbabwe,tansanian,5,0.6111817022185045,0.0525834021282688,0.9207801046124332,6521,no,1329
appreciated,kiitos,4,0.5272341728399537,0.0286763637859588,0.9484155059193348,6697,no,219010
contestant,semifinalisti,3,0.5342442850886137,0.0889799138301162,0.8572264780724288,7635,no,21197
happening,mitäpä,2,0.5432859451710779,0.0211823571398657,0.9624737880707476,7066,no,467658
newer,kehittyneemmät,7,0.5696934648483132,0.0502669983902868,0.9189190256944806,7307,no,152618
andrea,alessandra,5,0.5633605279710733,0.0821050855607703,0.8727971191036659,6085,no,2138
severely,vahingoitti,4,0.5706666159341023,0.0420172516277409,0.931420992370915,6333,no,130764
burke,ojonen,8,0.5668346607000543,0.0213846199376355,0.9636451564211692,6582,no,1716
wireless,wlan,8,0.6158976954474366,0.0635021033327954,0.9065320545475511,6409,no,367025
clergy,kirkkokuntien,8,0.6431280525621621,0.0875563483913424,0.8801721396035197,7127,no,51283
rex,hevisaurus,8,0.4275231600714322,0.0777198929764546,0.8461732575883862,7535,no,3907
agenda,politiikan,4,0.5462057017783256,0.0461331531049332,0.922116955987928,6574,no,282725
surfaces,pintakerros,3,0.593259939560779,0.0417087258752025,0.9343137257858788,7323,no,177010
ignore,ymmärrä,4,0.6150519606719177,0.0263537850902734,0.9589124586669288,6191,no,268802
batteries,panssarivaunukanuuna,5,0.5542399151868848,0.0191417631115858,0.96661601889968,7623,no,209214
fraser,paakkinen,6,0.5339300299394931,0.0103100602960375,0.9810560440492804,6414,no,1085
generations,sukupolvien,2,0.6347533112522009,0.0277892741966848,0.958056621857964,5992,yes,242446
attract,houkutellakseen,8,0.515362020602726,0.1262053231061725,0.8032859303957399,7048,no,346464
interactions,vuorovaikutuksen,7,0.6176227288648064,0.0504230715230896,0.924521535059704,6476,no,166569
geneva,geneven,0,0.720229653897181,0.0,1.0,6496,yes,2905
moses,messias,5,0.5303157588595188,0.0328512089331003,0.9416670174000732,6812,no,2513
striker,keskikenttäpelaajat,3,0.726073696294339,0.0254114236557119,0.9661850607801776,6429,no,30805
diagram,diagrammi,1,0.5266837794571808,0.0034712655743442,0.9934523577453878,7668,no,85413
vatican,paavinistuin,9,0.5774516072261854,0.0716718933998387,0.889586660580433,7542,no,1114
lima,cristóvão,0,0.5554321034414639,0.0,1.0,7620,no,3313
stamp,postimerkkiin,0,0.5454520150768066,0.0,1.0,6892,no,105708
loaded,lastattu,7,0.5224824735531572,0.0184846010952985,0.9658304507583744,7136,yes,224915
acceptance,vaatimus,2,0.531406461236949,0.02594853794289,0.9534434283695776,6790,no,215467
enzyme,histidiini,9,0.63264873175335,0.022638097178373,0.965453147875292,6153,no,63225
apollo,saturnus,3,0.5580155073519546,0.1537488639618089,0.7839890978554859,6807,no,2219
malcolm,paavo,0,0.5882054925201939,0.0,1.0,6383,no,1247
julia,elina,4,0.5485143474761738,0.0680332916046699,0.889654444697745,5861,no,2553
deposits,kiviaineksen,2,0.5863013736856071,0.0024102357210866,0.9959059144026128,7605,no,154243
acre,maatilaa,7,0.4983546318804894,0.1209673911882892,0.8046777174354492,7395,no,69194
consciousness,mielen,6,0.6079773309967953,0.064415614860817,0.904199448763316,6883,no,246043
consent,vaitiolovelvollisuus,2,0.5585866900383725,0.0154649926669547,0.9730599297365125,6862,no,206529
coordinator,projektipäällikkönä,6,0.5115069477678361,0.0274432987082752,0.949080088769397,7255,no,104881
comedian,televisiopersoona,8,0.6346431172947132,0.1142414606903294,0.8474511773260055,5865,no,35999
rpm,sylinterinen,1,0.6232840245466853,0.047207037720381,0.9295933378130882,7222,no,41601
ist,einem,6,0.5398737220490002,0.0745368504121806,0.8786855992506706,7165,no,13938
shoulder,olkapäät,3,0.6264006319874624,0.0259108635232393,0.9602783889268216,6625,no,341486
likewise,että,3,0.6097084973227146,0.022258712855634,0.9647786902593374,6752,no,212261
tel,haifan,4,0.5802197947299812,0.1085352844977258,0.8424181719001983,6603,no,19444
nixon,kekkosesta,7,0.5921140053866198,0.0855706851985098,0.873730827348887,7576,no,1720
analog,analogisesti,7,0.5390724739413124,0.0341781437712329,0.9403783568387336,7423,no,72030
kerry,asikainen,7,0.4860274513091217,0.0254232369203201,0.9502919098450504,7023,no,2868
travelled,matkasi,9,0.6013383062494772,0.207553685622894,0.7434098894433828,5877,no,71734
differential,differentiaaliyhtälöitä,2,0.6114069195851203,0.0151446300583729,0.9758285969175398,7438,no,55525
sponsor,sponsoroimana,9,0.5780096295498173,0.0559463489590652,0.9117504198151808,7675,no,169292
unofficial,epävirallista,5,0.5475862309116295,0.0995530936140989,0.8461643577493011,6783,yes,34310
