en,nl,position,score,rel_score,ratio_score,index,correctness,freqs
allegedly,beschuldigde,0,0.7397079132057099,0.0,1.0,6214,no,115125
exhibit,fototentoonstelling,3,0.6586876840648932,0.0250222224335028,0.9634022818805514,5792,no,215828
measurement,meten,2,0.7388253328451273,0.0332860146019502,0.9568896186903512,6541,yes,179748
aftermath,rampzalig,7,0.5932453695924386,0.1849779501122844,0.7623073667562806,6876,no,60640
edgar,henry,5,0.503417790970257,0.1906022026912813,0.7253649686867165,6041,no,1556
proportion,percentages,2,0.7019946743954439,0.0477457400169181,0.9363169717156828,7154,no,186713
millennium,beschavingen,6,0.47063184440174,0.2891693333347966,0.6194144707747913,5870,no,39282
tribune,handelsblad,5,0.5467061847563846,0.0713432018164414,0.8845671505119519,6674,no,3120
probability,invariantie,2,0.6482346729093377,0.0172524611790588,0.9740754399366536,5835,no,175103
pronounced,klinkers,4,0.5449282060133054,0.1245228683419756,0.81399257823001,5791,no,120440
sin,verlossing,3,0.4750062034946709,0.131559034691517,0.7831081862110694,6039,no,308951
tribune,krant,2,0.5871311556109227,0.0309182309619033,0.9499744977770312,6674,no,3120
particles,roetdeeltjes,2,0.7530796344856645,0.0696058291203116,0.9153919302096126,6282,no,154105
breeding,fokkerij,8,0.5994564916750859,0.061728485418781,0.9066396128809538,5712,yes,124230
della,azione,7,0.6262248378718708,0.0416268300440348,0.937670545655841,7070,no,11238
petition,goedkeuring,6,0.6449338236889539,0.0902703974141635,0.8772172481834779,7230,no,149386
mechanics,vloeistofmechanica,1,0.662783876443041,0.0462686167286224,0.9347458514366712,5907,no,100360
crowned,onttroonde,6,0.5504433468907013,0.1821983447904064,0.7513131632294402,7294,no,33215
explicit,dubbelzinnig,9,0.6572033215891684,0.1140093667593723,0.852168709771218,7241,no,100101
executives,bedrijfsleiders,1,0.7106276963708552,0.0386171525881228,0.948458567794255,6519,no,186995
refugees,migranten,7,0.6997242161826891,0.1758641696909983,0.7991474389926769,6266,no,90529
rulers,regeerders,3,0.7117291645610433,0.1408175518400581,0.8348271723636467,6256,no,52050
dot,driehoekjes,9,0.4349637704208632,0.125123857215936,0.7765994979323569,7193,no,93095
defining,voorgedefinieerde,7,0.6442555683405383,0.0860713367603486,0.8821468356715425,6184,no,116062
developments,technologieën,9,0.5924159806936297,0.2097795217110815,0.7384932711761243,5670,no,270376
refuge,schuilplaats,1,0.5997476939037141,0.0949008204274073,0.863382964953452,6712,no,63945
innovative,innoveren,7,0.6802482263620433,0.1452015117079172,0.8240940604725095,6686,no,519640
exile,verbannen,2,0.651838034383185,0.1457401781160555,0.8172716157085418,5636,no,44353
gaming,spel,5,0.5987588001426724,0.0556139937350352,0.9150117574334414,5819,no,325818
illustration,geïllustreerde,9,0.5921095922731064,0.1914997468000442,0.7556183454544465,6341,no,112826
funny,humor,8,0.6220852664889356,0.0988183773748152,0.862924292010526,5733,no,501376
boom,neergang,0,0.4973241884546463,0.0,1.0,6505,no,114183
madagascar,gabon,2,0.6317630436583681,0.0948222047536349,0.8694961052940798,7012,no,763
mcdonald,mcgann,8,0.530279628879515,0.1707926448069615,0.7563836836552161,6329,no,1663
seemingly,ogenschijnlijk,1,0.6966733051661108,0.0735911249231758,0.9044599204527132,6979,yes,184595
cliff,rotsen,6,0.5141365563433303,0.0409432176892599,0.9262390387748914,6142,no,55687
bunch,heleboel,0,0.6308697158344041,0.0,1.0,6637,no,361088
inline,bronnen/referenties,9,0.5126318140809701,0.0725159836304353,0.8760723634027925,6366,no,22386
tenor,bariton,2,0.712487792803667,0.0169195051815546,0.9768037621390822,6826,no,22287
treasury,overheidsfinanciën,4,0.6212657059371289,0.0797008152737234,0.8862986849414036,6847,no,37539
divorced,gehuwd,4,0.7617985864775872,0.0727245363675038,0.9128549774396084,6564,no,65435
proven,aantonen,9,0.6513594704498781,0.1304415756354245,0.8331524672567501,5976,no,487133
mixture,bijmenging,7,0.6720467860602701,0.0934201218284973,0.8779566812546356,6335,no,274176
lit,brandende,2,0.4751417239422845,0.0276574585153597,0.9449930320487552,6897,no,124561
illustration,illustrations,8,0.6042497296402343,0.1793596094329164,0.771110934378268,6341,no,112826
variables,variabelen,0,0.863669930214336,0.0,1.0,7276,yes,170150
ecuador,guatemala,8,0.7284953457472477,0.0655572510096232,0.9174396617083338,5711,no,943
accounting,boekhoudkundige,5,0.667889227485929,0.0633010166208319,0.9134274326948084,6528,yes,314871
hammer,knuppel,1,0.5531697510374404,0.0402661597310026,0.9321474164263808,5675,no,76574
arcade,spelconsole,7,0.6129938275349296,0.0702067192265127,0.8972384908658053,6479,no,45634
measurement,gemeten,8,0.6876687791906708,0.0844425682564067,0.8906342089963979,6541,no,179748
bunch,onbenullige,4,0.5138981797308749,0.1169715361035291,0.8145868581616417,6637,no,361088
researcher,onderzoeksdirecteur,2,0.7532331245634789,0.1178769202822991,0.8646819411855501,7069,no,108541
boxer,zwaargewichten,7,0.5856792865570051,0.1731296729370757,0.7718402362400859,6622,no,27671
circles,cirkels,1,0.6042793117989971,0.0288890158731403,0.954373877197314,6583,yes,160387
lecture,gastcolleges,4,0.642302588004516,0.0267260232987031,0.9600524957420838,6480,no,143071
cyclone,storm,3,0.6662935972384434,0.1021055650430792,0.8671191093703063,6444,no,12960
ussr,rusland,3,0.7342774486385575,0.114419681126562,0.8651819629009135,6114,no,833
logos,logo,0,0.6433967327491859,0.0,1.0,6381,no,64607
rotation,rotatiesnelheid,6,0.59799539009153,0.1182069952431776,0.8349530835645916,6689,no,112783
lat,pal,9,0.3110112478673209,0.0588204639564791,0.8409534334781351,6116,no,7774
cooking,eten,6,0.6189858276589937,0.1246932137731173,0.832329261917891,6874,no,459708
newfoundland,canada,4,0.6232490293394746,0.1311705802990863,0.8261304735146935,6102,no,1983
heinrich,johann,3,0.6775074474653113,0.0839316814315954,0.889772303200143,6600,no,140
northeastern,zuidoostelijke,7,0.7320829900311385,0.0257875289119183,0.9659737009589946,5763,no,22339
upgraded,gemoderniseerd,4,0.5709092826073867,0.1262083412718349,0.8189568919954591,7072,no,102777
compensation,schadevergoedingen,3,0.7438782804713617,0.014961011686795,0.9802843476327568,6861,no,347995
chi,tai,2,0.5212052261080382,0.1521624600183888,0.7740276773693892,5654,no,31885
southampton,manchester,4,0.7016947407408609,0.0955757490097379,0.8801213010660461,7235,no,1535
smoke,rook,0,0.7499658802244955,0.0,1.0,6508,yes,396488
theoretical,theoretische,0,0.8601440968680992,0.0,1.0,5738,yes,127428
bruno,ignazio,6,0.5006458884946183,0.1097055406071498,0.8202584029849828,6941,no,2193
für,für,0,0.6876454220643795,0.0,1.0,7147,yes,0
succeed,geslaagd,9,0.5533478112221271,0.1381875229077592,0.8001728674043365,6913,no,293207
climb,klommen,9,0.6221484766070662,0.1194169321747237,0.8389664205469124,6948,no,194236
pushing,opdringen,7,0.5737917580417176,0.0396614961901181,0.9353471582121085,5697,no,254399
abstract,abstraheren,8,0.7057212976220184,0.1149815916020517,0.8598986391887073,5863,no,137841
suspension,achteras,6,0.5220968191944373,0.0499459334943572,0.9126884603299412,5739,no,159441
jungle,amazonewoud,7,0.4902386147653936,0.2585680733917667,0.6546931571509974,7212,no,76476
temporarily,weer,6,0.5929183515044516,0.2551458651755894,0.6991432250562091,5667,no,117242
macedonia,kroatië,9,0.7077118094725816,0.1521827139331244,0.8230216499921547,6007,no,554
comedian,upcomedian,7,0.6915346341991543,0.1294899763420743,0.842282466713497,5865,no,35999
neighborhoods,voorsteden,8,0.6667809503313327,0.0566599400428047,0.9216799315649656,7003,no,110790
reconnaissance,verkennings,4,0.6977221508386736,0.0690747272019522,0.9099178293755488,5960,no,14671
demonstration,demonstration,3,0.749321994400368,0.0843730249623385,0.8987962948047417,7073,no,153964
ethics,rechtsfilosofie,6,0.6609676642386016,0.1156971383796952,0.8510333698789281,6008,no,152610
armor,pantsering,5,0.6602932315221534,0.040652376342725,0.942003522261086,5906,no,78590
absent,ontbreken,1,0.5938264975431647,0.0879164355126982,0.8710416621135781,5969,no,122576
advertisement,advertenties,7,0.6854869384711446,0.0574049273122985,0.9227277482009308,6935,no,112230
indo,polynesische,6,0.4951123545598557,0.207247289502425,0.7049271106982228,6639,no,476
seized,uitgeleverd,5,0.6918747778167165,0.0453971581124394,0.9384254901073548,7186,no,90797
springfield,ohio,3,0.5683611914897895,0.0838826579407672,0.8713937156877736,6308,no,9676
coordinator,coördinator,0,0.7309061937252024,0.0,1.0,7255,yes,104881
indies,indië,0,0.687721708970248,0.0,1.0,5693,yes,2303
consequence,onvermijdelijke,5,0.6094801164255803,0.1188907356695206,0.8367717003947358,6680,no,216076
chang,zhen,6,0.619585776550272,0.1148125665054629,0.8436644532342722,7180,no,3806
duck,duck,2,0.5406364569924755,0.0620151318742601,0.8970962111111707,5993,no,78432
rhodes,nelson,7,0.4151320126995678,0.1540593417397771,0.7293364691184988,7152,no,1372
cohen,cohn,5,0.5180616954359076,0.1130044672610205,0.8209308723223505,6523,no,1771
provider,dienstverlener,1,0.7622097446075948,0.0281243081603473,0.96441465724291,7291,no,657989
cuisine,nagerechten,5,0.5899375179924228,0.0729393730722591,0.8899654309036066,5708,no,118353
ashley,kate,2,0.6017149998070197,0.0745568839507051,0.8897530922970986,7192,no,7593
defining,definiërende,1,0.7195837160035166,0.0107431890973703,0.9852898900172844,6184,no,116062
separation,scheiden,1,0.6431545480742317,0.0825945250708081,0.8861941018913272,6139,no,164622
highland,uist,7,0.4894077575826473,0.1603321156788514,0.7532364531146405,6787,no,7166
deliver,bezorgen,1,0.6155187588784864,0.0191380725832492,0.9698450065696596,6666,yes,709685
prepare,voorbereidende,9,0.6379353772501308,0.1861155323420067,0.7741455895799881,6047,no,566980
estonian,zweedse,9,0.6033127683600246,0.0671787427021557,0.8998067214963954,6671,no,187
lecture,lezing,1,0.6553787244862427,0.0136498868169764,0.9795974542996188,6480,yes,143071
pipe,pipe,1,0.5848893097042744,0.0185930979035031,0.9691903232486814,6268,yes,186886
tonight,vanavond,7,0.5834734568192841,0.1299201396849205,0.8178843483855762,6753,yes,329326
centered,middelpunt,1,0.6177068668628576,0.0739426943140659,0.8930922558698025,6392,no,112376
chicken,kip,0,0.6793114807441614,0.0,1.0,6417,yes,338089
pursuit,achtervolgde,4,0.5690969156128904,0.1249618427356837,0.8199549516052289,6235,no,146544
emerging,ontwikkelende,0,0.638366070193727,0.0,1.0,6003,no,283499
montenegro,kroatie,6,0.7121703967317706,0.0999551554573747,0.8769215484133727,7267,no,356
minimal,minimaliseert,9,0.5937744718056202,0.1383344966196756,0.8110465755975897,6077,no,282593
gathered,verzamelde,3,0.6452124970751159,0.1210399920748754,0.8420364125548931,6205,yes,248810
provider,zorgaanbieder,3,0.7142219813152492,0.076112071452693,0.9036963279183908,7291,no,657989
eurovision,liedjeswedstrijd,8,0.6800573632018001,0.1336326990757637,0.8357695328099273,5878,no,344
counsel,landsadvocaat,1,0.6589152717655086,0.0224597994202774,0.9670375386918822,6931,no,178674
atomic,atoomwapen,8,0.6271851738107137,0.0633972942583305,0.9081973592008536,5766,no,63007
particle,elektronendichtheid,9,0.6444956450255861,0.0774241972091305,0.8927523629639235,6721,no,65205
capitol,senaatsgebouw,2,0.5471504649357452,0.1258685342021169,0.8129792259009706,6028,no,17936
expertise,kennisgebied,8,0.6446319172857509,0.1444373057748553,0.8169523008201759,7082,no,567356
submit,aangevraagde,9,0.5815510875106716,0.1062131978448014,0.8455674420635192,6303,no,444189
diving,zwemmen,1,0.6060052013566837,0.0308208662412727,0.9516023796614892,6525,no,138266
approached,genaderd,3,0.640561929152591,0.0953610964173594,0.8704197407826653,5925,no,166727
ceiling,balkenplafond,2,0.6718768001272681,0.1263025559857296,0.8417616854928418,7158,no,199124
superintendent,superintendent,6,0.6337294917772114,0.0581567686881314,0.915944611114236,6493,no,30222
ahmed,abdullahi,9,0.675303328508847,0.0948997564394442,0.8767860603339241,6038,no,1089
luxembourg,oostenrijk,7,0.590206189074658,0.1416097528990081,0.8064953975762066,5986,no,651
thunder,fire,2,0.52944412464317,0.1287491307070056,0.8043900789616755,6391,no,37707
militia,milities,2,0.7301925390102271,0.094600202509361,0.885304273731761,5789,yes,39473
pump,verpompt,4,0.6079547535892051,0.0724406925838621,0.893531485268883,7052,no,255719
saxony,hessen,2,0.6283347447952607,0.0345696075948813,0.9478512888469678,6734,no,223
acknowledged,aangehaald,4,0.6646291652208176,0.019158083222463,0.9719823917949938,6705,no,171634
pale,donkerbruine,1,0.7016849585708158,0.0086569928762982,0.9878129218488896,6234,no,104942
garrison,garnizoenen,4,0.7249568719249012,0.0924237825947246,0.8869268778461095,5634,no,14305
admission,toelatingsexamen,5,0.5642739550237336,0.0450253737974769,0.9261030306982516,7083,no,191830
terminology,contexten,8,0.672057615905765,0.0878994381854829,0.8843363085949737,6614,no,74937
sudan,soedanese,5,0.7274600514332643,0.1207180398094793,0.8576737113869515,6195,yes,1345
spotted,gecamoufleerd,4,0.5037749025593555,0.1195986689372538,0.8081428626335271,6802,no,115863
innovative,innovatieve,1,0.823066485148535,0.0023832529214256,0.9971127825093288,6686,yes,519640
reflects,weergeeft,5,0.68593132108921,0.098308936325546,0.874644363897333,7107,no,198962
extends,overgaat,7,0.62145747524915,0.1515103753400567,0.8039887749217958,6347,no,127925
victories,eindoverwinningen,3,0.7460391874312433,0.0696721399568346,0.9145872594660098,6232,no,60590
spots,felblauwe,7,0.5187548799307009,0.1015991305956982,0.8362239481461776,6070,no,340056
afl,football,1,0.5312563595725752,0.0373030182203524,0.9343902859097007,6343,no,704
refuses,accepteert,4,0.7260793622020723,0.1620007414559218,0.8175831878355994,6283,no,76521
surrey,buckinghamshire,5,0.6680362397103746,0.0490656160299217,0.9315778984015192,5818,no,2459
malaysian,singaporese,2,0.7275779804490161,0.0541938759821036,0.9306781440949984,6054,no,3459
carol,wendy,9,0.5509937320036224,0.1480328499551138,0.7882300133132102,5937,no,8416
observer,observed,3,0.5469756083151003,0.1393239989233904,0.7969924542373007,6119,no,57335
kills,verwondt,3,0.7322179735782266,0.0956921986421708,0.8844171724747251,5756,no,89966
uruguay,uruguay,0,0.839210608342152,0.0,1.0,6257,yes,659
geometry,meetkundige,2,0.6988834657617458,0.0229938073830918,0.9681472069581578,6345,no,55491
preparing,voorbereidden,8,0.6757279861861953,0.1233505357150968,0.8456340242738574,7153,no,335680
desired,nodig,4,0.6029011762044527,0.2221115991865149,0.7307779881575073,6304,no,383727
marking,markering,1,0.6379463657483659,0.0624799194321401,0.9107972947987832,7081,yes,82411
silence,silence,3,0.5551580617997329,0.1173206369612183,0.8255399952780917,6989,yes,192256
moderate,gematigd,0,0.690022272362592,0.0,1.0,5932,yes,202965
darkness,duister,1,0.7049351275374471,0.0906502798562742,0.8860583929596725,6866,yes,168890
synthesis,biosynthese,8,0.6498459647626853,0.1426590980767268,0.8199896697623567,6168,no,67281
sustained,opgelopen,4,0.5915490843717113,0.0449444033037456,0.9293874891510872,6258,no,156637
roberto,arnaldo,8,0.6537921539931906,0.0874079035285906,0.8820724544722233,6835,no,670
stronger,zwakker,2,0.7354647939651511,0.0898661699882302,0.8911149903333733,5850,no,349797
julius,marcus,2,0.5325777181019165,0.1627625598543745,0.7659238720748955,6696,no,862
separately,afzonderen,4,0.6226997524683033,0.1073494846139671,0.8529558293314541,6516,no,145540
canterbury,hexham,6,0.5611118640199471,0.1330393001591885,0.8083424662745997,5941,no,987
para,para,0,0.542467775504927,0.0,1.0,6619,yes,31456
holmes,parker,6,0.5530876223105885,0.1064784951149804,0.8385628183409582,5806,no,4121
submit,voorleggen,1,0.650918862433923,0.03684542292155,0.9464272517400256,6303,no,444189
michelle,jennifer,2,0.6626787237777954,0.0666068558420796,0.908668349267516,7062,no,7089
galaxy,galactische,7,0.5858001772654909,0.0366604942754945,0.9411039187668891,5710,no,59252
planes,straalvliegtuigen,4,0.6867811068327228,0.0959098339326768,0.8774614232293454,7249,no,109896
collect,verzamelden,6,0.5625219853385535,0.197716979251167,0.7399278536612901,5687,no,370651
ignored,weggewuifd,5,0.6367123673569636,0.2014933485097557,0.7596134878400249,5719,no,206412
betty,peggy,2,0.6430295542440243,0.0632634011634308,0.9104289506513134,6440,no,3717
endorsed,gepleit,8,0.5761546672943825,0.0373783148986317,0.9390769266143988,7306,no,75017
barrier,ondoordringbaar,4,0.5330189652459195,0.1397587442277224,0.7922660898841836,6982,no,147355
recalled,stuurde,7,0.6173729621029952,0.0343161384403164,0.9473427767754484,6586,no,87805
observatory,radiotelescopen,9,0.6135371260748204,0.1325761284786866,0.8223109860740598,6306,no,13249
accordingly,zodanig,7,0.5771229825121786,0.0601322423556014,0.9056386828870991,7067,no,157314
instructor,afgestudeerde,8,0.6547388674254435,0.1002566064249526,0.8672089967458286,6562,no,181012
segments,parallelle,8,0.4685308254177652,0.2145207479546257,0.6859377002888891,6407,no,129120
logos,licenties,2,0.5278821095053495,0.1155146232438363,0.8204612840505873,6381,no,64607
georges,françois,6,0.582240741991085,0.0738890598260139,0.8873865207442428,6855,no,1221
pond,watertje,3,0.615944191990226,0.0173551784229727,0.9725956171223584,6458,no,114161
aggregate,uitdoelpunten,1,0.5384017847204092,0.0291732200481269,0.9486002382010742,6348,no,83864
protecting,vrijwaren,3,0.690007846615773,0.1738644411255706,0.798738258429204,6888,no,240101
neighboring,aangrenzend,7,0.6120122333782408,0.1227580854853602,0.8329299886865076,6353,no,71739
algebra,differentiaaltopologie,9,0.6551726306725966,0.0819094061160531,0.8888734197445382,7173,no,22084
albania,albanië,0,0.8049145865081712,0.0,1.0,5692,yes,522
collapsed,instort,3,0.6657161737968529,0.0875552967213524,0.8837666098503376,6352,no,75699
storyline,pilotaflevering,7,0.5721119064757664,0.2516942726649508,0.6944739199122248,6950,no,46565
escort,escorteschepen,4,0.676356909054422,0.0575639090045403,0.9215665946678246,7272,no,66007
dubai,emirates,7,0.571240944775685,0.1883050700336801,0.7520820775013323,7061,no,13630
tracking,controlesysteem,6,0.5384537477347446,0.0984308261098665,0.8454495050560261,7099,no,260366
lang,spang,2,0.3465996045174959,0.0044711972473181,0.9872641153156524,6478,no,12310
frontier,frontier,0,0.5556671671638279,0.0,1.0,5886,no,43612
stern,boeg,8,0.4323730367857024,0.0265359001887501,0.9421761093525458,6968,no,36458
deliver,aanbied,9,0.557818694323982,0.0768381371377536,0.8789296304259724,6666,no,709685
maker,vervaardiger,3,0.5597061300188513,0.0476641949293608,0.9215236685568644,6365,no,197567
sail,zeilde,6,0.6565154669047633,0.0377746552763342,0.9455924057256266,6588,no,82136
planes,jachtvliegtuigen,2,0.6920980515305725,0.0905928892348271,0.8842545831101154,7249,no,109896
physicians,behandelaars,8,0.6712071724357428,0.1432478824366984,0.8241181246531355,6393,no,209058
destroyer,torpedoboot,1,0.7396183048801055,0.0050062654681846,0.993276792537422,6237,no,11629
mayors,gemeenteraad,3,0.5757102458450369,0.123825696649789,0.8229887999633344,6222,no,12635
mineral,erts,7,0.6155998156002708,0.1507524234399654,0.8032857271627931,6741,no,165233
saving,opoffering,8,0.556737098572869,0.1041699821010755,0.8423833165853654,5653,no,454082
currency,munteenheid,2,0.7398320712167819,0.0591784179592405,0.9259353678569752,5672,yes,346161
gif,afbeelding,2,0.5539921174413841,0.0810502933617229,0.8723702669570956,7194,no,21484
recall,herhalen,6,0.5477848888674783,0.0299929832642533,0.9480890759045631,5813,no,275207
newer,nieuwste,8,0.5788540499212587,0.269402634744831,0.6824043481002693,7307,no,152618
pushing,geduwd,5,0.5823898809943098,0.0310633732375259,0.949363096497999,5697,no,254399
busy,ongeduldig,5,0.5304788993174692,0.1764347404194213,0.7504154248811928,6550,no,607913
permanently,tijdelijk,1,0.6957855384063134,0.0142645221147199,0.979910540245215,5995,no,140804
directions,windrichtingen,1,0.6399027844591221,0.0795319120706905,0.8894522151151285,6538,no,278196
intensity,intensiteit,0,0.8258323916292647,0.0,1.0,6997,yes,195730
appreciated,bedankt,7,0.6167702490890666,0.0418091017316158,0.9365162274226853,6697,no,219010
jessica,susan,6,0.6557078311497708,0.0276941350193251,0.9594760676874132,6990,no,7307
arrive,vertrekt,5,0.7058474798190306,0.1253078413234468,0.8492365528608985,5814,no,373596
raiders,strikers,7,0.4908682154194979,0.1591020488256209,0.7552164189997163,6615,no,8322
richardson,foster,7,0.6041753518029189,0.0563650588407134,0.9146682656617616,6092,no,6934
tactics,tactisch,5,0.6378544295269538,0.1958041245802735,0.7651267133101489,6629,no,206429
audiences,luisteraars,5,0.614633524102761,0.0864285080200184,0.8767177452780927,7042,no,170048
armies,legereenheden,5,0.7480091569302623,0.1397370206327559,0.8425934978212435,6138,no,51252
buddhism,boeddhist,2,0.8010070401333764,0.0772817645274112,0.9120087104409136,6387,no,2144
reveal,onthult,1,0.6427049471797868,0.0819198199176205,0.8869486337794351,6067,yes,308012
louisville,ohio,7,0.658142294609603,0.0415090330203981,0.9406718298370048,6431,no,8400
monarch,kroonprinsen,3,0.6472448782363132,0.1036669030787126,0.8619452968267896,6316,no,21965
remarks,insinuaties,3,0.6219104437273427,0.1044552857074256,0.8561946393193564,6311,no,133993
linda,brenda,1,0.6409115962645648,0.0062112986744061,0.9904016706517672,5832,no,4546
clients,leveranciers,8,0.6260369739137197,0.1368431862564527,0.8206229583609466,5846,no,1475341
consciousness,onbewuste,7,0.6390879081327864,0.211338532058539,0.7514911083773537,6883,no,246043
mph,km/uur,0,0.797271338161166,0.0,1.0,5793,no,107262
proportion,procentueel,4,0.640528594321152,0.1092118200912101,0.8543338227580954,7154,no,186713
dust,wolk,1,0.6282184491678192,4.149740261116808e-05,0.9999339486738924,6513,no,297720
quarterback,footballteam,1,0.5971934729288682,0.0148792452348983,0.97569039626609,5943,no,88293
astronomy,astronomische,7,0.7442798202291165,0.1313951905425969,0.8499498227923609,7274,no,37075
felix,isidor,9,0.4706800104710487,0.1733236985828754,0.7308653721303916,7262,no,3210
brook,riviertje,2,0.5001184886823735,0.0353157954563901,0.9340427079427776,6344,no,13744
pin,bracket,6,0.4723676485167172,0.1463525172023801,0.7634592739800482,5936,no,142741
exhibited,tentoonstelt,9,0.7024310413018986,0.0811816465943567,0.8964008012525894,5964,no,71095
particles,atomen,7,0.7072142039861118,0.1154712596198643,0.8596410600064168,6282,no,154105
monroe,tennessee,4,0.5792859636976899,0.0579525981330979,0.9090566679351608,6229,no,3856
monarch,koningschap,9,0.6202102084729224,0.1307015728421033,0.8259428389667642,6316,no,21965
arrives,bezoekt,9,0.6825142034386471,0.1546630250463148,0.8152565313724452,5674,no,146400
sara,sheila,7,0.5583712986205798,0.0732434212920755,0.8840378177028487,7129,no,3501
chaos,duistere,3,0.5404947166787885,0.2084619506622419,0.7216635357525688,7179,no,119668
strikes,bommen,7,0.5148252553077057,0.0389045681722612,0.9297408835092864,5768,no,145760
denis,maurice,1,0.4594052317922867,0.0799024001945831,0.8518426303365785,5642,no,439
synthesis,synthesemethode,3,0.6992607518547704,0.0932443109846417,0.882342315075486,6168,no,67281
dollar,dollar,0,0.7381725732140492,0.0,1.0,5676,yes,441398
chip,hardware,9,0.5189906709096813,0.1875242495578996,0.734578500573217,6882,no,176186
clergy,geestelijkheid,3,0.7431231396611884,0.0822454654340331,0.9003530484121763,7127,no,51283
settle,inlijven,7,0.5014249448749599,0.1087283395000711,0.8218015992302007,6633,no,262045
bits,kilobytes,0,0.5956704917740572,0.0,1.0,6780,no,206273
webster,woodson,3,0.5326207195207839,0.09434034179406,0.8495275901246366,7187,no,2169
sustainable,milieubeleid,6,0.6829052243404328,0.1397920390419105,0.8300808264911621,6080,no,371619
