en,de,position,score,rel_score,ratio_score,index,correctness,freqs
xbox,wii,4,0.6817433578326175,0.1136052057397406,0.8571629962723819,6919,no,43268
lecturer,lecturer,5,0.7541850173309304,0.056384371124509,0.9304385634005364,6691,yes,41066
rosa,rosa,0,0.6385682781666475,0.0,1.0,6641,yes,8319
cherry,strawberry,1,0.5525839140434478,0.0539127379112491,0.9111079381271238,6532,no,75810
inline,formatierung,2,0.5737936459536939,0.0244654418557588,0.9591056076634958,6366,no,22386
murders,doppelmord,6,0.6961454050076721,0.0764955532476157,0.90099469562117,6999,no,46043
administered,unterstehen,5,0.4986512263172496,0.0962131008429169,0.8382604293953373,5989,no,123524
beliefs,religiosität,9,0.7033702507955594,0.1020159888525765,0.8733328385432234,5413,no,274705
georges,théophile,4,0.6107608934063335,0.1339439937764217,0.8201381566285451,6855,no,1221
reynolds,dickerson,5,0.5893496647588605,0.1330565812331676,0.8158147413987947,6511,no,1702
observatory,universitätssternwarte,8,0.6947388544187754,0.0767272156570268,0.9005436290289631,6306,no,13249
quest,abenteuer,2,0.5283088451421285,0.0974451299590505,0.8442756517155253,6073,no,180078
div,lightgrey,4,0.4486299902366836,0.0114326415820143,0.9751498148484276,6628,no,22178
missionary,missionare,1,0.7601636321230223,0.0313480620729852,0.9603946949832148,5673,yes,52248
prof,lehrstuhlinhaber,8,0.5840552220170502,0.1704971586972596,0.7740419842876175,6959,no,7257
argues,verwirft,7,0.6149479108811959,0.1007293127008135,0.8592531529833282,6464,no,112654
clients,großkunden,7,0.5846492495784701,0.1143473097758857,0.8364121993940783,5846,no,1475341
ruth,winifred,7,0.5639859009177023,0.0756911351702944,0.8816728897551325,5684,no,2530
thrown,ausgeworfen,8,0.6408772612151064,0.1808334641575779,0.7799305052571128,6522,no,227978
prestigious,prestigeträchtige,2,0.6538528425374837,0.0137536272707339,0.9793986009831736,6079,no,139260
elimination,gruppenersten,9,0.506019628094099,0.1534889218192769,0.7672677301311147,6766,no,108822
exploration,erkundungen,2,0.637669480002106,0.090802973001799,0.8753515350822575,5949,no,195202
malta,maltesischen,3,0.6209021414566801,0.1946068119627529,0.7613676574036794,5604,no,1713
davies,griffiths,1,0.6389861695671786,0.058703078027849,0.9158607098644536,5549,no,907
tyler,webster,6,0.5688810605693998,0.1009036689206434,0.8493491050513068,5981,no,3957
legends,chroniken,8,0.5206058261534361,0.2296695982928422,0.6938862838772254,6152,no,57188
semifinals,achtelfinale,4,0.7950617186849307,0.0221532012398135,0.972891829677004,6217,no,14098
tune,liedes,4,0.624035128700933,0.0502800219580242,0.9254354259890358,6782,no,197728
hopkins,university,4,0.603550254789051,0.1551608179482729,0.7954941959809887,6432,no,1294
lectures,gastvorlesungen,4,0.6939890442170389,0.0907121321713332,0.8843991382951144,6239,no,109440
developer,entwicklerstudio,7,0.6780913566506244,0.0983483216990525,0.8733342403261874,5655,no,254410
shock,shock,5,0.4647354895542874,0.019058060909605,0.9606070380819856,5576,no,259493
allegedly,vorgeworfen,3,0.6781792697748581,0.0254743463616009,0.9637970362442354,6214,no,115125
copied,kopier,8,0.6512729319896902,0.1830992660767769,0.7805544497994035,5940,no,82587
antarctica,antarktische,2,0.7532654702394221,0.0168763295662252,0.9780867243272808,5767,no,1133
checking,überprüft,7,0.5782138463826619,0.0733975871627791,0.8873598844584107,6292,no,391981
estonia,estland,0,0.8342887898495386,0.0,1.0,5651,yes,625
garrison,garnison,0,0.7901137257478055,0.0,1.0,5634,yes,14305
derek,kenny,3,0.5877165863842775,0.0151221407321621,0.974915114023122,6573,no,2146
proximity,erreichbarkeit,9,0.4756625022595498,0.0454572995329004,0.9127699631130022,6978,no,102062
delay,verzögerten,4,0.6080450047524217,0.0814534817867697,0.8818656119238054,6215,no,283570
brigadier,brigadegeneral,1,0.7824808391271252,0.0021523035607393,0.9972569300942776,6720,yes,2151
millennium,jahrtausends,0,0.5527024136030813,0.0,1.0,5870,no,39282
automated,vollautomatischen,9,0.6361755381694341,0.0943785718077441,0.8708123456992222,6692,no,168907
bulk,hauptanteil,6,0.5015543421404671,0.0536758244517167,0.9033268945360788,6784,no,208183
ambassadors,gesandten,4,0.544916599640465,0.0917883257278362,0.8558385178585804,5677,no,23830
geology,geologie,0,0.876998084260222,0.0,1.0,6442,yes,29529
absent,undeutlich,8,0.4469946568542914,0.070481990993392,0.863796769793295,5969,no,122576
estonian,lettischen,2,0.7307140449161301,0.0611514511329353,0.9227754568950858,6671,no,187
configuration,konfigurationsdateien,3,0.6612093830804777,0.1365293107901966,0.8288545963243321,6248,no,215656
biased,parteiisch,3,0.6431388333271083,0.0624181285868788,0.9115335373949748,6818,no,58044
inches,mm,5,0.653589822688849,0.0582704527670179,0.9181434127228096,5975,no,405253
lawsuit,verklagt,4,0.6663127471964698,0.0252223186385057,0.9635270575787046,6880,no,182626
unions,gewerkschaften,0,0.7715667144639352,0.0,1.0,5471,yes,190043
altitude,seehöhe,8,0.6081434573275852,0.0922583105618877,0.8682780158595395,5419,no,72951
checking,checken,2,0.6351721751282836,0.0164392584171574,0.9747713782004854,6292,no,391981
egg,eier,0,0.655455006055482,0.0,1.0,6020,yes,233657
janeiro,recife,9,0.685473047417761,0.1744661068133001,0.7971180798607735,6777,no,954
unity,versöhnung,7,0.5391073133524303,0.0788707533583431,0.8723728921672939,5586,no,143687
tyler,sean,5,0.5714235612272376,0.0983611682628056,0.8531451018035373,5981,no,3957
commands,commandos,7,0.5842468165950129,0.1009896174574196,0.8526207708189489,6491,no,151670
cohen,friedman,4,0.6133558820107914,0.149727004060832,0.8037867094207397,6523,no,1771
cornell,harvard,2,0.6676035764286291,0.0515207771434665,0.9283562336784338,6357,no,1558
acres,acre,3,0.6361312226337166,0.0910149299523586,0.8748326871720815,5401,no,205341
appeals,strafsenat,9,0.6031876724636638,0.0466879005247761,0.928158708427703,5570,no,114590
marshal,oberbefehlshaber,1,0.6357519706616275,0.0215677839997066,0.9671882917761708,6032,no,11641
forbes,handelsblatt,4,0.4814183158837222,0.1891720949474276,0.7179021771084348,6924,no,1948
commanding,kommandierende,0,0.7953497925889634,0.0,1.0,5935,no,41785
proposals,änderungsvorschläge,3,0.7074872649722785,0.0798594673087946,0.8985714120163697,5593,no,226607
identifying,identifizierte,9,0.552194019202287,0.1320786463041224,0.8069795083713083,6920,no,194199
dust,staubwolke,5,0.5244483685936747,0.1412330600962482,0.7878368630859985,6513,no,297720
motors,zweitaktmotoren,9,0.6611532105236654,0.0650029937867567,0.910483456037554,6076,no,69198
extends,weitet,3,0.6205014690127449,0.1076130592785471,0.8522031148985739,6347,no,127925
lithuanian,lettischen,3,0.689704570407648,0.0894836519426689,0.8851578484172239,6145,no,294
measurement,messungen,2,0.722966745733837,0.0933313623448893,0.8856651002602983,6541,no,179748
observatory,observatoriums,2,0.7542247818551264,0.0172412882206758,0.9776512682936508,6306,no,13249
circular,kreisförmig,5,0.669821882117006,0.0512341125204127,0.928945722798996,5904,no,101655
inspector,kriminaldirektor,7,0.6392042082767677,0.0955089017956893,0.8700051755082058,5915,no,52830
simultaneously,gleichzeitigen,6,0.5021154286858462,0.1697222993397313,0.747376051894975,5422,no,200680
stroke,lungenembolie,4,0.5142117338423233,0.0292944643625062,0.9461009562369956,5470,no,206192
jets,patriots,7,0.5343823344486891,0.1709387557216182,0.7576440601253774,6380,no,46885
ips,benutzeraccount,5,0.5450381808961502,0.0921722744927641,0.8553503419266594,5622,no,1532
distinguish,unterscheidbare,4,0.6349668627325842,0.0743445141283167,0.8951877601944963,6640,no,119432
survival,überlebenschancen,4,0.6107852500256087,0.0730807197838593,0.8931359023403075,5823,no,249337
lutheran,lutherische,0,0.7753049692333625,0.0,1.0,5820,yes,753
naked,nackt,0,0.6103093317741567,0.0,1.0,6810,yes,176179
chilean,chilenischer,8,0.7086672953491373,0.1414723677957328,0.8335892631189649,6293,yes,679
egg,schlüpfenden,8,0.536191181725897,0.119263824329585,0.8180442238936996,6020,no,233657
assignment,zugeteilte,4,0.4779012434010359,0.029488597705635,0.941881773507098,6584,no,157031
sustainable,nachhaltiger,2,0.716006071982586,0.0422652207469018,0.944261082870798,6080,yes,371619
julius,iulius,4,0.5415790314833797,0.1558695938614772,0.776514587315436,6696,no,862
afl,footballer,3,0.5379832822818621,0.114524368334055,0.8244857846096474,6343,no,704
baronet,baronetage,5,0.6413077586886915,0.1585189256758739,0.8018084057775445,5449,no,880
css,benutzerdefinierte,9,0.5001238641115346,0.1294145743452256,0.79442943204156,6126,no,19098
owen,owen,0,0.6159781808934743,0.0,1.0,5531,yes,4635
tributary,nebenflusses,2,0.784660608201275,0.0605464922134622,0.9283649034848944,5934,no,9551
lessons,unterrichtsstunden,4,0.6472717981166004,0.0412182850954405,0.9401323474360832,6402,yes,407521
guild,makers,7,0.4958825159348988,0.1786787472724333,0.7351185770394365,6118,no,38482
serie,chievo,8,0.6248334880640134,0.0707026384805322,0.8983479997914902,5875,no,2847
observation,naturbeobachtung,8,0.6259193898805553,0.1108364020648287,0.8495615463406563,5511,no,169813
protecting,schutzes,7,0.5871811034008967,0.1053814623444729,0.8478383505596259,6888,no,240101
thermal,wärmeenergie,5,0.6809956773307017,0.0705077152828242,0.9061777817960108,6643,no,122186
richards,mcfarlane,3,0.6012883084217067,0.0514026108386584,0.9212450957692068,6769,no,1736
provisions,formvorschriften,6,0.6725953914904724,0.0841253126670308,0.8888291119764036,6130,no,278535
pocket,tasche,0,0.5303579428681712,0.0,1.0,6828,yes,311292
theological,theologisch,5,0.7463818408496546,0.1067521414638296,0.8748706021833232,5664,no,60650
willie,lonnie,1,0.6641744174974937,0.0782735107457756,0.8945737367319737,6589,no,1672
receiver,linebacker,7,0.5332527829678189,0.1724193028151078,0.7556665393334743,6284,no,169656
colleagues,forschern,7,0.5666690236375641,0.1806287030709362,0.7582908436420356,6549,no,315784
impression,verwunderung,9,0.5298951803060172,0.1340928472585044,0.7980492995478382,5474,no,317679
seoul,seoul,0,0.8184831359399626,0.0,1.0,6170,yes,1115
ellis,ellis,0,0.6511267951311825,0.0,1.0,5773,yes,1790
inland,landesinneren,1,0.6697976094031566,0.0157779647890446,0.9769858125303902,6930,yes,46861
nominee,nominierter,2,0.6371005900516842,0.0462170001835199,0.9323638073364808,6227,no,51365
promise,versprechungen,9,0.5675871579930503,0.1424772038570784,0.7993460712690286,5807,no,417434
protecting,schutz,0,0.6925625657453697,0.0,1.0,6888,no,240101
landed,flog,8,0.5687149009022991,0.0988847117815453,0.8518802139743388,5399,no,136427
liu,liu,0,0.8151322810213952,0.0,1.0,5539,yes,3257
compact,kompaktem,5,0.5651906153891666,0.0774890765364459,0.8794281544757213,6280,no,220023
hate,hasser,3,0.6013271459736769,0.0430951337814051,0.93312594065217,5605,no,457758
estimate,hochgerechnet,6,0.6198572329917764,0.1428828260380797,0.8126716640269095,6687,no,268772
davies,jenkinson,3,0.6135767540961432,0.0841124934988843,0.8794413217792525,5549,no,907
imprisonment,verurteilt,3,0.7955624611997199,0.0452175634959191,0.946219507876287,7004,no,55188
cdp,bevölkerungsdichte,0,0.5615603389456214,0.0,1.0,6023,no,412
pale,gefärbt,7,0.6564355749661235,0.0167295666636863,0.9751479011180196,6234,no,104942
mad,wahnsinns,8,0.5030528449700127,0.0755880837389376,0.8693696211438275,5451,no,176985
emily,katherine,2,0.6591098162966822,0.0998303637085722,0.868460826902219,6060,no,6218
giovanni,domenico,3,0.7502837067132492,0.0881438765298263,0.8948700182442926,5625,no,687
estates,familiengüter,7,0.638883578230838,0.0979843147201273,0.8670259409353208,6211,no,43551
sad,schrecklich,7,0.4793261180631903,0.0883733331446004,0.844330775806486,6829,no,358106
fake,manipulieren,9,0.5318076134260061,0.0838158150056637,0.8638521356810794,6817,no,254311
firms,konzernen,4,0.6815865851791062,0.0239573750344058,0.9660441072627766,6558,no,543789
stamp,briefmarkenserie,7,0.5591009038427814,0.0727490240845606,0.8848634448322257,6892,no,105708
brook,wasserlauf,5,0.5370513793231227,0.1246797894736326,0.8115854362726461,6344,no,13744
hub,verkehrsknotenpunkte,5,0.55276794990277,0.0385285440700883,0.9348405673586544,6794,no,116291
outbreak,krieges,5,0.5751711333454564,0.128693537562163,0.8171615327755898,5713,no,69050
teen,teenageralter,7,0.546275666893157,0.1050803197393142,0.8386745160928321,6069,no,200462
consequences,konsequenzen,0,0.8106190233697876,0.0,1.0,6129,yes,373148
complement,funktionsbereiche,2,0.4494820185751185,0.0253438991179076,0.9466248615049432,6544,no,144296
bits,nutzdaten,4,0.5455543231725712,0.0956597830137375,0.8508145998492069,6780,no,206273
nurse,ärztin,3,0.6403473611760937,0.0994182817150346,0.8656084090003271,6485,no,203370
aims,voranzutreiben,9,0.5904224714508465,0.0828684471589303,0.8769202957169857,5726,no,271185
unfree,average_ba,6,0.4947895383274973,0.0098179467439507,0.9805433985138756,6596,no,1025
sprint,sprintrennen,6,0.6655186496714783,0.1059977573570184,0.8626111429499344,5635,no,47235
threw,rannte,2,0.623225305059494,0.0605358706639779,0.9114663528535,6667,no,174050
recalled,schickte,3,0.5560248951047684,0.010309250036538,0.9817965239691387,6586,no,87805
sculptures,skulpturen,0,0.8658277759911881,0.0,1.0,6648,yes,53343
punishment,prügelstrafe,9,0.642392065258488,0.1026810604321609,0.862186600359555,5734,no,174758
rings,rings,3,0.5673705411675422,0.1677159967821028,0.7718418334120115,5849,yes,321050
anthology,kurzgeschichte,6,0.6493730357445485,0.0995931868551232,0.8670257965580425,6181,no,27412
paint,bemalen,6,0.6033141427195023,0.0985621706727692,0.8595733054497825,5402,no,433856
plains,grasland,9,0.5455369654421837,0.1040889264854553,0.8397709700631057,5918,no,41195
estimates,schätzungen,0,0.8172212571268338,0.0,1.0,6896,yes,243130
grants,gewährt,3,0.5818850061925303,0.0622645228706693,0.9033384019371684,5930,no,273240
copied,abkopiert,3,0.7295543642791273,0.1048178337873397,0.8743752080543438,5940,no,82587
confirm,nachweisen,8,0.6427352541040064,0.1302887430498261,0.8314557587739433,6260,no,236654
jeremy,tim,9,0.5411224125804865,0.0607368487186292,0.899084632198683,6015,no,4991
abilities,fähigkeiten,0,0.8475160713818917,0.0,1.0,5485,yes,284599
plateau,plateau,0,0.7420942599213463,0.0,1.0,6991,yes,35516
janeiro,petrópolis,6,0.7020814302932794,0.1578577239377817,0.8164315194149583,6777,no,954
syracuse,cincinnati,5,0.5743342978084796,0.0929987826545816,0.8606411320265287,6690,no,1938
switched,wechseln,4,0.4591519008184366,0.126713197516312,0.7837160843400995,5799,no,120437
bavaria,sachsen,6,0.6241581949951702,0.1228954115680873,0.8354931821647246,6330,no,417
assumption,implizierte,8,0.4915526264201739,0.1009438126850301,0.829629671973258,6224,no,131169
innovation,innovationsmanagement,6,0.6779573831054417,0.1283747039748635,0.840791770497807,5584,no,371600
indo,indoarischen,1,0.5883510004452527,0.0129545632945411,0.9784559397488845,6639,no,476
storyline,charaktere,1,0.629552591563054,0.0090748643813609,0.9857900497435694,6950,no,46565
discover,herausgefunden,5,0.6406762775886018,0.0702672462495761,0.9011633921774496,5475,no,889866
punishment,bestrafung,0,0.745073125690649,0.0,1.0,5734,yes,174758
graves,begrabenen,5,0.5985545514723459,0.0525007278807808,0.9193605680719702,6977,no,29787
julie,julie,0,0.6991829979811024,0.0,1.0,6453,yes,2984
nigerian,nigeria,8,0.6364616967067884,0.1168042124036912,0.8449362821402292,6051,yes,2582
aux,autres,1,0.5574015088814892,0.0086499564876841,0.9847187808584812,6758,no,7780
preference,präferieren,6,0.5663055857148791,0.1117229836271862,0.8352237815943386,6776,no,198338
efficient,effizienter,1,0.8014171880544889,0.0045802645933196,0.9943172716262652,5472,no,657927
addresses,adressierten,3,0.635583253607853,0.0240430864672436,0.9635504451436756,5508,no,311956
apollo,apollo,0,0.7712923969040685,0.0,1.0,6807,yes,2219
firing,feuert,8,0.5729664336299449,0.0452792799998584,0.9267616758165328,5879,no,105682
protocol,zusatzprotokoll,4,0.6046873158804654,0.0771691861594188,0.8868248877460951,5517,no,174112
dancer,solotänzer,8,0.6729721436161231,0.1205335128428204,0.8480999954295135,5479,no,54144
manages,misslingt,3,0.6019330343078907,0.0718005632891899,0.8934288514848127,6197,no,145730
discography,musikalbum,6,0.6136931130378743,0.1038954590560747,0.8552158394149114,6264,no,6644
complement,gesamttonnage,5,0.4459014435435317,0.0289244741494945,0.939084045180124,6544,no,144296
monroe,clearfield,9,0.5887159369252255,0.142441561928474,0.80518347667665,6229,no,3856
alias,aliases,9,0.4363437246241083,0.085560995179051,0.836060123749559,6929,no,24360
milton,miltons,1,0.5323077358683319,0.169047571108168,0.7589701404885324,6182,no,2018
separately,gesonderten,4,0.5401215568285949,0.1243506181960725,0.812858050539955,6516,no,145540
dimensions,dimensionierten,9,0.5960202480765542,0.1993586390605861,0.7493538711114763,5817,no,200430
separation,geschlechtertrennung,8,0.515157092191204,0.1934398058132969,0.7270100866119397,6139,no,164622
auxiliary,truppentransport,5,0.4344316893391484,0.0933000013496696,0.8232056118746811,6262,no,31278
rivals,stadtrivalen,7,0.5845209033492675,0.0842703217671743,0.8739960714160055,6486,no,86609
colored,einfarbig,7,0.6142323815578202,0.0679540983967217,0.9003877966018179,5987,no,211958
remarks,äußerung,2,0.6417781724371674,0.0296028112601893,0.9559075815684204,6311,no,133993
eating,verzehrt,3,0.6591807194708007,0.0333220948995951,0.9518816469650152,5652,no,879297
pocket,cartridge,7,0.4284524974322399,0.1019054454359312,0.8078553422150567,6828,no,311292
commanders,befehlshabers,7,0.6778205716815268,0.1122080653353053,0.8579696227734152,6555,no,31867
maker,firmengründer,3,0.5317298620364238,0.0510481101476528,0.9124055599487744,6365,no,197567
joy,anmut,9,0.5098503779226413,0.1556251850460484,0.7661444030314146,5860,no,370645
jumping,eisstockschießen,7,0.5271203579451627,0.0986982444740818,0.8422893725233778,6958,no,152327
algorithm,polynomial,7,0.6625913720652219,0.1366783142884406,0.8289959989450132,6024,no,99003
revolt,aufständen,8,0.6819500786918951,0.0784450398320439,0.8968364762989015,6820,no,34363
chilean,peruanischen,5,0.7285516890412318,0.1215879741036383,0.8569788243335744,6293,no,679
submit,vorzuschreiben,3,0.576719150710571,0.0469301240185687,0.92474917245923,6303,no,444189
activated,aktivierter,7,0.5599614898196983,0.1058935883644784,0.8409660122240772,6700,no,95196
macedonia,bulgarien,9,0.6884497775484334,0.1251358107926173,0.8461921983552133,6007,no,554
armstrong,armstrongs,1,0.6816803268584744,0.1128270748303816,0.857991159565601,5749,no,1876
janeiro,brasilien,7,0.6932477873893125,0.1666913668417486,0.8061591148378393,6777,no,954
consumption,energieverbrauchs,6,0.623041508503547,0.0999977369044607,0.861698050915573,5695,no,423879
clients,geschäftspraktiken,5,0.591610723802575,0.1073858355517808,0.8463714390082689,5846,no,1475341
fees,vergütungen,6,0.6395691731512199,0.0818056740882529,0.886597551326743,6969,no,777365
apollo,apollon,6,0.5511495549973708,0.2201428419066976,0.7145792661896568,6807,no,2219
judgment,urteils,6,0.6027728630091478,0.0243220177023471,0.961214772356694,5518,no,320397
louise,pauline,3,0.6768446655831651,0.0922341098198923,0.8800719604158177,5559,no,1594
treasury,reichsfinanzministerium,9,0.5831397015149942,0.0931372075472019,0.8622794800485547,6847,no,37539
burke,hickey,2,0.5746504798606709,0.1443086397455288,0.7992811610421299,6582,no,1716
bicycle,fahrradfahrer,2,0.666786301099846,0.0310712421369965,0.955476239473059,6473,no,131062
withdraw,zurückziehen,1,0.7400117993607718,0.0211444155261392,0.9722206623126888,5805,yes,104196
abilities,fertigkeit,8,0.6118524683703614,0.2356636030115302,0.7219361249076067,5485,no,284599
bach,matthäuspassion,2,0.6337158280607806,0.0191889773148384,0.9706098390502748,6928,no,1550
copied,kopierte,2,0.7330663469506471,0.10130585111582,0.8785843399976878,5940,no,82587
chi,hong,3,0.5179933895186835,0.1126879921708792,0.8213234202839571,5654,no,31885
elliott,clark,7,0.5839249393947242,0.0359456168208615,0.9420110917345138,6716,no,1435
dominican,kuba,6,0.59569475861459,0.1934514097575836,0.7548598504170282,5429,no,1754
estonia,lettland,1,0.7921478562372829,0.0421409336122556,0.949488793179331,5651,no,625
malcolm,craig,9,0.5520163358749568,0.1615612820730794,0.7735897567279856,6383,no,1247
observatory,observatorio,9,0.6835568001594885,0.0879092699163137,0.8860490780784747,6306,no,13249
shorts,langfilme,3,0.4897179007385732,0.1845194513842038,0.7263286425718471,6606,no,110397
windsor,buckingham,7,0.5918983323326688,0.1378646595341286,0.8110829665649956,6223,no,3303
abstract,abstraktes,7,0.6480107460385867,0.1252835183931955,0.837987265449002,5863,no,137841
craft,begleitschiffe,7,0.5009111874178622,0.0246515983000348,0.9530948557052764,5439,no,246536
scorer,torschützen,3,0.6832244801274427,0.0383622798732454,0.9468362198424914,6891,no,24786
thunder,thunder,0,0.6812304347862415,0.0,1.0,6391,yes,37707
morocco,tunesien,2,0.7894627254625931,0.0724975028932969,0.915892287708472,5611,no,2393
theological,theologischer,4,0.7468538897466723,0.1062800925668119,0.875423913746107,5664,no,60650
