en,fi,position,score,rel_score,ratio_score,index,correctness,freqs
believing,uskomasta,4,0.61909871319209,0.0279086959163523,0.9568649515856243,6739,no,132318
staged,järjestetty,0,0.5625471643847346,0.0,1.0,7360,no,56716
separately,erillisellä,6,0.5595593589412562,0.0588129057259558,0.9048907768242046,6516,no,145540
monroe,harrison,5,0.5728778576749158,0.0162314607921649,0.9724474553646498,6229,no,3856
considerably,vähäisemmäksi,7,0.6305065388014743,0.1887834211295713,0.7695767916581572,6728,no,266110
destroyer,tukialus,4,0.7067346530686395,0.0288517436292889,0.960777219700085,6237,no,11629
teeth,kulmahampaat,5,0.6404612547761903,0.0702829975308839,0.901113519662318,6095,no,571089
intensity,voimakkuuden,1,0.7057563286485244,0.0135784099020641,0.9811236561028268,6997,no,195730
boom,räjähdysmäisen,7,0.4546797013973538,0.0353864410336108,0.9277925202951648,6505,no,114183
violated,rikkonut,5,0.674798579586758,0.0392682492635536,0.945007599181189,7584,no,76507
deceased,edesmenneet,0,0.6481336253375233,0.0,1.0,6242,no,91387
missionaries,lähetyssaarnaajaa,3,0.7377649638066297,0.0482863213970433,0.938571029262382,6962,no,45502
louisville,philadelphian,4,0.6707847620222456,0.0061216126598333,0.9909564854331464,6431,no,8400
honored,elämäntyöpalkinto,7,0.6140954933021517,0.0231549072079962,0.9636643504822284,6656,no,141792
soprano,äänialaltaan,5,0.6355583565640719,0.1109289329837764,0.85139876520742,7199,no,14198
objection,perustelun,0,0.7018693747465763,0.0,1.0,7582,no,55542
cornell,yale,6,0.5938196455352973,0.081709366390116,0.8790438827235184,6357,no,1558
destroying,tuhoamassa,8,0.7441313821137996,0.0612839620105938,0.9239101136355694,7698,no,95451
sometime,aikaisintaan,3,0.528546232064924,0.0385520177772021,0.9320188031122744,7093,no,158295
guild,ammattikunta,3,0.4504470460439111,0.071509953632572,0.8629964658450887,6118,no,38482
belfast,dubliniin,5,0.66405181918525,0.0656293240964076,0.910057530332705,6218,no,1350
breed,rodulle,9,0.6493488023350202,0.0763814146313438,0.8947523296595986,6261,no,173187
bigger,isompi,0,0.7432855388951638,0.0,1.0,6100,yes,606587
raiders,wolverines,4,0.4269557396898782,0.011989776139618,0.9726850469882112,6615,no,8322
atp,wta,1,0.4447102717067516,0.2787544645951079,0.6146951598221368,6688,no,498
libya,libyaan,7,0.731667157094365,0.0614859916932293,0.9224790423044829,7597,no,1274
aids,aidsia,3,0.5403226702442012,0.0376876382179172,0.9347976365366376,6204,no,142028
ecclesiastical,kirkollis,4,0.7013034822965285,0.0235214177573206,0.9675488276471004,7697,no,18994
geological,geologinen,2,0.7447284049892859,0.0156551579753405,0.9794114986990206,6183,yes,35650
dialect,murteet,7,0.7163437858828128,0.0538101405298249,0.9301306677997844,5852,no,28135
trinidad,trinidadissa,8,0.6971083634072295,0.0550723897920056,0.9267830377768012,6580,no,2154
ahmed,abdel,6,0.6997278442901594,0.0281015476632877,0.9613899246527198,6038,no,1089
commitment,vastuullisuus,2,0.6112524708052998,0.0159420863074106,0.9745819122206671,6253,no,605347
stamp,postimerkkiä,3,0.6446999746915278,0.0197225020835304,0.9703163231634508,6892,no,105708
elephant,leijonaa,1,0.6183911934673615,0.0157321814329849,0.975190661540497,7449,no,73184
questioned,kiistänyt,8,0.6863367454737012,0.0396017468081374,0.9454475176214208,7240,no,113976
hybrid,hybridi,0,0.5750607537210134,0.0,1.0,5891,yes,170137
vague,epämääräisesti,9,0.579354645311337,0.0639757074458466,0.9005554344332429,7095,no,84240
believing,väittää,3,0.62080907534528,0.0261983337631623,0.9595084485983508,6739,no,132318
carlo,giovanni,6,0.5720753434971693,0.0792220328597717,0.8783627330069969,6367,no,1377
closest,lähempää,6,0.5539927004030193,0.0502197153129797,0.9168840063415964,6196,no,152420
tubes,putki,8,0.5830721867131514,0.0959530438243059,0.8586900169403752,7382,no,102654
roberto,roberto,0,0.7274943536048509,0.0,1.0,6835,yes,670
walt,disneyn,5,0.526350669881129,0.1321847949862913,0.7992745994129512,6750,no,4780
coordinates,koordinaatteja,1,0.6893748645396354,0.0143815072147717,0.9795646507911256,6616,yes,57496
easter,joulun,6,0.618524360815699,0.066940080813389,0.9023434670742396,7313,no,14774
extraordinary,ainutlaatuiseksi,8,0.4791687109353146,0.0381886961591667,0.9261850789502806,6401,no,264752
bach,händelin,5,0.566608251074061,0.0598107304843991,0.9045196070917316,6928,no,1550
grain,viljaa,1,0.6576841800065083,0.0204461672325405,0.9698492077285946,6518,yes,179534
nationwide,maanlaajuista,1,0.6252991806591709,0.0067880844847758,0.9892608428312032,6297,no,172153
salmon,kalastus,4,0.4980733118219305,0.0467302479476243,0.9142255091589516,7441,no,122257
fiji,seelantia,7,0.6241925118397311,0.039734496399576,0.9401523120667292,7171,no,784
monks,munkkia,5,0.6099317284166907,0.1210997797767199,0.8343439668202642,6971,no,48106
patricia,elizabeth,6,0.6077924555389634,0.055589986780223,0.9162022036852824,7341,no,1959
holders,myöntämiä,5,0.511647994089792,0.0379124970833231,0.9310130591768097,7132,no,138931
reserved,haltijoille,5,0.491835211283009,0.065850868066756,0.8819212626868238,6839,no,142397
cleaning,pestä,9,0.5766100395736962,0.0715768334438369,0.8895737688876325,7468,no,545170
reds,ottelusarja,8,0.4476558507332673,0.034565023467957,0.9283211795316568,7351,no,26089
adolf,karl,9,0.6092532796516892,0.1545002823307032,0.7977092480856213,7702,no,2475
cleaned,tyhjennetty,2,0.5848475746172453,0.0247519039405463,0.9593964483055248,6535,no,148462
jacksonville,miami,8,0.645824563506295,0.0587580592524147,0.9166058637348244,7128,no,11188
mentor,oppilas,2,0.5535815779866774,0.0452160200828662,0.9244886415232164,7606,no,118604
objection,perusteluni,8,0.6615721321990837,0.0402972425474925,0.942585837197922,7582,no,55542
demanded,kehottivat,6,0.6617862412893727,0.0904916946493143,0.8797097584200718,6938,no,125249
penny,annin,9,0.4498026175640268,0.1341094658876372,0.7703259280149171,7655,no,117246
nurse,sairaanhoitajan,1,0.7466257162444954,0.0354713415547292,0.9546458573127184,6485,no,203370
servant,palvelijatar,3,0.5940946216771894,0.0812219299839799,0.8797276184269627,6359,no,89915
diagram,diagrammin,1,0.5910197512946718,0.01734009377757,0.9714969784445404,7668,no,85413
bang,jang,1,0.4651337779167491,0.0906707486622079,0.8368657606653599,7150,no,78568
performs,suorittaen,7,0.4822864254870818,0.0598968191148149,0.8895266135367301,7218,no,138111
moderate,voimakkaasti,4,0.5165257365774171,0.0116908261395439,0.9778673616756536,5932,no,202965
minneapolis,minneapolisissa,2,0.6726480920238871,0.0140290899508325,0.9795695993414428,7019,no,9027
compatible,yhteensopivat,3,0.7749815165910734,0.0294409618032749,0.9634011199413024,7510,no,183911
sheep,lampaiden,1,0.679938169342871,0.0347926484975794,0.9513206264105064,6084,no,141415
assassination,salamurha,0,0.7936728596758341,0.0,1.0,6509,yes,51835
decree,määräys,5,0.57997303435433,0.0351172410487763,0.9429071756568386,7665,no,48860
educator,kasvatustieteilijä,4,0.6443125850776964,0.0493940626340133,0.9287969016918798,7149,no,50050
referendum,kansalaisaloite,7,0.6837283765834872,0.1403821748773692,0.8296561369970069,6669,no,55261
suburban,esikaupunkialuetta,9,0.5860259453392345,0.051215925995344,0.9196287496173432,6459,no,61497
betty,bonnie,1,0.6084079499733666,0.0072657688979897,0.9881986697250787,6440,no,3717
fees,maksujen,4,0.7138975395061118,0.0563169605379751,0.9268814589510432,6969,no,777365
joshua,josh,4,0.5492580306109156,0.0588170892717181,0.9032733171469496,7045,no,3272
technically,teknisesti,2,0.641887401391094,0.0213907710891739,0.9677499245766144,6143,yes,114018
divorced,naimisissa,0,0.7603868867849178,0.0,1.0,6564,no,65435
fitness,liikuntaan,8,0.5211973510341156,0.073130777058624,0.876952185834939,7592,no,485398
geoffrey,ian,4,0.5724138392189161,0.077388552343959,0.8809044821182828,7416,no,382
hydrogen,vetyyn,8,0.7375159178000313,0.0469615590216865,0.9401365107231,6156,no,100436
linguistic,kielitieteen,7,0.6858523027067419,0.0628353286701676,0.916072703706074,7439,no,45811
innocent,vainoaa,9,0.5447181698211646,0.0457492450196949,0.9225202883853886,6631,no,186939
firing,ampumista,3,0.6284961053684319,0.0635153386882805,0.9082163463714696,5879,no,105682
defining,määrittele,2,0.6885677150755951,0.0299417457518336,0.9583279728601584,6184,no,116062
santo,santon,6,0.6033661966282042,0.083128009899118,0.878909378828371,7355,no,890
frog,kissanpentu,5,0.4598399964941798,0.0324422274160473,0.934098316290284,7094,no,37503
floors,kerroksisen,6,0.7045081319321811,0.023967077811521,0.9670996658624068,7490,no,182335
treasure,aarteista,3,0.634801772551563,0.0602836373984922,0.9132716116098252,6831,no,139897
vandal,vandaaliksi,2,0.6446679482985165,0.0606764291557337,0.9139761638495952,7210,no,1865
clara,diegon,5,0.5018981701393459,0.0580529956001738,0.8963248955406601,7079,no,6260
observer,tarkkailijan,0,0.5243468678162531,0.0,1.0,6119,yes,57335
paradise,paratiisit,6,0.5308111980863921,0.0893487194055688,0.8559263233797643,6542,no,88552
catholicism,katolilaisuus,0,0.785582820769918,0.0,1.0,7496,yes,736
leipzig,braunschweigissa,7,0.7012800790617312,0.046548681165775,0.9377548930431427,7354,no,190
bang,kong,7,0.4086522375600654,0.1471522890188916,0.735244529358853,7150,no,78568
meyer,schultzin,9,0.5303391795632639,0.0344635518935306,0.9389812584570212,7616,no,2007
assists,auttaen,5,0.4569840233808551,0.0326115166841918,0.9333909032752644,5871,no,165616
kingston,kingston,3,0.5766855125549277,0.0324168646817699,0.9467792839213092,6083,yes,2478
tasmania,australiaa,3,0.654857528114826,0.0311540689933252,0.95458667298825,6252,no,932
pregnant,lapsen,6,0.6303685729265349,0.0566892497150528,0.917489841688877,6768,no,379625
maya,maya,0,0.4689735233136056,0.0,1.0,7137,yes,5492
minimal,vähäinen,3,0.5929594117630984,0.0522477519304874,0.9190217423635112,6077,no,282593
operators,operaattorin,6,0.606647347132308,0.1237243679064297,0.830600822349935,5905,no,233328
breed,koirarotujen,5,0.6853942036607381,0.0403360133056259,0.944420099421745,6261,no,173187
pound,penniä,7,0.4349154779920737,0.0354766121526195,0.9245807638013068,6213,no,166639
dale,dale,0,0.5770359035575741,0.0,1.0,6167,yes,3913
accidentally,epähuomiossa,1,0.6365983190478026,0.1531208380897186,0.8061072259602609,6430,no,95770
wong,wang,8,0.615163280611668,0.0701090299050741,0.8976917222115582,7627,no,1322
elliott,clarkin,7,0.6171630867317718,0.0217559340882307,0.96594883955668,6716,no,1435
hopes,halu,2,0.6299591057556737,0.0077261622585678,0.987884050885122,6356,no,332841
mohammad,abdullahin,7,0.683479788898016,0.0527454078570446,0.9283569645680128,7257,no,712
slovakia,slovakialle,5,0.7471230020251273,0.0454302945340426,0.9426785621468284,6013,no,576
footnotes,lähdeluettelossa,6,0.5873430279116987,0.0347995458177057,0.9440649984631312,6318,no,15097
blair,thatcherin,2,0.6305050443512916,0.0044676479180856,0.9929640314103614,6772,no,3735
doug,mike,1,0.6869293915986009,0.0105214956572446,0.9849143561941084,5881,no,3130
sudan,sudaniin,3,0.7596712011912846,0.0350205417677348,0.9559319168998328,6195,no,1345
static,staattisen,5,0.5235978036543222,0.0659310709354644,0.888163118420041,7574,no,136961
arcade,pelikonsolien,6,0.5818851504041725,0.0202911086645928,0.9663037053370852,6479,no,45634
bots,käyttäjäryhmien,4,0.5808731129929511,0.0228743658833564,0.9621126933301152,6954,no,23643
curtis,wilson,2,0.6279487904783332,0.0088976647793139,0.9860285556968136,6010,no,1980
differential,differentiaalinen,0,0.6516943371584898,0.0,1.0,7438,no,55525
executives,yhtiöiden,8,0.5863973773480067,0.1153155079904129,0.8356656826462593,6519,no,186995
graph,lausekkeen,7,0.5997839890539066,0.0105990020489602,0.9826354891871912,5888,no,97838
boom,kysyntää,0,0.4900661424309646,0.0,1.0,6505,no,114183
richardson,anderson,8,0.6429011528567233,0.047324477838015,0.9314362206596396,6092,no,6934
rankings,sijaluku,7,0.5820044239172188,0.0861060826388592,0.8711199991709278,6553,no,151086
czechoslovakia,slovakialle,9,0.7040572775248856,0.1112298559041032,0.8635697150815009,7134,no,163
trailer,auton,5,0.5258647407173351,0.0764825786650194,0.8730257839556015,7480,no,187116
cheshire,yorkshire,0,0.7042995526719109,0.0,1.0,7566,no,1286
fur,nahka,2,0.4331469325870443,0.015553610761697,0.965336322872227,6894,no,95417
rotation,pyörimismäärä,7,0.554117234091714,0.0610113542893713,0.9008152840856528,6689,no,112783
marina,marinan,2,0.4632540222618625,0.0749508513324777,0.8607391812862508,7435,no,28908
loved,rakastat,3,0.6338944524596508,0.0827555367192185,0.8845244708451904,6254,no,845888
construct,rakennettava,4,0.6109848183980089,0.0914872591573547,0.8697638495814171,6781,no,164107
fairy,prinsessoja,8,0.5230789977586485,0.04973860091053,0.9131685181703788,7215,no,71200
posters,kansikuvia,8,0.6018413787857742,0.0400635284081742,0.937586505478966,7352,no,136915
griffin,johnson,6,0.5497262832697813,0.0622354845771842,0.8983016785572338,7151,no,4052
nottingham,nottinghamissa,4,0.7068787725863057,0.045878138435447,0.9390531820250252,6904,no,1490
unified,itsenäiset,7,0.4788178540141403,0.02432229674819,0.9516590025436488,6568,no,78099
slam,slamin,2,0.5008628457819193,0.0390836852971325,0.9276156377576386,7036,no,33767
pond,luusuan,5,0.5480353512872225,0.0784935059967741,0.8747168544844948,6458,no,114161
roberto,jorge,4,0.6593530336055833,0.0681413199992676,0.9063342283529536,6835,no,670
recruited,rekrytoi,7,0.6233437887880959,0.0933683478354157,0.8697268497847944,6610,no,61210
swift,keating,0,0.4299264845087088,0.0,1.0,7116,no,68512
