et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
hetk,rozplynie,5.0,0.437305009141231,0.0540682203415628,0.8899650670866347,14109.0,1585458.0,no,meaning
seoses,v súvislosti,3.0,0.4573732233137434,0.0873971750375551,0.8395706240609708,695.0,441101.0,yes,1
laupäev,nedele,3.0,0.5219900057722482,0.0300924230661019,0.9454928802399668,34506.0,339416.0,yes,not_basic_form
vahendusel,sprostredkovane,1.0,0.5304801628354745,0.0084644827799973,0.9842943373705272,3552.0,0.0,yes,1
eesotsas,predsedal,9.0,0.4378041662869649,0.1036281936106336,0.8086036201636841,3280.0,0.0,no,meaning
küll,tak,6.0,0.5277714814451699,0.064912045581581,0.8904777294769469,447.0,2924749.0,no,meaning
küll,pretože,7.0,0.520607260094355,0.072076266932396,0.8783899608379991,447.0,2924749.0,no,meaning
samasugune,bezpredmetný,5.0,0.4716374065689185,0.1025590765163678,0.8213867908676574,8596.0,232692.0,no,meaning
olemasolu,neexistenciu,1.0,0.5652011419869787,0.0693133235198183,0.890761633835319,1319.0,195567.0,no,antonymum
pidu,slávností,6.0,0.4752686396815866,0.0392858635775498,0.9236507244058362,13249.0,237563.0,yes,not_basic_form
pidu,slávnosti,1.0,0.5062616506973119,0.0082928525618246,0.9838834321548086,13249.0,237563.0,yes,not_basic_form
näitleja,pornoherečka,5.0,0.6208353833548701,0.0764316192708574,0.8903840007012584,164.0,214001.0,no,meaning
miski,nečudujem,7.0,0.5084346807455661,0.0327238156983994,0.939530071294394,3749.0,3791215.0,no,meaning
märkmed,autobiografické,6.0,0.4658035247574889,0.0548936318846945,0.8945766628750448,19407.0,0.0,no,meaning
pidu,fašiangová,8.0,0.4568724389740165,0.05768206428512,0.8878990195989587,13249.0,237563.0,no,meaning
põlema,zapálili,4.0,0.4990270217164556,0.0236756124454572,0.9547053890718992,7714.0,187965.0,yes,not_basic_form
põhimõte,princípu,4.0,0.5565948987166881,0.0555371011810914,0.9092726712696516,9027.0,347800.0,yes,not_basic_form
olud,nepolitické,2.0,0.4936097780781466,0.0246276342858839,0.9524780849504078,32436.0,0.0,no,meaning
vangist,spoluväzeň,6.0,0.5250626675040682,0.0513705552788193,0.9108820358569653,47942.0,0.0,no,meaning
meenutama,pripomínalo,7.0,0.4416780164198956,0.0625091029211998,0.8760200320014306,63154.0,397439.0,yes,not_basic_form
jutumärgid,uvedieš,1.0,0.5637042147182599,0.0284259563711283,0.9519937375951796,54936.0,0.0,no,meaning
ripsmed,rozkonárené,6.0,0.6621815896035457,0.054087612328054,0.924487033391645,68151.0,0.0,no,meaning
pood,nocľaháreň,7.0,0.5087812286513974,0.0481874050210419,0.9134827311489472,16503.0,513985.0,no,meaning
raadio,rádio,0.0,0.7007345061955847,0.0,1.0,1163.0,148117.0,yes,1
põhi,tlak_v_komore,7.0,0.3608822828518689,0.0265279255787539,0.9315249701699472,5547.0,317683.0,no,meaning
küll,len,2.0,0.5460536220515712,0.0466299049751798,0.9213241083161146,447.0,2924749.0,no,meaning
sisemine,rozťahovanie,3.0,0.4796889045952308,0.0797577254958294,0.8574346126942485,7545.0,148597.0,no,meaning
elama,presťahovať,3.0,0.5692016493073067,0.0247961490261633,0.958255486643668,1285.0,1552401.0,no,meaning
põhi,vhĺbená,3.0,0.3674141673150846,0.0199960411155383,0.948385353095002,5547.0,317683.0,no,meaning
selts,muzeálna,1.0,0.4233836347622212,0.02081349720592,0.9531435578755316,507.0,185095.0,no,meaning
vangi,odsúdená,1.0,0.536437805979356,0.0016364648722779,0.9969586635880436,2022.0,0.0,no,meaning
samuti,a,2.0,0.5607422525529899,0.0552292257547826,0.9103380145026988,108.0,1933240.0,no,meaning
mahtuma,odpracovať,3.0,0.4581724858936734,0.0180176393486449,0.9621629294822602,112332.0,213662.0,no,meaning
teie,pošlem,9.0,0.4987220430316132,0.0391780562490723,0.927164809410774,5787.0,7.0,no,meaning
elama,odsťahoval,1.0,0.5932942383651791,0.0007035599682908,0.9988155512187676,1285.0,1552401.0,no,meaning
ettevõte,spoločnosť,2.0,0.5901735397531904,0.0347359084637574,0.9444144930711652,1464.0,1428160.0,yes,1
hindamine,dolaďovanie,9.0,0.5613713829445219,0.0393438312468695,0.9345050194877628,6466.0,229765.0,no,meaning
Kalad,-,0.0,0.0,0.0,0.0,0.0,4.0,no,not_language
ahi,halečka,0.0,0.3834526482286373,0.0,1.0,24131.0,169140.0,no,meaning
ammu,dávno,0.0,0.5036000333340518,0.0,1.0,8069.0,270403.0,yes,1
demokraatia,demokratizmu,0.0,0.6264147977216918,0.0,1.0,4098.0,110824.0,yes,not_basic_form
dressid,-,0.0,0.0,0.0,0.0,0.0,0.0,no,not_language
eel,počas,0.0,0.3924987122198208,0.0,1.0,4673.0,106733.0,no,meaning
eeldama,vyplývať,0.0,0.5456510154242704,0.0,1.0,81721.0,262727.0,no,meaning
eesotsas,čele,0.0,0.5414323598975985,0.0,1.0,3280.0,0.0,no,meaning
elama,odsťahovať,0.0,0.59399779833347,0.0,1.0,1285.0,1552401.0,no,meaning
enese,sebauvedomenie,0.0,0.4803244727830469,0.0,1.0,4048.0,0.0,no,meaning
hetk,okamih,0.0,0.4913732294827939,0.0,1.0,14109.0,1585458.0,yes,1
hindamine,skvalitňovanie,0.0,0.6007152141913915,0.0,1.0,6466.0,229765.0,no,meaning
jutumärgid,होना,0.0,0.5921301710893883,0.0,1.0,54936.0,0.0,no,symbol
juur,dužinatý,0.0,0.4577578918909989,0.0,1.0,14600.0,128780.0,no,meaning
kalad,potápky,0.0,0.560395255730368,0.0,1.0,7921.0,0.0,no,meaning
kanal,kanál,0.0,0.6335098654678661,0.0,1.0,2145.0,195056.0,yes,1
kell,utc,0.0,0.7351745003912207,0.0,1.0,138.0,1860327.0,no,shortcut
kilo,kilogramov,0.0,0.4698170086066165,0.0,1.0,17521.0,106652.0,yes,not_basic_form
koht,miesto,0.0,0.6209155468624924,0.0,1.0,290.0,2726920.0,yes,1
kuivõrd,pretože,0.0,0.4970680914933941,0.0,1.0,7306.0,101438.0,no,meaning
küll,ale,0.0,0.592683527026751,0.0,1.0,447.0,2924749.0,no,meaning
lastevanemad,-,0.0,0.0,0.0,0.0,0.0,0.0,no,not_language
laul,pieseň,0.0,0.6462666277417098,0.0,1.0,752.0,392297.0,yes,1
laupäev,nedeľou,0.0,0.5520824288383501,0.0,1.0,34506.0,339416.0,no,meaning
linn,mesto,0.0,0.6972345930735921,0.0,1.0,114.0,1549647.0,yes,1
lugu,singel,0.0,0.4636013236583134,0.0,1.0,902.0,1104562.0,yes,near_equivalent
läbirääkimised,rokovania,0.0,0.6105785531677306,0.0,1.0,8527.0,0.0,yes,1
lõplik,definitívny,0.0,0.4926691976939287,0.0,1.0,5056.0,122888.0,yes,near_equivalent
maantee,mimoúrovňovo,0.0,0.5823607884245126,0.0,1.0,877.0,219004.0,no,meaning
mahtuma,nahrádzať,0.0,0.4761901252423183,0.0,1.0,112332.0,213662.0,no,meaning
matused,obetiská,0.0,0.4907903692674414,0.0,1.0,18043.0,0.0,no,meaning
meenutama,pripomínať,0.0,0.5041871193410955,0.0,1.0,63154.0,397439.0,yes,1
minister,minister,0.0,0.6882824356240435,0.0,1.0,2924.0,305397.0,yes,1
miski,indivíduum,0.0,0.5411584964439655,0.0,1.0,3749.0,3791215.0,no,meaning
märkmed,životopisné,0.0,0.5206971566421834,0.0,1.0,19407.0,0.0,no,meaning
näitleja,herec,0.0,0.6972670026257275,0.0,1.0,164.0,214001.0,yes,1
näpp,prstnatec,0.0,0.5369307289499284,0.0,1.0,132113.0,115253.0,no,meaning
nõu,mašle,0.0,0.4114749479527541,0.0,1.0,4848.0,282856.0,no,meaning
olud,politické,0.0,0.5182374123640306,0.0,1.0,32436.0,0.0,no,meaning
organism,organizmus,0.0,0.7495883094246357,0.0,1.0,8166.0,187605.0,yes,1
paiknema,nachádzať,0.0,0.5519586494294515,0.0,1.0,48196.0,116486.0,no,meaning
peamiselt,prevažne,0.0,0.5930918443039315,0.0,1.0,239.0,307417.0,yes,1
pidu,fašiangov,0.0,0.5145545032591365,0.0,1.0,13249.0,237563.0,no,meaning
pood,predajňa,0.0,0.5569686336724393,0.0,1.0,16503.0,513985.0,yes,1
prillid,krémové,0.0,0.5078409315945991,0.0,1.0,27376.0,0.0,no,meaning
põhi,ďe,0.0,0.3874102084306229,0.0,1.0,5547.0,317683.0,no,meaning
põhimõte,princíp,0.0,0.6121319998977796,0.0,1.0,9027.0,347800.0,yes,1
püksid,trenírky,0.0,0.5712977591559507,0.0,1.0,10577.0,0.0,no,meaning
raadio,rádio,0.0,0.7007345061955847,0.0,1.0,1163.0,148117.0,yes,1
samasugune,podobný,0.0,0.5741964830852864,0.0,1.0,8596.0,232692.0,yes,near_equivalent
samuti,tiež,0.0,0.6159714783077725,0.0,1.0,108.0,1933240.0,yes,1
selge,všakže,0.0,0.4619588796469904,0.0,1.0,1830.0,764054.0,no,meaning
seoses,súvislosti,0.0,0.5447703983512986,0.0,1.0,695.0,441101.0,yes,not_basic_form
sisemine,vnútorný,0.0,0.5594466300910603,0.0,1.0,7545.0,148597.0,yes,1
suhkur,kakaový,0.0,0.5758375285921884,0.0,1.0,28078.0,157996.0,no,meaning
sundima,naštvať,0.0,0.5165135027742004,0.0,1.0,98623.0,292004.0,no,meaning
sõbralik,netrpezlivý,0.0,0.558562639659356,0.0,1.0,27328.0,132673.0,no,meaning
süles,zaspí,0.0,0.5325604925879412,0.0,1.0,67682.0,0.0,no,meaning
sülle,hrýzť,0.0,0.571456548982222,0.0,1.0,105259.0,5.0,no,meaning
te,te,0.0,0.571742209338844,0.0,1.0,2240.0,44.0,no,not_language
tüüp,typ,0.0,0.6363750003470037,0.0,1.0,2340.0,374774.0,yes,1
vahendusel,sprostredkovanie,0.0,0.5389446456154718,0.0,1.0,3552.0,0.0,no,pos_tag
vangi,odsúdený,0.0,0.538074270851634,0.0,1.0,2022.0,0.0,no,meaning
vangis,väzení,0.0,0.5838100178572523,0.0,1.0,10569.0,5.0,yes,not_basic_form
vangist,väzení,0.0,0.5764332227828876,0.0,1.0,47942.0,0.0,yes,not_basic_form
vms,alebo,0.0,0.4653199338251147,0.0,1.0,4386.0,230297.0,no,shortcut
vuntsid,zaguľatené,0.0,0.5388606363928279,0.0,1.0,136693.0,0.0,no,meaning
võimalik,možné,0.0,0.7033733459275844,0.0,1.0,209.0,2337813.0,yes,not_basic_form
õde,dcérku,0.0,0.5704498593560264,0.0,1.0,1463.0,229863.0,no,meaning
õpingud,študovať,0.0,0.5473789827262378,0.0,1.0,6881.0,3.0,no,meaning
raadio,rádio,0.0,0.7007345061955847,0.0,1.0,1163.0,148117.0,yes,1
organism,organizmu,2.0,0.6711337104133102,0.0784545990113255,0.8953364159700606,8166.0,187605.0,yes,not_basic_form
võimalik,nemožné,2.0,0.5671300433076416,0.1362433026199427,0.8063001627673709,209.0,2337813.0,no,antonymum
hetk,predzvesti,3.0,0.4388661475165761,0.0525070819662177,0.8931421599392272,14109.0,1585458.0,no,meaning
õde,dcérku,0.0,0.5704498593560264,0.0,1.0,1463.0,229863.0,no,meaning
põhi,švp,4.0,0.3634630447593897,0.0239471636712331,0.938186544520234,5547.0,317683.0,no,shortcut
üheksa,šesť,0.0,0.5703565002273117,0.0,1.0,2881.0,166919.0,no,meaning
mahtuma,nahrádzať,0.0,0.4761901252423183,0.0,1.0,112332.0,213662.0,no,meaning
kalad,loviace,1.0,0.5445681956042769,0.015827060126091,0.9717573267006632,7921.0,0.0,no,meaning
matused,pochované,1.0,0.4752036036840425,0.0155867655833989,0.9682415007314348,18043.0,0.0,no,meaning
miski,indivíduu,2.0,0.5218264706733439,0.0193320257706216,0.9642765919824684,3749.0,3791215.0,no,meaning
õpingud,univerzite,4.0,0.5352560581455996,0.0121229245806381,0.9778527766625976,6881.0,3.0,no,meaning
laupäev,nedeľa,2.0,0.5316580333271056,0.0204243955112445,0.9630048078975816,34506.0,339416.0,no,meaning
süles,odťal,2.0,0.5071048243930236,0.0254556681949176,0.9522013582509332,67682.0,0.0,no,meaning
vangist,väzenia,1.0,0.5657193682544697,0.0107138545284178,0.981413537414284,47942.0,0.0,yes,not_basic_form
lõplik,definitívny,0.0,0.4926691976939287,0.0,1.0,5056.0,122888.0,yes,near_equivalent
sülle,uhryzne,3.0,0.5170779037882278,0.0543786451939941,0.9048420299131336,105259.0,5.0,no,meaning
vuntsid,netrčali,1.0,0.5210410293704018,0.0178196070224261,0.9669309542784348,136693.0,0.0,no,meaning
näpp,cvrček,1.0,0.5227608543602229,0.0141698745897055,0.9736094922013172,132113.0,115253.0,no,meaning
sõbralik,bojazlivý,2.0,0.5452962691743719,0.0132663704849841,0.976249090893235,27328.0,132673.0,no,meaning
näpp,prstnatec,0.0,0.5369307289499284,0.0,1.0,132113.0,115253.0,no,meaning
näitleja,herečka,2.0,0.6458701338818658,0.0513968687438617,0.9262881097910636,164.0,214001.0,yes,1
õde,manželka,1.0,0.5635995841119386,0.0068502752440878,0.987991450726588,1463.0,229863.0,no,meaning
sõbralik,hanblivý,4.0,0.5323309408487049,0.0262316988106511,0.9530371404241272,27328.0,132673.0,no,meaning
põlema,výbuchu,3.0,0.5160530738253156,0.0066495603365972,0.987278502341472,7714.0,187965.0,no,meaning
ammu,neskutočne,3.0,0.4169942277784648,0.0866058055555869,0.8280266087708161,8069.0,270403.0,no,meaning
enda,púheho,3.0,0.4199851345888169,0.0203282932288522,0.9538322205397968,388.0,72.0,no,meaning
nõu,mašle,0.0,0.4114749479527541,0.0,1.0,4848.0,282856.0,no,meaning
püksid,trenírky,0.0,0.5712977591559507,0.0,1.0,10577.0,0.0,no,meaning
vangis,väzení,0.0,0.5838100178572523,0.0,1.0,10569.0,5.0,yes,not_basic_form
küll,ale,0.0,0.592683527026751,0.0,1.0,447.0,2924749.0,no,meaning
sisemine,rebrovanie,4.0,0.4784362142614533,0.081010415829607,0.8551954530203872,7545.0,148597.0,no,meaning
madalale,nižšiemu,2.0,0.4925523010138461,0.0055052803900048,0.9889464981649564,24269.0,26.0,yes,2nd_grade
te,te,0.0,0.571742209338844,0.0,1.0,2240.0,44.0,no,not_language
vms,spravidla,4.0,0.4239048688127304,0.0414150650123843,0.9109965810578196,4386.0,230297.0,no,shortcut
vangi,odsúdená,1.0,0.536437805979356,0.0016364648722779,0.9969586635880436,2022.0,0.0,no,meaning
sülle,zaspí,4.0,0.5112629865914242,0.0601935623907977,0.8946664230237558,105259.0,5.0,no,meaning
vms,prípadne,1.0,0.4332875334328251,0.0320324003922895,0.9311604810716564,4386.0,230297.0,no,shortcut
põhjendama,poukazovať,3.0,0.5385515464188964,0.0339067885381181,0.9407698578785404,96011.0,121083.0,no,meaning
üheksa,deväť,1.0,0.5632861927364472,0.0070703074908644,0.987603704896768,2881.0,166919.0,yes,1
võistlus,súťažílo,0.0,0.5617525230063986,0.0,1.0,4510.0,524195.0,no,pos_tag
põhjendama,odmietať,2.0,0.5556392059173259,0.0168191290396886,0.9706194704266964,96011.0,121083.0,no,meaning
kalad,živiace,3.0,0.5398038161277466,0.0205914396026213,0.9632555069086296,7921.0,0.0,no,meaning
juur,dužinatý,0.0,0.4577578918909989,0.0,1.0,14600.0,128780.0,no,meaning
selge,nijaký,4.0,0.4166576324295317,0.0453012472174587,0.901936624203271,1830.0,764054.0,no,meaning
tüüp,typ,0.0,0.6363750003470037,0.0,1.0,2340.0,374774.0,yes,1
lõplik,konečný,4.0,0.4391166964079985,0.0535525012859302,0.8913013000678809,5056.0,122888.0,yes,1
mahtuma,odpracovať,3.0,0.4581724858936734,0.0180176393486449,0.9621629294822602,112332.0,213662.0,no,meaning
pulmad,večierok,3.0,0.4954232054572101,0.0306835358037302,0.9416781170106472,23347.0,0.0,no,meaning
laupäev,piatok,4.0,0.5200154109848405,0.0320670178535096,0.9419162498596766,34506.0,339416.0,no,meaning
tellimus,objednaný,4.0,0.501529363098436,0.0105906446215009,0.979319994411754,41001.0,182512.0,no,pos_tag
hommik,večer,1.0,0.5626954162543916,0.0395713030897103,0.9342960488788,20865.0,659630.0,no,meaning
koht,miesto,0.0,0.6209155468624924,0.0,1.0,290.0,2726920.0,yes,1
selts,telovýchovné,4.0,0.4051104726020673,0.0390866593660739,0.9120060519236372,507.0,185095.0,no,meaning
ohver,smrteľník,1.0,0.4416109662095083,0.0259657842527245,0.9444673324175004,15518.0,186708.0,no,meaning
vuntsid,nohavičky,3.0,0.5093863368954934,0.0294742994973344,0.9453025559732148,136693.0,0.0,no,meaning
meenutama,pripomínať,0.0,0.5041871193410955,0.0,1.0,63154.0,397439.0,yes,1
peamiselt,prevažné,3.0,0.5056072289870102,0.0874846153169213,0.8524939835927172,239.0,307417.0,no,pos_tag
hindamine,posudzovanie,2.0,0.591347577956977,0.0093676362344145,0.9844058615245428,6466.0,229765.0,yes,near_equivalent
olud,apolitické,4.0,0.4791294455190324,0.0391079668449981,0.924536581281154,32436.0,0.0,no,meaning
süles,kĺžu,3.0,0.5041917802143341,0.0283687123736071,0.9467314741359214,67682.0,0.0,no,meaning
järgmine,predchádzajúci,0.0,0.5334274392022951,0.0,1.0,1855.0,1661707.0,no,meaning
paiknema,rozmiestnená,4.0,0.4925906826998235,0.0593679667296279,0.892441278362074,48196.0,116486.0,no,pos_tag
kuivõrd,nepochopiteľných,3.0,0.4712175377209275,0.0258505537724665,0.9479939384264215,7306.0,101438.0,no,meaning
olemasolu,existencia,3.0,0.5183487008066722,0.1161657647001248,0.8169218023936754,1319.0,195567.0,yes,1
pidu,fašiangov,3.0,0.5118568827402173,0.0102648188041901,0.9803401797438654,13249.0,237563.0,no,meaning
ripsmed,bŕv,5.0,0.6719557901244229,0.0362767712292495,0.9487784476332006,68151.0,0.0,no,meaning
märkmed,cestopisné,1.0,0.5240569440538414,0.0229439031819065,0.9580550865728036,19407.0,0.0,no,meaning
eesotsas,predsedami,5.0,0.4389702944374503,0.058152434462948,0.8830219760991873,3280.0,0.0,no,meaning
ohver,hriešnik,4.0,0.4660612664375364,0.1210424153010941,0.7938312787570282,15518.0,186708.0,no,meaning
tegelema,pauzovať,5.0,0.5156692603420736,0.013856107879003,0.97383296682168,4358.0,817278.0,no,meaning
kilo,kcal/kg,5.0,0.4117728271511465,0.0127652421172981,0.9699314548179508,17521.0,106652.0,no,shortcut
sundima,flirtovať,2.0,0.6314304403892197,0.0033820949018619,0.994672293450678,98623.0,292004.0,no,meaning
hindamine,odmocňovanie,7.0,0.6858672748991819,0.018588588661659,0.973612841310315,6466.0,229765.0,no,meaning
sõitma,vycestovať,4.0,0.5337622411857592,0.0994121380589916,0.842994060850077,13698.0,1406894.0,yes,near_equivalent
soodne,výhodný,5.0,0.5126634434673351,0.0553988002905735,0.9024775878007782,20879.0,137496.0,yes,1
eel,septembrového,3.0,0.3759281521302769,0.0248918069951789,0.9378977857053576,4673.0,106733.0,no,meaning
kalad,rybky,0.0,0.6045810359839999,0.0,1.0,7921.0,0.0,yes,1
vangi,velezrady,1.0,0.4968787422383427,0.0221315828817652,0.9573581067454804,2022.0,0.0,no,meaning
jutumärgid,ñ,5.0,0.573333385625872,0.0575123004730959,0.9088330129849324,54936.0,0.0,no,not_language
küll,hoci,1.0,0.5570132329082256,0.0101754805280664,0.9820597972297108,447.0,2924749.0,no,meaning
hommik,„večer,9.0,0.5558776545306369,0.1000734654783325,0.8474376177954173,20865.0,659630.0,no,meaning
meenutama,žať,6.0,0.5645267109405145,0.0340923937892079,0.9430482697263718,63154.0,397439.0,no,meaning
eesotsas,predsedov,4.0,0.448451428223159,0.0486713006772393,0.902093994404768,3280.0,0.0,no,meaning
õhtu,popoludnie,5.0,0.5953181448570187,0.0605191708333049,0.9077222820577028,10647.0,832578.0,no,meaning
enda,znechucuje,4.0,0.4115192589528231,0.0191109878222698,0.9556208883017662,388.0,72.0,no,meaning
samuti,rovnako,5.0,0.5000547993574277,0.0940120527017479,0.8417483615255084,108.0,1933240.0,yes,1
võimalik,umožňujúci,8.0,0.4807782618462289,0.0683718754618862,0.8754951136003734,209.0,2337813.0,no,meaning
maantee,úzkokoľajka,4.0,0.5199836885622747,0.0304475360350798,0.9446842136229598,877.0,219004.0,no,meaning
olemasolu,absenciu,5.0,0.4781604796664636,0.1050397911776698,0.8198907023386091,1319.0,195567.0,no,meaning
ettevõtlus,podnikateľskú,6.0,0.5809652140558648,0.0279362818396227,0.9541201950924132,31008.0,139413.0,no,pos_tag
miski,nechápeš,8.0,0.5242875867195127,0.0221776764748204,0.959416127668972,3749.0,3791215.0,no,meaning
raadio,vysielania,2.0,0.5308266082055724,0.0190626097113959,0.9653337270666864,1163.0,148117.0,no,meaning
vangist,odprisahať,7.0,0.4706896550776565,0.0347045748374532,0.9313316757825222,47942.0,0.0,no,meaning
enese,individualitu,5.0,0.4738444539323274,0.0325393674330869,0.93574169224967,4048.0,0.0,no,meaning
ammu,nepochybné,9.0,0.415661743935708,0.1360249321672726,0.7534380689993653,8069.0,270403.0,no,meaning
läbirääkimised,dohodovej,9.0,0.5399902858064911,0.1073627815086144,0.8341511194904796,8527.0,0.0,no,meaning
organism,organizmami,5.0,0.6183320325162931,0.0854137485507393,0.878629825075138,8166.0,187605.0,yes,not_basic_form
vangist,vyslobodí,0.0,0.5053942299151097,0.0,1.0,47942.0,0.0,no,meaning
küll,nezaujima,9.0,0.5127435066402782,0.0544452067960138,0.9040086561910592,447.0,2924749.0,no,meaning
eeldama,postulovať,8.0,0.6537127916719454,0.0339236730459329,0.9506662680260114,81721.0,262727.0,no,meaning
tüüp,typo,2.0,0.4414736862123989,0.208386776920502,0.6793361209945072,2340.0,374774.0,yes,not_basic_form
juur,koreňovú,7.0,0.4616364667315417,0.1181562374523368,0.7962095131592685,14600.0,128780.0,no,pos_tag
õnnelik,bezútešný,2.0,0.5353735503814427,0.0140989163279732,0.9743409958056564,9829.0,251656.0,no,antonymum
organism,jednobunkový,8.0,0.6105439522534823,0.0932018288135501,0.8675632148412517,8166.0,187605.0,no,meaning
matused,pohreby,0.0,0.6523287623239725,0.0,1.0,18043.0,0.0,yes,not_basic_form
suhkur,cukry,1.0,0.6237903788483222,0.0243099117590436,0.962490509398998,28078.0,157996.0,yes,not_basic_form
madalale, °,9.0,0.4540110081743712,0.0563451751905498,0.889596370089904,24269.0,26.0,no,not_language
hommik,popoludnie,3.0,0.5902819644412397,0.0656691555677296,0.8998871202981836,20865.0,659630.0,no,meaning
märkmed,lovecraftovej,2.0,0.5129922529350167,0.0340085943007312,0.937827163389979,19407.0,0.0,no,meaning
võimalik,umožnený,6.0,0.4899288560413274,0.0592212812667878,0.8921583056373522,209.0,2337813.0,no,meaning
teie,pošlem,3.0,0.5290851663309393,0.0166201299184279,0.9695437628466168,5787.0,7.0,no,meaning
laupäev,piatok,1.0,0.6211763206597226,0.0091448948744677,0.9854916911424002,34506.0,339416.0,no,meaning
ettevõtlus,podnikateľským,5.0,0.5817058041304597,0.0271956917650277,0.9553364674773344,31008.0,139413.0,no,pos_tag
eeldama,pýtať,9.0,0.6516391927462777,0.0359972719716006,0.947650722702192,81721.0,262727.0,no,meaning
enese,nevedomosť,4.0,0.4771819840788952,0.0292018372865191,0.942332602159802,4048.0,0.0,no,meaning
enda,vlastnu,3.0,0.412463340357182,0.0181669064179109,0.9578132131824008,388.0,72.0,no,meaning
laul,pesnička,0.0,0.5591577366042393,0.0,1.0,752.0,392297.0,yes,1
nõu,zhovievaví,6.0,0.4116503635010639,0.0467977890576549,0.8979213051760285,4848.0,282856.0,no,meaning
peamiselt,najmä,5.0,0.5049677980636079,0.0901228109677151,0.8485561532983771,239.0,307417.0,yes,1
soodne,priaznivejšie,9.0,0.4935404352872171,0.0745218084706914,0.8688140088703898,20879.0,137496.0,yes,2nd_grade
näitleja,pornoherec,3.0,0.6561388481480895,0.0967471164609653,0.8714983131459989,164.0,214001.0,no,meaning
vuntsid,obláčiky,6.0,0.5142761310608671,0.0333560137525893,0.9390904751145468,136693.0,0.0,no,meaning
hetk,chvíľkovej,9.0,0.4283105804924909,0.1024601706529739,0.8069596517293897,14109.0,1585458.0,yes,not_basic_form
lõplik,infinitezimálny,9.0,0.4615552768098868,0.1715138672376747,0.7290756170153996,5056.0,122888.0,no,meaning
kalad,rybku,9.0,0.548042569067026,0.0565384669169739,0.9064832279680202,7921.0,0.0,yes,not_basic_form
põhimõte,princípmi,4.0,0.5174301115609556,0.0388179501409231,0.9302146779223698,9027.0,347800.0,yes,not_basic_form
pulmad,nevesty,3.0,0.5510842751365995,0.0691487410559835,0.8885116734345003,23347.0,0.0,no,meaning
