et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
põhjendama,vynucovať,0,0.5724583349570145,0.0,1.0,96011,121083.0,no,meaning
te,te,0,0.4655114990006717,0.0,1.0,2240,44.0,no,not_language
järgmine,predchádzajúci,0,0.4733353040547937,0.0,1.0,1855,1661707.0,no,meaning
samuti,tiež,0,0.6279799731768412,0.0,1.0,108,1933240.0,yes,1
võimalik,možné,0,0.5491501373081152,0.0,1.0,209,2337813.0,yes,not_basic_form
pulmad,svadby,0,0.6202330161925831,0.0,1.0,23347,0.0,yes,not_basic_form
samuti,aj,0,0.5940668520591756,0.0,1.0,108,1933240.0,no,meaning
nõu,dôveru,0,0.4419932227680823,0.0,1.0,4848,282856.0,no,meaning
ahi,halečka,0,0.3834526482286373,0.0,1.0,24131,169140.0,no,meaning
sõitma,jazdiť,0,0.6349906096005389,0.0,1.0,13698,1406894.0,yes,1
õnnelik,šťastná,0,0.5437655843155929,0.0,1.0,9829,251656.0,yes,not_basic_form
esindus,ehp/ezvo,0,0.4898817938492258,0.0,1.0,11379,104355.0,no,not_language
nemad,jediní,0,0.4631460343683153,0.0,1.0,5796,0.0,no,meaning
vuntsid,netrčali,0,0.5465750135414799,0.0,1.0,136693,0.0,no,meaning
olemasolu,existenciu,0,0.5832002708441335,0.0,1.0,1319,195567.0,yes,not_basic_form
lugu,singel,0,0.4636013236583134,0.0,1.0,902,1104562.0,yes,near_equivalent
ettevõte,firma,0,0.6875611583195373,0.0,1.0,1464,1428160.0,yes,1
selts,združenie,0,0.4334062831003438,0.0,1.0,507,185095.0,yes,near_equivalent
läbirääkimised,rokovania,0,0.658803871658517,0.0,1.0,8527,0.0,yes,1
märkmed,lovecraftove,0,0.5470008472357479,0.0,1.0,19407,0.0,no,not_language
suhkur,cukor,0,0.6481002906073658,0.0,1.0,28078,157996.0,yes,1
vangi,väzenia,0,0.5943719611678014,0.0,1.0,2022,0.0,yes,not_basic_form
põlema,odpálili,0,0.5227026341619129,0.0,1.0,7714,187965.0,yes,near_equivalent
soodne,priaznivý,0,0.5680622437579086,0.0,1.0,20879,137496.0,yes,near_equivalent
põlema,spáliť,0,0.5629323226119971,0.0,1.0,7714,187965.0,yes,near_equivalent
eesotsas,predsedali,0,0.4971227289003983,0.0,1.0,3280,0.0,no,meaning
linn,mesto,0,0.6637032915767549,0.0,1.0,114,1549647.0,yes,1
kilo,kilogramov,0,0.5064065961010882,0.0,1.0,17521,106652.0,yes,not_basic_form
lugu,príbeh,0,0.4856305398807206,0.0,1.0,902,1104562.0,yes,1
eesotsas,čele,0,0.5414323598975985,0.0,1.0,3280,0.0,no,meaning
esindus,veľvyslancov,0,0.4994678847465672,0.0,1.0,11379,104355.0,no,meaning
sõbralik,netrpezlivý,0,0.558562639659356,0.0,1.0,27328,132673.0,no,meaning
esindus,zastupiteľstvo,0,0.52534915489853,0.0,1.0,11379,104355.0,yes,1
põhimõte,princíp,0,0.5562480617018788,0.0,1.0,9027,347800.0,yes,1
pidu,fašiangov,0,0.5145545032591365,0.0,1.0,13249,237563.0,no,meaning
miski,nedokážem,0,0.5464652631943332,0.0,1.0,3749,3791215.0,no,meaning
tegelema,zaoberať,0,0.6350929270616124,0.0,1.0,4358,817278.0,yes,1
mahtuma,nahrádzať,0,0.4761901252423183,0.0,1.0,112332,213662.0,no,meaning
juur,koreň,0,0.5797927041838786,0.0,1.0,14600,128780.0,yes,1
kuivõrd,ale,0,0.4966232642750894,0.0,1.0,7306,101438.0,no,meaning
põhimõte,princíp,0,0.6121319998977796,0.0,1.0,9027,347800.0,yes,1
samasugune,rovnaká,0,0.5792812576302966,0.0,1.0,8596,232692.0,yes,not_basic_form
jutumärgid,ς,0,0.6112446319685139,0.0,1.0,54936,0.0,no,symbol
kanal,kanál,0,0.6335098654678661,0.0,1.0,2145,195056.0,yes,1
märkmed,úryvky,0,0.5446196934941356,0.0,1.0,19407,0.0,no,meaning
seoses,súvislosti,0,0.5447703983512986,0.0,1.0,695,441101.0,yes,not_basic_form
hommik,ráno,0,0.6559511200089694,0.0,1.0,20865,659630.0,yes,1
tellimus,objednávkam,0,0.591525709468868,0.0,1.0,41001,182512.0,yes,not_basic_form
peamiselt,prevažne,0,0.6626682486147568,0.0,1.0,239,307417.0,yes,1
küll,ale,0,0.615666350319689,0.0,1.0,447,2924749.0,no,meaning
sülle,hrýzť,0,0.5464033599095763,0.0,1.0,105259,5.0,no,meaning
nemad,tí,0,0.5115364241830873,0.0,1.0,5796,0.0,yes,not_basic_form
te,te,0,0.571742209338844,0.0,1.0,2240,44.0,no,not_language
koht,miesto,0,0.4814785765286941,0.0,1.0,290,2726920.0,yes,1
elama,odsťahovať,0,0.59399779833347,0.0,1.0,1285,1552401.0,no,meaning
eel, počas,0,0.4106114876969755,0.0,1.0,4673,106733.0,no,meaning
põhi,hrubým,0,0.3982407014497278,0.0,1.0,5547,317683.0,no,meaning
olud,zverstvá,0,0.4540184621888192,0.0,1.0,32436,0.0,no,meaning
pood,predajňu,0,0.6181823555576068,0.0,1.0,16503,513985.0,yes,not_basic_form
enese,sebauvedomenie,0,0.4803244727830469,0.0,1.0,4048,0.0,no,meaning
mahtuma,vtesnať,0,0.6126846072537034,0.0,1.0,112332,213662.0,yes,near_equivalent
vms,alebo,0,0.4653199338251147,0.0,1.0,4386,230297.0,no,shortcut
linn,mesto,0,0.7087216111120549,0.0,1.0,114,1549647.0,yes,1
küll,ale,0,0.5671887134362921,0.0,1.0,447,2924749.0,no,meaning
kanal,kanál,0,0.7065876181687984,0.0,1.0,2145,195056.0,yes,1
süles,zaspí,0,0.5325604925879412,0.0,1.0,67682,0.0,no,meaning
küll,ale,0,0.592683527026751,0.0,1.0,447,2924749.0,no,meaning
kalad,potápky,0,0.560395255730368,0.0,1.0,7921,0.0,no,meaning
ammu,dávno,0,0.4862837535268698,0.0,1.0,8069,270403.0,yes,1
kiire,pomalého,0,0.5588901951452536,0.0,1.0,1916,532068.0,no,antonymum
enda,vlastného,0,0.4484385235187327,0.0,1.0,388,72.0,yes,not_basic_form
nõu,čašu,0,0.4584481525587188,0.0,1.0,4848,282856.0,no,meaning
vms,alebo,0,0.5149595447672425,0.0,1.0,4386,230297.0,no,shortcut
paiknema,nachádzať,0,0.5519586494294515,0.0,1.0,48196,116486.0,no,meaning
kuivõrd,pretože,0,0.4970680914933941,0.0,1.0,7306,101438.0,no,meaning
seoses,súvislosti,0,0.5365393673885535,0.0,1.0,695,441101.0,yes,not_basic_form
organism,organizmus,0,0.7076252307220212,0.0,1.0,8166,187605.0,yes,1
püksid,nohavice,0,0.6373345986843291,0.0,1.0,10577,0.0,yes,1
raadio,rádio,0,0.7007345061955847,0.0,1.0,1163,148117.0,yes,1
samasugune,podobný,0,0.5741964830852864,0.0,1.0,8596,232692.0,yes,near_equivalent
vangi,velezradu,0,0.5190103251201079,0.0,1.0,2022,0.0,no,meaning
ohver,mefistofeles,0,0.4675767504622328,0.0,1.0,15518,186708.0,no,meaning
suhkur,cukry,0,0.5805081828746148,0.0,1.0,28078,157996.0,yes,not_basic_form
maantee,nadjazd,0,0.5504312245973546,0.0,1.0,877,219004.0,no,meaning
olud,óky,0,0.4833960597814271,0.0,1.0,32436,0.0,no,meaning
meenutama,opomenúť,0,0.5986191047297225,0.0,1.0,63154,397439.0,no,meaning
hindamine,skvalitňovanie,0,0.6007152141913915,0.0,1.0,6466,229765.0,no,meaning
samuti,tiež,0,0.6159714783077725,0.0,1.0,108,1933240.0,yes,1
sundima,uvedomovať,0,0.5264838041584362,0.0,1.0,98623,292004.0,no,meaning
näpp,prstnatec,0,0.5369307289499284,0.0,1.0,132113,115253.0,no,meaning
matused,ostatky,0,0.5369036091156232,0.0,1.0,18043,0.0,no,meaning
madalale,zníženému,3,0.5375349283701703,0.0210369584178693,0.9623379570016702,24269,26.0,yes,not_basic_form
põlema,výbuchu,3,0.5160530738253156,0.0066495603365972,0.987278502341472,7714,187965.0,no,meaning
hommik,večer,1,0.5626954162543916,0.0395713030897103,0.9342960488788,20865,659630.0,no,meaning
hetk,okamihy,2,0.4583458131550275,0.0598772148301924,0.8844566690465554,14109,1585458.0,yes,not_basic_form
küll,tak,3,0.5474403279011191,0.0197483855351729,0.9651819842896237,447,2924749.0,no,meaning
juur,koreňu,1,0.5013948467979539,0.0783978573859247,0.864782952906801,14600,128780.0,yes,not_basic_form
märkmed,výpisky,4,0.5278343549620623,0.0167853385320733,0.9691797069907938,19407,0.0,yes,near_equivalent
laupäev,nedeľu,4,0.5924944557267718,0.0378267598074185,0.9399881221269686,34506,339416.0,yes,not_basic_form
küll,hoci,4,0.5437686063405036,0.0489149206862473,0.9174687359177446,447,2924749.0,no,meaning
üheksa,šesť,0,0.5703565002273117,0.0,1.0,2881,166919.0,no,meaning
suhkur,cukry,0,0.5805081828746148,0.0,1.0,28078,157996.0,yes,not_basic_form
ahi,havranka,4,0.3809890916778553,0.1662858589786824,0.6961566415945079,24131,169140.0,no,meaning
õnnelik,láskavý,3,0.5248329266974995,0.0246395400119164,0.9551578259062308,9829,251656.0,no,meaning
demokraatia,demokratizácia,4,0.6054151473298468,0.020999650391845,0.9664764458499032,4098,110824.0,no,meaning
õde,sestrami,4,0.5901255037761106,0.0890276169027157,0.8689137777741035,1463,229863.0,yes,not_basic_form
vms,spravidla,4,0.4239048688127304,0.0414150650123843,0.9109965810578196,4386,230297.0,no,shortcut
raadio,„rádio,2,0.6593400292639444,0.0413944769316403,0.940927017913848,1163,148117.0,yes,1
teie,odpoviem,3,0.5181211606381851,0.0125101680046201,0.9764239928377064,5787,7.0,no,meaning
vahendusel,sprostredkovali,3,0.555989197179588,0.0146765880435778,0.9742816401059712,3552,0.0,no,pos_tag
küll,ale,0,0.592683527026751,0.0,1.0,447,2924749.0,no,meaning
hetk,okamihov,3,0.4554556200563291,0.0627674079288909,0.8788795469531295,14109,1585458.0,yes,not_basic_form
vahendusel,sprostredkované,2,0.5622887542366491,0.0083770309865166,0.9853206005977024,3552,0.0,no,pos_tag
sülle,filomélu,3,0.519229501590911,0.0271738583186653,0.9502677686257964,105259,5.0,no,meaning
sõbralik,bojazlivý,2,0.5452962691743719,0.0132663704849841,0.976249090893235,27328,132673.0,no,meaning
vms,alebo,0,0.4653199338251147,0.0,1.0,4386,230297.0,no,shortcut
raadio,rádio_fm,1,0.5328895413175672,0.0169996765994011,0.9690852701862432,1163,148117.0,yes,near_equivalent
näpp,prstnatec,0,0.5369307289499284,0.0,1.0,132113,115253.0,no,meaning
ettevõte,firmy,1,0.6535526001991676,0.0340085581203697,0.9505374064417924,1464,1428160.0,yes,not_basic_form
lugu,„hallelujah,4,0.4403352063724833,0.02326611728583,0.9498143855538734,902,1104562.0,no,meaning
vangi,popravení,4,0.5466334342738324,0.047738526893969,0.9196824042638652,2022,0.0,no,meaning
sõbralik,priateľská,0,0.5707024318282019,0.0,1.0,27328,132673.0,yes,not_basic_form
kalad,živiace,3,0.5398038161277466,0.0205914396026213,0.9632555069086296,7921,0.0,no,meaning
paiknema,rozmiestniť,3,0.5373180668701147,0.041658150103071,0.9280485987475364,48196,116486.0,yes,1
õpingud,gymnáziu,1,0.5513210231134318,0.0293439441407932,0.9494649310779826,6881,3.0,no,meaning
sisemine,sterilita,3,0.4687974677891959,0.0668234296399297,0.8752411827830673,7545,148597.0,no,meaning
kanal,kanáli,1,0.5605959153312079,0.0325523814322502,0.9451193207333244,2145,195056.0,yes,not_basic_form
vangis,väzení,0,0.5838100178572523,0.0,1.0,10569,5.0,yes,not_basic_form
linn,mestké,3,0.5547196529319082,0.1540019581801467,0.782704582778981,114,1549647.0,no,pos_tag
hommik,hodine,4,0.5118978470778633,0.0549007619524258,0.9031388555339732,20865,659630.0,no,meaning
ohver,mefistofeles,0,0.4675767504622328,0.0,1.0,15518,186708.0,no,meaning
laupäev,nedeľa,2,0.5316580333271056,0.0204243955112445,0.9630048078975816,34506,339416.0,no,meaning
ettevõte,podnik,3,0.587992990606112,0.0374064398721377,0.9401879214320156,1464,1428160.0,yes,1
selge,nijaký,4,0.4166576324295317,0.0453012472174587,0.901936624203271,1830,764054.0,no,meaning
miski,indivíduum,0,0.5411584964439655,0.0,1.0,3749,3791215.0,no,meaning
olemasolu,neexistenciu,1,0.5369587281789978,0.0462415426651356,0.9207106975478512,1319,195567.0,no,antonymum
miski,indivíduá,1,0.5302410301869649,0.0109174662570006,0.9798257509976448,3749,3791215.0,no,meaning
vms,viacslovné,4,0.4273851711951447,0.0875743735720977,0.8299393137538976,4386,230297.0,no,shortcut
esindus,zastupiteľstvo,0,0.52534915489853,0.0,1.0,11379,104355.0,yes,1
samuti,a,3,0.5737299898253128,0.0542499833515284,0.9136119212893252,108,1933240.0,no,meaning
peamiselt,hlavne,2,0.5490986693738993,0.0459919396574237,0.9227143917927244,239,307417.0,yes,near_equivalent
nõu,dôverujem,3,0.4233070299308268,0.0186861928372554,0.9577228973778624,4848,282856.0,no,meaning
lõplik,konečný,0,0.6330691440475615,0.0,1.0,5056,122888.0,yes,1
sisemine,retencia,4,0.4683562356279231,0.0672646618012025,0.874417405810603,7545,148597.0,no,meaning
olud,nástupy,2,0.4455214805741904,0.0378745792072366,0.9216489699474132,32436,0.0,no,meaning
seoses,súvise,1,0.4829790151259795,0.0535603522625739,0.9001744223853263,695,441101.0,yes,not_basic_form
vangi,odsúdená,1,0.536437805979356,0.0016364648722779,0.9969586635880436,2022,0.0,no,meaning
üheksa,deväť,1,0.5632861927364472,0.0070703074908644,0.987603704896768,2881,166919.0,yes,1
hetk,moment,0,0.5307707511454649,0.0,1.0,14109,1585458.0,yes,1
demokraatia,demokracií,2,0.679540680619866,0.0318545122695123,0.9552224802923772,4098,110824.0,yes,not_basic_form
vuntsid,nohavičky,3,0.5093863368954934,0.0294742994973344,0.9453025559732148,136693,0.0,no,meaning
eeldama,dedukovať,0,0.6876364647178783,0.0,1.0,81721,262727.0,no,meaning
süles,zobudia,2,0.4967420350080739,0.0294168509986909,0.9440913157963604,67682,0.0,no,meaning
pulmad,svadby,2,0.5144798375619315,0.0159118752268032,0.9699997665062664,23347,0.0,yes,not_basic_form
neli,jeden,0,0.5586466956648284,0.0,1.0,516,863991.0,no,meaning
prillid,záclony,2,0.5061276969720542,0.0853877526669764,0.8556457777745554,27376,0.0,no,meaning
tellimus,objednávok,3,0.5665840718392383,0.0249416376296296,0.9578350742319808,41001,182512.0,yes,not_basic_form
neli,tri,2,0.6552452492096006,0.0419744966334012,0.9397973208824568,516,863991.0,no,meaning
õpingud,štúdiá,2,0.5928797825833096,0.0096535279806828,0.9839784327083148,6881,3.0,yes,1
lõplik,nerozhodná,1,0.4657546962291334,0.0156528411544412,0.9674852594965304,5056,122888.0,no,meaning
te,te,0,0.571742209338844,0.0,1.0,2240,44.0,no,not_language
vangi,odsúdených,3,0.5476052349038101,0.0467667262639913,0.9213174084253476,2022,0.0,no,meaning
prillid,fľaky,1,0.5257996275660395,0.065715822072991,0.8889026108902247,27376,0.0,no,meaning
olemasolu,neexistencii,4,0.4796056101791304,0.1035946606650031,0.8223686341656554,1319,195567.0,no,antonymum
laekuma,vymáhať,2,0.5954606325504382,0.0462652184245538,0.9279050105987442,305045,135172.0,no,meaning
olemasolu,existencia,3,0.5183487008066722,0.1161657647001248,0.8169218023936754,1319,195567.0,yes,1
põhimõte,princípov,2,0.5984402138740599,0.0450972411431687,0.92992289603103,9027,347800.0,yes,not_basic_form
pood,predajňou,2,0.5724648038098855,0.0457175517477213,0.9260452011664364,16503,513985.0,yes,not_basic_form
kuivõrd,nepochopiteľných,3,0.4712175377209275,0.0258505537724665,0.9479939384264215,7306,101438.0,no,meaning
enda,nepozornosť,2,0.4355451969603234,0.0128933265584093,0.971248396642554,388,72.0,no,meaning
selts,telovýchovné,4,0.4051104726020673,0.0390866593660739,0.9120060519236372,507,185095.0,no,meaning
kilo, kč,3,0.4141524738750558,0.0103855953933889,0.975536715915053,17521,106652.0,no,shortcut
põhjendama,poukazovať,3,0.5385515464188964,0.0339067885381181,0.9407698578785404,96011,121083.0,no,meaning
pood,predajňou,3,0.5200031530372882,0.0369654806351511,0.933630947237702,16503,513985.0,yes,not_basic_form
kell,„diskusia,3,0.5405908702028447,0.0410757908987585,0.9293825937677668,138,1860327.0,no,meaning
ammu,ešteže,3,0.4333228176668776,0.0529609358599922,0.8910904683204354,8069,270403.0,no,meaning
sundima,načúvať,3,0.6244312073577516,0.01038132793333,0.9836466242296714,98623,292004.0,no,meaning
kilo, kg,1,0.4212503389899126,0.0032877302785321,0.9922557468539924,17521,106652.0,no,shortcut
linn,mesto,0,0.7087216111120549,0.0,1.0,114,1549647.0,yes,1
paiknema,rozmiestnené,2,0.494128929306568,0.0651136281306595,0.8835681811680287,48196,116486.0,no,pos_tag
juur,výtrusnica,1,0.4496633434913757,0.0080945483996232,0.982316965926716,14600,128780.0,no,meaning
õpingud,maturite,0,0.580664967254225,0.0,1.0,6881,3.0,no,meaning
põhjendama,vynucovať,3,0.5886402268260432,0.0089895474166846,0.9849579994101272,96011,121083.0,no,meaning
neli,štyri,2,0.5301254116447097,0.0285212840201186,0.9489457572353912,516,863991.0,yes,1
seoses,súvislosťou,2,0.4637423931307878,0.0810280052205107,0.8512620996556803,695,441101.0,yes,not_basic_form
paiknema,rozmiestnená,4,0.4925906826998235,0.0593679667296279,0.892441278362074,48196,116486.0,no,pos_tag
seoses,súvisela,2,0.4733731114821262,0.0631662559064272,0.8822709762866603,695,441101.0,no,pos_tag
nõu,mašle,0,0.4114749479527541,0.0,1.0,4848,282856.0,no,meaning
ettevõte,spoločnosť,3,0.6256652502118772,0.0618959081076601,0.9099775963800232,1464,1428160.0,yes,1
enese,vedomosť,1,0.48326197575396,0.0231218456114543,0.954339288429262,4048,0.0,no,meaning
näitleja,herečka,2,0.6458701338818658,0.0513968687438617,0.9262881097910636,164,214001.0,yes,1
jutumärgid,होना,1,0.6085786810255838,0.00266595094293,0.9956384877616932,54936,0.0,no,symbol
hindamine,zohľadňovanie,3,0.5879670048492234,0.0127482093421681,0.978778281220448,6466,229765.0,no,meaning
sõitma,jazdil,3,0.5585364277697523,0.0764541818307865,0.87959793314285,13698,1406894.0,yes,not_basic_form
eesotsas,fkgp,4,0.4556755244727484,0.0535270138301643,0.8948807010888812,3280,0.0,no,not_language
laupäev,piatok,4,0.5200154109848405,0.0320670178535096,0.9419162498596766,34506,339416.0,no,meaning
