et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
raadio,rádio,0.0,0.8615652609133959,0.0,1.0,5077.0,148117.0,yes,1
organism,organizmus,0.0,0.8841823402871616,0.0,1.0,6776.0,187605.0,yes,1
vangi,doživotie,0.0,0.7514015831160845,0.0,1.0,5051.0,0.0,no,meaning
nemad,oni,0.0,0.8484932388100687,0.0,1.0,1309.0,0.0,yes,1
pood,predajňa,0.0,0.8424800184660406,0.0,1.0,8431.0,513985.0,yes,1
nemad,oni,0.0,0.8545752961297011,0.0,1.0,1309.0,0.0,yes,1
jälgima,kontrolovať,0.0,0.7475465392504337,0.0,1.0,6357.0,463215.0,no,meaning
eeldama,posudzovať,0.0,0.6660109594734773,0.0,1.0,70948.0,262727.0,no,meaning
mahtuma,zmestiť,0.0,0.7239696439386669,0.0,1.0,27540.0,213662.0,yes,1
kalad,raky,0.0,0.7920662770737475,0.0,1.0,8778.0,0.0,no,meaning
ahi,sporák,0.0,0.8497746899352252,0.0,1.0,13669.0,169140.0,no,meaning
samuti,takisto,0.0,0.6739437240088205,0.0,1.0,190.0,1933240.0,yes,1
olud,poveternostné,0.0,0.7115925942145517,0.0,1.0,17371.0,0.0,no,meaning
lõplik,konečný,0.0,0.8209097005909394,0.0,1.0,6906.0,122888.0,yes,1
kiire,rýchle,0.0,0.7720114709005446,0.0,1.0,954.0,532068.0,yes,not_basic_form
laul,pieseň,0.0,0.8480937285235064,0.0,1.0,4021.0,392297.0,yes,1
linn,mesto,0.0,0.8995243123277887,0.0,1.0,1069.0,1549647.0,yes,1
ammu,dávno,0.0,0.8737835049651372,0.0,1.0,991.0,270403.0,yes,1
hommik,ráno,0.0,0.7857969699879553,0.0,1.0,8406.0,659630.0,yes,1
õpingud,štúdium,0.0,0.7784377009706056,0.0,1.0,18935.0,3.0,yes,not_basic_form
meenutama,pripomínať,0.0,0.8291509944065762,0.0,1.0,17352.0,397439.0,yes,1
laekuma,vyplatené,0.0,0.6641021643423557,0.0,1.0,36316.0,135172.0,no,meaning
pidu,žúr,0.0,0.8112257439523858,0.0,1.0,3266.0,237563.0,yes,1
soodne,priaznivá,0.0,0.7774397599725698,0.0,1.0,7644.0,137496.0,yes,not_basic_form
peamiselt,prevažne,0.0,0.8396128654195176,0.0,1.0,844.0,307417.0,yes,1
põhi,spodok,0.0,0.6773398592944673,0.0,1.0,8120.0,317683.0,yes,near_equivalent
seoses,súvislosti,0.0,0.7911585697164846,0.0,1.0,693.0,441101.0,yes,not_basic_form
sisemine,vnútorný,0.0,0.8210524333623963,0.0,1.0,7566.0,148597.0,yes,1
tellimus,objednávka,0.0,0.7895104103380255,0.0,1.0,13520.0,182512.0,yes,1
sõbralik,priateľský,0.0,0.8700855078574059,0.0,1.0,4672.0,132673.0,yes,1
hetk,okamih,0.0,0.8489458863750885,0.0,1.0,2329.0,1585458.0,yes,1
selts,spolok,0.0,0.7802400640539608,0.0,1.0,13880.0,185095.0,yes,1
nõu,poradiť,0.0,0.7060147539986411,0.0,1.0,1498.0,282856.0,no,pos_tag
juur,koreň,0.0,0.7812490534151613,0.0,1.0,29104.0,128780.0,yes,1
ahi,piecka,0.0,0.843141044279184,0.0,1.0,13669.0,169140.0,yes,1
märkmed,zápisky,0.0,0.8012064406778368,0.0,1.0,46834.0,0.0,yes,near_equivalent
võistlus,súťaž,0.0,0.7862271791609212,0.0,1.0,3683.0,524195.0,yes,1
pulmad,zásnuby,0.0,0.8718495264951935,0.0,1.0,19294.0,0.0,no,meaning
organism,organizmus,0.0,0.8883903525955248,0.0,1.0,6776.0,187605.0,yes,1
ripsmed,mihalnice,0.0,0.8536801635711837,0.0,1.0,37263.0,0.0,yes,1
süles,náručí,0.0,0.7822978530873268,0.0,1.0,10366.0,0.0,no,meaning
võistlus,súťaž,0.0,0.8090931654141896,0.0,1.0,3683.0,524195.0,yes,1
vuntsid,strapaté,0.0,0.7744487626492144,0.0,1.0,60033.0,0.0,no,meaning
õpingud,vysokoškolské,0.0,0.7753006063969646,0.0,1.0,18935.0,3.0,no,meaning
ettevõte,firma,0.0,0.8397452407789636,0.0,1.0,1543.0,1428160.0,yes,1
laekuma,vyplatiť,0.0,0.6787932752496364,0.0,1.0,36316.0,135172.0,no,meaning
õnnelik,šťastný,0.0,0.8173228339201597,0.0,1.0,2381.0,251656.0,yes,1
selge,jasná,0.0,0.7302441499067855,0.0,1.0,643.0,764054.0,yes,not_basic_form
tegelema,zaoberať,0.0,0.8469441107073374,0.0,1.0,2658.0,817278.0,yes,1
ujumisriided,plavky,0.0,0.7680796242892736,0.0,1.0,132856.0,0.0,yes,1
pulmad,zásnuby,0.0,0.838397461831474,0.0,1.0,19294.0,0.0,no,meaning
võistlus,súťaž,0.0,0.7913933240587153,0.0,1.0,3683.0,524195.0,yes,1
mahtuma,zmestiť,0.0,0.7676301653301748,0.0,1.0,27540.0,213662.0,yes,1
kiire,rýchla,0.0,0.7677162720774304,0.0,1.0,954.0,532068.0,yes,not_basic_form
näitleja,herec,0.0,0.8794877545166826,0.0,1.0,3168.0,214001.0,yes,1
olemasolu,preukázanie,0.0,0.6790195444271611,0.0,1.0,1788.0,195567.0,no,meaning
samuti,takisto,0.0,0.6934745307339469,0.0,1.0,190.0,1933240.0,yes,1
ujumisriided,papuče,0.0,0.7502468426155662,0.0,1.0,132856.0,0.0,no,meaning
te,ste,0.0,0.7570484578746001,0.0,1.0,268.0,44.0,no,meaning
kiire,rýchly,0.0,0.8520692213061852,0.0,1.0,954.0,532068.0,yes,1
laupäev,sobota,0.0,0.857330206619515,0.0,1.0,14506.0,339416.0,yes,1
linn,mesto,0.0,0.8851125570091838,0.0,1.0,1069.0,1549647.0,yes,1
ettevõtlus,podnikanie,0.0,0.7749628694392559,0.0,1.0,19320.0,139413.0,yes,1
õhtu,večera,0.0,0.7872254091503179,0.0,1.0,2689.0,832578.0,yes,not_basic_form
mahtuma,zmestiť,0.0,0.6951339440677693,0.0,1.0,27540.0,213662.0,yes,1
märkmed,zápisky,0.0,0.8008303869046554,0.0,1.0,46834.0,0.0,yes,near_equivalent
eesotsas,čele,0.0,0.7526529622208078,0.0,1.0,4345.0,0.0,no,meaning
demokraatia,demokracie,0.0,0.8902404937587556,0.0,1.0,3374.0,110824.0,yes,not_basic_form
läbirääkimised,rokovania,0.0,0.7590054489532045,0.0,1.0,4758.0,0.0,yes,1
samasugune,akási,0.0,0.7567657146729743,0.0,1.0,4134.0,232692.0,no,meaning
järgmine,nasledujúca,0.0,0.7235023733721111,0.0,1.0,1080.0,1661707.0,yes,not_basic_form
sisemine,vnútorná,0.0,0.7992589434012907,0.0,1.0,7566.0,148597.0,yes,not_basic_form
enese,ega,0.0,0.7676373304216126,0.0,1.0,2840.0,0.0,no,meaning
suhkur,cukor,0.0,0.8603751257040864,0.0,1.0,7490.0,157996.0,yes,1
Kalad,Ryby,0.0,0.7564299842526558,0.0,1.0,39667.0,4.0,yes,1
juur,koreň,0.0,0.7224148888885773,0.0,1.0,29104.0,128780.0,yes,1
sõbralik,priateľská,0.0,0.784746380526427,0.0,1.0,4672.0,132673.0,yes,not_basic_form
õde,sestra,0.0,0.8614961917500352,0.0,1.0,3199.0,229863.0,yes,1
näpp,prst,0.0,0.7694129877345667,0.0,1.0,50733.0,115253.0,yes,1
põhjendama,zdôvodňovať,0.0,0.7467084371569028,0.0,1.0,30840.0,121083.0,yes,1
ammu,dávno,0.0,0.8618449468034621,0.0,1.0,991.0,270403.0,yes,1
õpingud,štúdium,0.0,0.7699600162143119,0.0,1.0,18935.0,3.0,yes,not_basic_form
olemasolu,existenciu,0.0,0.6782691087530874,0.0,1.0,1788.0,195567.0,yes,not_basic_form
eeldama,posudzovať,0.0,0.6692354489142159,0.0,1.0,70948.0,262727.0,no,meaning
eel,predvečer,0.0,0.6955131313226408,0.0,1.0,2558.0,106733.0,no,meaning
kuivõrd,skutočnosť,0.0,0.7336698782999505,0.0,1.0,3346.0,101438.0,no,meaning
püksid,rifle,0.0,0.7992767556020159,0.0,1.0,7469.0,0.0,yes,near_equivalent
sõbralik,priateľská,0.0,0.7443140314280591,0.0,1.0,4672.0,132673.0,yes,not_basic_form
ettevõtlus,podnikanie,0.0,0.7862803382497691,0.0,1.0,19320.0,139413.0,yes,1
püksid,nohavice,0.0,0.8769321254249832,0.0,1.0,7469.0,0.0,yes,1
teie,váš,0.0,0.7486385618970388,0.0,1.0,359.0,7.0,yes,not_basic_form
ohver,obeť,0.0,0.811891310893859,0.0,1.0,10861.0,186708.0,yes,1
seoses,súvislosti,0.0,0.8326426363554151,0.0,1.0,693.0,441101.0,yes,not_basic_form
pulmad,zásnuby,0.0,0.8762233522887617,0.0,1.0,19294.0,0.0,no,meaning
neli,štyri,0.0,0.8022397774040892,0.0,1.0,605.0,863991.0,yes,1
vangist,väzenia,0.0,0.7230222435946461,0.0,1.0,68059.0,0.0,yes,not_basic_form
soodne,výhodná,0.0,0.7830518214900649,0.0,1.0,7644.0,137496.0,yes,not_basic_form
vuntsid,strapaté,0.0,0.7562211777737028,0.0,1.0,60033.0,0.0,no,meaning
üheksa,deväť,0.0,0.9040695213125968,0.0,1.0,2253.0,166919.0,yes,1
pidu,párty,0.0,0.7736118461931052,0.0,1.0,3266.0,237563.0,yes,1
vahendusel,prostredníctvom,0.0,0.7484807575488277,0.0,1.0,2371.0,0.0,yes,1
minister,minister,0.0,0.8730985099040967,0.0,1.0,1342.0,305397.0,yes,1
märkmed,zápisky,0.0,0.8116342248020171,0.0,1.0,46834.0,0.0,yes,near_equivalent
enese,ega,0.0,0.7518709698242589,0.0,1.0,2840.0,0.0,no,meaning
põhimõte,princíp,0.0,0.8210561538631463,0.0,1.0,5337.0,347800.0,yes,1
laul,pieseň,0.0,0.8629165365509834,0.0,1.0,4021.0,392297.0,yes,1
läbirääkimised,Rokovania,0.0,0.7445949709262509,0.0,1.0,4758.0,0.0,yes,1
raadio,rádio,0.0,0.8574113348904568,0.0,1.0,5077.0,148117.0,yes,1
teie,Vaše,0.0,0.728058988680093,0.0,1.0,359.0,7.0,yes,1
pidu,párty,0.0,0.7786124645322223,0.0,1.0,3266.0,237563.0,yes,1
püksid,nohavice,0.0,0.8966790034252741,0.0,1.0,7469.0,0.0,yes,1
paiknema,nachádzať,0.0,0.7642070033646139,0.0,1.0,39885.0,116486.0,no,meaning
Kalad,Ryby,0.0,0.7340254845350367,0.0,1.0,39667.0,4.0,yes,1
kilo,kilogramov,0.0,0.8411054094830404,0.0,1.0,3095.0,106652.0,yes,not_basic_form
kell,11.00,0.0,0.8486118173566473,0.0,1.0,174.0,1860327.0,no,number
koht,miesto,0.0,0.7645430876070911,0.0,1.0,470.0,2726920.0,yes,1
lastevanemad,rodičia,0.0,0.8145689554248606,0.0,1.0,86554.0,0.0,yes,1
õde,sestra,0.0,0.8663003905829177,0.0,1.0,3199.0,229863.0,yes,1
enda,svojho,0.0,0.6496769298991485,0.0,1.0,163.0,72.0,yes,not_basic_form
vahendusel,prostredníctvom,0.0,0.7743003383041642,0.0,1.0,2371.0,0.0,yes,1
dressid,tepláky,0.0,0.8365935197580069,0.0,1.0,76903.0,0.0,no,meaning
olud,pomery,0.0,0.7285002004859547,0.0,1.0,17371.0,0.0,yes,near_equivalent
põhimõte,zásada,0.0,0.8331547101234815,0.0,1.0,5337.0,347800.0,yes,1
lugu,príbeh,0.0,0.7304234107186957,0.0,1.0,502.0,1104562.0,yes,1
vangis,väzení,0.0,0.8667500551741256,0.0,1.0,16294.0,5.0,yes,not_basic_form
koht,miesto,0.0,0.7383508090668014,0.0,1.0,470.0,2726920.0,yes,1
kilo,kila,0.0,0.8119343721574399,0.0,1.0,3095.0,106652.0,yes,not_basic_form
õhtu,večer,0.0,0.8004836619623711,0.0,1.0,2689.0,832578.0,yes,1
põlema,horieť,0.0,0.7548072308756302,0.0,1.0,4615.0,187965.0,yes,1
hindamine,Posudzovanie,0.0,0.8270070285930551,0.0,1.0,6199.0,229765.0,no,meaning
enda,svoje,0.0,0.5902256539745908,0.0,1.0,163.0,72.0,yes,not_basic_form
koht,miesto,0.0,0.6960464191096123,0.0,1.0,470.0,2726920.0,yes,1
sundima,nútiť,0.0,0.7556784533305458,0.0,1.0,38715.0,292004.0,yes,1
minister,minister,0.0,0.8887023532288052,0.0,1.0,1342.0,305397.0,yes,1
demokraatia,demokracie,0.0,0.9278084986715872,0.0,1.0,3374.0,110824.0,yes,not_basic_form
näpp,prst,0.0,0.7725038431515845,0.0,1.0,50733.0,115253.0,yes,1
vms,alebo,0.0,0.7339335675124048,0.0,1.0,1552.0,230297.0,no,shortcut
laekuma,vyplatené,0.0,0.6653380337280921,0.0,1.0,36316.0,135172.0,no,meaning
kalad,raky,0.0,0.7933892069658398,0.0,1.0,8778.0,0.0,no,meaning
hindamine,posudzovanie,0.0,0.8444792926581266,0.0,1.0,6199.0,229765.0,yes,near_equivalent
sõitma,jazdiť,0.0,0.8470499393024561,0.0,1.0,2734.0,1406894.0,yes,1
hommik,ráno,0.0,0.7726186105051893,0.0,1.0,8406.0,659630.0,yes,1
põlema,horieť,0.0,0.767333616543052,0.0,1.0,4615.0,187965.0,yes,1
enda,svojho,0.0,0.6833134606098903,0.0,1.0,163.0,72.0,yes,not_basic_form
ahi,piecka,0.0,0.8405455867606855,0.0,1.0,13669.0,169140.0,yes,1
kanal,kanál,0.0,0.8101946634202768,0.0,1.0,10609.0,195056.0,yes,1
eesotsas,čele,0.0,0.7448462142943473,0.0,1.0,4345.0,0.0,no,meaning
matused,pohreby,0.0,0.7683255774419111,0.0,1.0,39007.0,0.0,yes,not_basic_form
ujumisriided,papuče,0.0,0.7758032475276552,0.0,1.0,132856.0,0.0,no,meaning
matused,pohreby,0.0,0.7411569182160107,0.0,1.0,39007.0,0.0,yes,not_basic_form
hindamine,Posudzovanie,0.0,0.8171173457888896,0.0,1.0,6199.0,229765.0,no,meaning
samasugune,nejaká,0.0,0.7446254205425791,0.0,1.0,4134.0,232692.0,no,meaning
nõu,poradiť,0.0,0.7177601846019881,0.0,1.0,1498.0,282856.0,no,pos_tag
peamiselt,prevažne,0.0,0.8379399443233688,0.0,1.0,844.0,307417.0,yes,1
olemasolu,preukázanie,0.0,0.6810134388817246,0.0,1.0,1788.0,195567.0,no,meaning
organism,organizmus,0.0,0.887874901347266,0.0,1.0,6776.0,187605.0,yes,1
sundima,nútiť,0.0,0.7555142384492884,0.0,1.0,38715.0,292004.0,yes,1
sõitma,jazdiť,0.0,0.8637001213467974,0.0,1.0,2734.0,1406894.0,yes,1
te,ste,0.0,0.7549310920128026,0.0,1.0,268.0,44.0,no,meaning
lõplik,definitívna,0.0,0.7512753061300363,0.0,1.0,6906.0,122888.0,yes,not_basic_form
selts,spolok,0.0,0.7764878405211422,0.0,1.0,13880.0,185095.0,yes,1
küll,ozaj,0.0,0.7140348079413186,0.0,1.0,81.0,2924749.0,no,meaning
miski,ono,0.0,0.6588407345094653,0.0,1.0,1625.0,3791215.0,no,meaning
laupäev,sobota,0.0,0.9007429350729208,0.0,1.0,14506.0,339416.0,yes,1
demokraatia,demokracie,0.0,0.924343594129552,0.0,1.0,3374.0,110824.0,yes,not_basic_form
paiknema,umiestnené,0.0,0.7430299646185989,0.0,1.0,39885.0,116486.0,no,pos_tag
seoses,súvislosti,0.0,0.84107931821965,0.0,1.0,693.0,441101.0,yes,not_basic_form
lugu,príbeh,0.0,0.7573938614068334,0.0,1.0,502.0,1104562.0,yes,1
lõplik,definitívna,0.0,0.7519741747257811,0.0,1.0,6906.0,122888.0,yes,not_basic_form
kilo,kila,0.0,0.8119343721574399,0.0,1.0,3095.0,106652.0,yes,not_basic_form
matused,obrady,4.0,0.6420522956746879,0.0991046225413228,0.8662838865757728,39007.0,0.0,no,meaning
tegelema,zaoberať,0.0,0.8449408417428254,0.0,1.0,2658.0,817278.0,yes,1
lugu,horor,2.0,0.6274496048580946,0.1443858163614321,0.8129318603526935,502.0,1104562.0,no,meaning
ripsmed,vlasy,4.0,0.8119270936043186,0.0667307543074515,0.9240537662458206,37263.0,0.0,no,meaning
olud,pomery,0.0,0.7285002004859547,0.0,1.0,17371.0,0.0,yes,near_equivalent
tüüp,povaha,4.0,0.5191934943344333,0.1531341384324146,0.7722328653929965,4986.0,374774.0,no,meaning
Kalad,Ryby,0.0,0.7340254845350367,0.0,1.0,39667.0,4.0,yes,1
pidu,párty,0.0,0.7736118461931052,0.0,1.0,3266.0,237563.0,yes,1
olemasolu,identifikáciu,3.0,0.6563748843214614,0.0246385545602632,0.963820751319208,1788.0,195567.0,no,meaning
dressid,rifle,1.0,0.8007496503591166,0.0224527062891098,0.9727251676239984,76903.0,0.0,no,meaning
läbirääkimised,rokovaní,4.0,0.6760761192861755,0.0685188516400754,0.9079783582813616,4758.0,0.0,yes,not_basic_form
märkmed,zápisky,0.0,0.8012064406778368,0.0,1.0,46834.0,0.0,yes,near_equivalent
sundima,nútiť,0.0,0.7555142384492884,0.0,1.0,38715.0,292004.0,yes,1
põhjendama,zdôvodniť,1.0,0.8236598733697955,0.0219624806937707,0.9740280273005651,30840.0,121083.0,yes,1
elama,žit,4.0,0.6383472644852266,0.1312407122182433,0.8294662648182045,1542.0,1552401.0,yes,1
Kalad,Vodnár,2.0,0.6594108692594522,0.0970191149932035,0.8717407863081242,39667.0,4.0,no,meaning
maantee,frekventovanej,2.0,0.803757457814722,0.038512284333841,0.9542755931898976,2810.0,219004.0,no,meaning
järgmine,posledný,2.0,0.7043328312779489,0.0647520490976831,0.9158063683867282,1080.0,1661707.0,no,meaning
jutumärgid,úvodzovky,0.0,0.8190270680353748,0.0,1.0,121976.0,0.0,yes,1
esindus,centrále,0.0,0.6368725678913361,0.0,1.0,11812.0,104355.0,no,meaning
matused,Pohreb,4.0,0.6852109160178551,0.0831146614240559,0.8918236436944079,39007.0,0.0,yes,1
enda,svojho,0.0,0.6496769298991485,0.0,1.0,163.0,72.0,yes,not_basic_form
linn,mesto,0.0,0.8851125570091838,0.0,1.0,1069.0,1549647.0,yes,1
kilo,kilogramov,0.0,0.8193002231828426,0.0,1.0,3095.0,106652.0,yes,not_basic_form
hindamine,posudzovanie,0.0,0.8444792926581266,0.0,1.0,6199.0,229765.0,yes,near_equivalent
vangi,doživotie,0.0,0.8138236649454506,0.0,1.0,5051.0,0.0,no,meaning
ripsmed,mihalnice,0.0,0.865365163215787,0.0,1.0,37263.0,0.0,yes,1
üheksa,päť,4.0,0.8141689168240622,0.0443420163437349,0.9483500854437364,2253.0,166919.0,no,meaning
demokraatia,liberálnej,4.0,0.8135006766001958,0.1143078220713913,0.8767980437395708,3374.0,110824.0,no,meaning
sisemine,hmatateľná,3.0,0.675219968893225,0.152853150059642,0.8154110469701864,7566.0,148597.0,no,meaning
eeldama,spoliehať,3.0,0.6438917385340257,0.0221192209394516,0.9667885030646668,70948.0,262727.0,no,meaning
sundima,donútiť,1.0,0.7611054953174404,0.0072390167776051,0.9905784232676218,38715.0,292004.0,yes,1
esindus,delegácia,3.0,0.6319996053724726,0.0516830623148684,0.9244048960759907,11812.0,104355.0,no,meaning
esindus,zástupcov,4.0,0.6090472170372419,0.0278253508540942,0.9563093902030936,11812.0,104355.0,yes,near_equivalent
küll,naozaj,1.0,0.6945675498051952,0.0351605475339308,0.9518169196689288,81.0,2924749.0,no,meaning
neli,osem,3.0,0.7979649218023481,0.0179393713708682,0.9780128974427892,605.0,863991.0,no,meaning
kell,14.00,2.0,0.8296992629346656,0.0189125544219816,0.97771353870502,174.0,1860327.0,no,number
näitleja,scenárista,2.0,0.7729236738721433,0.0480193261118977,0.9415071130238868,3168.0,214001.0,no,meaning
ettevõtlus,Podnikanie,2.0,0.7412809812567787,0.02871052863543,0.9627131880461264,19320.0,139413.0,yes,1
soodne,výhodný,2.0,0.7208429824956116,0.0565967774769581,0.9272010766738312,7644.0,137496.0,yes,1
raadio,rádiá,3.0,0.7423569181655156,0.1150544167249412,0.8658118780997447,5077.0,148117.0,no,not_basic_form
tegelema,oboznamovať,3.0,0.6884176654931551,0.1565231762496702,0.8147525027588721,2658.0,817278.0,no,meaning
näpp,prst,0.0,0.7589261069969233,0.0,1.0,50733.0,115253.0,yes,1
suhkur,cukor,0.0,0.9017818562410232,0.0,1.0,7490.0,157996.0,yes,1
hindamine,posúdenie,2.0,0.795700428725669,0.0214169170632205,0.973789667819934,6199.0,229765.0,no,meaning
samasugune,nejaká,0.0,0.7446254205425791,0.0,1.0,4134.0,232692.0,no,meaning
ettevõtlus,podnikanie,0.0,0.7862803382497691,0.0,1.0,19320.0,139413.0,yes,1
vms,napr,3.0,0.6969952584918999,0.0380068970724593,0.9482900876075984,1552.0,230297.0,no,shortcut
lastevanemad,vychovávatelia,2.0,0.7374338617118052,0.0469243281252762,0.940174873248888,86554.0,0.0,no,meaning
hindamine,Posudzovanie,0.0,0.8270070285930551,0.0,1.0,6199.0,229765.0,no,meaning
esindus,pobočka,4.0,0.6312407351874842,0.0524419324998567,0.9232949217840356,11812.0,104355.0,no,meaning
kilo,kilo,2.0,0.7833816250657697,0.0285527470916702,0.9648336761309896,3095.0,106652.0,yes,1
laekuma,vyplácať,2.0,0.672255397781925,0.0065378774677113,0.9903683820890729,36316.0,135172.0,no,meaning
jutumärgid,zátvorky,2.0,0.7381224741880219,0.0834673878490754,0.8984074759124685,121976.0,0.0,no,meaning
enese,samého,1.0,0.7340080292672067,0.0336293011544059,0.9561911597812268,2840.0,0.0,no,meaning
kuivõrd,nepochybné,2.0,0.6694753919881681,0.0147130416649159,0.978495629359943,3346.0,101438.0,no,meaning
tellimus,doručenie,2.0,0.6785904652531829,0.1040298293941103,0.8670749658479099,13520.0,182512.0,no,meaning
ammu,už,3.0,0.6585555015023222,0.186485812771616,0.7793175201950391,991.0,270403.0,no,meaning
vuntsid,chlpaté,4.0,0.6752080761910527,0.0329507256115991,0.9534698636411472,60033.0,0.0,no,meaning
kalad,raky,0.0,0.7933892069658398,0.0,1.0,8778.0,0.0,no,meaning
samasugune,podobný,4.0,0.7511173516547558,0.0630308426947898,0.9225806270501556,4134.0,232692.0,yes,near_equivalent
vangist,väzenia,0.0,0.7472550219067831,0.0,1.0,68059.0,0.0,yes,not_basic_form
kiire,rýchly,2.0,0.7246713596944179,0.0473401112061266,0.9386795235686008,954.0,532068.0,yes,1
põhi,spodok,0.0,0.706233963206853,0.0,1.0,8120.0,317683.0,yes,near_equivalent
minister,Minister,3.0,0.7576442246804431,0.131058128548362,0.8525286581359823,1342.0,305397.0,yes,1
ohver,vrah,2.0,0.7692678125128614,0.0426234983809976,0.947500979738198,10861.0,186708.0,no,meaning
selts,združenie,1.0,0.7375850262819769,0.0389028142391653,0.949899003939256,13880.0,185095.0,yes,near_equivalent
kuivõrd,zrejmé,3.0,0.6772707058841274,0.0131921435045989,0.9808937678308426,3346.0,101438.0,no,meaning
vms,alebo,0.0,0.7339335675124048,0.0,1.0,1552.0,230297.0,no,shortcut
madalale,nízkemu,0.0,0.7064052294883498,0.0,1.0,17153.0,26.0,yes,not_basic_form
ohver,zločinec,1.0,0.8072849378451628,0.0046063730486962,0.994326367351284,10861.0,186708.0,no,meaning
mahtuma,zmestili,1.0,0.673109327741528,0.0945208375886468,0.8768666971965708,27540.0,213662.0,yes,not_basic_form
laekuma,čerpať,4.0,0.6399827552522916,0.0388105199973447,0.9428242420594524,36316.0,135172.0,no,meaning
vahendusel,on-line,4.0,0.607982808153917,0.1663175301502472,0.7852028186962853,2371.0,0.0,no,meaning
sülle,pritúliť,4.0,0.6793132219511305,0.0951906491702726,0.8770946760634699,8490.0,5.0,no,meaning
põhi,plech,3.0,0.6355651314435198,0.0706688317633332,0.8999356651690303,8120.0,317683.0,no,meaning
pidu,hodovanie,4.0,0.7215554483732746,0.0520563978198306,0.9327099267210076,3266.0,237563.0,no,meaning
põlema,plamene,2.0,0.6828928858242098,0.0719143450514203,0.9047248858917336,4615.0,187965.0,no,pos_tag
pulmad,zásnuby,0.0,0.8718495264951935,0.0,1.0,19294.0,0.0,no,meaning
neli,sedem,3.0,0.8767815137074186,0.019928918325988,0.9777755252821172,605.0,863991.0,no,meaning
juur,koreň,0.0,0.7224148888885773,0.0,1.0,29104.0,128780.0,yes,1
pulmad,krstiny,4.0,0.7587618552349662,0.1130876712602273,0.8702899206531246,19294.0,0.0,no,meaning
sõbralik,kamarátsky,4.0,0.762835110412693,0.1072503974447128,0.8767357961071918,4672.0,132673.0,yes,1
demokraatia,demokratických,1.0,0.8478490876494003,0.0799594110221868,0.9138190573413902,3374.0,110824.0,no,pos_tag
ohver,zločin,4.0,0.7492268127908016,0.0626644981030574,0.9228166415107136,10861.0,186708.0,no,meaning
olud,klimatické,3.0,0.627855812630162,0.1006443878557926,0.8618471377377018,17371.0,0.0,no,meaning
