en,de,position,score,rel_score,ratio_score,index,correctness,freqs
witnesses,zeugenaussage,1,0.6997134371041446,0.0197796970845153,0.9725088452625472,6949,no,128917
worlds,welten,0,0.8093577760532811,0.0,1.0,6120,yes,183793
learns,ahnt,3,0.7765607481005476,0.0497152534622638,0.9398321464398908,6605,no,71040
reforms,reform,1,0.7518127489295628,0.1295128810419149,0.8530476402392765,6255,yes,131298
careful,vorsichtigen,7,0.6411722215326034,0.1082528654998837,0.8555521193872296,6484,no,458615
pianist,konzertpianistin,7,0.7955486464518997,0.0955494206815932,0.8927733947522083,5779,no,32952
fringe,unwissenschaftlich,7,0.4792188820835213,0.0618897645675292,0.885624144151885,5847,no,46715
bats,bats,2,0.5093748498956844,0.0532059519022749,0.9054252265057156,6910,no,46784
unofficial,offizielle,9,0.6372488164225871,0.1778402015165839,0.7818149949238355,6783,no,34310
abolished,neugeschaffenen,8,0.5982855814911043,0.2057506385162137,0.7441027737353162,6134,no,29215
airfield,fliegerhorst,7,0.740939492159161,0.0581334268732371,0.9272489087183292,6165,no,11374
julius,cornelius,1,0.6284425451796075,0.1263457708135561,0.8326076753754353,6696,no,862
temples,heiligtümern,6,0.7448682662675379,0.103476139542787,0.8780257890143706,5702,no,72570
hide,versteckter,7,0.6545988988580318,0.151082821323791,0.8124782807661377,6278,no,266447
boeing,passagierflugzeuge,2,0.7612658998555453,0.133125237675545,0.8511554597432296,6635,no,2189
legends,heldensagen,8,0.5565669497371046,0.2651041703308545,0.6773597564084665,6152,no,57188
betty,peggy,7,0.6726671469565182,0.0831690011920882,0.889964245034049,6440,no,3717
sufficiently,genügend,3,0.6881900840102584,0.0943358751502221,0.8794469703581096,6137,no,106898
abstract,abstraktes,5,0.7085758942740508,0.1111036258818661,0.8644547983085726,5863,no,137841
penalties,strafen,4,0.6011533219351662,0.032700630406126,0.9484098343390645,6867,yes,145023
wording,formulierungsvorschlag,2,0.7539403538848354,0.0154565981090818,0.9799107624886924,6002,no,55463
slovak,slowakische,0,0.8525813856041353,0.0,1.0,6960,yes,330
handled,abgewickelt,2,0.5190412217964684,0.0422481031311816,0.9247302571866524,5948,no,209643
jumping,absprung,6,0.5921153791504046,0.1171327705897917,0.8348493815137924,6958,no,152327
retreat,heranrückenden,9,0.6437738975245488,0.0411209908306131,0.9399601434763676,6188,no,132860
garcia,rodriguez,1,0.6968617975026148,0.082581249198768,0.894050951447635,7011,no,1943
biblical,neutestamentliche,7,0.7536054110235033,0.1155065163056048,0.8670982267375261,5639,no,88874
lift,seilwinde,7,0.5288175283742715,0.0556941651572263,0.9047167648251246,5706,no,316751
seoul,incheon,3,0.7046416131512561,0.1418904596314962,0.8323861975305099,6170,no,1115
nat,oct,9,0.355542599557448,0.2727605480154498,0.565877476391596,6893,no,6165
enjoy,angenehmen,9,0.587073153713849,0.2045785621792563,0.7415800937809374,5723,no,1830928
galaxy,galaxies,0,0.6863748594460397,0.0,1.0,5710,no,59252
module,modul,0,0.8086347051700413,0.0,1.0,6487,yes,233073
troy,jason,1,0.5444458827593348,0.1363742170830166,0.7996912589469743,6830,no,7403
uganda,botswana,5,0.7634889893992107,0.0431869263072774,0.9464631018896178,5800,no,2343
burn,verbrennt,2,0.6212895953996981,0.0123135661010994,0.9805658070393262,6025,no,352436
considerably,weitaus,6,0.6691390772540097,0.1669093966346652,0.8003591874782966,6728,no,266110
settings,tastenkombinationen,7,0.5009200197358133,0.1055012088228176,0.8260265243788091,6760,no,394666
disabled,behinderte,0,0.6501386491152401,0.0,1.0,6626,yes,210179
tune,melodies,6,0.6495853014069652,0.105177844153196,0.8606478803689648,6782,no,197728
neighbouring,angrenzenden,4,0.6908517131791091,0.0951018898611222,0.8789980865368535,6526,no,40535
karnataka,karnataka,5,0.7354050797667603,0.0426347782521661,0.945202321175776,6590,yes,647
stern,heck,4,0.4559226264137768,0.0829174214442193,0.8461186732986278,6968,yes,36458
diana,celia,5,0.6104509188235152,0.1630207610968743,0.7892349967956765,6547,no,2983
galleries,gruppenausstellungen,9,0.6860984177076572,0.1860617066207984,0.7866656575659636,6923,no,100622
trumpet,bassposaune,4,0.7450052066363819,0.0779045970966283,0.9053303329924792,6848,no,34393
excellence,achievement,1,0.6760843343035294,0.0437845098236624,0.9391771012443952,5406,no,180014
julie,julie,0,0.7949339264056637,0.0,1.0,6453,yes,2984
learns,willigt,9,0.7376109675282867,0.0886650340345247,0.8926931995279731,6605,no,71040
hopes,hofften,8,0.6611135300848647,0.0881725342968308,0.8823246040621481,6356,no,332841
apollo,venus,8,0.5520826931494647,0.2536013391361903,0.6852347459130529,6807,no,2219
canyon,trail,9,0.5560378688902703,0.2235617453284941,0.713235177069033,5554,no,36736
expanding,ausgeweitet,5,0.6585311751552319,0.0383860441770769,0.9449202242213884,5574,no,233267
interactions,wechselwirkungen,2,0.7188065985381835,0.0384192381579534,0.9492631705151782,6476,yes,166569
squadrons,jagdbombergeschwader,2,0.734718260345861,0.0122570398284448,0.98359110424992,6789,no,6859
ahmad,ahmed,8,0.7463741995698281,0.095002830358181,0.8870864939511008,6299,yes,716
defining,definiere,5,0.6902941453651501,0.0664489664842591,0.9121908538792456,6184,no,116062
resumed,endete,7,0.6271128737867806,0.10017451396137,0.8622628198303652,6436,no,38067
planets,exoplaneten,7,0.711249630912268,0.1233975893148646,0.8521559931856186,5958,no,87925
confusing,unübersichtlich,5,0.749690382033942,0.1142783115144913,0.8677286429845794,6374,no,152052
colours,farbton,7,0.6737848575731463,0.1321728430291757,0.8360052358450101,5520,no,223886
opposing,entschiedene,4,0.6447901351328663,0.0223561848153476,0.9664898326695665,5523,no,103954
morocco,marokko,0,0.8875638891925235,0.0,1.0,5611,yes,2393
bacteria,milchsäurebakterien,6,0.7502400137800037,0.13306315378843,0.8493573229735747,6650,no,272230
realize,zugeben,8,0.6841967478391313,0.0314475509775075,0.9560570090064184,5599,no,808852
heir,halbbruder,6,0.720507798747094,0.0355460607272963,0.9529847506472514,6274,no,34885
reconstruction,wiederaufbauen,9,0.601037466775656,0.1507875389643865,0.7994379838218307,5769,no,78398
reveal,offenbart,0,0.7196341793286589,0.0,1.0,6067,no,308012
herald,tageszeitung,3,0.6598606653106274,0.0603474982404163,0.9162082557591849,5628,no,12258
defended,wehrte,4,0.6736412227931592,0.1820545325515319,0.7872438522519061,5919,no,62483
denis,gosselin,7,0.4954665110604307,0.2038881875812835,0.7084624040171963,5642,no,439
varied,unterschiedlich,7,0.6861146217690977,0.0189017230479553,0.9731896668965028,6701,yes,216097
crashed,abstürzte,0,0.8082992493255146,0.0,1.0,6775,no,68819
entrepreneur,multimillionär,7,0.6682375470431574,0.1646543326350595,0.8023100757103397,6804,no,108276
differ,abweichen,1,0.7663957657814372,0.0561925298655574,0.9316881480530184,7009,yes,180441
claude,fernand,4,0.7064783199472375,0.0885345551198852,0.8886375832436546,5562,no,851
iceland,norwegen,0,0.7663380563939919,0.0,1.0,5784,no,1304
dinner,gäste,8,0.6500496553682751,0.1636552689615329,0.7988763935571308,6185,no,619310
taste,schmecken,5,0.7165353692317094,0.1260199610625909,0.8504312339718119,5757,yes,618741
contracts,vertragspartnern,4,0.6875729655370415,0.0711212489965524,0.9062583480483316,6128,no,326030
ignore,ignorieren,0,0.9108138322025768,0.0,1.0,6191,yes,268802
saving,gerettet,3,0.5821711315684746,0.0415341754777872,0.9334073720256054,5653,no,454082
rebel,aufständischer,4,0.6678435063323449,0.1139690913997011,0.8542245395759634,5777,no,52615
swimmers,leichtathleten,3,0.6635188658999984,0.0589482412199555,0.9184070241551244,5594,no,27874
zimbabwe,sambia,4,0.8052393077920871,0.0706927885424321,0.9192942137429858,6521,no,1329
hopkins,cornell,4,0.6303227291509057,0.1764007065280936,0.7813368265673087,6432,no,1294
adrian,roger,6,0.5747581656694819,0.1512468728915689,0.7916724198066976,6267,no,1441
wizard,zauberstab,2,0.594052113462353,0.0306902716472333,0.950875316964688,6068,no,52393
motto,wahlspruch,1,0.7397720065118331,0.0090759748470717,0.9878800837112468,6914,no,50679
accommodate,erweitert,5,0.5916741118747145,0.0417672821090627,0.9340629101511916,6755,no,223137
saving,rettete,6,0.5172965081848384,0.1064087988614234,0.829392506911071,5653,no,454082
witness,zeugen,2,0.6948277269230312,0.0454460412269397,0.9386091427492904,5840,yes,255389
lok,kongresspartei,5,0.4722720160215653,0.0862416958639303,0.8455871466919127,6842,no,1457
oxygen,kohlendioxid,7,0.7315308642227251,0.1219979187606953,0.857066426823634,5432,no,221320
conquest,eroberung,0,0.8279073976684321,0.0,1.0,6021,yes,33817
regiments,infanterieregimenter,3,0.8385135080686842,0.0637153142838622,0.929380094378136,6469,no,14610
extraordinary,außerordentliches,4,0.6085754505000005,0.0662159724100206,0.9018719412222728,6401,no,264752
philosopher,moralphilosoph,3,0.7990642637352077,0.0944116751418906,0.8943321571025794,5544,no,45391
reasoning,gegenargumente,7,0.7076269479138579,0.0926872134709749,0.8841864633376066,5469,no,120536
genres,musikrichtungen,5,0.7439470977557601,0.1005932366050701,0.8808899557400042,6922,no,63598
kitchen,wohnzimmer,3,0.6813378441191904,0.0378328351358947,0.9473938020177882,5862,no,756155
enhanced,ermöglicht,6,0.5881449803912937,0.06026909777457,0.9070515280219544,6860,no,263743
butterfly,schmetterlingsarten,5,0.4832450605559663,0.1441483193642515,0.7702425241041241,6132,no,57621
patrolling,patrouillierte,3,0.5664793846134749,0.0724489582125029,0.8866086329930811,6501,no,12092
cites,literaturangaben,6,0.6464284043961912,0.0726760889867392,0.8989352873532407,6636,no,41017
varied,variierende,8,0.6843344918930153,0.0206818529240376,0.9706647185188246,6701,no,216097
landmark,kulturdenkmal,7,0.5483781083669903,0.0407892567653773,0.9307679630961684,5524,no,78541
mayors,stadträte,2,0.6661476813011996,0.046192847727647,0.9351534191229818,6222,no,12635
curtis,curtis,0,0.7306855732805785,0.0,1.0,6010,yes,1980
chat,talk,2,0.5545232571360924,0.1887712446025059,0.7460343858847849,5626,no,348845
orientation,orientierungen,2,0.6358963896658363,0.1420360654617596,0.8174185116901146,5466,no,136819
bavaria,württemberg,3,0.7326820025793097,0.0579146920097922,0.9267455930360392,6330,no,417
translations,originaltexte,2,0.7908257593452149,0.1054901823204509,0.8823069216816409,6520,no,54740
export,import,9,0.7293830879849117,0.1259767552449209,0.8527207511060683,6445,no,205304
paragraphs,einzelnachweisen,2,0.7082965575801965,0.0370654639904017,0.950271863983224,7000,no,78042
hurt,frustriert,6,0.6111964952626854,0.0255997965744878,0.9597990803297052,6363,no,496153
estonian,estnische,0,0.8157257101256231,0.0,1.0,6671,yes,187
crop,anbauflächen,6,0.5831502455102394,0.056944108607884,0.9110379458254438,6843,no,180772
exhibitions,gemeinschaftsausstellungen,5,0.7958973505159174,0.1153549969760719,0.8734104803202319,5603,no,73184
butterfly,schmetterlinge,3,0.5168691225473172,0.1105242573729006,0.8238357928052168,6132,yes,57621
nigerian,tansanischen,5,0.6897670390238408,0.1000722579576826,0.8733004823384679,6051,no,2582
idol,idols,3,0.5421561014454788,0.1136443500426023,0.8267089481491952,6419,no,36376
stolen,stehlen,9,0.6953776404351492,0.154796189534178,0.8179240714339997,5933,no,182823
psychological,psychologisches,5,0.750781832116362,0.0969562035864105,0.8856295229150193,5423,no,257412
giovanni,giacomo,5,0.7857967215299819,0.070417543465337,0.9177571008283516,5625,no,687
celebrity,prominenten,4,0.6035210087642031,0.0901881617157308,0.8699913947319807,5557,yes,160389
metre,freistil,3,0.5466929434390366,0.2145661208327145,0.7181430988437865,5895,no,34581
mess,hinterherräumen,7,0.5912166939841916,0.0764659283302484,0.8854756350177444,6795,no,244829
forgotten,vergessenes,7,0.5980864703358473,0.1349322687847926,0.8159224838553746,6841,no,215806
delay,verzögerung,0,0.7877172424706211,0.0,1.0,6215,yes,283570
blake,smith,9,0.6183505079632332,0.1536714671734471,0.8009493613880087,5704,no,2908
terror,terrors,1,0.6816783738113275,0.1303021250142056,0.8395255487013819,6578,no,140627
armenia,aserbaidschan,3,0.7458000878409521,0.1211816278640045,0.8602258552067965,5589,no,645
coup,putsches,9,0.7303792582446529,0.0843962075640017,0.8964178339854163,5600,no,49836
remarks,äußerungen,1,0.7096271614812752,0.0087810748133462,0.9877770404489836,6311,no,133993
syracuse,boston,6,0.6305039677571567,0.0708852079958191,0.8989359824098792,6690,no,1938
dirty,stripped,9,0.5166910887934772,0.2437915717290772,0.6794252066686708,6917,no,231623
coins,kupfermünzen,4,0.7737556643314687,0.1234945738532613,0.8623632866310416,5431,no,146529
deceased,gestorbenen,2,0.6943949554515385,0.0920143331781075,0.8829943459360116,6242,no,91387
wealthy,wohlhabend,4,0.8502998688342706,0.0338763013262074,0.9616860276611404,5504,yes,159841
barnes,roberts,3,0.6652125939080457,0.0332513405627122,0.9523936184508832,6704,no,3001
honest,ehrlichgesagt,8,0.6507747656587282,0.111096719735472,0.8541791865619048,6685,no,443985
relegated,zweitklassigkeit,5,0.7797056030744651,0.0256589412605744,0.9681399666262188,5499,no,23626
stretch,entlangführt,3,0.5878369438209599,0.0137353183596886,0.977167633511061,6426,no,309489
binding,bindet,9,0.5794957656149189,0.1836527577924578,0.7593486036342338,5649,no,147712
dominican,dominikanisch,2,0.784578095029504,0.0452054376735621,0.9455214090278428,5429,no,1754
checking,überprüfen,1,0.7160922041861069,0.0289791328599893,0.9611055594020302,6292,yes,391981
enhanced,gesteigert,7,0.5876686085973233,0.0607454695685404,0.9063168558271156,6860,no,263743
advisor,beraterstab,1,0.7694463221941701,0.0830163841643314,0.9026158170379608,6275,no,145984
herzegovina,herzegowina,0,0.8566635303796061,0.0,1.0,5561,yes,93
girlfriend,verlobten,6,0.7604756498794967,0.1123090364787822,0.8713210277011216,5970,no,208460
barely,immerhin,1,0.6318235437883708,0.0588979346477549,0.9147298346924048,6710,no,254289
keyboard,tasten,0,0.748492213663343,0.0,1.0,5896,no,230620
thesis,promotionsschrift,8,0.7176739851679781,0.1072173587201968,0.8700224465748162,6026,no,119092
porter,pickett,9,0.6103768655724159,0.121317443875147,0.8341965458679826,5994,no,10956
bicycle,fahrräder,4,0.7120094520057899,0.076484911947576,0.9029987842093192,6473,yes,131062
grid,stromnetzes,2,0.460322973861433,0.0947493716291778,0.8293026622584991,5688,no,166663
franco,germano,4,0.5705333991069979,0.155158487675864,0.7861923352020472,5978,no,1134
cream,schokolade,9,0.6077916275647504,0.107593489074363,0.8496006045249608,6322,no,438190
glacier,westantarktischen,7,0.6847095728466404,0.1188755077812419,0.8520685480019634,5647,no,23482
née,enkelin,9,0.698149300841731,0.1377146312310245,0.8352427638676512,6088,no,0
paying,gezahlt,6,0.7401635181961175,0.0608390295783609,0.924046396921711,6301,no,815788
rape,vergewaltiger,2,0.7194904397286865,0.1063629038213199,0.871208484348917,6169,no,116601
proteins,proteinen,1,0.8690302474429729,0.0185248112555027,0.9791282680731178,5592,yes,160732
rivalry,rivalen,2,0.602175397721195,0.2105194550650208,0.7409612545923197,6654,no,40461
assassination,attentate,6,0.773173287954572,0.0926520380412621,0.8929899192603337,6509,yes,51835
centres,wirtschaftszentren,5,0.5652638939380551,0.184678102445004,0.753743485048578,5680,no,151535
logan,burnett,9,0.593068833195956,0.1730107240615461,0.7741608917474454,6984,no,2176
vale,liverpool,7,0.5102833763131003,0.2316092498749473,0.6878129776474671,6729,no,4054
iso,genormte,6,0.5517583110269857,0.2379046033659178,0.6987263818146761,6351,no,9651
tissue,fettgewebe,9,0.7219280892808384,0.0984187017550366,0.8800279310768552,6281,no,345666
presidency,vizepräsidenten,6,0.6692223731219766,0.1575400082264532,0.8094494720847009,5567,no,58250
unused,unbenutzbar,4,0.5761500194926444,0.0393900725271859,0.9360072998690768,6718,no,59608
julius,claudius,3,0.5763996966909121,0.1783886193022515,0.7636574182159607,6696,no,862
roosevelt,roosevelts,1,0.7955484708089112,0.0746751180126074,0.9141885844375528,5478,no,4684
physicians,internisten,5,0.7069797862223676,0.0803724968435162,0.8979205387827766,6393,no,209058
suburban,großraums,6,0.6471765849574916,0.0268953444305836,0.960100186259055,6459,no,61497
strict,strenge,1,0.8032030264646691,0.0073997822028609,0.9908712600995984,6082,yes,190987
hydrogen,kohlenwasserstoff,5,0.7646178042481442,0.1326076665680755,0.8522025166679226,6156,no,100436
sec,sec,0,0.5984987081590067,0.0,1.0,6661,yes,54103
mysterious,mysteriöses,8,0.7852335857887325,0.0906746139739012,0.8964793182682004,6412,no,146641
pet,kuscheltiere,8,0.5130221769312888,0.1613373040829345,0.7607547478382206,6423,no,535006
torpedo,torpedorohre,3,0.6970598675999216,0.0600733079710631,0.9206568805735406,5624,no,11014
crawford,campbell,5,0.6991158191766369,0.0451600992222354,0.9393234442955156,6909,no,1813
geology,paläontologie,3,0.7712093416868189,0.1403620085324457,0.8460219175397693,6442,no,29529
contracts,vertragsabschluss,6,0.6799692035640801,0.0787250109695139,0.8962361786060146,6128,no,326030
strictly,strikt,1,0.6943265271533418,0.0213069014044592,0.970226514645356,6097,yes,151931
keys,keys,1,0.6011122984282191,0.0374678270597073,0.9413263495617268,5721,yes,258752
fake,manipulierten,9,0.5914353032176711,0.0730701559593682,0.8900382909572143,6817,no,254311
chronicle,chronicle,0,0.6605751996326032,0.0,1.0,5770,no,19214
curve,tangente,4,0.5759961485528551,0.1646299215581936,0.7777151950193851,6147,no,154360
adrian,kevin,8,0.5664450577482762,0.1595599808127745,0.7802219374000158,6267,no,1441
coached,traineramt,3,0.7384734766197241,0.0500440007680725,0.9365340627149336,6315,no,36035
complement,vervollständigung,7,0.4413538121074505,0.0190707199482746,0.9585801393702312,6544,no,144296
canon,kanoniker,7,0.5094896845983605,0.1681701639990673,0.751836907045424,5780,no,40018
diversity,vielfältigkeit,3,0.6690718991357334,0.1518248639636071,0.8150499907072551,5950,yes,267197
collegiate,ncaa,4,0.6208806579724541,0.104346405455088,0.8561189857395424,5826,no,24334
pale,bräunliche,8,0.7252706940907372,0.0147202505027582,0.9801075261659524,6234,no,104942
invented,erfanden,8,0.6921693438911827,0.1680325502439366,0.8046591720041687,5398,no,130359
trick,spiel,5,0.5174574871395521,0.1613187060124719,0.7623388863074906,6146,no,219033
politically,politisierte,6,0.6416966178196046,0.1926681749399428,0.7690840066456793,6903,no,109991
electron,elektronendichte,6,0.7422253556293139,0.0816825389300194,0.900859623424646,6748,no,47449
climb,kletterte,7,0.6386944002374766,0.081142651116862,0.8872763621097357,6948,no,194236
portraits,porträtieren,5,0.7667770799000839,0.1294162767814703,0.8555933540272203,6730,no,59414
gathering,versammeln,0,0.6860881775248023,0.0,1.0,6244,yes,256458
explosion,explodiert,3,0.7691789884794049,0.1142228329363468,0.8707011575397345,5990,no,116122
jeremy,dennis,2,0.646302779594983,0.0743532850158368,0.8968255612252563,6015,no,4991
ellen,amanda,8,0.675888944598962,0.0463129520356923,0.9358725693583702,6539,no,2468
belfast,dubliner,4,0.6970816522647888,0.1487367935230553,0.8241504494684869,6218,no,1350
admit,einzugestehen,2,0.7287799923230951,0.023431915791459,0.9688493155470084,6577,no,348615
clarify,klarstellen,1,0.7975026902246508,0.0090491771512627,0.9887804151012582,6569,no,113296
walsh,dwyer,3,0.7003322103348646,0.0643580306345465,0.9158377769370264,6995,no,909
luxembourg,luxemburgisch,9,0.6230676737429987,0.1876912290454884,0.7684993301955096,5986,no,651
hypothesis,hypothesen,1,0.802184146303937,0.0727968651534953,0.9168017771811532,6668,yes,76010
springfield,hartford,1,0.6636834230221189,0.1384596594467996,0.8273878283402579,6308,no,9676
saxon,altsächsischen,5,0.6086258376980043,0.026763250100816,0.9578789585550924,6514,no,1671
lancaster,surrey,9,0.6220055366763184,0.1508389735293955,0.8048262340774788,6510,no,7852
speedway,eurospeedway,1,0.7188010142491219,0.0885872047020502,0.8902792948637169,6468,no,6178
difficulties,hauptprobleme,4,0.6969782513010071,0.1824518967887821,0.7925339525997761,5657,no,332517
springfield,deerfield,8,0.6137146983540942,0.1884283841148243,0.7650937990578189,6308,no,9676
freestyle,kurzbahnweltmeisterschaften,8,0.6809218042726723,0.0630868949365166,0.915206777819168,5415,no,21723
dorothy,betty,8,0.6867749790973712,0.1185561825091452,0.8527858002257814,6763,no,3052
consumption,konsumierten,8,0.6484215588935628,0.1029310942665481,0.863005615494095,5695,no,423879
thriller,kriminalfilm,6,0.7884516705339583,0.0847528185155318,0.902940468609148,6187,no,45823
hopes,erhoffte,5,0.6774453675858697,0.0718406967958258,0.9041211358239952,6356,no,332841
cameras,filmkameras,5,0.7518816266706783,0.1245631657917678,0.8578767688928848,7013,no,310539
committees,unterausschüssen,5,0.7381451410883222,0.0863033711003831,0.8953198776825139,6503,no,108685
chilean,ecuadorianische,9,0.7605119765849415,0.1084880314229657,0.8751576174646266,6293,no,679
rica,chile,9,0.7350207991034219,0.1065941750303356,0.8733456766972938,6681,no,4915
forbes,handelsblatt,5,0.4792061130097087,0.272052765454517,0.6378708149038242,6924,no,1948
speaks,spricht,1,0.6393271214459004,0.0208781615202335,0.9683762580232116,6243,yes,217215
myth,mythisch,4,0.6836067667472834,0.1584994730886584,0.8117820940033207,6966,no,112435
julian,marc,6,0.4867256696170925,0.1814178360431815,0.7284747445626962,5610,no,1727
nurse,ärztin,3,0.7369303031543459,0.0979576619511046,0.88266969216794,6485,no,203370
spectrum,spektrum,1,0.6859322458807193,0.0155045124319047,0.9778960651146906,5452,yes,198921
collaborated,kooperierte,3,0.7069750361511573,0.1247830389858193,0.8499767628161955,6594,no,34939
preference,präferiert,6,0.6278776744369479,0.1125765117171115,0.8479628938262376,6776,no,198338
observer,beobachteter,6,0.5273256243356936,0.2594006392108441,0.6702784040264856,6119,no,57335
impressed,bewunderte,7,0.6387444002489739,0.1551568974637907,0.8045639956619307,6447,no,263477
bag,kiste,5,0.621575178622436,0.0355276882559851,0.945932836323238,6943,no,708102
tiny,dünn,9,0.5039032749936312,0.2585204991599754,0.6609228254365912,5568,no,512380
porter,mercer,8,0.6107253068776358,0.1209690025699271,0.834672757450772,5994,no,10956
interchange,abzweigung,7,0.6482375260254948,0.0247168928862836,0.9632710742486054,5590,no,34228
repeat,wiederholten,3,0.6401661073311572,0.1091068750999343,0.8543830117216744,5953,no,257943
semifinals,einzelfinale,9,0.8262463099742132,0.0397010276096858,0.954153069261167,6217,no,14098
barely,genug,7,0.5873517151972965,0.1033697632388293,0.850345231086674,6710,no,254289
warnings,neutralitätswarnung,5,0.637991881397185,0.1432469528281051,0.8166412797820592,5916,no,89525
burton,evans,4,0.6382924672579565,0.084542593768165,0.8830402697288228,6312,no,2905
thermal,wärmeabstrahlung,4,0.6828106161647199,0.0878087942167139,0.886054266173686,6643,no,122186
customs,customs,3,0.5311392373861508,0.0753690941974071,0.8757327966120056,5686,no,114635
transformed,verwandelt,0,0.6373264691835256,0.0,1.0,6834,yes,159284
formats,datenformat,7,0.6757035325059166,0.0898028813954965,0.882688270451171,6415,no,163655
