en,es,position,score,rel_score,ratio_score,index,correctness,freqs
feminist,feminismo,1,0.8307702396746988,0.0501352295493484,0.9430867087321976,6646,yes,46431
edwin,ricardo,7,0.5492029431626853,0.1701000635932859,0.7635209890746452,6612,no,1085
yankees,yankees,0,0.8404152522701753,0.0,1.0,6455,yes,3076
reflects,reflejan,1,0.8281146468605715,0.0287059128608943,0.9664971708075888,7107,no,198962
fever,fiebres,1,0.6912809295687321,0.0776087410411692,0.8990638787231877,7108,no,131504
lat,syr,6,0.3261101293510019,0.2117390484186337,0.6063226324958277,6116,no,7774
convince,convencerse,8,0.786483238419462,0.0796743246332485,0.9080140519093984,7040,no,173397
calgary,montreal,4,0.6848083671194711,0.0973653428891813,0.8755195404252283,5575,no,6857
brooks,davis,6,0.5716379916327603,0.0772453254862913,0.8809565241571482,5764,no,5368
bradford,salford,8,0.6502193571817846,0.0922509716369812,0.8757513020301457,5908,no,1445
ancestry,descendientes,1,0.6817259954628967,0.0750354986637402,0.900846568904332,7037,no,27952
tobacco,cigarrillos,1,0.6616537410221686,0.1638305724658865,0.8015339967229345,6534,no,212721
spotted,avista,6,0.535704620789058,0.0695590172332284,0.8850764974738707,6802,no,115863
attract,atrae,1,0.809443101108769,0.0196160983652542,0.9763393273029246,7048,yes,346464
wilderness,bosque,2,0.5466712707891975,0.1512316834278949,0.7833055691854083,6796,no,93946
geneva,niza,9,0.4905016868563007,0.2845288659248197,0.6328804523849852,6496,no,2905
locality,administrativamente,5,0.4627354016824732,0.0698358407707614,0.868870424829794,6899,no,36077
saxon,germánica,6,0.6259933445395798,0.1066186960980311,0.8544677261852833,6514,no,1671
clause,estipulación,4,0.5921563432987512,0.1923959665818616,0.7547697404509089,6746,no,105152
erik,johan,2,0.5704393220989195,0.1648840250742714,0.7757666396584083,6986,no,1205
cuts,recortar,5,0.5315954316308913,0.1216376489468078,0.8137913517189985,6163,no,398163
trustees,directiva,3,0.6002563217030589,0.0601638341564696,0.9089006693350128,6647,no,48852
windsor,dartford,4,0.5591046973579612,0.1845782354037235,0.7518052018239981,6223,no,3303
reliability,fiables,5,0.6079177302228054,0.2579949015166898,0.702054350450559,6825,no,167753
nacional,centenário,3,0.4690456639862462,0.1180375010937659,0.7989424529356435,6036,no,426
unified,unifican,6,0.6635976980051845,0.130632907395763,0.8355226976807116,6568,no,78099
ritual,ceremonial,7,0.6386479276814009,0.2556026113802728,0.714171140843288,6898,no,103185
approached,acercaron,2,0.6769844091080632,0.0824410992317079,0.8914428099578354,5925,no,166727
antarctica,subantárticas,8,0.6246243089180733,0.1829313275665973,0.773475263744172,5767,no,1133
tracking,rastreos,1,0.6675407567404201,0.0628233655210253,0.9139835000020212,7099,no,260366
chip,coprocesador,6,0.5558715500358171,0.2382981039087146,0.6999405571276608,6882,no,176186
completing,completaría,4,0.6694899332076539,0.1192271914470087,0.8488340271561721,5527,no,191141
burton,scott,7,0.5406114648571405,0.1401527198632584,0.7941244222170392,6312,no,2905
malayalam,bollywood,9,0.5899904277902335,0.1395305884146394,0.8087367117392891,6722,no,1641
puts,arroja,7,0.5972022000826155,0.1452078750945256,0.8044101501991624,6524,no,339022
landmarks,arquitectónicas,7,0.5891256766065657,0.1189761460590498,0.831978760326912,6652,no,36399
trace,huellas,3,0.5192334385072104,0.0590965405952702,0.8978151872967348,6900,no,137102
boom,auge,1,0.5903014472434438,0.1539087759996958,0.7931918009282538,6505,yes,114183
trace,rastreada,7,0.4669584119244747,0.1113715671780058,0.8074255680972217,6900,no,137102
cnn,cnn,0,0.7914204665616108,0.0,1.0,6751,yes,5277
crawford,clark,6,0.613972778210947,0.0623174748521307,0.9078539509184405,6909,no,1813
assertion,justificable,7,0.6966080811050221,0.1283248040281166,0.8444421281527578,5761,no,65575
allan,harold,4,0.5330322285720804,0.0903663654919246,0.8550423976691762,5551,no,1383
divorce,divorcia,5,0.760405535352677,0.1153044651944076,0.8683303089808576,6512,no,266134
wireless,telefonía,5,0.7360389013634809,0.0966780783068701,0.8839004359618772,6409,no,367025
nephew,hermanastro,5,0.7696364046047264,0.1157386539810532,0.8692772595537941,5841,no,46102
karen,karen,0,0.6643087896002473,0.0,1.0,6269,yes,15155
observer,observer,1,0.6373715338151555,0.1502160545206011,0.809270668119566,6119,no,57335
tenor,saxofones,8,0.6587692686803484,0.1156723315324641,0.8506377608063952,6826,no,22287
accounting,accountability,6,0.5967087977709096,0.206133145544279,0.743245669635682,6528,no,314871
conferences,congresos,2,0.7488474946847934,0.0932283205563515,0.8892874977894315,5837,yes,169878
paragraphs,parrafos,2,0.6893631562409174,0.1331363065759184,0.8381320443420559,7000,no,78042
dylan,willie,8,0.5207108511942677,0.1883864067352387,0.7343292409770299,6942,no,8805
deer,conejos,3,0.657479913941033,0.098918227565772,0.8692246554589371,6408,no,121198
likewise,evidentemente,9,0.6072059124626736,0.0810239162945516,0.8822720072437705,6752,no,212261
export,exportada,8,0.7895317393600313,0.1174876292043819,0.8704684450230256,6445,no,205304
lebanese,iraquí,7,0.6930224759746175,0.1472707271868487,0.824738880865909,7063,no,1405
sanctuary,parque,7,0.4986898737145851,0.2134794275845878,0.7002406208816518,6481,no,64770
tyler,jeff,8,0.5896299792149707,0.0427385552916438,0.9324151140363282,5981,no,3957
finale,estrenaría,3,0.5413663558751914,0.1080975468198753,0.8335588069309083,6623,no,57248
extending,extiende,2,0.7403324919533802,0.0216565346270382,0.9715789415968018,6233,no,129022
impression,malinterpretación,8,0.5654085088954253,0.0423752050824018,0.9302791369563618,5474,no,317679
marines,soldados,2,0.656933776237661,0.1841815410129283,0.7810270039844536,6645,no,13557
owns,dueña,4,0.6753164633431222,0.0589098096200785,0.919766137784297,5938,no,159938
geographical,geográfica,0,0.8156256772826016,0.0,1.0,5643,yes,79341
muscle,musculares,1,0.7572294230000345,0.0034913308757126,0.9954104960881835,6078,no,637216
ordained,sacerdocio,3,0.683507150471153,0.0180530634300382,0.9742672644880332,6963,no,39478
intervention,intervenir,7,0.6016098041021214,0.1987771612154025,0.7516486776661273,5534,no,224840
afternoon,viernes,9,0.6552798775332899,0.1621498548393228,0.8016345033490788,5811,no,532017
cleaned,quitado,6,0.5743609654408797,0.1127407448659807,0.8359184045464964,6535,no,148462
opposing,oponen,3,0.67923601625948,0.0773439183681397,0.8977716499893597,5523,no,103954
bee,bee,0,0.5490871187541747,0.0,1.0,7131,yes,59238
mathematician,matemática,3,0.6730862464448462,0.1848181480183549,0.7845702280916775,7056,no,13466
sec,prórrogas,6,0.3641387252597665,0.1263613520752081,0.7423826051939381,6661,no,54103
wealthy,acaudalada,5,0.8153282104023416,0.0283615070015478,0.9663839603393308,5504,no,159841
jennifer,michelle,2,0.6622290850103228,0.0930828042738568,0.8767624267611188,5745,no,10140
palmer,mcilroy,9,0.5257929987370997,0.1265446913029602,0.8060135214704686,5566,no,1913
salem,abilene,3,0.4376356385324392,0.2098672211692205,0.6758821709823523,6556,no,8137
dorothy,gladys,9,0.5887827641502238,0.102358182413126,0.8518996987197837,6763,no,3052
knee,pierna,2,0.7649749754432815,0.0468815574053718,0.9422538890696942,6665,no,223033
hearts,corazones,0,0.67938957322233,0.0,1.0,6230,yes,273272
inventor,inventor,0,0.8898244403691362,0.0,1.0,6975,yes,40147
desk,cubículos,6,0.4478221900316724,0.0217016272497367,0.9537794964792384,5633,no,296645
canterbury,lichfield,4,0.5789026470355668,0.1899146780076975,0.7529781499174588,5941,no,987
confidence,confianza,0,0.7802417073653193,0.0,1.0,5707,yes,610930
kazakhstan,mongolia,9,0.7315059209153267,0.1480607757858528,0.8316662325425056,6953,no,727
newfoundland,escocia,9,0.5613730445638858,0.1129381285194646,0.8325133365311974,6102,no,1983
portsmouth,northampton,5,0.6317604520740939,0.1717749712134891,0.7862260128984863,7038,no,982
wealthy,pudiente,8,0.7278043614775525,0.1158853559263369,0.8626445794753469,5504,no,159841
collapsed,derrumbándose,3,0.7090508477160667,0.0703056665762557,0.9097901085229328,6352,no,75699
chilean,argentina,6,0.636980237482898,0.1170767786458121,0.8447374984362876,6293,no,679
conquest,conquistas,1,0.7147556685620342,0.1249805427783891,0.851166900878444,6021,yes,33817
ani,recab,7,0.4796646041969716,0.0515736551302031,0.902918033058232,5618,no,2835
extending,extender,5,0.681311214819168,0.0806778117612504,0.8941220818844221,6233,yes,129022
armament,torretas,3,0.6907158423389879,0.1163991042368024,0.8557837334934396,6981,no,5492
surnames,topónimos,8,0.6070720206954314,0.1984728668622271,0.7536166265495403,7114,no,7029
innovative,innovaciones,7,0.7275091123609736,0.1496377633160495,0.829403982998227,6686,no,519640
assertion,aseveración,1,0.7717688516077892,0.0531640335253496,0.9355535044323402,5761,no,65575
rod,rodillo,3,0.47138445845495,0.0482821762456704,0.907090097724889,6022,no,113157
busy,acostumbrado,4,0.5221349773651286,0.0689931177445669,0.8832856730794297,6550,no,607913
confirm,confirmarse,7,0.7392157150806566,0.1156746267393407,0.8646906847806023,6260,no,236654
fake,falsificado,7,0.577996585685769,0.0973231955685993,0.8558857621676252,6817,no,254311
cardiff,cardiff,0,0.7884626825144303,0.0,1.0,5701,yes,1622
feminist,filósofas,9,0.6369943939011494,0.2439110753228978,0.7231132240128457,6646,no,46431
seeds,sembradas,6,0.5833643569649218,0.1938293301896029,0.7506035710361284,5743,no,242701
defenders,sitiadores,4,0.6246046176481195,0.0965955471057236,0.8660627772614373,6091,no,48721
brad,doug,3,0.661416544899621,0.0551937815291132,0.9229793662000736,6249,no,8647
altered,modificado,6,0.7197598333198244,0.1022359211496739,0.8756247576781522,6270,no,140529
endangered,hábitats,8,0.6316611463352398,0.1495401030609139,0.8085767231215975,6337,no,71370
istanbul,beyoğlu,9,0.5930440553382197,0.2763104298172227,0.6821659811557562,5571,no,1139
maharashtra,chhattisgarh,7,0.6827176751746018,0.0631247795087438,0.91536445919327,6713,no,742
consciousness,conciencias,4,0.6731997366457013,0.1348555005870672,0.8331110370017679,6883,no,246043
engagement,confrontación,1,0.5633232313367889,0.0392638562379744,0.9348411921735662,6171,no,320046
descendants,descendiente,1,0.7500099762566153,0.1210270239300665,0.8610540954010818,5683,no,50831
developments,surgimiento,9,0.5853293724420223,0.2418275285671033,0.7076400761789263,5670,no,270376
owen,harrison,7,0.5258783351575347,0.1777087203935048,0.7474246875472633,5531,no,4635
implement,implementan,9,0.7856884644545907,0.091807274214482,0.895375817603708,6742,no,402948
confidence,confianza»,3,0.5899346542884865,0.1903070530768328,0.7560921810762308,5707,no,610930
enrolled,matriculó,0,0.7907022075060322,0.0,1.0,6247,no,122426
formats,formateados,4,0.5770840485750487,0.2339638942792868,0.7115288974707296,6415,no,163655
kumar,radhakrishnan,4,0.6125041177410778,0.0894119136754579,0.8726173649360652,6331,no,2562
theodore,teodoro,1,0.5056254549899272,0.0654932122991142,0.88532468635635,6770,yes,1392
rescued,apresada,9,0.6550461117245452,0.1714679994958252,0.7925407477403524,6011,no,59230
manuscripts,manuscrita,2,0.8107126783476071,0.0984957490027154,0.8916686800959837,6567,no,44759
bits,formateados,5,0.5463823478222012,0.0738402436839857,0.8809455755156104,6780,no,206273
shrine,templos,3,0.6594683779980602,0.1138293855412968,0.8528000585178164,6587,no,28783
slovak,eslovaca,1,0.802502564281545,0.0037867910174614,0.995303434191988,6960,yes,330
firms,negocios,6,0.6692544767320531,0.1206757042336196,0.8472324426367706,6558,no,543789
climb,escaladas,8,0.6006186096825714,0.0586459893453623,0.9110433209490784,6948,no,194236
substance,insoluble,7,0.5739744459973682,0.2078256477291441,0.7341703468740626,5984,no,330867
swing,bailar,6,0.4841922753734885,0.1697229408388252,0.7404511523345262,5829,no,239478
celebrity,celebridades,1,0.7413905688242381,0.0137378158301482,0.981807311035678,5557,yes,160389
disbanded,reorganizaron,9,0.6363030527888691,0.1168429990551296,0.8448601054615478,6103,no,11417
bonds,bonos,0,0.6039144186191757,0.0,1.0,7044,yes,217570
churchill,winston,1,0.5670910099414652,0.2135566890155986,0.7264365355833267,6945,no,2825
feat,remix,1,0.5862199562564063,0.0472037656259589,0.9254783741194882,5696,no,64003
mediation,mediación,0,0.7685304284561372,0.0,1.0,6164,yes,66004
trek,battlestar,7,0.4595503046705744,0.2770480875213334,0.6238817645298995,5718,no,54245
portions,contiguos,6,0.5402129787046311,0.2290684424959809,0.7022306321417779,6006,no,142431
pronounced,pronuncian,5,0.6587454433224985,0.053724542830262,0.9245939564130032,5791,no,120440
blow,golpear,0,0.6294905692419589,0.0,1.0,6873,no,252984
bench,suplencia,2,0.4855401600245338,0.0589811703056523,0.8916825346954041,6537,no,169874
handling,manejo,1,0.6773636327471568,0.0143073731687981,0.9793147709728682,5685,yes,350785
tenth,duodécimo,4,0.8220135089182747,0.0314371166081387,0.9631646920538044,5538,no,54217
winnipeg,edmonton,1,0.755092100246159,0.0212167312218964,0.9726697283840322,6384,no,3031
garcia,garcía,1,0.5634366645527664,0.0352469027362791,0.9411259893170544,7011,yes,1943
boeing,aeronave,4,0.7554795236582965,0.123820556318017,0.8591828214989444,6635,no,2189
patron,patrono,0,0.6820335095680634,0.0,1.0,6490,no,47895
sofia,bucarest,3,0.5626179937149454,0.069951522349726,0.8894168615887357,6673,no,1029
disabled,minusválido,7,0.6239777480126573,0.0898482684227338,0.8741314180850313,6626,no,210179
explorer,expedición,9,0.5427675462275455,0.2413124731064967,0.692234890373236,6201,no,38234
lightning,relámpagos,0,0.6545639441902718,0.0,1.0,6446,yes,78180
scales,escamas,4,0.5162738311596812,0.0389815094328515,0.9297953453428238,7123,yes,100517
gathering,congregando,6,0.5518462315911139,0.08425159894621,0.8675493062520885,6244,no,256458
militia,tropas,9,0.6508088546356996,0.2089282072799263,0.7569859244937025,5789,no,39473
elimination,eliminacion,3,0.6295634304778656,0.1711222737036253,0.7862803434481739,6766,no,108822
employee,empleadores,2,0.6618004145864547,0.1249291662077259,0.8412044376396606,5579,no,607485
secured,garantizó,2,0.660358643007583,0.0807131811218808,0.8910858860182755,5689,no,275422
specified,especifican,4,0.7482230932955172,0.0397743841113542,0.9495247316752292,5547,no,317560
intervention,mediación,5,0.619076285635187,0.1813106796823369,0.7734712238718072,5534,no,224840
altered,alterados,3,0.7716687179063958,0.0503270365631025,0.9387745784701982,6270,yes,140529
planets,planetarios,1,0.7483278928907846,0.1050492073646116,0.8769017737490579,5958,no,87925
bread,panes,2,0.6764014502127811,0.0268854005095071,0.9617717856065482,7027,no,314792
chambers,antecámara,0,0.4877853061670735,0.0,1.0,6295,no,54131
threats,amenaza,1,0.7561019920418051,0.1442810582211934,0.8397559147975415,5515,yes,208551
armament,cañones,4,0.6835075531539343,0.123607393421856,0.8468528008974878,6981,no,5492
underlying,subyacente,0,0.8684228948354146,0.0,1.0,6533,yes,243128
developers,developers,4,0.6732786646872615,0.1868212736746128,0.7827912021125961,6216,no,367394
criterion,obviedad,9,0.5543372923269874,0.1584319721966673,0.7777233389790624,5921,no,40529
temples,estatuas,9,0.5878246054930655,0.2934896718309777,0.6669863641354956,5702,no,72570
cleaned,quitadas,8,0.5724700703890873,0.1146316399177731,0.8331664174339218,6535,no,148462
dorothy,edna,7,0.5918706283537127,0.099270318209637,0.8563674765570586,6763,no,3052
dinner,almuerzos,2,0.7474897815713215,0.0411284706636917,0.9478474273869136,6185,no,619310
galleries,pinacotecas,7,0.619103998373657,0.2033770241604346,0.7527273960269342,6923,no,100622
electron,electron,7,0.6911620325440758,0.1023283542459628,0.8710402092457367,6748,no,47449
boulevard,blvd,9,0.6830463940028288,0.1445052371787798,0.825382209720921,5762,no,9240
uncertain,inciertas,0,0.7904780408899731,0.0,1.0,6850,no,110198
coin,acuñadas,3,0.5804768644786121,0.1533121100009243,0.7910678473880506,6172,no,126345
quiet,apacibles,5,0.6435170058394627,0.1426648431270237,0.8185345498441986,6664,no,424884
prepare,prepararla,7,0.7843361077060828,0.0516547917429784,0.9382112989782302,6047,no,566980
tracking,monitoreando,7,0.6102795057774585,0.1200846164839869,0.8355825364036696,7099,no,260366
telegraph,telegráficas,6,0.6266532031117654,0.13948662708192,0.8179358106905147,6056,no,17569
duchy,landgraves,9,0.5939388539603327,0.1925936059284938,0.7551358453080039,5944,no,1402
nacional,brasileiros,7,0.4537854578748311,0.1332977072051809,0.7729491916413339,6036,no,426
beaten,apaleado,8,0.6413143434053852,0.0590803950518182,0.91564700331422,6507,no,123912
assumption,suposiciones,5,0.5720435365006973,0.1060781084412106,0.8435706790478602,6224,no,131169
elaborate,intrincadas,4,0.5830343968107232,0.0109018621558273,0.9816447270372134,7111,no,116793
compiled,recopilado,9,0.7145960012277597,0.0555981173364756,0.9278128513365962,5621,yes,115024
curriculum,asignaturas,8,0.7069135726958002,0.0804538993822212,0.8978191222836687,6045,no,234314
problematic,controvertidos,9,0.6827216967503833,0.0800521688133509,0.8950512433272897,6307,no,94165
dorothy,dorothy,0,0.6911409465633498,0.0,1.0,6763,yes,3052
nurse,médico,9,0.6252193817139833,0.1998456144300997,0.7577819743122393,6485,no,203370
skull,cráneo,0,0.8234653489354729,0.0,1.0,6961,yes,71525
crazy,alocada,8,0.5516120164649507,0.0866215046828825,0.8642792930601674,5839,no,425394
appeals,apelaciones,0,0.8008639493726025,0.0,1.0,5570,yes,114590
centres,neurálgicos,5,0.5455257909591361,0.254711755604272,0.6817048179029805,5680,no,151535
sending,enviarles,6,0.7385581101300922,0.1201119160447008,0.8601186574780351,5765,no,400733
gibraltar,gibraltareña,1,0.6690339478541842,0.1211334468630938,0.8466990062195171,7105,no,419
reserved,reservadas,3,0.7353022353017565,0.0494948066864199,0.936932985168966,6839,no,142397
brooks,mckinney,4,0.58268915455747,0.0661941625615817,0.8979875721640151,5764,no,5368
amazing,asombrosas,3,0.71953342912185,0.0255651920344577,0.965688848014799,6422,no,1110594
diplomat,diplomáticos,5,0.677031403275904,0.1891589613730544,0.7816196426408933,6717,no,20902
janeiro,cuiabá,9,0.5993680558617016,0.2643809557168786,0.6939146069369176,6777,no,954
burma,birmania,0,0.7731281463688037,0.0,1.0,6660,yes,574
tributary,desagua,7,0.6793917630980415,0.1286871988259721,0.8407492276255139,5934,no,9551
joshua,josh,4,0.5388253650204209,0.1324539075304811,0.8026843477124681,7045,no,3272
sprint,duatlón,8,0.5481386708448446,0.137564502348683,0.7993818495720191,5635,no,47235
extending,extiendan,8,0.654052394137267,0.1079366324431514,0.8583488361669207,6233,no,129022
xbox,nintendo,5,0.7414507431698271,0.1063947476686032,0.8745116311659688,6919,no,43268
allan,arthur,8,0.5217044430778326,0.1016941509861725,0.8368713822031311,5551,no,1383
inches,espesor,7,0.6660372971334518,0.1392534691545737,0.8270767839590906,5975,no,405253
emma,amanda,5,0.6153889570052179,0.1431681660057239,0.8112625118627239,5998,no,5167
pale,pálidas,2,0.7391358943205705,0.0208801150268236,0.9725267431606436,6234,no,104942
literacy,alfabetizados,5,0.6454900033361199,0.1032490742078244,0.8621027307049235,5671,no,105441
albany,connecticut,8,0.5471142436983883,0.1430749109856238,0.7927018846722859,6189,no,3064
beetle,lepidóptero,7,0.5084993130000659,0.1141620758845223,0.8166546409935135,6319,no,16514
developer,desarrolladora,1,0.7428827412369943,0.0935513998352015,0.8881544938908384,5655,no,254410
icon,símbolo,7,0.509686424701584,0.3293215199989993,0.6074870064352916,6724,no,180199
lecture,conferencias,0,0.7016826748855642,0.0,1.0,6480,no,143071
watts,kilovatio,7,0.4243988582947244,0.2801737695752082,0.6023493412989505,7104,no,36810
supplement,suplemento,0,0.7485070204590514,0.0,1.0,6488,yes,303802
julius,theodor,3,0.5077593322931482,0.0938946176005841,0.8439391653338795,6696,no,862
newport,weymouth,7,0.5808659218983199,0.1549009400954255,0.7894700779596373,5601,no,8318
paste,rellena,1,0.5541890539791213,0.0031946230109335,0.9942685386335944,6731,no,125302
collecting,coleccionando,0,0.7479287715842651,0.0,1.0,6846,no,194650
bet,comprarlo,3,0.4552641334754805,0.1136382880402419,0.8002499484226552,6970,no,398333
ethnicity,étnicas,3,0.7242991998663261,0.057552069392794,0.9263900032453356,6764,no,40109
richards,cooper,7,0.5751623691005695,0.0962030560071479,0.8567053762238164,6769,no,1736
proceedings,casación,3,0.5343349950026647,0.0450521002810203,0.922241795428734,5722,no,172239
defining,definir,4,0.6798376745393907,0.0193430442162078,0.9723347001750356,6184,yes,116062
repeat,repetir,0,0.7441946292181338,0.0,1.0,5953,yes,257943
biased,tendenciosos,8,0.6722192083501597,0.1482986852595723,0.8192620948128786,6818,no,58044
observation,observas,9,0.5534106736152147,0.2918058647041377,0.6547560873757025,5511,no,169813
tackles,reboteador,9,0.5883228520120346,0.0871585028204929,0.8709683069755461,7096,no,43191
cartoon,cartoons,6,0.7044030056600086,0.0749856603145785,0.9037891316769244,5491,no,109555
councils,asambleas,2,0.6525530646267279,0.0018577119742055,0.997161244831794,6925,no,63502
measurement,cuantitativas,8,0.6551530123236893,0.1740667938244424,0.7900836514831784,6541,no,179748
secular,religiosa,5,0.6875721137442399,0.1225251447835613,0.8487525497787418,7098,no,99134
surrey,leicestershire,2,0.7383155048669999,0.0363708773855744,0.953050836804672,5818,no,2459
joel,josh,9,0.5131649032230784,0.0504834650011598,0.910434469702792,6378,no,2747
monks,benedictino,9,0.6513404293526375,0.2063277904349523,0.7594316943607268,6971,no,48106
births,nacimientos,0,0.7525042265519815,0.0,1.0,6421,yes,34762
recalled,recordaron,5,0.6086363261517396,0.0933301635410772,0.8670447024017929,6586,yes,87805
plates,estampadas,9,0.5200835768895967,0.1794220389406011,0.7435016461909933,6225,no,164087
defining,definido,6,0.6773665522268464,0.0218141665287521,0.968800388878605,6184,no,116062
bits,bits,0,0.620222591506187,0.0,1.0,6780,yes,206273
investors,inversores,1,0.865636966336121,0.0120394645662409,0.9862825704982612,6824,yes,520687
entrepreneur,empresaria,1,0.7351369643482365,0.0697149860743077,0.9133816026193294,6804,yes,108276
observatory,observatorios,1,0.747442471312985,0.0102715697943964,0.986444002305428,6306,no,13249
