en,nl,position,score,rel_score,ratio_score,index,correctness,freqs
victories,eindoverwinning,7,0.6534898753397984,0.1081694508312526,0.8579818468513569,6232,no,60590
conquest,opperheerschappij,5,0.6622121032139333,0.1331055559608923,0.8326385005722182,6021,no,33817
councils,bestuurscommissie,3,0.5922921396663723,0.0099772568172868,0.9834338970641062,6925,no,63502
bassist,basgitarist,3,0.8206794464464995,0.042111752670654,0.9511912584252776,7258,no,21674
legally,rechtsgeldige,9,0.5643074905467275,0.1242872982393937,0.8195058977159968,6814,no,179044
obscure,obscure,4,0.5540738492762727,0.0343591870500372,0.9416090108323156,6693,yes,75480
hypothesis,theorieën,6,0.6578112534508032,0.1457654758905768,0.8186041599163184,6668,no,76010
franco,casagrande,6,0.5252557518167462,0.070816072339496,0.8811954038596971,5978,no,1134
cinematography,cinematograaf,3,0.6404800844449944,0.0497016877224961,0.927987539331255,7287,no,12713
lecture,gastprofessor,7,0.5480124464980674,0.0948654174238715,0.8524363292816837,6480,no,143071
unofficial,onofficieel,2,0.6027781926322267,0.066773726217979,0.9002710255350371,6783,yes,34310
tomorrow,tomorrow,8,0.4909791610361461,0.0545051802790357,0.9000792943980357,6566,yes,412818
rpm,toeren,9,0.5566430727544798,0.0629677799329135,0.8983752791614156,7222,no,41601
array,projectoren,2,0.5099851560349546,0.0129714938750529,0.9751958525103656,6500,no,355921
enzyme,eiwitsynthese,4,0.6929720117095054,0.0308085463860882,0.9574338574841642,6153,no,63225
substance,voedingssupplement,8,0.5540350858051097,0.1046331149450239,0.8411444262439556,5984,no,330867
thursday,donderdagavond,7,0.6760551111004584,0.0984731252407166,0.8728605096362946,6723,no,15636
exhibited,beeldententoonstelling,7,0.6849608198304816,0.0491400585503428,0.933060891224202,5964,no,71095
reactions,reactie,3,0.704252547397273,0.0835479779052781,0.8939478012239305,6144,no,205489
automobile,automobile,7,0.6881105356293883,0.0723683500123383,0.9048384493262156,6210,no,330119
algorithm,algoritme,0,0.7469548733818547,0.0,1.0,6024,yes,99003
hearts,vreugde,9,0.4188609969932953,0.0909933282687682,0.8215307318968061,6230,no,273272
czechoslovakia,sudeten,8,0.6302819672065598,0.1496052791070579,0.8081706300311817,7134,no,163
maharashtra,madhya,5,0.6012806486666789,0.0883603249904008,0.8718748908989019,6713,no,742
morrison,willett,9,0.5445607218254227,0.147996844776628,0.7863039089981263,6620,no,2258
tobacco,tabak,0,0.6471610644107821,0.0,1.0,6534,yes,212721
joy,geluk,6,0.4918056852776857,0.1005900942213438,0.8301978209459735,5860,no,370645
acceptance,ongeschiktheid,9,0.5215663096576644,0.1769915838073771,0.7466329054998583,6790,no,215467
lok,partijraad,1,0.4857885668854427,0.0056741430649971,0.9884545806831012,6842,no,1457
reflects,weerspiegelt,0,0.7041340941474182,0.0,1.0,7107,yes,198962
perception,subjectieve,6,0.6534663833714883,0.1155529221907488,0.8497398942328671,7166,no,225747
edgar,hemingways,5,0.4698664847596573,0.1301653718927378,0.7830692313255894,6041,no,1556
springfield,evansville,9,0.5425945562930798,0.0975228222483864,0.8476485321011027,6308,no,9676
para,política,3,0.4682939674721362,0.132796712679134,0.7790737453362037,6619,no,31456
sheep,koeien,2,0.6641997751522678,0.0328507263009115,0.9528718131147946,6084,no,141415
mathematician,sterrenkundige,7,0.6699264060458932,0.1616164485922291,0.8056426705000517,7056,no,13466
agenda,ideologie,6,0.5797987471558312,0.0475279968751263,0.9242372538276784,6574,no,282725
nearest,tussenstations,9,0.47098871200568,0.1899622459501206,0.7125925249618537,5898,no,135918
supplement,maandelijkse,9,0.4581647138904993,0.1226347813629105,0.7888517769640907,6488,no,303802
rotation,zwaartekrachtsveld,7,0.5529988103927168,0.0929237225888065,0.8561379765466943,6689,no,112783
enhanced,geüpgraded,6,0.5224467547862628,0.0142014937264529,0.9735366811206196,6860,no,263743
hurt,toegeven,4,0.5738569663436242,0.0499900821063236,0.9198680474155768,6363,no,496153
defining,definiërende,0,0.6723780827297144,0.0,1.0,6184,no,116062
hybrid,tweehuizige,6,0.472087629910438,0.249849936328162,0.6539175296973164,5891,no,170137
grid,elektriciteitsnetwerk,3,0.4777392352310466,0.109582122399474,0.8134205048466646,5688,no,166663
emerging,globalisering,6,0.5205693750203025,0.0815740916979498,0.8645271497463262,6003,no,283499
tanzania,kameroen,7,0.6834291857025752,0.1271052150940217,0.8431834417279487,6912,no,1062
predominantly,vooral,7,0.6177325042900509,0.1200067196515931,0.837331789124058,6502,no,67836
measurement,conditiemeting,6,0.6619872473665185,0.0826259670378339,0.8890350514341463,6541,no,179748
glory,glory,8,0.4936575868152295,0.1061370193248701,0.8230443917995509,6236,yes,200255
throwing,gegooide,3,0.6134830079518603,0.1070816782194137,0.851391998144687,6944,no,201749
considerably,redelijker,9,0.595497754699762,0.1428542178761409,0.8065228736671988,6728,no,266110
southwestern,zuidoostelijke,4,0.6844241205684755,0.032693574469897,0.9544097507339466,5750,no,21009
convoy,escorteerde,6,0.6197787637152661,0.1323089568961061,0.8240777594553038,6735,no,18503
estates,grootgrondbezit,7,0.598830950436006,0.1234376365890987,0.8290973208491368,6211,no,43551
spotted,vlekkenpatroon,6,0.4724173013726632,0.0324878347268859,0.9356555669489556,6802,no,115863
reconnaissance,bommenwerper,9,0.6420559145961611,0.0838203155604718,0.8845253335511692,5960,no,14671
bengali,hindoestaans,2,0.6100977149043756,0.0136404147774058,0.9781311833792092,7263,no,924
fusion,fusion,3,0.4610947659829959,0.0375289193705594,0.9247349845726862,6203,yes,76200
useless,zinloos,9,0.6146026246614084,0.0901608902134653,0.8720692994025481,7115,yes,150843
humanity,zelfvernietiging,9,0.5767147398547958,0.1976801475711276,0.7447295291059922,6576,no,207744
duncan,dunbar,4,0.5696504252344772,0.0417701942769462,0.9316833732066084,5778,no,1804
kazakhstan,turkmenistan,3,0.7342385269422922,0.075285722759617,0.9070000401009116,6953,no,727
potter,rowling,3,0.5227762288876728,0.0699827634282529,0.8819372386830804,6324,no,15429
retreat,troepen,2,0.623574387244082,0.0476101743297203,0.9290654507635226,6188,no,132860
imprisoned,opgesloten,2,0.7754577327701119,0.0637499595085829,0.924035539598686,6121,no,46477
della,fondazione,7,0.6799154841653183,0.0667675006084895,0.91058119446941,7070,no,11238
quarterfinals,dubbelspelfinale,5,0.7211854168581009,0.1024358772944198,0.8756274539989608,7248,no,8293
loose,slappe,1,0.4969581593117039,0.0072644218357103,0.9855928272407408,6504,no,321042
encountered,opmerkte,8,0.5149879845728487,0.070181558491684,0.8800662828004628,6290,no,154785
swing,swinger,3,0.5000681594450804,0.1143168936514003,0.8139328209967888,5829,no,239478
jacksonville,jacksonville,1,0.6327232113662355,0.0157251754923168,0.9757495341017064,7128,yes,11188
defenders,verdediging,3,0.6163104876326456,0.0985185098078714,0.8621789124942858,6091,no,48721
consultant,raadadviseur,2,0.6702091153137908,0.0631224083812311,0.9139237761617316,6413,no,230353
arrives,reist,8,0.6803945340238666,0.1470097855331678,0.8223241261154255,5674,no,146400
monk,monnik,0,0.7351877328241307,0.0,1.0,6400,yes,37008
milton,coddington,9,0.5077334615750511,0.1283801530750514,0.7981804663217786,6182,no,2018
sheep,geiten,3,0.6535912033648472,0.0434592980883321,0.9376525832809384,6084,no,141415
lon,wade,8,0.386985609135693,0.0462842437707154,0.8931745574721225,6467,no,4702
pump,opgepompt,6,0.5836953656860248,0.0342624411534584,0.944555371298419,7052,no,255719
thesis,dissertatie,6,0.6666789239884834,0.0897800491796008,0.8813153755006726,6026,no,119092
innocent,onschuldige,2,0.6129227416771958,0.0178512749593571,0.9716994129616424,6631,yes,186939
incomplete,ontbrekende,8,0.5076975978931502,0.1283370167613658,0.7982232196103407,6246,no,78064
workshops,workshops,0,0.6760591832625182,0.0,1.0,7202,yes,244888
finalist,winnares,2,0.580529989184033,0.0799881757692515,0.8789008690246864,7239,no,25560
currency,munteenheden,1,0.7034623050437179,0.0209779655938902,0.9710425186945686,5672,no,346161
elevated,verlaagde,8,0.4457290697230556,0.0949281053682202,0.8244208904613277,6014,no,142421
solomon,sheba,8,0.45688699290463,0.1135234837036995,0.8009793151438731,5681,no,1202
cuisine,nagerechten,4,0.6272342376732369,0.0495806223860959,0.9267441876471958,5708,no,118353
belarus,rusland,1,0.7548329672731975,0.0443892358364232,0.9444594561265774,7204,no,371
avoided,ingegrepen,4,0.5649333958806599,0.1267015821020931,0.8168085968242447,7301,no,171596
uganda,malawi,3,0.7338910910739278,0.0351201602949156,0.9543307588381814,5800,no,2343
terminology,vakterm,7,0.6165411378069465,0.1088433019154629,0.8499508730058847,6614,no,74937
births,geboortes,4,0.5266436202675848,0.0581094495810106,0.900625661364965,6421,no,34762
eliminate,verhinderen,8,0.5391764898635558,0.0769669841969492,0.8750826918773936,7308,no,372089
transformed,omvormde,8,0.5305047323306169,0.1472396847144914,0.7827504277254833,6834,no,159284
jin,yeong,8,0.6635404390296373,0.1095987570467335,0.85824188244117,6452,no,3374
arch,siermetselwerk,2,0.5135362842242388,0.0334120324380997,0.938911901874036,5720,no,62120
nascar,speedway,3,0.6353651494940575,0.0505839075734919,0.9262570491900092,7207,no,2456
cdp,volkstelling,1,0.57498499660159,0.0112652862833074,0.9807841691301676,6023,no,412
santos,espinho,2,0.6367855461368941,0.0451946580300495,0.933730249420867,6300,no,1714
arctic,poolgebied,2,0.6639275468688628,0.0439268303136022,0.9379436904968392,6219,no,17087
erik,henriksson,3,0.5852246981810212,0.0225759394150659,0.9628563413418648,6986,no,1205
insufficient,voldoende,1,0.7169309293982464,0.0664786682139902,0.9151418767186268,7172,no,91949
beast,ondoden,8,0.5481448058573842,0.0738597826069683,0.8812552447734856,7145,no,93519
disruption,werksfeer,6,0.6692924517252654,0.0414171770983597,0.9417241930900612,6228,no,60849
breeding,broedgebied,2,0.6092928878599322,0.0129297356629151,0.979220081086556,5712,no,124230
centres,centra,0,0.688031655626751,0.0,1.0,5680,yes,151535
eventual,uitschakelde,6,0.5264678217480617,0.0890857734167499,0.855275358447224,6964,no,63600
ethics,zorgethiek,3,0.6300835550911636,0.1062836711024495,0.8556648539997564,6008,no,152610
lens,spiegelreflexcamera,4,0.5843680131610787,0.0624696711086087,0.903422956596692,6489,no,262820
suburban,voorstadshalte,5,0.591947201607369,0.0865923023074088,0.872384287417576,6459,no,61497
ellen,jane,6,0.5826792682109645,0.0220591601015726,0.9635228074340728,6539,no,2468
cohen,weisman,8,0.5172445009291067,0.0873563451977235,0.8555140209324181,6523,no,1771
mixture,vermengen,5,0.6269555600621537,0.1179332949561182,0.8416766553001718,6335,no,274176
literacy,volwasseneneducatie,6,0.5043954764878403,0.0350374158162175,0.9350476837506818,5671,no,105441
screenplay,scenario,1,0.7774459219185764,0.0164708102757858,0.9792537307656168,6075,yes,28645
commitment,bereidwilligheid,9,0.5703006169873999,0.0560850348776532,0.9104624527866164,6253,no,605347
stronger,zwakker,2,0.6568173001008264,0.0956416558511304,0.8728945212298901,5850,no,349797
mph,kruissnelheid,8,0.6504075443458857,0.1569199879218954,0.8056303276551122,5793,no,107262
orlando,beach,4,0.504641464851201,0.1404521607091293,0.7822763159578082,5853,no,19460
gaelic,ierse,3,0.6318741968085662,0.0889026571034361,0.876657169801002,6012,no,1046
hopefully,jullie,4,0.6852739390938465,0.1593504463073105,0.8113357261978335,6765,no,274720
seoul,busan,5,0.6346351242544542,0.0913822437296657,0.8741321519850135,6170,no,1115
cowboys,lakers,6,0.5019410748654378,0.1155046276270799,0.8129315223009758,7196,no,16194
herald,herald,4,0.5522558571065234,0.0380440802388611,0.935551271765422,5628,yes,12258
sue,betty,7,0.483872954836696,0.0391210932227193,0.9251978232488892,6980,no,70715
tough,moeien,9,0.4997172033194848,0.0785626729822326,0.8641442038677434,6934,no,638893
rhine,rijnoever,2,0.6432817733585625,0.0154943352037437,0.9764801197214664,6740,no,291
submarines,vliegdekschepen,3,0.717340307652159,0.0551923583358551,0.9285566025026682,7089,no,17118
healthy,gezonde,0,0.767565785373706,0.0,1.0,6657,yes,1284843
karnataka,uttar,7,0.5824242355278186,0.0835332093663178,0.8745667459583748,6590,no,647
builder,stadsbouwmeester,5,0.5506616589657474,0.1085614849320799,0.8353190631472948,7018,no,99079
reforms,hervormingen,0,0.8306521973900278,0.0,1.0,6255,yes,131298
defended,verdedigend,8,0.5319413715407716,0.2217290635662141,0.7058010328682469,5919,no,62483
armies,legermacht,3,0.7365912142047377,0.1069728834094805,0.8731893833414403,6138,no,51252
itv,televisiebewerking,8,0.5768021178889781,0.0998024110916587,0.8524952068499753,7156,no,1084
cooperative,landbouworganisatie,6,0.5015434531828111,0.0768305250607288,0.8671611656975735,7329,no,90412
directions,dwarsrichting,8,0.526071031498652,0.1508041567162891,0.7772053705883493,6538,no,278196
cooperative,coöperaties,3,0.5590020084385714,0.0193719698049685,0.9665061525350792,7329,no,90412
ibm,computerhardware,7,0.6312956833341675,0.1248902118852889,0.834841918270581,6049,no,3448
accounting,mismanagement,6,0.6035465696295013,0.0477903644698441,0.9266272769623796,6528,no,314871
hardy,millman,1,0.4968852330720726,0.0644127947940246,0.8852431478533702,6889,no,30773
churchill,churchill,0,0.7097431143972043,0.0,1.0,6945,yes,2825
discrimination,uitbuiting,8,0.6179711646307405,0.1491189550732786,0.8056043856609494,6063,no,170631
patrolling,patrouilles,1,0.5853374315841613,0.0402119638810336,0.935717364331989,6501,no,12092
sebastian,sebastiaen,6,0.4761143383235809,0.149603223123392,0.7609093425835224,6699,no,1725
afraid,boos,3,0.6433364924711087,0.029253492627878,0.956506202477022,6208,no,401203
rebels,troepen,6,0.6328967695572458,0.0980258158834305,0.8658875538449392,5640,no,51578
blake,mckellen,9,0.5502901520487808,0.0656450054009535,0.8934222139993515,5704,no,2908
closest,opmerkelijkste,9,0.4727466031104373,0.1291102304252558,0.7854801620066695,6196,no,152420
paying,meebetalen,7,0.6438333205148636,0.1234457170838981,0.839112355434305,6301,no,815788
compensation,compensatie,8,0.6552074818322053,0.0671207015521386,0.9070772772043086,6861,yes,347995
discontinued,stopgezet,0,0.6415210868381931,0.0,1.0,5968,no,43316
muscle,skeletspieren,1,0.7093468681727624,0.0221228498083081,0.9697556176770114,6078,no,637216
prohibited,verbieden,3,0.696132867918855,0.0360161469432337,0.9508076276657724,7090,no,108953
trainer,rijinstructeur,1,0.5359119027779164,0.0225532785915187,0.959615604797035,6877,no,182315
surrey,huntingdonshire,8,0.6513728749795449,0.0533861975746849,0.9242490098336732,5818,no,2459
believing,geloven,1,0.6345547611565245,0.0129580021452415,0.979988035943621,6739,yes,132318
brien,brien,1,0.636877427134078,0.0594271398836672,0.9146535256286022,6106,yes,814
escaped,gevangengenomen,5,0.7118090382072393,0.042843658284265,0.9432273170380868,5753,no,83418
drives,laadt,3,0.4717588531269597,0.0329338801475194,0.9347446912226332,6607,no,272568
exhibited,solotentoonstelling,5,0.6909795372387164,0.043121341142108,0.9412596518925042,5964,no,71095
marines,marinier,7,0.6156328219816927,0.1257258408684295,0.8304115846099622,6645,no,13557
impressive,spectaculairste,6,0.6260145249554462,0.1282759874454524,0.8299382196427855,6017,no,427874
provisions,belastingwetgeving,6,0.6438534509577281,0.0939971180739902,0.8726068366426244,6130,no,278535
duration,doorlooptijd,9,0.5652253304734918,0.128085909041777,0.8152548210074759,6198,no,250646
diana,janet,4,0.5212936958656236,0.1660062071760931,0.7584661274628215,6547,no,2983
henri,auguste,9,0.5742470823318573,0.116305491742239,0.8315761954863709,5858,no,666
remarkable,opmerkelijke,0,0.7224048843712738,0.0,1.0,7007,yes,289856
complicated,ingewikkeld,1,0.7539320847497915,0.0115867501726939,0.9848641866873632,5901,yes,388795
miscellany,#gridlijn,6,0.4346180125986389,0.0621995923315322,0.8748039688724909,7039,no,1488
cdp,landoppervlakte,0,0.5862502828848974,0.0,1.0,6023,no,412
bones,dijbeenderen,4,0.6510744699920141,0.0745316431295146,0.8972836063785592,6125,no,205565
theodore,calvin,8,0.4459980566068765,0.1080852434978013,0.8049296135122972,6770,no,1392
mesa,calixto,4,0.472112032189618,0.0529924382185914,0.8990821042193836,6529,no,11716
scales,snijranden,5,0.5312587852536329,0.0386591522617306,0.93216716001207,7123,no,100517
yeah,hmmm,8,0.6489056854340205,0.100101195304615,0.8663547720604383,5802,no,206356
orlando,anaheim,3,0.5196204135602009,0.1254732120001294,0.8054961217588487,5853,no,19460
pregnant,miskraam,8,0.6917225519796848,0.1316178396724349,0.840141646144276,6768,no,379625
morrison,stewart,3,0.5705229966010709,0.1220345700009798,0.8237914422049742,6620,no,2258
nephew,broer,1,0.8135038684225706,0.0308171161569904,0.963500710369841,5841,no,46102
tin,koper,7,0.466353800846622,0.2310150782636193,0.6687333129084184,7010,no,86913
personalities,persoonlijkheden,0,0.6721007892909467,0.0,1.0,6548,yes,95186
tracking,tracking,4,0.5228923927757597,0.0643162465182657,0.8904712188914825,7099,yes,260366
tan,wong,5,0.4885265884774624,0.0761986102135574,0.8650695765122954,6946,no,72754
scorer,topscorer,1,0.7468379667044309,0.008102524369876,0.989267333696268,6891,no,24786
deliver,versturen,2,0.5311959594477021,0.0346349336687584,0.9387892494204452,6666,no,709685
doctrine,predestinatie,6,0.5979716171062127,0.1131272338844341,0.8409120845479722,5658,no,162760
defenders,verdedigingen,1,0.6288108972269275,0.0860181002135895,0.8796661851693455,6091,no,48721
thursday,zaterdagavond,9,0.6691241828874471,0.1054040534537278,0.8639119292130003,6723,no,15636
punishment,straffen,1,0.7445772135829536,0.0257573629242776,0.9665634080180278,5734,yes,174758
hugo,octavio,8,0.4494806018166632,0.1318797789301502,0.7731531365093405,6133,no,2163
decrease,verminderde,7,0.6750581991541229,0.0658282347022307,0.9111493588030876,6838,no,353877
grid,projectoren,8,0.4647057142041822,0.1226156434263385,0.7912290403995915,5688,no,166663
penalties,penaltyserie,8,0.5440915608841415,0.031409666681321,0.9454220683173986,6867,no,145023
cites,geciteerde,8,0.5999590962925399,0.0406765247929934,0.9365059895919172,6636,no,41017
nathan,matthew,9,0.5380213131159564,0.0886188027712809,0.8585810251777309,5902,no,2726
presenting,presentatiewerk,9,0.5424249416732532,0.2061680040639157,0.7245926437886827,6956,no,187621
recommend,verstandig,2,0.6139653425927193,0.0226753318219693,0.9643828414783324,5682,no,771284
releasing,release,1,0.5945852475520038,0.0153735027600053,0.9747958320916924,6585,no,125720
punishment,bestraffen,3,0.6910151175328938,0.0793194589743374,0.8970324565541647,5734,no,174758
ports,havens,0,0.6963682975904631,0.0,1.0,5821,yes,129823
emma,jane,7,0.5714244130613318,0.0949008047376536,0.8575758470448841,5998,no,5167
mph,km/uur,0,0.8073275322677811,0.0,1.0,5793,no,107262
convert,reduceren,7,0.4552393365650827,0.1403449002818437,0.764357597802048,5809,no,245782
intensity,verkeersintensiteit,7,0.5909702903342721,0.1882294555893727,0.7584323447561574,6997,no,195730
checking,checkt,5,0.6018921594281635,0.0669005977364401,0.8999681186440024,6292,no,391981
barrier,geluidsbarrière,8,0.4579053047050178,0.1313194020998133,0.7771318809560539,6982,no,147355
naples,napels,0,0.809208295940631,0.0,1.0,6698,yes,1879
preparing,voorbereidingen,2,0.6645424371027391,0.0860577436433667,0.8853480909665858,7153,no,335680
monarch,kroonprinses,9,0.5879470931721498,0.0749492541527799,0.8869366916030956,6316,no,21965
app,windows,7,0.6007415253952569,0.090696172982099,0.8688295804597551,7238,no,450833
hugo,gilmar,4,0.4676178144867262,0.1137425662600872,0.804351018702076,6133,no,2163
planets,melkwegstelsels,9,0.6732313503791412,0.156976417088816,0.8109191177919511,5958,no,87925
threw,gooiden,1,0.6112386247979886,0.0244970686354145,0.9614665829078846,6667,no,174050
pace,accelereren,9,0.4674168305451734,0.0711937000162889,0.8678197027784164,6390,no,360907
twitter,twitteraccount,4,0.6196063566154757,0.1146284242060693,0.8438804219029095,5679,no,145790
albania,macedonië,5,0.6548120757634591,0.1212829009344298,0.8437267285887334,5692,no,522
verified,geverifieerd,0,0.6419702868271462,0.0,1.0,6180,yes,90033
belgrade,podgorica,6,0.6562327357406479,0.1675384472235903,0.7966201650551503,6231,no,218
sprint,sprintvierkamp,8,0.6283849334507605,0.0953092994338855,0.8683017010457821,5635,no,47235
consequences,oorzakelijkheid,2,0.6673006545960896,0.0485347778879452,0.9321984136500148,6129,no,373148
dale,martindale,5,0.5030544981889429,0.0174562348390694,0.96646325669882,6167,no,3913
shorts,kortfilms,4,0.5018032779244558,0.0871447108909175,0.8520332651679431,6606,no,110397
spots,oogvlekken,0,0.5815795173911278,0.0,1.0,6070,no,340056
disappeared,verstopten,9,0.5368858033115419,0.1724897577824161,0.7568428245308981,6499,no,133595
burke,arbuthnot,7,0.5310914825923267,0.059020553616958,0.8999841555578334,6582,no,1716
excessive,overmatige,0,0.6673007324514735,0.0,1.0,6738,no,283241
armament,kanon,6,0.6453651078047722,0.1189974895044874,0.8443180109500553,6981,no,5492
webster,guilford,9,0.5396220488370782,0.0860922337153669,0.8624096714491235,7187,no,2169
burton,hinchcliffe,0,0.5770854886544565,0.0,1.0,6312,no,2905
willie,willie,0,0.7023318933785145,0.0,1.0,6589,yes,1672
eurovision,intervisiesongfestival,1,0.7700407257410851,0.0339049999031991,0.957826755187948,5878,no,344
rica,panama,6,0.667730926803737,0.0887911641137861,0.8826324238514982,6681,no,4915
colleagues,onderzoekers,2,0.5674290366776338,0.0434677043938228,0.9288460692758248,6549,no,315784
collegiate,basketbalcompetitie,5,0.4799315341003481,0.0933139113150308,0.8372182246517201,5826,no,24334
diploma,masteropleiding,4,0.703105154009784,0.041752614635799,0.9439455203485088,7223,no,80053
advocacy,armoedebestrijding,8,0.5874896981216928,0.0387628671883277,0.9381034596335128,6845,no,121322
barnes,harrington,3,0.5726028226780775,0.095944887424078,0.8564875984551388,6704,no,3001
tasmania,queensland,1,0.706229359549755,0.0068027530758558,0.9904594015397062,6252,no,932
hoping,lukken,4,0.6443800614605453,0.0505335365069304,0.9272808351214684,6371,no,396564
nat,presenqui,7,0.3802520750186984,0.0600885071427993,0.8635408373040633,6893,no,6165
airing,uitzendtijd,8,0.6504356558320995,0.0953328913668219,0.8721682595426038,7253,no,30153
jeffrey,brendan,1,0.5163718815510279,0.0011219980401904,0.997831862202744,7112,no,2050
temples,hoofdtempel,5,0.6615930651194288,0.1555656690177416,0.8096261319632081,5702,no,72570
governorate,oblast,3,0.6067492033130976,0.0467665880267312,0.9284384728778304,7034,no,1514
dot,streepjescode,0,0.5261552459271841,0.0,1.0,7193,no,93095
coordinates,coördinatensjabloon,6,0.6101370818007068,0.081532408344194,0.8821223004543493,6616,no,57496
bullet,geweerschoten,9,0.5472249503558719,0.0847213030003916,0.8659359042791421,7022,no,106362
precedent,precedentwerking,0,0.6175244785645576,0.0,1.0,6993,no,48777
twins,tweeling,0,0.6201675137993214,0.0,1.0,6177,yes,79071
notion,essentie,9,0.6384594468191731,0.0969317832940976,0.8681901832319002,6438,no,244484
frog,heikikker,3,0.5761723445808098,0.0520919783417029,0.9170858881507302,7094,no,37503
learns,confronteert,5,0.6811791920722089,0.0845679471866504,0.8895615238360527,6605,no,71040
gerald,gerald,0,0.5962251789526978,0.0,1.0,6494,yes,986
purely,zozeer,4,0.5753338386905471,0.1426224259671311,0.8013494233731165,6474,no,156451
tight,slippen,5,0.447765069146447,0.0785399356826064,0.850771064379073,6791,no,402805
empress,kroonprinses,8,0.5961412107817342,0.2288538795353546,0.7225997072935378,7120,no,3962
mansion,herenhuis,1,0.6522934000506766,0.1024396346771711,0.8642703711596377,5700,yes,48397
draws,brengt,6,0.4604350786680348,0.0651891497830846,0.8759776542736996,7243,no,158651
swan,swan,4,0.4631786692918615,0.0106137630239566,0.9775982850294204,7228,yes,15290
clarify,verduidelijkende,6,0.644646777758896,0.0788795058067598,0.8909790734649905,6569,no,113296
realized,ingezien,4,0.5799300116241914,0.0415209619832984,0.933187067449148,5730,no,468071
highlights,hoogtepunten,0,0.6012045026998932,0.0,1.0,6957,yes,227178
tin,zink,2,0.494856642963323,0.2025122361469183,0.7096052860785822,7010,no,86913
threw,schoot,9,0.5268466163137329,0.1088890771196703,0.828719579151525,6667,no,174050
proximity,dichtbevolkte,6,0.4644023514334987,0.1617892859510246,0.7416297563046579,6978,no,102062
warnings,leeswaarschuwing,3,0.6847878744028638,0.107270348333719,0.8645675971103525,5916,no,89525
tasmania,australië,2,0.6809284478433784,0.0321036647822324,0.954975850016044,6252,no,932
exile,ontvluchten,9,0.5805008877430089,0.1862304732971266,0.7571111829252826,5636,no,44353
flooding,regenval,7,0.6622408785128786,0.1471117631998604,0.8182352714775294,7271,no,88829
highland,kirkcaldy,4,0.5247469803422041,0.0750118878462754,0.8749299229658039,6787,no,7166
monks,monnik,7,0.6988290100113934,0.1169711488599585,0.8566178890896682,6971,no,48106
bradford,wokingham,2,0.6623231025714712,0.014698204858267,0.9782898932471304,5908,no,1445
collaborative,gemeenschapsproject,2,0.5972384494623237,0.0822025387535593,0.8790144542656874,7227,no,142401
duncan,ian,1,0.5817823138542513,0.0296383056571721,0.9515255051737448,5778,no,1804
northeastern,noorden,9,0.6762775265172445,0.0496153647293855,0.9316491932519448,5763,no,22339
synthesis,gesynthetiseerde,6,0.6781387810502046,0.1012247498422636,0.8701186983610221,6168,no,67281
