en,nl,position,score,rel_score,ratio_score,index,correctness,freqs
malcolm,malcolm,0,0.7520303320898595,0.0,1.0,6383,yes,1247
polo,volleybal,5,0.5062220530504141,0.1006706740598809,0.8341211394322982,5831,no,61827
tomorrow,morgen,0,0.5996209461013039,0.0,1.0,6566,yes,412818
strategies,strategieën,0,0.8481121618722247,0.0,1.0,7029,yes,719011
distant,dichterbij,6,0.4768621994042205,0.0695942433407896,0.8726444819806727,6581,no,166675
export,exporteert,6,0.762174713735547,0.114946116774748,0.8689506476458047,6445,no,205304
neat,rommelige,5,0.5009358684912857,0.0661933926396289,0.8832834114261139,5732,no,132934
ignored,genegeerd,0,0.8645771560653709,0.0,1.0,5719,yes,206412
boom,opleving,4,0.4535004117445421,0.0297394177447469,0.9384582645512126,6505,no,114183
nursing,verpleegkundig,3,0.7107189507930467,0.048222227221949,0.936461179576428,6090,no,297916
collegiate,clubkampioenschappen,9,0.5072174033325686,0.1208718227713968,0.8075562869925915,5826,no,24334
receiver,ontvanger,2,0.6130942105657842,0.0318479310670625,0.9506189330620716,6284,yes,169656
algebra,getaltheorie,6,0.695937340500345,0.0939719742202883,0.8810344776684608,7173,no,22084
nearest,kilometers,9,0.5072081785187521,0.2210219805832038,0.6964943324295092,5898,no,135918
cdp,straal,7,0.4884122754858854,0.098961937149549,0.8315180765162876,6023,no,412
jesse,evan,5,0.6415455943894794,0.1257412428003941,0.8361222469801367,6053,no,2748
lift,trekkracht,8,0.5533413756172371,0.0665099671388235,0.8927001321912145,5706,no,316751
honored,eren,5,0.6287116932738317,0.1723332664911926,0.784864426908392,6656,no,141792
boxer,kickbokser,4,0.6126747484215209,0.1809965864958056,0.7719502033991699,6622,no,27671
sprint,sprintrace,6,0.6844501082945352,0.1048628616985499,0.8671466633831335,5635,no,47235
preston,harrow,8,0.6462315689016727,0.0998221785596512,0.866199749147663,6241,no,1102
exploration,verkennen,8,0.5869212598931683,0.1967735237385763,0.7489156137715988,5949,no,195202
pit,pits,1,0.5014113676019897,0.0918525565221414,0.8451742086664911,5630,no,131888
für,wissenschaftliche,1,0.7898924972054118,0.0481239049671157,0.9425740297655796,7147,no,0
beaten,versloeg,9,0.5955369021935495,0.0454519806859738,0.929090844006858,6507,no,123912
krishna,bhakti,5,0.6303063696680116,0.136055834819833,0.8224653642584601,7290,no,1821
grain,graan,0,0.7537737876221426,0.0,1.0,6518,yes,179534
disbanded,heropgericht,1,0.7185916403669621,0.0017958380196407,0.997507122106477,6103,no,11417
dirty,smerig,5,0.556956945768746,0.1366378725837802,0.8030004420904818,6917,yes,231623
hub,verkeersknooppunten,6,0.5721233649980058,0.0428560619808627,0.9303130151989046,6794,no,116291
discrimination,gediscrimineerd,6,0.6955093861309164,0.148596350047793,0.8239600281352275,6063,no,170631
compounds,oxidatieve,8,0.7495731794971644,0.0316737093524266,0.9594574905775726,6107,no,144323
publish,herpublicatie,4,0.710177672137063,0.2036595259029592,0.7771380653580707,5859,no,230884
precisely,noodzakelijkerwijs,6,0.6888556188646127,0.1157223684451078,0.8561701037433916,7086,no,342738
prey,carnivoren,9,0.6343160950883937,0.1391291023622336,0.8201176982922376,7054,no,88568
troy,jason,1,0.5413573945514798,0.0961018475082449,0.8492423653664104,6830,no,7403
charleston,maryland,1,0.6957565230239995,0.0279685035025737,0.961354792942832,6745,no,8332
nearest,dichtste,5,0.5465414893653513,0.1816886697366047,0.7505065294732357,5898,no,135918
observatory,radioastronomie,6,0.6680304107028965,0.1260508265351257,0.841262051508034,6306,no,13249
likewise,bovendien,6,0.652089139769527,0.0921884590195725,0.876136996236944,6752,no,212261
debates,discussies,1,0.8012820313196072,0.0209437726495362,0.9745279550356676,7318,yes,86744
consumption,geconsumeerd,9,0.6623162654702228,0.1297288934534245,0.8362102312073719,5695,no,423879
belarus,oekraïne,0,0.8291557430901912,0.0,1.0,7204,no,371
integral,lineaire,8,0.5521968828496879,0.1095974571565884,0.8343934806762642,6354,no,145965
glenn,gary,1,0.6240835240978971,0.0571298437260353,0.9161351693544552,5983,no,1933
documentation,gegevensbronnen,5,0.598068099957273,0.2182678508129193,0.7326249681800867,6105,no,254949
pursuit,achterhoedegevecht,9,0.529986164619545,0.1658107796882474,0.7616965969098889,6235,no,146544
institutes,onderzoeksinstituut,8,0.6888382432905611,0.1376137148913084,0.8334885488152899,7325,no,43617
bullet,pistool,3,0.5879992239596563,0.0980212251905306,0.8571161758924895,7022,no,106362
portsmouth,southampton,1,0.7816088744039009,0.0435744184168651,0.9471942551479532,7038,no,982
melody,melodier,7,0.7124273521702063,0.1346050003785033,0.8410863528724982,7109,no,57147
browser,internetbrowser,4,0.7752301364265111,0.0882265450220383,0.8978216893590678,6336,no,329222
lecturer,hoogleraar,0,0.8215404099582553,0.0,1.0,6691,no,41066
fringe,onderbouwde,9,0.4405587157153043,0.0885638996060237,0.8326212166300239,5847,no,46715
particles,deeltje,8,0.7301373709116193,0.1328646048078864,0.8460436840864541,6282,no,154105
committees,bestuurscommissie,2,0.720242968599933,0.1065287338460965,0.8711509676360137,6503,no,108685
landmarks,bezienswaardig,6,0.6201877561315902,0.0954376750281686,0.8666373903544761,6652,no,36399
aids,preventie,7,0.5580282065342993,0.1699304320197238,0.7665658142923282,6204,no,142028
panels,omkaderd,8,0.6010524221545779,0.207968100159912,0.7429384120381204,7310,no,276890
nigerian,zambiaanse,6,0.6215227706534412,0.104447907806873,0.8561265476611356,6051,no,2582
dying,stervend,3,0.754247143788257,0.0612983150855059,0.9248376477135234,5979,yes,211988
accidents,spoorwegongevallen,9,0.6615921247750973,0.1628519441116773,0.8024705977549549,6149,no,226715
sensitive,gevoeliger,1,0.7504734701606612,0.0144949930904202,0.9810515154718704,5842,no,371115
cyclists,mountainbike,9,0.6099147780365404,0.095929059191447,0.8640930838637301,5786,no,51139
receiver,luidspreker,7,0.5031127357636349,0.1418294058692117,0.7800897216762235,6284,no,169656
roller,achtbaan,0,0.6682535156993998,0.0,1.0,6856,no,79654
theodore,edward,4,0.4891179326783296,0.1666177096762079,0.7459071935178987,6770,no,1392
enterprises,bedrijfsactiviteiten,9,0.6226719374860076,0.0680101868619311,0.9015318560240162,7139,no,195609
rhine,moezel,3,0.6556611831891411,0.0489140582555897,0.9305765298319432,6740,no,291
mess,opruimt,3,0.5903713803115683,0.0224176923687696,0.9634169514957004,6795,no,244829
napoleon,bourbons,6,0.6229086804045568,0.2141653323435942,0.7441500642930248,6259,no,1387
disk,processor,9,0.607895800440661,0.1397580971179012,0.8130711314763738,5729,no,242281
illustration,geïllustreerde,8,0.5974389637939094,0.2195758658004631,0.7312461685554996,6341,no,112826
hypothesis,hypothesen,2,0.7909715776276639,0.0800722719591989,0.9080732020584528,6668,no,76010
healthy,gezondheid,6,0.6013440142765517,0.21872199903115,0.7332873262861558,6657,no,1284843
sculptor,beeldhouw,7,0.7461533809378944,0.1528770375095606,0.8299534316385362,6117,no,19123
bench,rechtermiddenvelder,5,0.4666407703508953,0.0730540307171015,0.8646382537453842,6537,no,169874
fourteen,veertien,0,0.8692853626980717,0.0,1.0,6226,yes,60641
charleston,virginia,9,0.6339759324379974,0.0897490940885757,0.875990064183195,6745,no,8332
bigger,grotere,1,0.7409062639773358,0.0171109900826607,0.9774266482840424,6100,yes,606587
researcher,onderzoeker,0,0.8783581413110739,0.0,1.0,7069,yes,108541
settings,setting,0,0.6350789473139374,0.0,1.0,6760,no,394666
pounds,totaalgewicht,8,0.6011727796366444,0.1510370321671426,0.7992089044877543,6678,no,515892
roller,achtbaantreinen,5,0.5772992367713031,0.0909542789280967,0.8638925545600712,6856,no,79654
itv,uitgezonden,9,0.6238473840315966,0.108566387686831,0.8517690520317404,7156,no,1084
handling,handelbaarheid,6,0.5631160732259446,0.0388855956667097,0.935406166334659,5685,no,350785
pushing,overtrokken,8,0.5858384305473492,0.0350059234084405,0.9436156209114316,5697,no,254399
blow,opblazen,6,0.5744360053386712,0.0709389454307196,0.8900810368512924,6873,no,252984
implement,implementeert,8,0.6716405519497367,0.1414925682644877,0.8259908928230463,6742,no,402948
tel,beër,5,0.5879794668570982,0.2269694557914635,0.7214924156794772,6603,no,19444
voluntary,vrijwillige,0,0.7090337366606247,0.0,1.0,7265,yes,152096
pit,kuil,7,0.4576693577704905,0.1355945663536405,0.7714430949870643,5630,yes,131888
outline,uitgewerkt,6,0.5424108231873692,0.0286048267856663,0.9499053541054135,6863,no,145869
syracuse,milwaukee,8,0.5737791696274726,0.0867326414545077,0.8686887350092475,6690,no,1938
forgotten,verdwenen,2,0.5414882542561811,0.141530053536104,0.7927873207475645,6841,no,215806
civilians,militairen,3,0.7467866044685469,0.0299014576436936,0.9615013296813456,6285,no,102687
clarify,beargumenteren,7,0.7009740377756812,0.1115352686724475,0.8627273955051393,6569,no,113296
convoy,konvooi,0,0.8364026250038155,0.0,1.0,6735,yes,18503
counsel,procureurs,2,0.6598596231614398,0.0148211629401161,0.9780323328521688,6931,no,178674
vague,begrijpelijkerwijs,8,0.6402092031339243,0.0694063655238163,0.9021915969866606,7095,no,84240
betty,judy,6,0.6704752189527482,0.0889169306814201,0.8829103899424622,6440,no,3717
moses,moses,1,0.646162409947608,0.0787443800769955,0.8913730962923896,6812,yes,2513
sailors,zeilers,8,0.6586463739624001,0.1031414592087998,0.8646060560202983,6506,no,43357
quest,ultieme,4,0.5492113825862893,0.1351608761723698,0.8025038647569821,6073,no,180078
andrea,antonello,6,0.622859019516508,0.1706968446861433,0.7848962468979345,6085,no,2138
drag,uitrekken,4,0.4906027657945275,0.0296206523881198,0.943061670519184,7246,no,165761
aboriginal,inheemsen,4,0.5707935493203842,0.1824126391287361,0.7578184540619208,6554,no,28782
learns,vergeeft,5,0.7461590459531289,0.0802991727925721,0.9028394043749234,6605,no,71040
complaint,aantijging,3,0.6908042718228484,0.1286279071776658,0.8430280010060661,5962,no,242782
aboriginal,tasmaniërs,7,0.5205653080309434,0.232640880418177,0.691132542475264,6554,no,28782
brad,kevin,4,0.6694808480797234,0.0337358285866806,0.9520264099159236,6249,no,8647
crowned,kroont,2,0.642324287474082,0.1226255483720308,0.8396946536547792,7294,no,33215
precedent,wenselijk,8,0.625219618216935,0.074711406787443,0.8932589010653218,6993,no,48777
layers,grondlagen,4,0.6734760810240177,0.0232710037556611,0.9666005007211192,7181,no,219864
protagonist,titelpersonage,7,0.693643260838315,0.1693053604352921,0.8038059784075928,6936,no,36353
decrease,verminderde,7,0.7592337118751961,0.0466737510163023,0.9420854711422544,6838,no,353877
thunder,thunder,0,0.6718223901139433,0.0,1.0,6391,yes,37707
rpm,toeren,2,0.6219185121547288,0.0237379225876395,0.9632344365976752,7222,no,41601
krishna,ramakrishna,2,0.6367548117837271,0.1296073927041175,0.8308797172601519,7290,no,1821
conquest,overheersing,5,0.7010729062282717,0.1280351661136649,0.8455748166194897,6021,no,33817
marines,mariniersbrigade,1,0.6870677244165664,0.1383203525532013,0.8324177966551027,6645,no,13557
protecting,beschadigen,7,0.6437118264889948,0.2163813089705204,0.7484210720331862,6888,no,240101
provisions,verplichting,7,0.684287912988416,0.0971361040802106,0.8756934750423983,6130,no,278535
wet,warme,8,0.6026384339770317,0.1448200978545979,0.8062499902172235,5856,no,341579
payment,betaling,0,0.8455003689956965,0.0,1.0,5787,yes,1083253
cent,dollarcent,4,0.5656531257810528,0.0905157922556714,0.8620541300150315,6679,no,533892
rainfall,regenbuien,2,0.7072701268259355,0.0945371573363434,0.882094913324322,7281,no,54676
rat,molrat,8,0.5144024178177169,0.2069002688581384,0.7131574959028028,7314,no,63749
particle,elektronendichtheid,9,0.6936965365438093,0.0699507683354447,0.9083991158110548,6721,no,65205
conventions,bijeenkomsten,9,0.5081709326557202,0.2350426529459767,0.6837481748188322,6714,no,67831
proportion,overgrote,6,0.6531330113956423,0.0978071902206023,0.869753690093975,7154,no,186713
triangle,driehoekje,6,0.5675518286482673,0.1452280423485037,0.7962512014467905,6093,no,59398
extends,uitstrekt,1,0.7712535777634377,0.045236165306655,0.944596774557679,6347,no,127925
macedonia,kosovo,9,0.7089151794549935,0.1699838586735416,0.8065945560305845,6007,no,554
anthology,essays,6,0.6821178283409562,0.0734755940279682,0.9027577638280536,6181,no,27412
thursday,donderdagavond,8,0.7088908195082276,0.1014341883171848,0.8748228336314171,6723,no,15636
variants,spellingsvarianten,7,0.6208695339898678,0.2630606586474128,0.7023965683731777,6349,no,59912
loaded,inladen,7,0.6401408084623902,0.0933011087343058,0.8727900512000814,7136,no,224915
clarify,duidelijkheid,2,0.7439149791157171,0.0685943273324116,0.9155771795005392,6569,no,113296
barnes,hayes,9,0.6032916325500416,0.1372834687719716,0.8146258650514924,6704,no,3001
complicated,ingewikkelde,1,0.8189415036178619,0.0149566528918967,0.982064173214512,5901,yes,388795
solomon,solomon,0,0.6004069073461316,0.0,1.0,5681,yes,1202
tobacco,tabaks,1,0.7233028841425685,0.0514962328409837,0.9335360202248696,6534,no,212721
horizontal,lengterichting,4,0.6969328430301718,0.1578821981137363,0.8153025034486298,6150,no,115365
pipe,pijp,0,0.5981780587833272,0.0,1.0,6268,yes,186886
imprisoned,gearresteerd,6,0.7951606891924133,0.0959193421070558,0.8923560861675063,6121,no,46477
lighting,ledverlichting,3,0.6150354479173319,0.0650212780156478,0.9043884494687644,5744,no,426040
prepare,bereidde,3,0.6595844832403761,0.1870128694901949,0.7791005737414447,6047,no,566980
ammunition,granaten,4,0.7217487102265792,0.1560505179428486,0.8222252732344296,7014,no,49304
sending,uitgestuurd,2,0.6929358197667373,0.1071230151950072,0.8661060780609598,5765,no,400733
rpm,toerentallen,1,0.6337362004275868,0.0119202343147815,0.9815378060631612,7222,no,41601
spelled,gespelde,2,0.6219742653614017,0.193943411927804,0.7623002695907274,6947,no,41779
logan,pendleton,1,0.6035511399021822,0.0936500632121317,0.8656771348158778,6984,no,2176
speedway,raceway,1,0.7079235880433153,0.0192943024062896,0.9734683336869492,6468,no,6178
secular,wereldlijke,8,0.6813372649214445,0.1633131844437247,0.8066499762517508,7098,no,99134
soprano,bariton,3,0.7834433605715776,0.0536878768602457,0.9358668337058464,7199,no,14198
napoleon,napoleontische,3,0.6814065751504599,0.1556674375976912,0.8140338426149104,6259,no,1387
governmental,overheidsorganisatie,3,0.7554062840236789,0.0385879876320461,0.9514001687297086,7201,no,87036
counted,meegerekend,2,0.6587903756610118,0.0974433764733548,0.8711464858605765,7197,no,108524
disorders,ontwikkelingsstoornissen,4,0.7923602560199904,0.0484491396206416,0.9423779754700206,6653,no,256984
tight,strakke,3,0.5503758090498678,0.0621883847514945,0.8984785833374053,6791,yes,402805
accidents,vliegtuigongelukken,6,0.6879661556761366,0.136477913210638,0.83446067676256,6149,no,226715
dynamics,evenwichtstheorie,4,0.5854325768096491,0.0706848567426314,0.8922679795902738,7170,no,127569
chip,hardware,5,0.5658761332221532,0.2003980920627091,0.7384773160180207,6882,no,176186
spacecraft,ruimtecapsule,6,0.8237476932815799,0.0643512972156923,0.9275404004460582,7076,no,58699
creatures,beesten,5,0.6992601971921297,0.1397166946320914,0.8334677677137211,6983,no,191788
mixture,mengeling,2,0.6984066067559108,0.0835007279409466,0.8932089210119514,6335,no,274176
releasing,ep,7,0.5655839890794884,0.09317928262521,0.8585542233037862,6585,no,125720
likes,ergert,3,0.5711424602605394,0.0372315640198289,0.9388015225274134,6921,no,408795
indies,indiën,5,0.6087411833477456,0.1139741953771992,0.8422972601215725,5693,no,2303
berry,withers,5,0.4714217937266077,0.1399257488665219,0.77111914399295,7232,no,76122
governorate,oblısı,7,0.5723745615335303,0.1142196560466555,0.833643143035477,7034,no,1514
twitter,facebookpagina,2,0.7195667268978414,0.1132782744595326,0.8639863668810988,5679,no,145790
directions,windrichtingen,1,0.6644857647609718,0.081185810532647,0.8911239033073254,6538,no,278196
emerging,ontwikkelings,7,0.5564384412988457,0.1033192284008126,0.8433982155177572,6003,no,283499
reforms,landbouwhervormingen,4,0.7716023537946872,0.1112052296939778,0.8740323126195645,6255,no,131298
diversity,gevarieerde,4,0.5854520591965556,0.2405673755440401,0.7087630563806429,5950,no,267197
performers,musici,4,0.7060545594483317,0.0718680236734665,0.9076154552744043,5947,no,107213
luxembourg,luxembourg,3,0.6457944282982712,0.159246081639219,0.8021887350096405,5986,no,651
acclaimed,prezen,9,0.5936403471555972,0.1170306676256196,0.835323707888033,7254,no,85034
cent,aandeel,9,0.5249882951304468,0.1311806229062774,0.8000810167924846,6679,no,533892
reynolds,hicks,8,0.6015596319701799,0.1473642957521493,0.803231956815264,6511,no,1702
knee,knie,0,0.7796552177497302,0.0,1.0,6665,yes,223033
adoption,adoptie,1,0.6168753543891294,0.0384803684811584,0.9412832342218294,6837,yes,212733
murders,seriemoordenaars,2,0.74865270297372,0.1439089513773338,0.8387686153938976,6999,no,46043
listen,beluisteren,5,0.6636207768908998,0.1512964989213179,0.8143412792782891,6016,no,625063
diplomat,ambassadesecretaris,2,0.7117577351789173,0.1940616011043867,0.7857612513543296,6717,no,20902
motorcycle,motorrace,4,0.6842372873323749,0.0273474435150162,0.9615682541663736,5866,no,173801
baroque,barokkerk,5,0.7495100343082297,0.123411169960006,0.8586227836412098,6350,no,12336
grain,landbouwproducten,8,0.5938739173283498,0.1598998702937928,0.7878675632934736,6518,no,179534
ludwig,hermann,6,0.6735935960575473,0.0677274284956114,0.9086395417741794,6456,no,833
cdp,hoofdplaats,8,0.4808074793171027,0.1065667333183316,0.8185709705569345,6023,no,412
dust,druppeltjes,8,0.5678428435312327,0.0702482392286937,0.8899087589112671,6513,no,297720
tackles,homeruns,8,0.465540198647124,0.0713652985548412,0.8670803355027001,7096,no,43191
harmony,harmoniek,5,0.5570395375199353,0.048408443488614,0.9200452474744804,6803,no,132933
rod,buis,8,0.4303821812036759,0.0969197967734575,0.8161967888964368,6022,no,113157
impressive,indrukwekkende,1,0.798795676750814,0.0204434641267245,0.975045791751568,6017,yes,427874
para,oficial,3,0.4496224783221761,0.1941330045449949,0.6984367361340964,6619,no,31456
egg,eierschaal,2,0.6250669455986386,0.0565673156430124,0.9170122177544736,6020,no,233657
admit,verbazen,5,0.6711184442150792,0.0635359392044516,0.9135158781620324,6577,no,348615
succeed,aanstellen,5,0.5905221495086357,0.152306871470114,0.7949637572460014,6913,no,293207
adr,#bfcda,5,0.4612673390080937,0.0561355676324676,0.8915051173621162,5833,no,682
physically,afstandelijk,7,0.5284108577985569,0.2313155529322069,0.6955278246682122,7142,no,258495
listen,horen,4,0.6715996195037401,0.1433176563084776,0.824132264019517,6016,no,625063
performs,verzorgt,8,0.5659275177079364,0.1678868912965887,0.7712134168578946,7218,no,138111
foods,vleeswaren,5,0.6950423074260876,0.0444849721420849,0.9398467461970292,6072,no,805974
bomber,bommenwerpers,1,0.7778989901795588,0.0267596203393862,0.9667441322449426,6071,no,28362
claire,suzanne,2,0.6785568139886147,0.1171198312112411,0.8528047393148968,6939,no,3036
ain,she,1,0.4788775588053136,0.2539023365665804,0.6535080476822824,7055,no,5145
relay,wisselslag,5,0.6063061995930207,0.0332811442534204,0.9479646610058454,5855,no,61979
caroline,julie,2,0.6850177685303978,0.1347415085858813,0.8356328347269575,6159,no,2530
graduates,afgestudeerden,0,0.7561542045733645,0.0,1.0,7211,yes,155458
mann,farber,3,0.5321960212624217,0.1248795794362503,0.8099464060094984,7270,no,1975
moses,isaak,8,0.556736085857421,0.1681707041671826,0.7680105822136459,6812,no,2513
difficulties,tegenslagen,5,0.6682719894749424,0.1792771114782752,0.7884758401883187,5657,no,332517
polo,waterpoloteam,2,0.5398431320460169,0.0670495950642782,0.889519857350189,5831,no,61827
innovative,innovatie,4,0.7352401668050986,0.1123462714178347,0.8674515467078707,6686,no,519640
henderson,campbell,3,0.679956414184967,0.0891157646140181,0.8841256164627032,6199,no,7086
morrison,morrisons,2,0.6416707211330752,0.101633058130045,0.8632684765429287,6620,no,2258
swing,swingers,1,0.5447823799082185,0.1230698729814852,0.8157229051051651,5829,no,239478
confederation,confederaties,1,0.6810710336085528,0.0584219254473161,0.9209973202153202,6754,no,6666
brooks,reynolds,2,0.6486604124872661,0.0079767456106712,0.9878521257709856,5764,no,5368
bots,spambots,2,0.6262542449692026,0.0292350440373561,0.955399661706656,6954,no,23643
treasure,kostbaarheden,8,0.5497933197966303,0.1297166404954735,0.8091026650445099,6831,no,139897
cognitive,cognitief,2,0.8137282042887535,0.0527621818244397,0.9391081739970428,7033,no,125332
rewrite,artikel,7,0.656995949212125,0.1885025352706383,0.7770515988731128,7285,no,34763
vinyl,elpee,4,0.6427961551248468,0.1642655797662841,0.796464666004215,6287,no,112348
earn,behalen,2,0.6950856285126437,0.0367317897877518,0.9498074398487818,5893,no,516153
aids,hiv/aids,1,0.6026099607685991,0.125348677785424,0.8278079671746053,6204,no,142028
rivalry,aartsrivalen,5,0.5923913610704493,0.1868683307357989,0.7601976174301326,6654,no,40461
shoulder,heup,4,0.7440352445020597,0.1053249508646265,0.8759949530962472,6625,no,341486
succeed,aanblijven,9,0.5694738625437059,0.1733551584350438,0.7666284521212816,6913,no,293207
comedian,televisieregisseur,9,0.6963868654617859,0.1490017195724614,0.8237476561545656,5865,no,35999
harper,burke,8,0.5616986358350198,0.1842121551250104,0.7530372836034203,6098,no,4030
settle,vestigden,3,0.5591675469665984,0.1190929036291914,0.8244142002904943,6633,no,262045
translator,vertaalde,2,0.6764563932383013,0.131020836429227,0.8377405187225233,7195,no,36655
frances,katherine,2,0.6995128766667285,0.0631033447333204,0.917254127354553,7293,no,997
paste,kopieren,3,0.5819920746624943,0.0613834254405631,0.904591602523362,6731,no,125302
indies,oostindië,1,0.645711965627067,0.0770034130978778,0.8934526435099089,5693,no,2303
prussia,keurvorstendom,3,0.6906391080397949,0.2005697961934084,0.7749463731334925,6530,no,302
counted,meetellen,9,0.6009681287207504,0.1552656234136162,0.7946856736089863,7197,no,108524
introduce,herintroduceren,7,0.599119859146153,0.2179638312582558,0.7332417305375702,6651,no,298951
playwright,toneelschrijfster,1,0.81372735395395,0.0633458982858117,0.9277758178988508,6597,no,20874
slam,grandslamfinale,6,0.6434824291748155,0.053188730340815,0.923653032547242,7036,no,33767
shifted,verbreedde,7,0.6069082532296116,0.1613128692709905,0.7900176595692809,7220,no,95335
forcing,genoodzaakt,3,0.6876126871355457,0.0629542925185195,0.9161243510238952,6113,no,133762
lasting,langdurende,8,0.5821535678933587,0.0961078599307024,0.858302630832145,6675,no,237682
mask,onzichtbaarheid,4,0.5382236956968589,0.209290595864128,0.7200179338015336,6761,no,153562
marco,giampaolo,7,0.6104334415122963,0.1162610074433059,0.8400139045916821,6202,no,1293
secular,godsdienstig,5,0.7240829313718616,0.1205675179933076,0.8572574985499327,7098,no,99134
flags,vlaggen,0,0.7968291320273083,0.0,1.0,6602,yes,88421
consumption,geconsumeerde,8,0.6743708308001868,0.1176743281234605,0.8514297741767975,5695,no,423879
performs,uitvoert,0,0.7338144090045251,0.0,1.0,7218,no,138111
tribal,stamhoofden,1,0.6035448680098572,0.0139242792572698,0.9774494331920912,5980,no,99559
productive,productieve,0,0.6700631651580923,0.0,1.0,7064,yes,264497
norton,revell,9,0.5128582940056446,0.1348430106668415,0.7918129704323729,6851,no,2774
reynolds,delaney,2,0.6120986317936701,0.1368252959286592,0.8173041468380103,6511,no,1702
infinite,meerdimensionale,5,0.655709003239006,0.1533007597315371,0.8105081461951171,6727,no,103329
