et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
kiire,rýchly,0.0,0.6821988547955747,0.0,1.0,1916.0,532068.0,yes,1
kilo,kilogram,0.0,0.5809774543701288,0.0,1.0,17521.0,106652.0,yes,1
koht,miesto,0.0,0.5729004364099233,0.0,1.0,290.0,2726920.0,yes,1
kontoritarbed,-,0.0,0.0,0.0,0.0,0.0,0.0,no,not_language
kuivõrd,nevyplýva,0.0,0.5452769171073262,0.0,1.0,7306.0,101438.0,no,meaning
küll,ale,0.0,0.7192209166401538,0.0,1.0,447.0,2924749.0,no,meaning
laekuma,vyplácať,0.0,0.5517012538558786,0.0,1.0,305045.0,135172.0,no,meaning
lastevanemad,-,0.0,0.0,0.0,0.0,0.0,0.0,no,not_language
laul,pieseň,0.0,0.7420118021767385,0.0,1.0,752.0,392297.0,yes,1
linn,mesto,0.0,0.7879295879574133,0.0,1.0,114.0,1549647.0,yes,1
lugu,„príbeh,0.0,0.6047404269583033,0.0,1.0,902.0,1104562.0,yes,1
läbirääkimised,rokovania,0.0,0.7638659531862103,0.0,1.0,8527.0,0.0,yes,1
lõplik,konečný,0.0,0.5953015640391434,0.0,1.0,5056.0,122888.0,yes,1
madalale,nižšiemu,0.0,0.6353166156693593,0.0,1.0,24269.0,26.0,yes,2nd_grade
mahtuma,spotrebúvať,0.0,0.5054891669171817,0.0,1.0,112332.0,213662.0,no,meaning
matused,pohreby,0.0,0.6003344253053123,0.0,1.0,18043.0,0.0,yes,not_basic_form
miski,súcno,0.0,0.5873743807257397,0.0,1.0,3749.0,3791215.0,no,meaning
nemad,jediní,0.0,0.5617175051061345,0.0,1.0,5796.0,0.0,no,meaning
näitleja,herec,0.0,0.7897494235911985,0.0,1.0,164.0,214001.0,yes,1
näpp,prstnatec,0.0,0.5310355169469788,0.0,1.0,132113.0,115253.0,no,meaning
ohver,obeť,0.0,0.496510456024527,0.0,1.0,15518.0,186708.0,yes,1
olemasolu,existenciu,0.0,0.7535802659804269,0.0,1.0,1319.0,195567.0,yes,not_basic_form
olud,politické,0.0,0.5514875239168116,0.0,1.0,32436.0,0.0,no,meaning
organism,organizmus,0.0,0.768900445631562,0.0,1.0,8166.0,187605.0,yes,1
paiknema,nachádzať,0.0,0.6131248600565211,0.0,1.0,48196.0,116486.0,no,meaning
pidu,slávnosti,0.0,0.6090478746191859,0.0,1.0,13249.0,237563.0,yes,not_basic_form
pood,predajňa,0.0,0.6220932845034085,0.0,1.0,16503.0,513985.0,yes,1
pulmad,svadby,0.0,0.6117292628964297,0.0,1.0,23347.0,0.0,yes,not_basic_form
põhi,nadstavba,0.0,0.3898294832689402,0.0,1.0,5547.0,317683.0,no,meaning
põhimõte,princíp,0.0,0.6979462423133024,0.0,1.0,9027.0,347800.0,yes,1
põhjendama,zdôvodňovať,0.0,0.6694087816709862,0.0,1.0,96011.0,121083.0,yes,1
põlema,zapálili,0.0,0.6137324883808033,0.0,1.0,7714.0,187965.0,yes,not_basic_form
püksid,ponožky,0.0,0.5820661944820362,0.0,1.0,10577.0,0.0,no,meaning
raadio,vysielania,0.0,0.7372396638160733,0.0,1.0,1163.0,148117.0,no,meaning
samuti,tiež,0.0,0.7067173255994603,0.0,1.0,108.0,1933240.0,yes,1
selge,jasné,0.0,0.6144232759188912,0.0,1.0,1830.0,764054.0,yes,1
selts,spolok,0.0,0.4886816944387842,0.0,1.0,507.0,185095.0,yes,1
seoses,súvislosti,0.0,0.6944634897088549,0.0,1.0,695.0,441101.0,yes,not_basic_form
sisemine,rozťahovanie,0.0,0.5726483926232326,0.0,1.0,7545.0,148597.0,no,meaning
soodne,výhodný,0.0,0.5937457003877069,0.0,1.0,20879.0,137496.0,yes,1
suhkur,mlieko,0.0,0.6284883070012673,0.0,1.0,28078.0,157996.0,no,meaning
sõbralik,priateľský,0.0,0.6006393780953916,0.0,1.0,27328.0,132673.0,yes,1
sõitma,jazdiť,0.0,0.7033466507346875,0.0,1.0,13698.0,1406894.0,yes,1
süles,odťal,0.0,0.5384001837006621,0.0,1.0,67682.0,0.0,no,meaning
sülle,hrýzť,0.0,0.5423827283272546,0.0,1.0,105259.0,5.0,no,meaning
tegelema,zaoberať,0.0,0.7087560474339032,0.0,1.0,4358.0,817278.0,yes,1
tellimus,objednávke,0.0,0.676886197661106,0.0,1.0,41001.0,182512.0,yes,not_basic_form
tüüp,typ,0.0,0.6807555706392211,0.0,1.0,2340.0,374774.0,yes,1
vangi,zajatý,0.0,0.6277076799849098,0.0,1.0,2022.0,0.0,no,pos_tag
vangis,väzení,0.0,0.6923974856815753,0.0,1.0,10569.0,5.0,yes,not_basic_form
vangist,uväznená,0.0,0.6742478135667979,0.0,1.0,47942.0,0.0,no,meaning
vms,prípadne,0.0,0.5434746484935973,0.0,1.0,4386.0,230297.0,no,shortcut
vuntsid,strihali,0.0,0.5560903467586589,0.0,1.0,136693.0,0.0,no,meaning
võistlus,súťažílo,0.0,0.7050417519073131,0.0,1.0,4510.0,524195.0,no,pos_tag
õde,sestra,0.0,0.7089985283862775,0.0,1.0,1463.0,229863.0,yes,1
õhtu,popoludnie,0.0,0.6390971135501051,0.0,1.0,10647.0,832578.0,no,meaning
õnnelik,láskavý,0.0,0.6167109600216042,0.0,1.0,9829.0,251656.0,no,meaning
õpingud,štúdiá,0.0,0.6760806654102094,0.0,1.0,6881.0,3.0,yes,1
üheksa,šesť,0.0,0.7279183486349649,0.0,1.0,2881.0,166919.0,no,meaning
kell,„diskusia,2.0,0.6471863680730401,0.1290874246187114,0.8337088977703381,138.0,1860327.0,no,meaning
vms,konkrétny,3.0,0.4771798979357665,0.0662947505578307,0.8780168481794202,4386.0,230297.0,no,shortcut
kuivõrd,pretože,4.0,0.5212029476356174,0.0240739694717088,0.9558500117712292,7306.0,101438.0,no,meaning
soodne,priaznivejší,2.0,0.5444267967398855,0.0493189036478214,0.9169359818258608,20879.0,137496.0,yes,2nd_grade
madalale,nízkemu,1.0,0.615514904990595,0.0198017106787642,0.9688317443769332,24269.0,26.0,yes,not_basic_form
kalad,dážďovníky,3.0,0.5947274300442851,0.0076170087835145,0.9873543967661796,7921.0,0.0,no,meaning
hommik,popoludnie,1.0,0.6061119582354235,0.0512617150228145,0.9220204320493418,20865.0,659630.0,no,meaning
küll,hoci,3.0,0.6319003648751897,0.087320551764964,0.878590083040295,447.0,2924749.0,no,meaning
võistlus,súťažílo,0.0,0.7050417519073131,0.0,1.0,4510.0,524195.0,no,pos_tag
peamiselt,prevažne,0.0,0.7250205883496865,0.0,1.0,239.0,307417.0,yes,1
ettevõte,firma,0.0,0.7545573429673489,0.0,1.0,1464.0,1428160.0,yes,1
põhimõte,princíp,0.0,0.6979462423133024,0.0,1.0,9027.0,347800.0,yes,1
ettevõte,spoločnosť,2.0,0.6821078361811457,0.0724495067862032,0.9039840941693172,1464.0,1428160.0,yes,1
enese,uvedomelosti,4.0,0.5150202349207464,0.0277066848652267,0.9489491236658152,4048.0,0.0,no,meaning
peamiselt,predovšetkým,3.0,0.628871378598157,0.0961492097515295,0.8673841663305214,239.0,307417.0,yes,1
elama,odsťahoval,0.0,0.6895766811343135,0.0,1.0,1285.0,1552401.0,no,meaning
samuti,takisto,4.0,0.5646116850346024,0.1421056405648579,0.7989215271546946,108.0,1933240.0,yes,1
hetk,okamihu,1.0,0.5858420982214902,0.0372396256958951,0.9402331600070608,14109.0,1585458.0,yes,not_basic_form
õhtu,popoludnia,1.0,0.6220557167464812,0.0170413968036239,0.9733351998588116,10647.0,832578.0,no,meaning
koht,naj,3.0,0.4190433660960297,0.1538570703138935,0.7314418692399017,290.0,2726920.0,no,meaning
üheksa,deväť,2.0,0.7050531895252233,0.0228651591097415,0.9685882913205588,2881.0,166919.0,yes,1
pulmad,svadba,2.0,0.5556412069469086,0.0560880559495211,0.9083122888645964,23347.0,0.0,yes,1
mahtuma,odpracovať,1.0,0.4935229538002025,0.0119662131169792,0.97632745882576,112332.0,213662.0,no,meaning
mahtuma,spotrebovať,4.0,0.4925205740775256,0.0129685928396561,0.9743444693013948,112332.0,213662.0,no,meaning
kilo,kilogramov,1.0,0.5666930292603274,0.0142844251098014,0.975413116288156,17521.0,106652.0,yes,not_basic_form
nõu,požiadať,4.0,0.4102216937093044,0.0386311009732164,0.9139336962343284,4848.0,282856.0,no,pos_tag
organism,organizmom,3.0,0.6879899978431483,0.0809104477884137,0.8947712304654015,8166.0,187605.0,yes,not_basic_form
samasugune,rovnaký,1.0,0.6085084155532158,0.0166008504181417,0.9734432821238928,8596.0,232692.0,yes,1
maantee,križovatka,0.0,0.745283573310372,0.0,1.0,877.0,219004.0,no,meaning
minister,minister,0.0,0.835560209792066,0.0,1.0,2924.0,305397.0,yes,1
nemad,tí,1.0,0.5470141238438697,0.0147033812622647,0.9738242423841026,5796.0,0.0,yes,not_basic_form
samasugune,podobný,0.0,0.6251092659713575,0.0,1.0,8596.0,232692.0,yes,near_equivalent
õde,dcérku,2.0,0.6576336555798787,0.0513648728063987,0.9275529204224044,1463.0,229863.0,no,meaning
jutumärgid,píšete,1.0,0.6153233732247921,0.047488907422197,0.928352402620178,54936.0,0.0,no,meaning
matused,ostatky,2.0,0.5582853734556961,0.0420490518496162,0.9299572870101004,18043.0,0.0,no,meaning
ripsmed,panôžky,1.0,0.7537160121244293,0.0093810544342783,0.9877066039886858,68151.0,0.0,no,meaning
samuti,aj,2.0,0.6604445946110655,0.0462727309883947,0.9345244140588392,108.0,1933240.0,no,meaning
vms,prípadne,0.0,0.5434746484935973,0.0,1.0,4386.0,230297.0,no,shortcut
juur,koreňa,2.0,0.4725339025585501,0.1097083584392678,0.81157609849334,14600.0,128780.0,yes,not_basic_form
järgmine,predposledný,0.0,0.5561949267753898,0.0,1.0,1855.0,1661707.0,no,meaning
lugu,„príbeh,0.0,0.6047404269583033,0.0,1.0,902.0,1104562.0,yes,1
kiire,rýchle,3.0,0.6286001111106354,0.0535987436849393,0.9214323751672076,1916.0,532068.0,yes,not_basic_form
seoses,súvislosti,0.0,0.6944634897088549,0.0,1.0,695.0,441101.0,yes,not_basic_form
õnnelik,šťastný,1.0,0.5978313605146585,0.0188795995069457,0.969386632100256,9829.0,251656.0,yes,1
samuti,taktiež,1.0,0.6746650713259229,0.0320522542735374,0.9546462876846132,108.0,1933240.0,yes,1
tüüp,typovo,2.0,0.5603248287881315,0.1204307418510896,0.8230925356394709,2340.0,374774.0,no,pos_tag
võistlus,súťaží,3.0,0.6453344885507204,0.0597072633565927,0.9153138616329178,4510.0,524195.0,yes,not_basic_form
linn,mesto,0.0,0.7879295879574133,0.0,1.0,114.0,1549647.0,yes,1
ripsmed,bičíky,3.0,0.7092857797260071,0.0538112868327005,0.9294830380158976,68151.0,0.0,no,meaning
prillid,dáždniky,4.0,0.5143887804246755,0.0691962891217722,0.8814289591480632,27376.0,0.0,no,meaning
vangi,zajatca,4.0,0.6120457841909854,0.0156618957939244,0.975049061381086,2022.0,0.0,no,meaning
vms,alebo,1.0,0.5081092595025369,0.0353653889910603,0.934927251732742,4386.0,230297.0,no,shortcut
miski,osebe,1.0,0.5775580379349218,0.0098163427908178,0.9832877580076116,3749.0,3791215.0,no,meaning
põhjendama,vynucovať,4.0,0.6377226485408001,0.031686133130186,0.9526654952881096,96011.0,121083.0,no,meaning
ettevõtlus,podnikateľský,0.0,0.6812054370432827,0.0,1.0,31008.0,139413.0,no,pos_tag
ettevõte,firmy,4.0,0.6726094017395835,0.0819479412277653,0.8913960058946621,1464.0,1428160.0,yes,not_basic_form
õhtu,večerů,2.0,0.6158359268697559,0.0232611866803492,0.963603048445742,10647.0,832578.0,yes,not_basic_form
sisemine,vnútorný,1.0,0.565479111197972,0.0071692814252606,0.9874804827576324,7545.0,148597.0,yes,1
maantee,križovatky,3.0,0.7041075190181932,0.0411760542921787,0.9447511581272556,877.0,219004.0,no,meaning
süles,zaspáva,2.0,0.5320695770671022,0.0063306066335598,0.988241819328428,67682.0,0.0,no,meaning
vangis,väzení,0.0,0.6923974856815753,0.0,1.0,10569.0,5.0,yes,not_basic_form
eesotsas,zastupovali,4.0,0.512111673964303,0.1389999969578345,0.7865189595496336,3280.0,0.0,no,meaning
olud,odzrkadlili,7.0,0.4494450960280057,0.0639289190630741,0.8754730134681002,32436.0,0.0,no,meaning
vahendusel,sprostredkovaným,3.0,0.6402873490731373,0.0225861492837371,0.965926908618728,3552.0,0.0,no,pos_tag
mahtuma,vynulovať,1.0,0.6634000072296876,0.0014814700214946,0.9977718284052376,112332.0,213662.0,no,meaning
üheksa,päť,2.0,0.7189079092431394,0.0492692348841008,0.9358621442192506,2881.0,166919.0,no,meaning
põlema,podpáliť,5.0,0.6067126075679552,0.0663882008056813,0.9013696017301032,7714.0,187965.0,yes,near_equivalent
peamiselt,prevažne,0.0,0.7821900256412617,0.0,1.0,239.0,307417.0,yes,1
selts,muzeálne,4.0,0.4332115072325344,0.0752305862226996,0.8520370614646536,507.0,185095.0,no,meaning
ettevõte,spoločnost,8.0,0.6323467666890733,0.139804716708189,0.8189413350692726,1464.0,1428160.0,yes,1
lugu,osudoch,5.0,0.4945131280426502,0.0743461553745055,0.8693065973576,902.0,1104562.0,no,meaning
vangi,zatkne,1.0,0.5077596539882077,0.0132085363991454,0.9746461748665988,2022.0,0.0,no,meaning
kalad,rybám,1.0,0.6072733778685865,0.0029310568263758,0.9951965986156082,7921.0,0.0,yes,not_basic_form
nemad,mazali,2.0,0.4708251874845676,0.027104957853989,0.9455647381309688,5796.0,0.0,no,meaning
vahendusel,prostredníctvom,4.0,0.6373460799914765,0.0255274183653979,0.9614897587116168,3552.0,0.0,yes,1
võistlus,súťažou,6.0,0.6222673856072494,0.069193812684144,0.8999310259850841,4510.0,524195.0,yes,not_basic_form
ahi,pec,0.0,0.4524563873157091,0.0,1.0,24131.0,169140.0,yes,1
lugu,„príbehy,2.0,0.5492782016588207,0.019581081758335,0.9655783383885188,902.0,1104562.0,yes,not_basic_form
põhjendama,argumentovať,6.0,0.7265056543445176,0.0393568969550983,0.9486110178800198,96011.0,121083.0,no,meaning
eesotsas,spolupredsedom,2.0,0.428476836647833,0.0892655792513071,0.8275868916471069,3280.0,0.0,no,meaning
paiknema,nachádzať,1.0,0.6523822642383197,0.0153186969049368,0.9770575485188644,48196.0,116486.0,no,meaning
sundima,vnucovať,0.0,0.7401766962568657,0.0,1.0,98623.0,292004.0,yes,near_equivalent
hommik,večer,1.0,0.665947123484514,0.0146112022319464,0.9785305657431131,20865.0,659630.0,no,meaning
küll,všakže,8.0,0.6065205750105085,0.1341916189253736,0.8188343326544593,447.0,2924749.0,yes,near_equivalent
samuti,takiež,9.0,0.4994348340987133,0.1980683338195539,0.7160323523537554,108.0,1933240.0,yes,1
demokraatia,demokracia,0.0,0.7759162929550449,0.0,1.0,4098.0,110824.0,yes,1
samuti,aj,2.0,0.658243360970108,0.0392598069481592,0.9437137940672986,108.0,1933240.0,no,meaning
maantee,trať,1.0,0.5465690686927496,0.0177611146648184,0.9685270871759049,877.0,219004.0,no,meaning
pidu,popoludnie,4.0,0.5445016136251845,0.0535820301672568,0.9104104739807064,13249.0,237563.0,no,meaning
samuti,tiež,0.0,0.6975031679182673,0.0,1.0,108.0,1933240.0,yes,1
selts,vospolok,8.0,0.4141153662976604,0.0943267271575736,0.8144789183040396,507.0,185095.0,yes,near_equivalent
nõu,požiadajte,7.0,0.4187005108958435,0.0475385495160704,0.8980382521488633,4848.0,282856.0,no,pos_tag
kanal,kanály,3.0,0.5222906310565031,0.1541303234737602,0.7721384554374204,2145.0,195056.0,yes,not_basic_form
lõplik,konečné,5.0,0.5515666510418457,0.1494347591311988,0.7868267353494904,5056.0,122888.0,yes,not_basic_form
seoses,súviseli,6.0,0.5017401762577711,0.0673159096151096,0.8817060193427979,695.0,441101.0,no,pos_tag
suhkur,cukry,6.0,0.6249585649131755,0.053562062396083,0.9210605245584224,28078.0,157996.0,yes,not_basic_form
pulmad,nevesty,3.0,0.5968345996646346,0.0653167909889265,0.901356711001608,23347.0,0.0,no,meaning
enese,náruživosť,0.0,0.4919393553110704,0.0,1.0,4048.0,0.0,no,meaning
prillid,dáždniky,5.0,0.5456677076633458,0.1229306167156065,0.8161368160325643,27376.0,0.0,no,meaning
laul,pieseň,0.0,0.7217355941405147,0.0,1.0,752.0,392297.0,yes,1
jutumärgid,výkričníky,3.0,0.5521413510073672,0.0676352036942277,0.8908716323953362,54936.0,0.0,no,meaning
minister,ministerku,1.0,0.5728068414052643,0.0676530480378484,0.8943680171811016,2924.0,305397.0,yes,not_basic_form
te,můžem,3.0,0.3984861571551492,0.0314619496157306,0.926823844272684,2240.0,44.0,no,meaning
peamiselt,hlavne,3.0,0.7175303091234164,0.0646597165178453,0.9173350280645224,239.0,307417.0,yes,near_equivalent
samasugune,nerovnaký,7.0,0.5597858674132197,0.0965364043060189,0.852913106158745,8596.0,232692.0,no,antonymum
organism,organizmus,0.0,0.7541441700367828,0.0,1.0,8166.0,187605.0,yes,1
ahi,hadička,2.0,0.3981206090567166,0.0543357782589924,0.879909357493325,24131.0,169140.0,no,meaning
põhimõte,princíp,0.0,0.6417411289621322,0.0,1.0,9027.0,347800.0,yes,1
tüüp,typom,1.0,0.5192727281434264,0.1715463525323592,0.75167687556553,2340.0,374774.0,yes,not_basic_form
sisemine,rozťahovanie,7.0,0.549350815874482,0.0734484410688589,0.882067230732838,7545.0,148597.0,no,meaning
olud,prospekty,4.0,0.4530486226742704,0.0603253924168095,0.8824923142903777,32436.0,0.0,no,meaning
te,můžeš,5.0,0.3887734292574077,0.041174677513472,0.9042333787146688,2240.0,44.0,no,meaning
organism,mikroorganizmus,3.0,0.6741112195000737,0.0800329505367091,0.8938757949520374,8166.0,187605.0,no,meaning
tegelema,zaoberať,0.0,0.654401215796401,0.0,1.0,4358.0,817278.0,yes,1
pulmad,svadba,1.0,0.646851955995219,0.015299434658342,0.9768943554687076,23347.0,0.0,yes,1
jutumärgid,pomlčky,9.0,0.535661903760059,0.0841146509415359,0.8642822960897016,54936.0,0.0,no,meaning
ettevõtlus,podnikanie,0.0,0.695276836785574,0.0,1.0,31008.0,139413.0,yes,1
läbirääkimised,prímerí,8.0,0.6188547096369621,0.1196996227367099,0.8379271266989903,8527.0,0.0,no,meaning
sundima,pobiť,3.0,0.7310509723736954,0.0091257238831702,0.9876708846288734,98623.0,292004.0,no,meaning
demokraatia,„demokracia,1.0,0.7537852983060488,0.0221309946489961,0.971477600290218,4098.0,110824.0,yes,1
sõitma,chodiť,5.0,0.6160679347482432,0.1511880813076108,0.8029496307050074,13698.0,1406894.0,no,meaning
vangi,vyslobodil,3.0,0.486796851164194,0.034171339223159,0.9344080121326568,2022.0,0.0,no,meaning
sülle,vykríkne,9.0,0.5202507364582296,0.0318966903609091,0.9422315693026724,105259.0,5.0,no,meaning
matused,pohreboch,7.0,0.5579473926807319,0.1479111079019668,0.7904521830085441,18043.0,0.0,yes,not_basic_form
tüüp,typ,0.0,0.6908190806757857,0.0,1.0,2340.0,374774.0,yes,1
organism,organizmami,8.0,0.623415587575049,0.1307285824617338,0.8266530622979454,8166.0,187605.0,yes,not_basic_form
