en,fi,position,score,rel_score,ratio_score,index,correctness,freqs
paste,lisäämäsi,2,0.5183555518139057,0.0078524222689534,0.9850773407935528,6731,no,125302
sara,karen,0,0.6354350456836267,0.0,1.0,7129,no,3501
monarchy,monarkiaa,3,0.7663628833578859,0.0352955759474387,0.955971803780348,7442,no,31381
nigerian,sudanilainen,3,0.6110024088055677,0.0645939711200829,0.904389702136664,6051,no,2582
discrimination,itsemääräämisoikeutta,6,0.6261153812630684,0.1156747343767395,0.8440600219147326,6063,no,170631
graves,hautaa,4,0.6208195392064775,0.0531533755911985,0.9211342556589904,6977,no,29787
lancaster,middlesexin,7,0.548218235032967,0.0775786701430155,0.8760321927108294,6510,no,7852
herman,herbert,7,0.5537390766687149,0.0496331979067259,0.9177403404197682,7532,no,1108
healthy,terveellisen,1,0.6762652403129843,0.0129687751772191,0.9811837853533748,6657,no,1284843
hoping,toivoin,7,0.6512565660561188,0.0793337271919943,0.8914114683357117,6371,no,396564
intensity,voimakkuudella,4,0.6562712640916879,0.0390835575891969,0.943793360784182,6997,no,195730
systematic,järjestelmällistä,9,0.5307244527389996,0.1304896319108935,0.8026514635120233,7583,yes,95151
interviewed,haastattelija,8,0.7090982313415397,0.0974373572721911,0.8791902568866602,7200,no,128706
farms,maatiloja,0,0.7097606785401952,0.0,1.0,5836,no,144871
extraordinary,kunnialla,3,0.458216801033234,0.0366519251342524,0.9259360650690064,6401,no,264752
adolf,rudolf,5,0.6443168323846162,0.1347159293658233,0.8270728318753569,7702,no,2475
terror,terroriin,2,0.6467675793739541,0.0587520915763298,0.9167250836575612,6578,no,140627
announcement,ilmoitti,2,0.6689588956831951,0.0577451395103632,0.9205382979675036,6279,no,257805
observations,havainnoista,7,0.6973887426994521,0.0617256540611161,0.9186872830702156,6317,no,156403
vinyl,vinyyli,0,0.7897272427522537,0.0,1.0,6287,yes,112348
walt,disney,1,0.581659711588717,0.1191842233082751,0.8299418495705574,6750,no,4780
diana,julianna,2,0.6195468045929619,0.0479579606240551,0.9281533808849092,6547,no,2983
forbes,tillman,8,0.4371458031266301,0.2047276018620707,0.6810467605124181,6924,no,1948
bassist,soolokitaristi,3,0.8540887537045906,0.0295352108845595,0.9665749096129458,7258,no,21674
arcade,xboxin,8,0.6303254440889023,0.0323333335802471,0.9512066622070908,6479,no,45634
provider,tarjoajan,4,0.689571096938213,0.0533399051094152,0.9282014871735664,7291,yes,657989
franco,franco,0,0.6939532174927217,0.0,1.0,5978,yes,1134
followers,kannattajiksi,7,0.6049666789448238,0.048322193005563,0.9260324259599008,6305,no,209040
assists,tehopisteellään,7,0.5854126840297715,0.0311019648433098,0.9495519451157232,5871,no,165616
trailer,vaunussa,8,0.5162194336307493,0.1179041755038156,0.8140675196359144,7480,no,187116
coin,kolikot,5,0.5889187953106897,0.0582001978340266,0.9100626029361324,6172,no,126345
hoping,aikonut,3,0.6644272679400646,0.0661630253080486,0.9094389483141144,6371,no,396564
armor,haarniskassa,6,0.6422731805766962,0.0327828540682261,0.9514368402239826,5906,no,78590
patrolling,partioiden,8,0.5236973164537257,0.0737094308927998,0.8766176792943976,6501,no,12092
walsh,mcallister,9,0.6512751423164757,0.0579152315080455,0.9183361285690887,6995,no,909
prestigious,palkintonsa,6,0.6440252053854321,0.0335762021911837,0.9504484468070008,6079,no,139260
jung,kim,7,0.5691771444682202,0.122743335363335,0.82260485281023,7595,no,1383
monarchy,kaksoismonarkian,8,0.6931467985426634,0.1085116607626612,0.8646410332191944,7442,no,31381
amazing,hauskaa,9,0.5078151040668758,0.0561868741649018,0.9003782321100091,6422,no,1110594
threatening,vahingoittaisi,6,0.6352813128623331,0.0449097637137283,0.9339747825863952,7652,no,136409
prizes,palkintoa,8,0.6602844658170314,0.0656766352263104,0.909531467826691,7385,no,140726
bee,yölintu,6,0.4008973833553587,0.0378190966845788,0.9137960427628884,7131,no,59238
raja,singhin,4,0.5777000986533564,0.0800040850976566,0.8783585583394377,7146,no,1622
fees,maksamatta,8,0.6687523570433582,0.0343198628115938,0.951185864207984,6969,no,777365
macdonald,sinisalo,7,0.6105946034558913,0.0437527364413944,0.9331353032652928,6684,no,664
drives,ohjautuvat,6,0.4972719703486449,0.0933197165383395,0.8419894512396053,6607,no,272568
beetles,hyönteissyöjiä,9,0.6262218623130118,0.0390182121163376,0.941347171320357,6377,no,17842
mesa,rancho,8,0.4609296558411813,0.0353703082877273,0.9287319950751792,6529,no,11716
vinyl,vinyylisingle,3,0.7674825541485485,0.0222446886037052,0.9718324411271656,6287,no,112348
deceased,kuollut,9,0.568475145566164,0.0649545848826197,0.8974557369819072,6242,yes,91387
burton,burton,0,0.6409965714573216,0.0,1.0,6312,yes,2905
gif,gif,1,0.6523767150527782,0.0269768955699349,0.9602903478422566,7194,yes,21484
directing,ohjaamaa,7,0.6474525402967504,0.1030669924314904,0.8626724716186561,7373,no,80863
translator,proosakirjailija,7,0.636133629568485,0.1713948537335277,0.7877537978193808,7195,no,36655
plates,laatat,1,0.4840464929297373,0.0007535423872631,0.9984456635058404,6225,yes,164087
cairo,kairosta,2,0.6912524018857605,0.0701253660692534,0.9078967510995188,6976,no,2236
endangered,uhanalaisiksi,6,0.6931302698532493,0.0432112355144034,0.9413163115220184,6337,no,71370
alma,tyttökoulusta,4,0.4298940695262639,0.1623674326246555,0.72585178669391,7683,no,14117
lit,kirjaimellisesti,3,0.4431621455180944,0.0368874792978687,0.9231590290024488,6897,no,124561
tourists,matkailijoiden,6,0.6570467842649211,0.0881094663111242,0.8817570593509604,7216,no,197273
bailey,walker,1,0.6248434148466576,0.0020424083650046,0.9967419771043138,5945,no,9459
abdul,mahmud,9,0.7130856942259042,0.0536399745798,0.9300401998235526,6190,no,863
trick,voittomaali,7,0.4704824123950731,0.0903866552948789,0.8388453553569036,6146,no,219033
wrestlers,nyrkkeilijöitä,5,0.6511680748007083,0.0973829755616004,0.8699046971953805,6037,no,13621
rings,renkaassa,2,0.4606894124852697,0.0386787414073991,0.922544637446559,5849,no,321050
tanzania,kenian,2,0.7078229677671404,0.0509240176056045,0.9328840593935442,6912,no,1062
bee,mehiläisen,4,0.419241561778058,0.0194749182618795,0.955609330517726,7131,no,59238
defines,määritellen,8,0.7285907124198909,0.0969815373121352,0.8825281041803251,7558,no,119943
tongue,huulen,2,0.5418455052503175,0.0276160515387899,0.9515049765703196,7304,no,212737
monroe,harrison,0,0.6009747039428848,0.0,1.0,6229,no,3856
baroque,uusklassismin,8,0.7295128985695879,0.0696633036856944,0.9128311084725697,6350,no,12336
garcía,garcía,0,0.8378474551256219,0.0,1.0,7343,yes,0
bang,gung,7,0.4644831924583766,0.1542085724747702,0.7507505656044519,7150,no,78568
beetles,varpuslintuja,7,0.6358198332744566,0.0294202411548928,0.9557750017087744,6377,no,17842
pound,pound,2,0.4395505756530896,0.0088342286381228,0.980297662736168,6213,no,166639
tomorrow,eilisen,5,0.5007167727037927,0.1755262256114995,0.7404391231424446,6566,no,412818
mcdonald,mcdonagh,3,0.5822276510055074,0.1248726329445681,0.8234018062515942,6329,no,1663
icon,julisteen,9,0.4832829343977587,0.1950514031255623,0.7124553596420932,6724,no,180199
accomplished,tehnyt,5,0.4949447902447814,0.0803275460952182,0.8603660544390532,6608,no,293551
blow,tuleen,7,0.52525344095424,0.0337616802207992,0.939605068017064,6873,no,252984
savage,savagen,9,0.4830980171395773,0.0620701089732904,0.8861450147207618,7404,no,31781
johannes,nicolaus,3,0.6558029555463889,0.0208239300767653,0.969223909780666,7696,no,243
chip,näytönohjaimet,5,0.529151700656836,0.0303246999720148,0.945798071307512,6882,no,176186
pounds,kiloa,0,0.6974841312205418,0.0,1.0,6678,yes,515892
fever,epidemiaa,8,0.5469373656038496,0.0700136010153814,0.8865167496226773,7108,no,131504
transformation,rakentuminen,0,0.5754685565983533,0.0,1.0,6328,no,192718
casting,näyttelijäksi,5,0.5088909995529494,0.0676103196905182,0.8827230442781258,7087,no,110749
duck,duck,1,0.4870415486870685,0.0027056022115247,0.9944755120952506,5993,yes,78432
climb,nousemalla,8,0.5641397354379684,0.0616241253666957,0.9015217572848424,6948,no,194236
breast,munuaisen,3,0.5788317820634539,0.0344863656242673,0.9437708377710902,7144,no,454167
nathan,nathaniel,1,0.6702785831139912,0.0551620807585709,0.923960589052034,5902,no,2726
reserved,haltijoille,3,0.5008388267049402,0.0391242230724779,0.9275427770685316,6839,no,142397
armour,panssarikansi,7,0.6316189768172121,0.0629112304415585,0.9094190147756686,7550,no,27782
roland,martin,2,0.5310822640762032,0.1041769567392166,0.8360087452087749,7357,no,1240
plates,laattoja,2,0.4737681024981406,0.0110319328188597,0.9772443646551175,6225,no,164087
discrimination,syrjinnästä,4,0.6511624080949996,0.0906277075448084,0.8778256738206328,6063,no,170631
edges,reunoja,1,0.6529352701249562,0.0706499016522956,0.9023613191536703,7392,no,164035
exploration,kartoittanut,6,0.5675299315324212,0.0259830507349753,0.9562215966435776,5949,no,195202
wisdom,viisauteen,4,0.6224812616040027,0.0817207954277201,0.883952631760008,7680,no,304118
cheshire,hämeenlinnassa,8,0.5973889569409121,0.0350478552473066,0.9445828348826788,7566,no,1286
answered,vastaukseksi,3,0.6575116921909612,0.0327737334027264,0.9525214756279418,7163,no,279588
separation,erottamisen,8,0.5274043005134488,0.0236860598890067,0.9570196439805098,6139,no,164622
demanded,lupasi,1,0.7002980261899605,0.0742046933475929,0.9041905322270531,6938,no,125249
vernon,vernon,0,0.6952642082801157,0.0,1.0,7394,yes,1948
monica,helen,8,0.5476344114086729,0.1738185865459709,0.7590715028716277,7448,no,3551
assignment,komennuksella,3,0.5146876782453644,0.0634510730117225,0.8902494031514813,6584,no,157031
georg,georg,0,0.7717216657125798,0.0,1.0,7286,yes,169
crawford,thompson,2,0.6324959731615529,0.0272938740059609,0.958632473471464,6909,no,1813
mixture,sekoitu,2,0.6994626093480418,0.0195547745200193,0.9728034746325304,6335,no,274176
demonstration,järjestetyn,7,0.459048828464646,0.029650643504662,0.9393274492702456,7073,no,153964
harmony,harmonia,2,0.5442534658561322,0.0400798041291111,0.9314093408884224,6803,no,132933
expelled,karkotti,9,0.5887619899661963,0.1160465145701779,0.8353502918547873,7358,no,35528
tomorrow,vieläkö,2,0.5207833999759311,0.155459598339361,0.7701128163594243,6566,no,412818
contestant,semifinalisti,3,0.573073900510112,0.042832501268377,0.9304561518687028,7635,no,21197
answered,vastauksen,0,0.6902854255936877,0.0,1.0,7163,no,279588
revolt,kapinaksi,7,0.7293218950080148,0.0677477935954646,0.9150039268032342,6820,no,34363
drawings,piirustusta,3,0.7185347684395299,0.038238819982781,0.9494712545895008,6709,no,122273
console,konsolille,8,0.7265220315569725,0.0314591528187016,0.9584961296306932,7206,no,165116
estonian,latvialainen,1,0.728857506736609,0.0085732862007166,0.9883741141774572,6671,no,187
yugoslav,jugoslaviasta,7,0.730778254271524,0.0724479395180945,0.9098038135730044,6911,no,112
dissolved,lakkauttanut,4,0.5612322579526673,0.0705551807349806,0.8883244958438264,6061,no,54554
balls,mailaa,7,0.509710428033031,0.1031231587569062,0.8317273057812119,6035,no,222970
philosophers,filosofeista,4,0.7203589838848949,0.0883426621820995,0.8907598833120453,7075,no,39041
elephant,leijonaa,1,0.6174511830352134,0.0147632202315909,0.9766483962476876,7449,no,73184
reflected,heijasta,7,0.6643721876628225,0.0877296239001357,0.8833540585179246,6207,no,180001
yankees,blackhawksin,6,0.589810044535277,0.0283248202580894,0.9541769573739252,6455,no,3076
trilogy,trilogian,0,0.7583471695448663,0.0,1.0,7549,no,33748
pos,–}},8,0.4360649731755594,0.0433592379002839,0.9095597658637548,7569,no,10338
cage,sheamus,6,0.4684464624198684,0.1106315529900535,0.8089522481496058,7559,no,94136
desired,tavoiteltava,5,0.618053127539097,0.1121914066490042,0.8463646061058976,6304,no,383727
forget,muistaa,0,0.6859502384439391,0.0,1.0,6395,no,726877
pub,pub,1,0.5014330659629475,0.0001715698368711,0.999657958031832,6403,yes,103484
mickey,jerry,1,0.6072790514228593,0.064449901438396,0.904053709217283,7689,no,3862
furniture,huonekaluista,8,0.6517346765932381,0.1169171272936122,0.8478932506208974,6683,no,569320
dragons,lohikäärmeitä,3,0.5283466189675872,0.049752177080787,0.9139382793721924,6482,yes,31852
curve,käyrä,6,0.5806226816951324,0.0441563553892628,0.929324844835826,6147,yes,154360
verb,substantiivia,6,0.6465318537223981,0.0429878657359511,0.9376553497705328,7348,no,43267
destroying,tuhoama,7,0.7261664808222449,0.0934948790809627,0.8859347485991003,7698,no,95451
nurse,sairaanhoitajat,6,0.6678615981055801,0.1054044795078731,0.8636892493290471,6485,no,203370
sherman,warren,4,0.5778722931569639,0.1697747773329007,0.7729212297699999,7367,no,2257
atlas,gem,9,0.3705812556145199,0.1908196520167634,0.6601009199969269,6055,no,12107
melody,sävelin,8,0.7033855848529624,0.0370051027069804,0.9500194919672263,7109,no,57147
volcanic,tulivuoret,5,0.7012287877241444,0.0267726657614978,0.9632244336418404,7602,no,47935
unused,jätetty,1,0.4960973390412357,0.0077225239842279,0.984672053344912,6718,no,59608
frontier,itärajalla,6,0.4628982200397211,0.0859872769843999,0.8433420495702746,5886,no,43612
santos,almeida,2,0.6759957930336539,0.0623363461697167,0.915571403627404,6300,no,1714
recreational,harrastusmahdollisuuksia,2,0.5947725112249953,0.0361174809517218,0.9427515392547152,7578,no,131671
varieties,välimuotoja,6,0.5228188657662531,0.0531138480222823,0.90777768522143,6536,no,245288
marco,marco,1,0.6876111709291217,0.0056648338615752,0.991828890914398,6202,yes,1293
blair,malonen,9,0.5342655803225397,0.0920141843896509,0.8530781456240465,6772,no,3735
jesse,dave,5,0.6335581539015955,0.0262731738720701,0.9601819847494686,6053,no,2748
estimate,arvion,0,0.6958654061024764,0.0,1.0,6687,yes,268772
bee,kyy,1,0.4324809788425783,0.0062355011973591,0.9857869455991451,7131,no,59238
nominate,ehdokkailla,8,0.616523814147473,0.0731400289817668,0.8939482913155116,6427,no,29071
tuesday,perjantain,9,0.6762648759219968,0.0884166569688938,0.884374536109649,7117,no,16279
inventor,keksintö,3,0.6746984502965254,0.1813601681775468,0.7881451523718994,6975,no,40147
submit,hyväksyisi,3,0.5695007229574909,0.0555619782676272,0.9111097524156758,6303,no,444189
loading,kuormaa,1,0.5979470375808684,0.0004023133953465,0.999327627923904,7391,no,130271
sends,lähtee,6,0.6592200591654737,0.0585327301744323,0.9184500136484832,7615,no,157124
hoping,ehtisi,4,0.659262305821577,0.0713279874265362,0.9023693743460224,6371,no,396564
tissue,kudoksiin,6,0.728413994403121,0.0297845627410121,0.9607166718264408,6281,no,345666
sensitive,tarkkaavainen,9,0.5438601273038295,0.0795212536416888,0.8724356291792443,5842,no,371115
patron,suojeluspyhimyksen,1,0.5775969505563725,0.0199279004910649,0.9666492524015828,6490,no,47895
sculptor,kuvanveistäjän,2,0.7787874342836508,0.0925588769160427,0.8937748680101657,6117,no,19123
yankees,ahl,8,0.5745797628122179,0.0435551019811485,0.9295378655017164,6455,no,3076
gaelic,sananen,0,0.5055588313930384,0.0,1.0,6012,no,1046
explaining,väittämään,7,0.6637981559242883,0.0424569594582359,0.9398843866281376,5973,no,169624
leicester,watfordin,8,0.6542861313436551,0.0845852982505718,0.885520951463742,6987,no,1493
corn,maissin,0,0.6637256806828861,0.0,1.0,7457,no,208151
bacteria,bakteereille,8,0.7339334178274209,0.0756296834570432,0.9065796312393092,6650,no,272230
plantation,plantaasin,3,0.5710633205747057,0.0171026025224056,0.970922146539282,7393,no,37245
insufficient,riittämätön,3,0.7084492567265132,0.0529123844507392,0.930502954720803,7172,yes,91949
loves,rakasta,4,0.681182808124891,0.0867998897532791,0.8869767639386992,6425,no,383184
defended,puolusteli,3,0.7437929344793764,0.0874815522410085,0.8947621349644108,5919,no,62483
sensitive,herkempi,4,0.5555403090883139,0.0678410718572044,0.8911724444603943,5842,no,371115
proximity,sijaitsevien,6,0.5547095821612477,0.0581940648506097,0.9050518541791548,6978,no,102062
dozens,kymmenittäin,2,0.7153551004393809,0.052527563701037,0.931594283665933,6801,no,183094
holders,hankkineet,3,0.4894012777102847,0.028574737010325,0.9448338606455784,7132,no,138931
ash,ash,0,0.5273311503125806,0.0,1.0,6497,yes,63688
permit,sallittu,7,0.600843770555364,0.0425862727809118,0.9338136706205138,6676,no,353092
lok,parlamenttiin,8,0.4278631338820312,0.0751243282164747,0.8506437359232579,6842,no,1457
automobile,auton,9,0.6964246231974653,0.0805887477056011,0.8962839627689565,6210,no,330119
integrity,vahvistaminen,7,0.5257334403207216,0.0420266882749402,0.9259780915245104,7427,no,228538
configuration,ohjaimessa,3,0.5885970276025523,0.0231981643035763,0.9620818133086344,6248,no,215656
implement,toteuttaa,0,0.7376989980617421,0.0,1.0,6742,no,402948
councils,kunnallishallinnon,4,0.6343005798284183,0.0576835308923162,0.9166403823460106,6925,no,63502
quarterback,pudotuspelipaikan,8,0.6866799517112174,0.0146395791152093,0.9791256645912054,5943,no,88293
portions,osittain,6,0.522875856571531,0.1016358112208584,0.8372555446719918,6006,no,142431
casting,näyttelemään,0,0.5765013192434676,0.0,1.0,7087,no,110749
philosophers,filosofioita,1,0.7529996639977407,0.0557019820692538,0.9311217154804216,7075,no,39041
homer,homer,0,0.5939412372229624,0.0,1.0,7174,yes,15738
hugo,gustavo,7,0.5064387616457391,0.1420130583027312,0.7809967465061376,6133,no,2163
rector,rehtoriksi,4,0.6712391482518681,0.050236160564505,0.9303702289591576,7659,no,6999
lat,nus,3,0.3269531046387105,0.1051922278082287,0.7565813630044361,6116,no,7774
prohibited,kiellettiin,3,0.7516250040762058,0.0259247208975923,0.96665843988503,7090,no,108953
johnston,adamson,4,0.6306835519619789,0.0456611924311607,0.9324882867654558,6849,no,1985
protagonist,henkilöhahmo,8,0.7110916342412528,0.1223647878499198,0.8531839402678041,6936,no,36353
desired,halutut,6,0.6153986439090007,0.1148458902791006,0.8427295448273525,6304,no,383727
arbitrary,mielivaltaisesta,9,0.6351728555791863,0.104587069432798,0.8586202551711575,7277,no,70229
silk,silkkitie,4,0.5191678189278404,0.0783208066021415,0.8689166567268628,7547,no,124116
trick,pelissään,4,0.4826160770575831,0.078252990632369,0.8604790402247192,6146,no,219033
travelled,matkusti,0,0.8041936839366898,0.0,1.0,5877,yes,71734
airfield,lentokentälle,4,0.6866241126513783,0.0230832274167673,0.9674750053810196,6165,no,11374
springfield,massachusettsissa,5,0.5893501256686658,0.0939371685790791,0.8625217103114761,6308,no,9676
closest,lähimmät,9,0.5259277293780965,0.1323474514994073,0.7989481369736839,6196,no,152420
bruno,thiele,5,0.5781147680253969,0.0630807872780263,0.9016200490532478,6941,no,2193
clinic,sairaalana,7,0.6977921158641902,0.0462330656836491,0.9378608858540678,7525,no,185190
thames,thames,1,0.598472281999125,0.0008481548404652,0.9985848057427544,6951,yes,877
motorcycle,moottoripyörillä,5,0.728963925909146,0.0240725059203633,0.968032747284379,5866,no,173801
confusing,oikeastaan,9,0.6474297595665154,0.0409144637820265,0.9405610414176316,6374,no,152052
routine,suoriteta,0,0.4809165129933513,0.0,1.0,6798,no,447950
depot,ratapihalle,2,0.5903302411240101,0.0215783119860797,0.9647360510383364,6009,no,32021
hayes,wilson,1,0.6896202285711649,0.0167457692451392,0.9762930700275664,6918,no,1230
presbyterian,anglikaaninen,1,0.6346157811767377,0.0123329192564221,0.9809367895040756,6209,no,835
mcdonald,mcdonald,0,0.7071002839500756,0.0,1.0,6329,yes,1663
graves,hautaan,8,0.6127070044301214,0.0612659103675546,0.9090973702022632,6977,no,29787
feeding,ruokkimiseen,6,0.597651597203787,0.0439270244933407,0.9315329049195196,7053,no,225102
maría,agustín,4,0.7228745021761376,0.1081762320272189,0.8698319758649675,6406,no,0
fairy,runotyttö,6,0.5313181444057123,0.0479530337531822,0.9172183330342932,7215,no,71200
compounds,yhdisteen,6,0.7620946091529797,0.051657904588471,0.936518900137144,6107,no,144323
nascar,speedway,9,0.5786688912217388,0.1076639566784032,0.8431315694596221,7207,no,2456
tel,avivin,1,0.7537181396653208,0.0176643320384122,0.9771004233484882,6603,no,19444
potter,everwood,8,0.473329993214173,0.0896640168557308,0.8407371743713618,6324,no,15429
libya,libanonin,5,0.7504897204331249,0.0731775496176621,0.9111564192502756,7597,no,1274
compensation,korvaukset,1,0.7503997079706315,0.0211920841574296,0.972534590992756,6861,yes,347995
definitions,määritteitä,6,0.7407935847023182,0.0865057876968807,0.8954359321632135,7429,no,103455
alias,kirjailijanimeä,7,0.4535704337602809,0.1449486457591535,0.7578211777717491,6929,no,24360
myspace,artistisivu,4,0.6049082820731027,0.1602619163656989,0.7905538967765787,6066,no,40138
bavaria,baijerista,5,0.7671457799921076,0.0730956253595797,0.9130063992395314,6330,no,417
walsh,smith,7,0.6572989183724645,0.0518914554520567,0.92683000592321,6995,no,909
confirm,todistaa,9,0.5990320119430507,0.0858402343529537,0.874662413585594,6260,no,236654
nottingham,birmingham,9,0.645906507063614,0.0550323564855564,0.9214876512811648,6904,no,1490
floating,pohjassa,2,0.5661824546857188,0.0187143471045431,0.9680040187478168,7266,no,150063
researcher,tutkijan,4,0.7483452274555036,0.1244303155364131,0.8574314822000396,7069,yes,108541
extending,ulottuva,4,0.6509585633744089,0.0419575296100317,0.93944789270326,6233,no,129022
crowned,kruunaa,6,0.5496364225607425,0.1547576008927215,0.7802968285648074,7294,no,33215
dissolved,hajotettua,2,0.5823276611785403,0.0494597775091076,0.9217145285258508,6061,no,54554
chains,ketjuksi,9,0.4615960684464537,0.139440152735464,0.7680004169112143,7624,no,126905
rex,edmunds,2,0.457016307245779,0.1644491707322674,0.7353848659988211,7535,no,3907
empress,keisaria,9,0.6866646605168693,0.1427359673487481,0.8279046789293306,7120,no,3962
aux,dans,1,0.5403616964175533,0.023488539909477,0.958342590999902,6758,no,7780
terror,terror,4,0.6065455537047235,0.0989741172455604,0.8597145886630637,6578,no,140627
duration,kestoon,5,0.6268516552323831,0.0624978776128484,0.9093378980690772,6198,no,250646
proportion,kokonaismäärästä,4,0.6429039999102306,0.0049559266760259,0.9923503114289844,7154,no,186713
cent,prosenttiyksikköä,0,0.5714638304371762,0.0,1.0,6679,no,533892
ahmed,abdulrahman,8,0.7366017193151416,0.0532571610370011,0.9325738276016374,6038,no,1089
locality,asutuskeskittymä,2,0.5596848767034239,0.0546890797626684,0.9109840526489068,6899,no,36077
missiles,risteilyohjuksia,7,0.7706773516646274,0.0503610609956682,0.9386617480752328,7399,no,60920
