en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
estonian,estonský,6,0.5950381174245524,0.1007326739364758,0.8552214677775878,6671,no,187
sin,hříšní,6,0.413596957157284,0.0469711631904953,0.8980147319900758,6039,no,308951
anthology,povídková,5,0.6131100065065651,0.0729894206566427,0.8936168465284549,6181,no,27412
sheep,jehňata,9,0.587803488300325,0.1150173036292244,0.8363490310048287,6084,no,141415
mathematician,matematice,9,0.6499624101562962,0.1983426872375464,0.7661894431061494,7056,no,13466
angry,rozčílí,9,0.6002288232637527,0.0363587885682107,0.9428848631477796,6245,no,265826
remarks,názory,6,0.5013713821207306,0.0877215572887677,0.851090462267806,6311,no,133993
alphabet,abecedě,5,0.6175148946350604,0.0240653276543532,0.9624905400473872,7377,no,42784
thesis,disertací,3,0.5990879423059017,0.0525145643945863,0.9194070559051348,6026,no,119092
macdonald,novák,1,0.5319814212003722,0.0111022659499016,0.9795569887061816,6684,no,664
geographical,geografické,0,0.7695250426161702,0.0,1.0,5643,yes,79341
defended,vzdoroval,4,0.5346493965868746,0.0368658490429953,0.9354945483521347,5919,no,62483
krishna,nágárdžuna,3,0.4909844759933373,0.0064143075211571,0.9871042959216038,7290,no,1821
louisville,žluticích,9,0.5389628104897597,0.0666821290229854,0.8898989743452117,6431,no,8400
threw,vhodil,8,0.5260403372926213,0.0233502692043304,0.9574978732286352,6667,no,174050
surrey,rakovnický,8,0.522371636493112,0.1001801077580265,0.8390814760650422,5818,no,2459
copied,zkopírováním,4,0.6095995013088034,0.0332808363261274,0.948231678000041,5940,no,82587
potter,švandrlík,3,0.4877998878469063,0.0184794200082638,0.9634995550449196,6324,no,15429
strings,smyčcem,5,0.6196389406323164,0.0222380655134406,0.965354631338218,5912,no,127712
metre,pětikilometrové,5,0.5695628426934406,0.1200103240790128,0.8259643358213589,5895,no,34581
nat,cancel,5,0.3615941241016766,0.0564759209662772,0.8649127780558935,6893,no,6165
strictly,přísněji,4,0.5167072100315764,0.1147831324498209,0.8182345402167377,6097,no,151931
developer,developers,4,0.5778185340113537,0.0608553479729374,0.9047160848602944,5655,no,254410
nurse,lékařka,4,0.5903368782871199,0.0253236590931376,0.9588674966875508,6485,no,203370
acre,hektarů,0,0.601586179917464,0.0,1.0,7395,no,69194
arsenal,arsenalem,1,0.5684035593318317,0.0671950974296823,0.8942806176273986,5869,no,45030
productive,přínosnou,5,0.5126931301462226,0.092559486692359,0.8470729673572907,7064,no,264497
raiders,gambrinusliga,1,0.5848928320148188,0.0896007794498174,0.8671584460892774,6615,no,8322
ruth,olmerová,8,0.52011880468996,0.0342004452313945,0.938301898705039,5684,no,2530
pace,zrychlit,1,0.4835102068147394,0.0947485056884552,0.8361485894811628,6390,no,360907
trek,futurama,6,0.4527005306592751,0.0494015391763488,0.901610564576,5718,no,54245
prey,mršiny,1,0.613165719155425,0.0246816481669052,0.961304773788566,7054,no,88568
michelle,danielle,2,0.5484825951047756,0.0632343342302477,0.8966281114714487,7062,no,7089
variables,deterministické,9,0.632901645647119,0.1041838797973602,0.8586542861026406,7276,no,170150
chad,burundi,3,0.4679853490245232,0.0262431493363199,0.9469007768201188,7184,no,3030
pace,zrychlila,9,0.4399619202617589,0.1382967922414356,0.7608392415865733,6390,no,360907
colleagues,spolužáky,6,0.5016522490642349,0.093242315712353,0.8432624514776494,6549,no,315784
motors,elektromotor,7,0.5859046971156237,0.0496137490840143,0.9219318504746769,6076,no,69198
discovers,vypátrá,7,0.6529245344522708,0.1131675529549443,0.852279438966728,5798,no,52200
capabilities,schopností,1,0.6394782460691799,0.0355869583770606,0.9472836725361178,7121,no,395906
tribune,časopisu,2,0.5089260039611894,0.0663805366411727,0.8846171006996193,6674,no,3120
patrolling,hlídkovaly,3,0.4937288634058161,0.0462480135563165,0.91435186296031,6501,no,12092
nottingham,plzně,9,0.5562633912271456,0.095540206377702,0.8534217872856499,6904,no,1490
refs,ozdrojované,5,0.6238624223551872,0.0373653985697435,0.94349088561114,6065,no,9525
kyle,tobias,9,0.4557829109882142,0.0532503555556994,0.8953892425985372,6342,no,2976
eurovision,melodifestivalenu,5,0.5592088573084802,0.2068126242415139,0.7300172002708826,5878,no,344
reliability,spolehlivost,1,0.6928308714574587,0.006598086558702,0.9905664664251008,6825,yes,167753
problematic,problematický,5,0.6561313556989051,0.1011468412908341,0.8664337073311981,6307,no,94165
withdraw,stáhl,3,0.5632641403116758,0.0458491337169877,0.9247280667292924,5805,no,104196
glacier,ledovec,1,0.5630003038314525,0.0014364294068955,0.9974551099843302,5647,yes,23482
butterfly,motýlí,1,0.4722019009078491,0.0399936844156323,0.9219171629713012,6132,no,57621
propaganda,propagandou,6,0.6578638326106148,0.0353209759974491,0.949045369201938,5727,no,105606
questioned,nezpochybnil,6,0.6156905961120743,0.0389389200895707,0.9405176223713436,7240,no,113976
purely,nepodstatné,8,0.5389286839751969,0.0264009997570419,0.9532998168736768,6474,no,156451
casting,střihače,1,0.4631002198248967,0.0064400593255971,0.9862843304151698,7087,no,110749
flags,symboly,9,0.5315740018211672,0.1347269283141442,0.7977986789140695,6602,no,88421
fork,lotru,2,0.4245786916101159,0.0044426583789008,0.989644668315424,5660,no,85598
tang,kchuang,8,0.6787859734938093,0.0352402479026516,0.9506457230187844,5974,no,9674
contestants,soutěžícím,4,0.6417302150654814,0.0753479397670414,0.8949236714864932,6579,no,38982
mammals,živočichů,5,0.6612641388807879,0.1135366434806123,0.8534634372275918,5816,no,47222
dale,miler,6,0.4634681041082646,0.0320324412173232,0.935353368387768,6167,no,3913
lok,parlamentního,4,0.4540859018714431,0.0143357783321693,0.9693955704058406,6842,no,1457
reynolds,novotný,5,0.5246959506993389,0.0337741899076302,0.9395237319744204,6511,no,1702
confirm,doložit,4,0.6408264269025509,0.0864501641611675,0.8811316557917461,6260,no,236654
evangelical,starokatolické,1,0.6841403276258824,4.32328254564851e-05,0.9999368110724146,7138,no,36492
moses,ezechiel,1,0.568666854209897,0.0182411324900282,0.9689199450281896,6812,no,2513
crazy,mámu,3,0.5153309678551723,0.0179296201141978,0.966377376242124,5839,no,425394
vfd,afd,3,0.6072830110760532,0.1280977421815311,0.8258075947540309,6875,no,84
snake,chřestýš,9,0.4828496795634729,0.0682281347547489,0.8761914688234023,5864,no,81717
precise,nepřesné,5,0.6213843437872675,0.115449674365752,0.8433165794175149,7031,no,245627
propaganda,propagandistický,9,0.6538757094511998,0.039309099156864,0.9432920360216808,5727,no,105606
administered,spravovaly,7,0.4609603916623406,0.052710646246198,0.8973844301971656,5989,no,123524
anthology,antologii,1,0.6757030129016782,0.0103964142615295,0.9848470733979252,6181,no,27412
releasing,labelu,2,0.5327455891099058,0.0084194686079057,0.9844419581644608,6585,no,125720
consequences,příčinné,9,0.6055398109706619,0.1834250815810976,0.7675117317478558,6129,no,373148
automobile,automobiles,6,0.718304434502098,0.0468447559884551,0.9387769645833096,6210,no,330119
seemingly,vyjeví,9,0.5348265457469147,0.0825061785929293,0.866350550780928,6979,no,184595
innocent,nevinné,1,0.5554371161755489,0.0035409666000061,0.9936652854394152,6631,no,186939
ana,cañas,4,0.5150784114214709,0.137105375622382,0.7897749402145702,7157,no,10889
ashley,libíček,5,0.525416302469551,0.0325711433631883,0.941627462039797,7192,no,7593
sailed,vyplul,1,0.7498097649121361,0.0020240921204074,0.9973077933356228,5927,no,39406
observer,pozorovatelské,2,0.5429033447946521,0.0915695403880301,0.8556761958997433,6119,no,57335
karen,dianna,6,0.4703451137606723,0.0428578294435345,0.9164895096354092,6269,no,15155
tongue,dásně,6,0.4702519574771159,0.0296360612505366,0.9407145997898324,7304,no,212737
convince,podvést,5,0.6626904691771119,0.1029538819639163,0.8655330222047799,7040,no,173397
viii,xiv,8,0.6868073978504141,0.1007121924952882,0.8721146829489308,6158,no,10280
optical,laserové,7,0.6481053791663629,0.1125405194248293,0.8520461102422718,5885,no,124269
hopefully,snažím,5,0.6860310585288114,0.0525173601608304,0.9288911074320508,6765,no,274720
windsor,mělník,6,0.5292514593973852,0.0221782471176792,0.9597804636644592,6223,no,3303
funny,docela,5,0.540951398209164,0.0529857235463824,0.9107890017216496,5733,no,501376
manages,chce,2,0.6122465081033749,0.051508109124806,0.92239886881706,6197,no,145730
humor,ironické,6,0.5655508542250463,0.1273094287248841,0.8162552655163752,7326,no,176017
saxon,franské,3,0.5245598999104213,0.0206831179513736,0.9620662396879766,6514,no,1671
twins,otěhotní,9,0.4510586715315261,0.0954474860224695,0.8253496603777256,6177,no,79071
arrive,spěchají,5,0.6228177110301679,0.0303225273807358,0.9535742470031998,5814,no,373596
sick,onemocní,5,0.5935346764820142,0.0483954586950036,0.9246094613058504,6598,no,422989
pushing,narušování,4,0.5391906528665471,0.0871954254569887,0.8607960354253734,5697,no,254399
bend,ostružná,2,0.449635368669395,0.0087229751750186,0.9809690926495284,7237,no,104791
rubber,kaučuku,3,0.530459760995837,0.035743853737802,0.9368710251794892,7030,no,192978
janeiro,janeira,2,0.6771464139194534,0.0385685423024009,0.946111867626746,6777,no,954
maxwell,neubauer,9,0.4601663219376505,0.0213690133134822,0.955623166673038,7247,no,916
tactical,taktických,4,0.6176020405765743,0.0728378195004524,0.8945051934105795,5797,no,67197
sebastian,sebastiana,7,0.494700096005578,0.1520009591836897,0.7649594693498618,6699,yes,1725
destination,turisty,3,0.5361489048566135,0.0387370108477698,0.9326179163733608,5691,no,393635
nobility,šlechtické,1,0.6654079001226056,0.0033125505919475,0.9950464344429604,6563,no,21336
dissolved,rozpuštěny,1,0.6671781386585975,0.0321598674977301,0.9540138427847132,6061,no,54554
footage,záběry,0,0.7534789167275808,0.0,1.0,5911,yes,145412
ceiling,výklenku,8,0.6025119581416951,0.0589480864766236,0.910881863604266,7158,no,199124
foods,potravinářské,7,0.590375637929258,0.0709082193353979,0.8927718882648917,6072,no,805974
ash,popele,1,0.4344339937068012,0.0197263127741165,0.9565653085647956,6497,no,63688
dying,nezemřela,5,0.6203818685967972,0.0563672002907753,0.916708861700496,5979,no,211988
mechanisms,mechanismu,7,0.6499079228522116,0.1433983053882634,0.8192396576712679,7350,no,187087
moments,chvilky,7,0.5078104282476537,0.1412887441384395,0.7823310363822202,6461,no,401837
kerry,bartoníček,7,0.437808076731787,0.0282938236228183,0.9392969142556752,7023,no,2868
manufacture,výrobce,7,0.6481016117566636,0.1235911778596693,0.839844068102391,7252,no,157456
kurt,lüdemann,9,0.5037414306527023,0.0533702248976152,0.9042019236792024,6221,no,3530
excessive,nadměrného,9,0.6016577157283645,0.0623749878975845,0.906066391674708,6738,no,283241
anton,georg,5,0.4997744145388349,0.1108091738938357,0.8185192396371546,6811,no,663
praise,chválil,3,0.6200313771492012,0.0498675472545069,0.9255595949808472,6123,no,179103
jamie,evan,4,0.5192385350370385,0.0724835063378214,0.8775041298623815,5899,no,3726
observatory,hvězdárny,6,0.6481972413285144,0.0414775311296161,0.9398592890649278,6306,no,13249
unofficial,neoficiálně,4,0.5692480233019958,0.1155177880212759,0.8313032191282385,6783,no,34310
wrestler,wrestler,1,0.6059590715505607,0.0122402411281734,0.980200170273346,6122,no,16374
dressed,oblečená,3,0.6530711972243566,0.0364086603095433,0.9471940189235284,7273,yes,217155
webster,jandourek,2,0.5053075443595645,0.0153183627627528,0.9705770255509896,7187,no,2169
kit,cls,9,0.3882013362833765,0.043445838509577,0.8993487249617318,6309,no,288807
hypothesis,hypotéza,1,0.6909373172918085,0.0002510863995526,0.9996367323320072,6668,yes,76010
lon,norman,4,0.3863714664082739,0.0206548655351578,0.9492542277632582,6467,no,4702
receiver,gambrinus,0,0.5210732074133925,0.0,1.0,6284,no,169656
enterprises,podnikatelský,5,0.5585236472525155,0.0456847268464397,0.924389120037324,7139,no,195609
pipe,ventilu,2,0.4967764583816355,0.0409272102152123,0.9238851943822272,6268,no,186886
hood,plec,2,0.4010678426962779,0.0165764092108341,0.9603097393651646,5914,no,85302
rochester,pardubicích,0,0.5904574213267628,0.0,1.0,6050,no,4242
prof,phdr,6,0.5213718195374198,0.14009029842496,0.7882111543190028,6959,no,7257
terror,teroristickou,7,0.513712720000403,0.0913445941088553,0.8490315016795901,6578,no,140627
viii,vi,5,0.7344482027891556,0.0530713875565468,0.9326094382829896,6158,no,10280
tribal,domorodé,0,0.5258129569132339,0.0,1.0,5980,no,99559
copyvio,smazaní,5,0.6146774278899634,0.0276576835085065,0.9569419715383592,6326,no,13
boulevard,ulice,1,0.6732757763380831,0.055089814374256,0.9243651607424528,5762,no,9240
pond,rybníčku,5,0.5600379614320586,0.0467040164820246,0.9230249130897648,6458,no,114161
balls,míč,4,0.5221450046527476,0.0417121894144638,0.9260234863484036,6035,no,222970
comprising,zahrnující,8,0.556717868769744,0.0646092748919906,0.8960140796179903,6933,yes,75311
consciousness,myšlení,9,0.5904684333273482,0.0963568566436953,0.8597068889997371,6883,no,246043
harper,pecháček,4,0.5190431745913939,0.0536792228920872,0.9062735748978012,6098,no,4030
prehistoric,pravěkých,5,0.65647343983486,0.0451061312476251,0.9357077470513718,7375,no,24750
bonds,dimery,3,0.4856146621599635,0.0058508858625587,0.9880950233722372,7044,no,217570
coached,trenérskou,6,0.6155158720290845,0.0690402231769398,0.8991459959812914,6315,no,36035
extends,ohraničuje,4,0.6007535577790382,0.0246253737205922,0.960623275776909,6347,no,127925
jacksonville,hradci,3,0.5103935817303766,0.0353953488918175,0.9351482836937218,7128,no,11188
affiliate,vysílací,6,0.4257179176998272,0.0402522926441378,0.9136161674060131,6240,no,349891
hybrid,hybridních,0,0.5545153442104622,0.0,1.0,5891,no,170137
trek,simpsonovi,8,0.4493271515109771,0.0527749183246468,0.8948920518453068,5718,no,54245
measuring,měří,2,0.5864724680974239,0.0072742906269588,0.987748496273753,6879,no,153363
frankfurt,frankfurtu,3,0.6669260764209128,0.02669446760415,0.9615143065843426,5709,yes,1685
extends,táhne,1,0.605403771657957,0.0199751598416734,0.9680591097084548,6347,no,127925
jets,letadla,7,0.4685922476306148,0.1115685267542874,0.8076937778625682,6380,no,46885
ace,invader,7,0.4094414351990919,0.0359518047454776,0.9192807579433582,5922,no,40444
ferdinand,arcivévoda,4,0.5340503457000434,0.0816862666177936,0.8673357000645139,6031,no,594
curtis,mcclanahan,6,0.4953617919499998,0.0148934293725348,0.970811804073396,6010,no,1980
slavery,otroka,9,0.5184175172599172,0.1385639619370319,0.7890900028012915,5903,no,92619
payment,proplacení,3,0.7134108665964969,0.0246720192429348,0.9665728338696338,5787,no,1083253
sick,onemocněli,7,0.5862636319160224,0.0556665032609954,0.9132826140875208,6598,no,422989
recruited,demobilizován,3,0.5053579433880817,0.0723690849250964,0.8747348118082748,6610,no,61210
sensitive,citlivější,2,0.5778925270625475,0.1080119272439161,0.8425262781634362,5842,no,371115
honest,nezkazí,8,0.5712994099070016,0.0286799736350409,0.9521984014421868,6685,no,443985
ahmed,mahmoud,7,0.5686615337390376,0.0394275128006965,0.935161613212646,6038,no,1089
crazy,mrtvej,9,0.5061987567027304,0.0270618312666397,0.9492521444915144,5839,no,425394
sculptures,skulptury,5,0.6604402618103835,0.059596794270298,0.9172309344817664,6648,no,53343
philosophers,filosofy,3,0.7137767934763816,0.027508191288464,0.9628912066832296,7075,no,39041
dimensions,průřezy,9,0.5526826450190822,0.1058349422204776,0.8392830438073383,5817,no,200430
henderson,pešák,2,0.5447781799632128,0.0493037155386358,0.9170085540193296,6199,no,7086
stern,derfflinger,1,0.4439220081300655,0.0009787114918177,0.997800157543801,6968,no,36458
plantation,plantáži,8,0.5093040866198479,0.0420345728602304,0.9237590687004068,7393,no,37245
unrelated,neověřitelné,9,0.4921239468169572,0.0407382841124022,0.923548186101779,6289,no,59558
discovers,uteče,9,0.6455066648229896,0.1205854225842255,0.8425967001012392,5798,no,52200
rica,chile,3,0.6715642206269906,0.0598684709764275,0.9181490359076154,6681,no,4915
watts,vysílače,6,0.4263766720774514,0.0418355724245068,0.9106482734790337,7104,no,36810
crazy,itchy,6,0.5093645746592645,0.0238960133101056,0.9551888629139076,5839,no,425394
porter,pešák,1,0.530958635030138,0.0186647754535801,0.9660407924816132,5994,no,10956
mutual,vzájemnosti,5,0.5321896591409786,0.0823258323767563,0.8660313148926035,5843,no,224155
henri,barrès,5,0.6329464143243427,0.0530370865545016,0.9226846032206992,5858,no,666
nominate,#smazat,3,0.5235792421848002,0.0105812927663876,0.980190800192016,6427,no,29071
tubes,fritézy,9,0.5588390991810427,0.0544069075230011,0.911280453638146,7382,no,102654
geographical,geograficky,4,0.6532421623624153,0.1162828802537548,0.8488900635924393,5643,no,79341
claire,adèle,4,0.5434055048291362,0.0177325295527498,0.9683989883660572,6939,no,3036
demo,light/white,5,0.5794928780950437,0.1232397064276445,0.824627875322799,6296,no,128035
costume,kostýmy,3,0.6423711757131394,0.0437495745574411,0.9362363337062932,7001,yes,185308
sketch,kreslené,2,0.4691795860435538,0.00749815544156,0.984269969438474,7268,no,66752
export,exportu,0,0.7297382794602445,0.0,1.0,6445,no,205304
wheels,brzdy,1,0.6151138241821414,0.0087962962143715,0.9859013407110928,5920,no,219741
squadrons,eskadron,9,0.6584545931862276,0.0627985959669543,0.9129312744659256,6789,no,6859
lighthouse,přístaviště,6,0.4726797373426541,0.08406678295001,0.8490034874293982,6785,no,21648
drives,rozběhne,8,0.458547414240552,0.0282300586888699,0.9420062343497908,6607,no,272568
findings,zjištění,5,0.5713021732905477,0.0345800232168682,0.9429261605371416,5952,yes,335564
creatures,tvory,2,0.6420609903339736,0.0314114055251364,0.9533590304246,6983,no,191788
franco,gianfranco,8,0.5118494999223616,0.0952248282431175,0.8431414015959497,5978,no,1134
dust,aerosolů,9,0.5235472912832715,0.089182530630119,0.8544504813693807,6513,no,297720
colombian,argentinské,2,0.6722207450396709,0.0093631386212453,0.9862626760319592,7260,no,700
pin,zásuvku,2,0.4527811839946266,0.0365853232852459,0.92523942129059,5936,no,142741
mechanics,elektrodynamika,8,0.5678579803509808,0.0954076829154725,0.8561546478290337,5907,no,100360
invention,vynález,1,0.7054688840266026,0.0062850385697676,0.9911696467413332,7234,yes,159814
rotation,otáčení,3,0.5496230869357599,0.0644484825352924,0.8950472782988358,6689,yes,112783
travelled,odcestoval,1,0.7321993266773338,0.0618707324678403,0.9220840381081172,5877,no,71734
nationally,republice,9,0.4747910696829752,0.0645594818577567,0.8803014446294097,6649,no,119931
sculptures,sochy,1,0.7102443037042332,0.0097927523764483,0.9863996549986572,6648,yes,53343
ers,ligy,2,0.5311739830502861,0.1746960764740235,0.7525095814493784,7342,no,54763
astronomy,astrofyziku,8,0.6888990029778551,0.1308518661332641,0.8403760568437691,7274,no,37075
probability,pravděpodobnostních,4,0.7151747456484616,0.0371970676258177,0.9505602589443932,5835,no,175103
jessica,gábina,5,0.5649462838797147,0.0260685240005164,0.9558919274899128,6990,no,7307
goddess,afrodíty,5,0.6310906353706074,0.1309696970854887,0.8281373645792878,6434,no,55927
precedent,precedenty,0,0.5966741962776095,0.0,1.0,6993,no,48777
arcade,playstationu,1,0.5723206404572843,0.0444755717106259,0.9278925991547458,6479,no,45634
salem,zlonicích,4,0.4148073802087731,0.0189753295712463,0.9562561412812668,6556,no,8137
formats,formátu,3,0.6663793842184897,0.0555739043105345,0.9230228531491752,6415,no,163655
rape,znásilní,1,0.621684875867302,0.064707027031638,0.9057287436545344,6169,no,116601
motorcycle,motocykl,7,0.6402806529873067,0.0271590465845114,0.9593086137939733,5866,yes,173801
bacteria,bakterií,1,0.7996336121282692,0.0048947091047372,0.993916051212174,6650,yes,272230
rotation,rotaci,1,0.6024941385496021,0.0115774309214502,0.9811464469338276,6689,no,112783
xbox,playstation,0,0.8043162786689756,0.0,1.0,6919,no,43268
tyler,corey,8,0.4907963781094804,0.0450437185507033,0.9159381337241194,5981,no,3957
trinidad,kolumbie,0,0.6489425920736455,0.0,1.0,6580,no,2154
investigate,vyšetřovat,0,0.6804629895001935,0.0,1.0,5966,yes,241373
appreciated,oceňuji,2,0.5593380451477421,0.0331822251481488,0.9439981603809464,6697,no,219010
entrepreneur,miliardář,4,0.5889504597189746,0.1925962615663426,0.7535703799644857,6804,no,108276
advisor,konzultantem,8,0.571032695007847,0.1976741797212398,0.7428484299806665,6275,no,145984
delay,opoždění,1,0.5500506023144183,0.094622192139121,0.8532244683609953,6215,no,283570
bread,těsto,7,0.6069801987760229,0.0514029052196971,0.9219255401486864,7027,no,314792
civilization,civilizacím,8,0.5610681098660235,0.1703557773601526,0.7670902190435653,7299,no,114925
graduates,vysokoškolské,5,0.6359249736502528,0.0902334928633741,0.8757385653071074,7211,no,155458
mediation,arbitrážních,5,0.6028338288626769,0.0173331083220955,0.9720508990679532,6164,no,66004
motorcycle,motocyklové,0,0.6674396995718181,0.0,1.0,5866,no,173801
sending,odeslání,6,0.574095969511377,0.0198153558433125,0.96663583434534,5765,yes,400733
tactics,protivníka,8,0.5532227028530781,0.1894845448548197,0.7448731711726303,6629,no,206429
roland,eymard,6,0.4619529535392399,0.0712173739934194,0.8664265989388598,7357,no,1240
mutual,vzájemné,0,0.614515491517735,0.0,1.0,5843,yes,224155
prohibited,zakázání,2,0.6886174041302935,0.0561432930721806,0.9246156607309296,7090,no,108953
holdings,podíly,4,0.5421230807108197,0.02623568063638,0.9538395773574552,6864,no,64579
butterfly,zlatobýl,4,0.4458488932441706,0.0663466920793108,0.8704660993174921,6132,no,57621
brighton,vršovice,6,0.5504501240884403,0.0504197260377899,0.9160887735884936,6617,no,2657
findings,přezkoumání,4,0.577583295456531,0.0282989010508849,0.953293063876092,5952,no,335564
mesa,peak,0,0.5981393944555642,0.0,1.0,6529,no,11716
proportion,procentem,7,0.5690389253514674,0.0973901136348968,0.8538627401605627,7154,no,186713
relatives,rodinní,8,0.5463689027165884,0.123071986802118,0.8161570517591172,5917,no,196489
vandal,vandalství,5,0.6581840012234743,0.0649926041288317,0.9101290007892752,7210,no,1865
tribal,čerokíů,4,0.5142840039453245,0.0115289529679094,0.9780740416980408,5980,no,99559
baden,bádensko,9,0.6113438681765521,0.0344006793954947,0.946727108227489,7071,no,285
sail,plachetnici,0,0.6148332167275883,0.0,1.0,6588,no,82136
clarify,vysvětlím,3,0.6502677748209293,0.0851802562389403,0.8841790954063943,6569,no,113296
fires,výbuchem,4,0.5598205002466269,0.0380118450393459,0.936417215731004,7015,no,121769
guatemala,kolumbie,3,0.6861820960472297,0.0675263733777039,0.9104078352347222,6759,no,1227
advisor,viceprezident,9,0.5705233946204913,0.1981834801085955,0.7421858882445396,6275,no,145984
shorts,pravá_ruka,3,0.5323982829197451,0.0776062920274085,0.872777524604415,6606,no,110397
measurement,měřicího,8,0.6239108039435475,0.0709053703883901,0.8979508926133372,6541,no,179748
anybody,nechceš,6,0.654877644065642,0.0351890242957245,0.949006341112976,6952,no,303197
tubes,obšívka,8,0.5603562321122199,0.0528897745918239,0.9137543921792728,7382,no,102654
nephew,prasynovec,4,0.7046675382718112,0.0797669754457015,0.8983127666480686,5841,no,46102
jets,gambrinus,0,0.5801607743849022,0.0,1.0,6380,no,46885
currency,měna,1,0.7007942386638514,0.0185813297627438,0.9741701962392404,5672,yes,346161
kilometers,kilometrem,8,0.5988257179608643,0.1478482362316993,0.8019909019170501,6385,no,86652
monarch,panovníkem,5,0.601796970913397,0.0813141324495179,0.8809649966905627,6316,no,21965
