en,fr,position,score,rel_score,ratio_score,index,correctness,freqs
bach,concertos,9,0.6428501702692235,0.1560607188200258,0.8046581653206235,6928,no,1550
derivative,équivalente,9,0.5304164600299361,0.2022941528395497,0.723909891181577,6905,no,42934
reconnaissance,escadrilles,2,0.6910433403754414,0.0239825045373148,0.9664592480006914,5960,no,14671
pin,barrettes,2,0.5288686042069145,0.010670681267247,0.980222605555276,5936,no,142741
butterfly,orchidée,7,0.4556957924548653,0.2567502744229629,0.6396214585784344,6132,no,57621
ping,pong,1,0.5616687764640147,0.1245182171397599,0.8185360283706272,6346,no,29179
answered,réponse,6,0.6022873073956233,0.180782514587484,0.769136149149949,7163,no,279588
temporarily,définitivement,3,0.6826881547622272,0.2259505903511132,0.7513306673677789,5667,no,117242
viii,vii,2,0.8175808746572664,0.0344331595369721,0.959586159200375,6158,no,10280
involve,impliquent,0,0.7312469797533427,0.0,1.0,5751,no,359878
catalog,catalog,3,0.5973102118656166,0.1728461067541407,0.775570098465324,6166,no,110791
explorer,explora,6,0.6037895957623076,0.2150243932659084,0.737395310599049,6201,no,38234
varieties,épicées,8,0.5571410929546864,0.2231122694473727,0.7140515117288215,6536,no,245288
fed,alimenté,1,0.6523754947179174,0.00151735460229,0.9976795057418544,6101,no,201404
sue,amy,3,0.5596076093159552,0.0651297199863253,0.8957486339753965,6980,no,70715
fourteen,dix,6,0.8413770665704972,0.0527410468154188,0.941013333668306,6226,no,60641
aggressive,agressive,0,0.8563520818129251,0.0,1.0,6451,yes,250253
telugu,tamoule,6,0.6629963274426616,0.0885154424280096,0.8822168248366324,6886,no,1902
cuisine,pâtisseries,5,0.6770670726669001,0.0912261004139612,0.881261341880543,5708,no,118353
boeing,airbus,1,0.8074575239077189,0.1043019480380169,0.8856036583689864,6635,no,2189
casting,castings,1,0.4827127478429235,0.0871692282988793,0.8470398574648216,7087,no,110749
redirected,redirect,1,0.747341902862825,0.0066531585309228,0.9911761245244436,6895,no,19934
monk,ermite,1,0.6395969501079013,0.1895664869026528,0.7713762107189491,6400,no,37008
ancestry,ascendance,0,0.808959680241264,0.0,1.0,7037,yes,27952
mistakes,bévues,8,0.6608580799070494,0.1240032054587653,0.8420062146383371,6940,no,294825
telegraph,telegraph,0,0.7382582641372214,0.0,1.0,6056,yes,17569
muscle,musculaire,2,0.7796796828801538,0.0447382555854858,0.9457335248323804,6078,yes,637216
bang,yang,6,0.4348111926809832,0.3649262726910383,0.5436924134581065,7150,no,78568
buddhism,taoïsme,4,0.7731489209162965,0.1382736785670899,0.8482880733421945,6387,no,2144
cameras,caméscope,5,0.7134965572449018,0.153716152408862,0.8227468870120302,7013,no,310539
ernst,friedrich,4,0.6977040599956816,0.0855075906561713,0.8908244143393361,6630,no,665
estimate,estimation,0,0.8543240089282016,0.0,1.0,6687,yes,268772
ferdinand,archiduc,2,0.5908470260159953,0.2288756952623101,0.7207888846787204,6031,no,594
mohammad,ahmad,5,0.748990618113503,0.0971973673419508,0.8851350184443529,7257,no,712
frontier,frontière,2,0.5641303166373286,0.043208345460908,0.9288562573776686,5886,yes,43612
yeah,dis,2,0.7442940814793138,0.0280366211759763,0.9636986836343734,5802,no,206356
destination,transitant,7,0.5564113049505766,0.1790833680483192,0.7565130318101052,5691,no,393635
bench,titularisation,9,0.4342917301565504,0.2249935966078934,0.6587310721564391,6537,no,169874
lisbon,coimbra,7,0.618897294437087,0.2619980430853856,0.702577557258666,7303,no,652
highlights,contrastée,6,0.514514916302093,0.0288596689101717,0.9468880774044705,6957,no,227178
considers,admettra,8,0.674957573715637,0.1867683725861683,0.7832624474315693,6792,no,131577
julia,jennifer,4,0.618516165277277,0.1953863039149241,0.7599389222779417,5861,no,2553
hosting,podcasts,4,0.4855551017008833,0.0243193562775382,0.952303246618862,6186,no,619516
madonna,britney,6,0.5404266109585155,0.2886027859567854,0.651878706556565,7327,no,3155
dust,poussiéreuse,6,0.5829817040403711,0.2723585948121766,0.6815786708780706,6513,no,297720
inventor,brevetée,7,0.6441442540612132,0.2521859778681978,0.7186461318778118,6975,no,40147
hydrogen,hélium,6,0.7849118864696114,0.1343424177547316,0.8538571784354185,6156,no,100436
maría,maría,0,0.8732073191036382,0.0,1.0,6406,yes,0
tasmania,australie,2,0.7095547061041018,0.0921063585583867,0.8851056105647779,6252,no,932
ritual,rites,4,0.7798293251590892,0.1071173174661709,0.879229130233679,6898,no,103185
idol,idole,0,0.6634269043446893,0.0,1.0,6419,yes,36376
limestone,grès,1,0.8032614591332834,0.0601471640031932,0.930337545408455,7176,no,37104
requiring,nécessitaient,8,0.7359554485654328,0.0491362363785812,0.93741337818132,5759,no,225178
toy,peluches,2,0.6350359242237364,0.1033028621800757,0.8600874502567749,6472,no,214959
paragraphs,phrases,2,0.6577475266562622,0.1986417009779642,0.768047408154921,7000,no,78042
counted,comptée,6,0.6736057310696124,0.0591079121194865,0.9193301330350252,7197,no,108524
karen,karen,0,0.7595754425293361,0.0,1.0,6269,yes,15155
enterprises,investisseurs,9,0.5989319851885316,0.0838668201034725,0.8771719876287624,7139,no,195609
marshal,généralissime,6,0.5994737113680706,0.110270777471275,0.8446331331834612,6032,no,11641
dancers,dansent,5,0.6975657362640848,0.2057827034006361,0.7722000787680414,6972,no,79326
albania,kosovo,6,0.6698209768059085,0.1612849993858403,0.8059393097798765,5692,no,522
developer,softworks,4,0.5775282601037037,0.2164823572832882,0.7273558406615397,5655,no,254410
maxwell,fisher,3,0.5755105504593909,0.1981170355604711,0.7439116195691287,7247,no,916
nominee,colistier,3,0.5786909486575886,0.0589763804022041,0.9075123066299136,6227,no,51365
infection,infectieuse,3,0.8216539457302475,0.0963981703462971,0.8949970609966332,6747,no,402091
consciousness,psychisme,4,0.7319476134840837,0.0581930007282254,0.926351082729448,6883,no,246043
harmony,harmonieuse,2,0.5660008987606513,0.2107347143407378,0.7286918344077135,6803,no,132933
variants,déclinés,5,0.5944137370068071,0.2489316857801725,0.7048283193883532,6349,no,59912
hotels,hôtelières,1,0.7686752585444505,0.1054363382637244,0.8793788588908715,5668,no,360850
ethics,bioéthique,3,0.6898406128951543,0.166129696393846,0.8059165200112615,6008,no,152610
dirty,sexy,5,0.5130122856601537,0.1342636881828348,0.7925711850763002,6917,no,231623
handled,réglés,1,0.5316337726985394,0.0060235195765627,0.9887967304394324,5948,no,209643
julie,audrey,7,0.6817924461220228,0.1005332113673265,0.8714944212746912,6453,no,2984
bolivia,guatemala,4,0.7603960538130137,0.1304875492611181,0.8535301931578372,6394,no,849
bradford,wolverhampton,8,0.6955457885964174,0.1127473552147519,0.8605118006035053,5908,no,1445
varies,varient,1,0.8530962298131751,0.0094898920270635,0.9889983251680216,6565,yes,141788
variants,variante,1,0.7408666324567319,0.1024787903302477,0.8784853897806322,6349,no,59912
lancaster,bristol,3,0.6243754674789065,0.1185481832899111,0.8404301933755494,6510,no,7852
cameras,caméscopes,1,0.7751227912607355,0.0920899183930283,0.8938093072577368,7013,no,310539
licensing,licensing,1,0.6712813314762376,0.0906989717566819,0.8809694012143547,6844,no,130623
myspace,myspace,0,0.836763213823839,0.0,1.0,6066,yes,40138
ist,sich,9,0.5773797587732892,0.1052229185812752,0.8458504162493649,7165,no,13938
mistakes,incompréhensions,4,0.6808566606358937,0.104004624729921,0.867486616209582,6940,no,294825
adrian,nick,1,0.5741845250393685,0.1362706979436055,0.8081924186981855,6267,no,1441
armament,torpilles,4,0.7345896171639301,0.0822134727299954,0.8993472554802993,6981,no,5492
bench,banc,0,0.6592853267644438,0.0,1.0,6537,yes,169874
judaism,rabbinique,2,0.7434984813714115,0.1481021663256101,0.833891813887581,6034,no,1051
translator,traductrice,1,0.7324365711717251,0.0755011334767772,0.9065507983568802,7195,yes,36655
zoo,parc,6,0.5572607038549152,0.3039574734940971,0.6470610102195776,6000,no,53581
cooking,cuisinées,7,0.6670257284724572,0.1190000466814195,0.8486054141696264,6874,no,459708
reflects,transparaît,3,0.7050100943759747,0.1787545993798331,0.7977350751361598,7107,no,198962
arbitrators,désysopage,7,0.6514456462818576,0.0513279371733683,0.9269637641742144,5946,no,7500
zones,côtières,7,0.5423523149758804,0.2482038728659386,0.6860389221118826,6996,no,131092
fires,explosions,1,0.6745802404271493,0.1001372092001264,0.8707435733527062,7015,no,121769
proven,prouvés,1,0.7350207150178633,0.0210251034498877,0.972190702023194,5976,yes,487133
legally,légaux,4,0.6222737744672195,0.2578789837809155,0.7070065606631735,6814,no,179044
hosting,forums,9,0.4785958344752427,0.0312786235031788,0.9386542647631456,6186,no,619516
extending,étendant,0,0.8122311067797825,0.0,1.0,6233,no,129022
nursing,nursing,9,0.6675250496301963,0.1009154769360662,0.8686749677466883,6090,no,297916
binding,protéiques,7,0.5771845342821276,0.0401158542150883,0.9350140467062588,5649,no,147712
copenhagen,hambourg,9,0.6499052151181721,0.2348426864160246,0.7345654213942799,5717,no,922
performers,chorégraphes,6,0.6772715143739974,0.0761920363340857,0.8988776082632229,5947,no,107213
potter,eggleston,6,0.4623005028990116,0.2307959820171745,0.667007426758074,6324,no,15429
sending,envoient,3,0.8005898683988343,0.0921852870543865,0.8967429968326254,5765,no,400733
perception,perception,0,0.8474034502926122,0.0,1.0,7166,yes,225747
owns,rachètera,7,0.6467093403665551,0.0733844073793068,0.8980904811227358,5938,no,159938
problematic,discutables,2,0.759710699395924,0.0786553007896366,0.9061802353957252,6307,no,94165
burma,indochinoise,8,0.6548455485938991,0.1608189067807288,0.8028369316315664,6660,no,574
promise,promettait,9,0.6257091450274228,0.183245472881707,0.773478673803317,5807,no,417434
fault,platitude,4,0.4855384776492306,0.2208427663353712,0.6873603762613701,6212,no,264767
circles,cercles,0,0.7449495265494442,0.0,1.0,6583,yes,160387
halifax,charlottetown,3,0.6568576544145581,0.158928071923891,0.8051840492022095,6398,no,2858
feminist,émancipatrice,7,0.6429935635184281,0.2568927465357702,0.7145275534636168,6646,no,46431
butterfly,phalène,9,0.4498839734493679,0.2625620934284604,0.6314639021321384,6132,no,57621
milton,mansfield,3,0.517741923023723,0.2401996676951229,0.6830894746555429,6182,no,2018
blade,tranchantes,5,0.602221084610485,0.0980627345260034,0.8599671563924989,6498,no,130603
explicit,implicite,4,0.7267880959786899,0.1355278056406498,0.8428327653634328,7241,no,100101
watts,deverell,8,0.4295409948936547,0.3599914306953429,0.5440447801408709,7104,no,36810
spots,foncée,9,0.5414271321423789,0.0808462821491708,0.8700791640902523,6070,no,340056
conferences,colloques,1,0.7826975868430985,0.0202309480229139,0.9748035508212572,5837,yes,169878
entrepreneur,investisseur,4,0.5933727857761726,0.2396158316710163,0.7123420096599246,6804,no,108276
forwards,avants,2,0.6153604325818125,0.0814221895904432,0.8831454933009015,7006,no,51320
fiji,fidjien,8,0.6756123130200562,0.1836306503831876,0.7862878624506006,7171,yes,784
sustained,occasionnant,0,0.6451936055164013,0.0,1.0,6258,no,156637
tobacco,cigarettes,1,0.6604493362411592,0.1461692393569784,0.8187876602660824,6534,no,212721
kurt,fritz,2,0.5797895462664518,0.1983123584829811,0.7451331795070694,6221,no,3530
ludwig,gottfried,8,0.654900074739919,0.1494165783706792,0.8142316489496662,6456,no,833
beetle,coléoptère,0,0.6679137392254063,0.0,1.0,6319,no,16514
parishes,paroisses,0,0.8567494442016942,0.0,1.0,6124,yes,23313
translations,écrits,6,0.6904540245465363,0.2192261105473978,0.7590074773648208,6520,no,54740
hide,dissimuler,1,0.7357051838936735,0.0006244029206675,0.9991520062050352,6278,no,266447
boeing,embraer,9,0.734473769481248,0.1772857024644878,0.8055565004593238,6635,no,2189
estonia,lettonie,1,0.7727606676376476,0.073876931299943,0.9127407861490584,5651,no,625
diving,plongeons,5,0.6022757671393307,0.1295985165144727,0.8229224343456009,6525,no,138266
rifles,carabines,1,0.7416230470933984,0.0661839617082546,0.9180695871821716,7032,yes,36408
binding,protéine,1,0.5926540841079957,0.0246463043892202,0.9600740500921758,5649,no,147712
mysterious,étrange,3,0.7653240565171893,0.1380588269924194,0.8471757330003131,6412,no,146641
nest,nicher,8,0.5917946576766728,0.2067364875460178,0.7411040398576262,7035,no,90391
prey,prédation,5,0.6379263461118954,0.1816051622633452,0.7784036850231837,7054,no,88568
prussia,silésie,7,0.6936051060132966,0.184268304650814,0.7900969520065368,6530,no,302
doctorate,diplôme,3,0.736989421873059,0.1498325951276129,0.8310454721970447,6757,no,29468
suite,sérénade,4,0.4457936950042187,0.0313252949952144,0.9343449000106836,5880,no,186778
twentieth,xix°,3,0.5863590779492255,0.0872991828995085,0.8704102837104359,6162,no,52032
angry,furieux,0,0.7477503108182677,0.0,1.0,6245,yes,265826
estonia,biélorussie,4,0.6801446653859187,0.1664929335516719,0.8033480514442108,5651,no,625
cyclists,cycliste,2,0.6515298131182841,0.1216519426339745,0.8426606141066862,5786,no,51139
mohammad,mohammadi,2,0.7558564301675241,0.0903315552879296,0.893248832599166,7257,no,712
curtis,perkins,1,0.6750875611818588,0.0044017032293395,0.9935220415393116,6010,no,1980
abstract,abstraire,6,0.7063726964386218,0.1231539723644905,0.8515370548096012,5863,no,137841
balls,boule,3,0.5861479476163791,0.0975316328200381,0.8573430659465063,6035,no,222970
nigerian,ivoirienne,5,0.7063828030345398,0.0457565395458003,0.9391648103543888,6051,no,2582
nest,tanière,9,0.5895273915090549,0.2090037537136357,0.7382647440065099,7035,no,90391
boxer,golfeur,9,0.5268897440399513,0.2637808812077192,0.6663833551106161,6622,no,27671
politically,foncièrement,8,0.6316729572447268,0.2417528588995381,0.7232130600778951,6903,no,109991
giovanni,giovannino,4,0.7730962218148029,0.0825461261195309,0.9035273016596111,5625,no,687
evangelical,protestantes,6,0.7485941863299594,0.1339173212346747,0.8482543059362126,7138,no,36492
designers,design,8,0.6379259100787054,0.1934546265461306,0.7673091706819354,6272,no,331385
aims,visent,1,0.7495067736273349,0.0921896582761196,0.8904716061732169,5726,no,271185
upset,choqué,8,0.6122465251317137,0.0453630181556838,0.9310183092402924,6424,no,218546
customer,client,1,0.7650086007217074,0.0014020422572165,0.9981706383254714,5748,yes,1439964
distributor,distribuera,7,0.5789278890095292,0.2210667646311171,0.7236646974763168,7167,no,74252
cognitive,cognition,3,0.8379190684819408,0.0536527471254179,0.939822293407886,7033,no,125332
betty,lucy,9,0.6575515329356479,0.0904123894345064,0.8791219914083463,6440,no,3717
boulevard,piétonne,7,0.611722324122074,0.2292234052812085,0.7274218807866939,5762,no,9240
castles,forteresse,8,0.6021718802484894,0.2427854895017613,0.7126653980501727,7320,no,28192
hugo,edgar,2,0.5230863113836391,0.1728546851624416,0.7516245112440415,6133,no,2163
connor,brennan,6,0.6924993676033941,0.1370529955868228,0.8347868059108928,6074,no,1107
servant,servante,1,0.6082735985290723,0.1146857870420882,0.8413662104248321,6359,yes,89915
rat,singe,4,0.5248418385253606,0.2030385157048508,0.7210550957655953,7314,no,63749
collector,collectionnait,6,0.5165242591244867,0.2200202044979993,0.7012804856126512,6852,no,96798
sanctuary,tabernacle,5,0.5245818828130671,0.1728939818293182,0.7521147460522298,6481,no,64770
connects,relie,0,0.8721802413669366,0.0,1.0,6089,yes,104273
strikes,frappe,2,0.629366818542568,0.0155109846105647,0.9759474050204182,5768,no,145760
strikes,frappent,1,0.6384490231398706,0.0064287800132621,0.9900310105545134,5768,no,145760
comparable,comparés,6,0.6171594177064976,0.1747549507645228,0.7793259502262486,6104,no,176111
lon,nat,2,0.4009992483667119,0.1800060162624595,0.6901817810939304,6467,no,4702
precisely,exactement,0,0.7909971506555988,0.0,1.0,7086,no,342738
strings,octaves,7,0.6563648819230398,0.1300190975969229,0.8346620722407248,5912,no,127712
clause,dispositions,7,0.5852095123296882,0.1957758803986155,0.7493219691155942,6746,no,105152
afl,seahawks,7,0.5642958916395928,0.1440971962571928,0.7965858240020149,6343,no,704
airing,rediffusés,6,0.7883308125305883,0.0141463040999725,0.9823717040563474,7253,no,30153
shrine,sanctuaires,1,0.7151951078438363,0.0874471002286796,0.8910509572644115,6587,no,28783
wilderness,rocheuses,3,0.5391873189418245,0.1505626071175356,0.7817142105723427,6796,no,93946
spotted,repèrent,6,0.556984492090734,0.1088024678516231,0.8365806565796315,6802,no,115863
loaded,stocké,8,0.581193279439558,0.1461679069710038,0.7990435705095504,7136,no,224915
commands,commande,1,0.6341292251055572,0.0106030239254476,0.9835543763455552,6491,no,151670
observatory,radiotélescopes,9,0.621907604903993,0.2161800496792104,0.7420555612566315,6306,no,13249
fac,relecteur,3,0.6005120142878366,0.0230608279749966,0.9630182291273092,6773,no,4594
fires,embraser,7,0.6243913613003147,0.150326088326961,0.8059601104902382,7015,no,121769
roller,coasters,8,0.5266264279090404,0.1403436685843194,0.7895802685574874,6856,no,79654
deceased,défunt,0,0.7146682742562476,0.0,1.0,6242,yes,91387
joel,aaron,1,0.6279803539506643,0.0652888124535002,0.905824727800691,6378,no,2747
marsh,groves,9,0.4359169722861787,0.1742304122621769,0.7144453673416202,6286,no,17766
tobacco,alcoolisées,2,0.5987948643001118,0.2078237112980259,0.7423519398323837,6534,no,212721
boeing,learjet,5,0.7372414110934853,0.1745180608522505,0.8085919957817151,6635,no,2189
jets,rockets,3,0.6074715662159915,0.1776833889135836,0.7736964050818984,6380,no,46885
reformed,reformée,2,0.7007128606649673,0.0505263327381318,0.9327426827809016,5782,no,23373
insert, modifier,8,0.6007424099695248,0.1517850138915727,0.7982996910427687,7316,no,147613
documentation,documentation,0,0.8204458936725717,0.0,1.0,6105,yes,254949
frances,lillian,2,0.681853669710679,0.1198210416059779,0.8505365830871902,7293,no,997
assumption,présupposition,9,0.537281922055964,0.0411186282614308,0.928909769814591,6224,no,131169
playwright,poète,4,0.7551391277064372,0.1545431040904449,0.830113089287038,6597,no,20874
canterbury,exeter,9,0.5995473787007142,0.1919479518171789,0.7574869434901365,5941,no,987
imprisonment,incarcéré,8,0.7647337565014628,0.1373843494710352,0.8477091319180068,7004,no,55188
hanging,pendu,3,0.626114625968005,0.0255879120215101,0.9607368231211004,7198,yes,269631
swing,basculant,6,0.4764696482757331,0.1869196173031126,0.7182353905892426,5829,no,239478
discovers,découvrent,1,0.8134481051319888,0.0356395768404849,0.9580260347698222,5798,no,52200
gen,major,7,0.4954448164348995,0.1503372916647901,0.7672012126393838,5776,no,19728
invention,inventa,8,0.6610100746613317,0.2564493123820309,0.7204788397135772,7234,no,159814
sailors,matelots,0,0.6887035805095538,0.0,1.0,6506,yes,43357
differ,varier,7,0.7116569445929996,0.1593601516878323,0.8170413045067813,7009,no,180441
penn,kersey,5,0.5202516714830748,0.1307911508091185,0.7991051489537528,5924,no,3642
terrain,dénivelés,5,0.6729170728152123,0.0640726174199575,0.9130617181367732,7203,no,123228
flute,clarinette,1,0.8361981888560039,0.0263257494811685,0.9694782390249702,6644,no,34151
abstract,abstractions,5,0.7179088704886774,0.1116177983144349,0.8654439905163225,5863,no,137841
contestants,finalistes,5,0.5858651547696335,0.0620807365725059,0.9041883938118452,6579,no,38982
budapest,timişoara,9,0.6286105820657604,0.1938949307546148,0.7642630623960827,6271,no,1009
counted,comptés,0,0.7327136431890989,0.0,1.0,7197,yes,108524
decrease,augmentation,2,0.8273398252717816,0.0251935561131646,0.970448598655178,6838,no,353877
distant,lointaine,1,0.7196039301819219,0.0552061460448238,0.9287488021404254,6581,yes,166675
dancers,chorégraphies,3,0.7298094471020904,0.1735389925626305,0.8078936267083832,6972,no,79326
designers,créateurs,2,0.7209634024352257,0.1104171341896103,0.8671882136694324,6272,yes,331385
erik,fredrik,3,0.647185495358899,0.1282536297312838,0.8346051603775241,6986,no,1205
useless,inutile,0,0.8093367699996754,0.0,1.0,7115,yes,150843
hayes,coleman,4,0.6517192618680733,0.1190253340228945,0.8455709781716948,6918,no,1230
trustees,présider,6,0.5423847259944657,0.0510547910361552,0.913967995775514,6647,no,48852
mhz,uhf,3,0.6569731650179609,0.1635941220416836,0.8006328979700205,7097,no,3402
torpedo,cuirassés,8,0.6721618866558001,0.1095300019323692,0.8598808513541137,5624,no,11014
spy,espionné,4,0.7102238569339229,0.1058230353346839,0.8703223597353623,6141,no,90489
nominee,élection,9,0.5375464826907161,0.1001208463690765,0.8429889037647584,6227,no,51365
legends,légendaire,4,0.6617704778878792,0.1003689125911853,0.8683063572818411,6152,no,57188
algebra,arithmétique,4,0.7197230605757462,0.0909338682788426,0.8878269400505502,7173,no,22084
xbox,wii,4,0.7947575451381843,0.0904933445156045,0.8977766127396998,6919,no,43268
enable,permettent,2,0.7635177577765762,0.10057030387146,0.8836110480688197,6418,no,600062
airing,rediffusion,0,0.8024771166305609,0.0,1.0,7253,no,30153
motors,motor,9,0.6124312200322319,0.1457494218152419,0.807764253305002,6076,no,69198
tan,bai,1,0.5762199339912073,0.0990376054326045,0.8533335806704032,6946,no,72754
observer,observatrice,2,0.5068111364882057,0.295148620279684,0.6319657965516734,6119,yes,57335
realized,pressentait,4,0.6198674541603568,0.0305434660103421,0.95303973985811,5730,no,468071
workshops,itinérantes,8,0.5917735322546203,0.2227842133455901,0.7264967222410602,7202,no,244888
kilometres,km,1,0.8045591714171514,0.0551861630253838,0.9358110351815204,7051,no,58331
introduce,introduisant,4,0.707951867173295,0.1475533700446403,0.8275248781357818,6651,no,298951
supposedly,supposément,1,0.7562585468692389,0.0207792779706851,0.9732583443090872,7091,no,116826
elaborate,somptueux,0,0.6184523890023579,0.0,1.0,7111,no,116793
commitment,exigence,3,0.6604592445857927,0.1380827185361363,0.8270814498009637,6253,no,605347
viola,violoncelles,2,0.7392611428160167,0.0311486096792514,0.9595687754751744,6618,no,9546
estimates,évaluée,8,0.6542225734102682,0.1909272907318144,0.7740906094499275,6896,no,243130
scales,taches,8,0.5478225745226298,0.031588076450203,0.9454824028568228,7123,no,100517
trainer,voltige,3,0.5437515736581293,0.0511950601765216,0.9139501641574966,6877,no,182315
pocket,pouce,4,0.4397418356977116,0.2115421030135047,0.6751922004523684,6828,no,311292
fights,combattra,2,0.6693836688561767,0.0131610346513177,0.9807176957294004,6827,no,104969
upset,exaspéré,9,0.61163767822333,0.0459718650640675,0.930092460589526,6424,no,218546
drawings,gravures,3,0.7671216033121215,0.0494547882693927,0.93943642165112,6709,no,122273
hopes,promet,6,0.6582813352414059,0.059847967602177,0.9166612929381984,6356,no,332841
fringe,farfelues,8,0.4270818771916236,0.0496410361969357,0.8958702533425845,5847,no,46715
fault,anticlinal,7,0.4689681141242404,0.2374131298603614,0.6639022739036136,6212,no,264767
sue,katherine,6,0.5456170378008047,0.0791202915014758,0.8733543078179129,6980,no,70715
nights,weekends,7,0.5890817610688037,0.1268859086085219,0.8227770415028556,5830,no,312353
eliminate,éviter,3,0.723228948787665,0.0910239080509817,0.88821174247471,7308,no,372089
armoured,blindée,2,0.8043270651333008,0.0201020682984489,0.97561698454933,7102,yes,9377
parishes,doyennés,6,0.6654594540764238,0.1912899901252703,0.7767258660978632,6124,no,23313
discography,album,8,0.5926774817125913,0.2480863800916664,0.7049273983312278,6264,no,6644
translations,traduction,2,0.7635590077041667,0.1461211273897673,0.8393708714166009,6520,yes,54740
