en,ko,position,score,rel_score,ratio_score,index,correctness,freqs
chances,기대를,9,0.5841643798238318,0.0212818413679893,0.9648493282754396,8351,no,437042
derivative,변형도,6,0.5354953846776013,0.0249848088714443,0.9554224945698138,6905,no,42934
query,에러,9,0.6088167098017969,0.047805250004911,0.9271951702331374,9291,no,153613
infected,감염이,7,0.7312935618097933,0.0860825534261928,0.8946842808083035,9091,no,153718
garage,라운지,1,0.5749503354466556,0.029087042249926,0.9518456252478188,7403,no,249509
ups,밸런스를,4,0.5226698292672871,0.029832964016017,0.9460039580275572,8098,no,142965
patch,주황색의,7,0.5324941246665369,0.0382899335682701,0.9329169534154744,7908,no,168184
menu,메뉴에서,5,0.6898095377771322,0.0391132899131715,0.9463409726965094,9373,no,557530
diagram,그래프에,7,0.638586629600884,0.0142108620658931,0.9782308261791742,7668,no,85413
gymnasium,체육대학,5,0.5595501129882471,0.0281471646117291,0.9521060149764928,8136,no,18586
sandbox,편집하실,6,0.7103710293817236,0.0251348058069751,0.965826503877394,8860,no,12844
tanzania,스리랑카,8,0.653597225074589,0.0602421345997367,0.9156082754707991,6912,no,1062
collision,충돌해서,9,0.5938503374499218,0.1376149455751716,0.8118640094495768,8546,no,95090
advise,논의하고,2,0.6916643173538184,0.0418006332865601,0.9430093650009254,9405,no,233147
racism,인종차별,1,0.732760512402499,0.0133799398964746,0.982067799895785,8262,yes,88434
salary,액수는,1,0.6951633029950544,0.0091460502863571,0.9870141575662096,8027,no,290562
gains,획득하게,4,0.6050544844267592,0.0330456105433548,0.9482124970614484,8404,no,251819
slot,타임에,6,0.5223754058493675,0.071985355486103,0.8788860904539543,8044,no,202624
dixon,조지,9,0.7079860510267276,0.0846262709990189,0.8932311943085461,7954,no,857
mann,로버트,1,0.5469685461870218,0.0054138784546483,0.9901990392649436,7270,no,1975
smoking,흡연을,3,0.5458080337041586,0.0751784547040259,0.8789370524039326,7901,no,492346
germanic,게르만족,4,0.6577977854142041,0.0399004936845488,0.942811248243166,9213,no,532
alignment,방향과,4,0.5873406276574131,0.0130378526924594,0.978283944013347,8418,no,99305
translator,언어학자,3,0.5728461697419995,0.0935533631058401,0.8596137024495764,7195,no,36655
łódź,동대문구,4,0.6126538562146471,0.0194850788707305,0.9691759551749508,9321,no,0
saga,사가는,4,0.5008870160203099,0.0463379781682423,0.9153218901542424,7889,no,35206
elaborate,꾸며진,6,0.5820983373436859,0.0473200515723812,0.9248194008855192,7111,no,116793
suspicious,의심스러운,1,0.6735483078313853,0.0217165462930244,0.968765073965412,8664,yes,91695
sue,에이미,5,0.5121633871400683,0.0314100283371212,0.9422156649998288,6980,no,70715
boot,드라이버에,5,0.526509879966429,0.0224328734984495,0.959134402709836,8158,no,242348
crane,쉽,9,0.4698884092076595,0.0474223757675704,0.9083290409848288,8120,no,31790
crush,싸운다,7,0.5127889653709359,0.016700451112502,0.9684593297002672,9340,no,68739
vatican,바티칸이,3,0.7380294391482782,0.0869032215072441,0.8946541631189779,7542,no,1114
carson,마이클,8,0.6534937519857072,0.0572330748438706,0.919472471442823,8043,no,7162
android,스마트폰용,5,0.72394486728495,0.0549351547354051,0.9294690412100858,7603,no,48165
rational,논리적인,4,0.6945065535586887,0.0141445847304908,0.9800401298096568,7637,no,131790
rewrite,삭제할,4,0.6513759547559679,0.0100836524007468,0.9847554524998262,7285,no,34763
facade,건축에서,8,0.6678232067655926,0.030689833138301,0.9560640512272705,8794,no,27688
yesterday,어제,1,0.7164861141679122,0.0183069941568664,0.9750855118951732,7834,yes,624435
brett,브래드,4,0.7076880289051929,0.0300109919599848,0.9593181079123736,8536,no,1682
notices,권한다,6,0.526993256097108,0.0568662115161581,0.9026029127375136,8578,no,87207
chassis,변속기를,8,0.7109620072187728,0.0684004406471093,0.9122353908192404,8838,no,54426
companions,성배를,4,0.5152502904568046,0.0287609519369473,0.9471316956421824,8931,no,66620
shoots,죽인다,8,0.5650011550631615,0.045961710405695,0.9247716792567684,8917,no,70820
clara,바바라,3,0.5589876631396112,0.0235310952071073,0.9596045708916012,7079,no,6260
privileges,권리를,2,0.6781104557714746,0.0784890994858034,0.8962607115740194,9379,no,77020
macedonian,알바니아의,5,0.6792158468513334,0.0555622388825223,0.9243822863510828,8039,no,209
cage,링에,1,0.5536359251841054,0.0174604921342853,0.9694263672388772,7559,no,94136
tucker,스콧,5,0.6928699299334019,0.0684574870687872,0.9100814110460568,7799,no,2793
invention,발명을,6,0.6808670427519807,0.052653082955181,0.928218625352072,7234,no,159814
meaningful,합리적인,9,0.6852495914262879,0.0297019102528089,0.9584560488605832,8865,no,221209
mccarthy,대니얼,5,0.6587329367870054,0.1127921770400638,0.8538062144463838,8519,no,1091
consul,총영사,3,0.5974069636764244,0.0499998656585835,0.9227690172654782,8907,no,6990
storms,태풍과,6,0.6555013254673474,0.0784155177139255,0.8931547648177393,9390,no,78855
davidson,존,0,0.7037440048817025,0.0,1.0,7975,no,3312
vikings,셀틱스,8,0.5183674257725945,0.0383961601182771,0.9310368689848136,8199,no,2197
slavic,슬라브어파,5,0.6512800233760171,0.0413742947622887,0.9402670369925747,8377,no,380
binary,집합과,0,0.6800315832526729,0.0,1.0,7948,no,71492
coordinate,좌표와,0,0.6627113611903295,0.0,1.0,9273,no,106492
bermuda,영국령,9,0.6454760525273804,0.055648581044594,0.9206295451907248,8566,no,3014
abdullah,하산,7,0.6858829875914754,0.0563687005573951,0.9240571608560768,9058,no,466
nerve,근육에,8,0.6454287242406844,0.0248591152944029,0.9629127759327316,8155,no,163879
survivor,생존자,1,0.6421948960904461,0.0170454616881203,0.9741437830876158,8648,yes,48873
cubs,자이언츠는,2,0.6737560290382901,0.0280244484026044,0.9600666457625068,7632,no,13046
judy,주디,7,0.6420419143187835,0.037449840423439,0.9448855116164784,9090,yes,1814
dawson,오슨,5,0.7277459469274712,0.0523235578648813,0.9329244925696596,8534,no,1636
ally,싸우게,7,0.5779116343108799,0.0473068605082724,0.9243354748775366,8372,no,68129
imagination,본질을,8,0.6382580159620008,0.0756030520920016,0.8940927647194756,9314,no,222275
ceiling,바닥은,6,0.6513180186988359,0.0271702096686605,0.9599547810371972,7158,no,199124
pronunciation,발음에,2,0.7972497475387433,0.0284591103591357,0.9655337228286638,8881,no,29497
cellular,항체,4,0.6194075564178116,0.040670644695321,0.9383851116023292,9179,no,169583
slovenian,체코의,4,0.7422188185678854,0.0347096548474432,0.9553245169470213,8056,no,291
newsletter,포럼을,6,0.5805788656214335,0.0634392170681406,0.9014946648653044,9369,no,191179
detachment,부대의,6,0.6767864755496876,0.0494590821427389,0.9318975770400711,8845,no,23887
inspection,점검하는,5,0.5248550126164646,0.0861408921461107,0.859015598182145,8265,no,212208
phenomena,현상과,8,0.7246531473390757,0.0769559664242515,0.9039981393637542,8525,no,90573
theatres,극장에,5,0.6784436503476712,0.0414787804166139,0.942384375532543,7708,no,34249
rectangular,직사각형의,2,0.8066901109008565,0.0059268693845945,0.992706441622088,9038,no,46474
flames,불이,3,0.4950300421681352,0.0268171480531442,0.9486111096204752,8344,no,68854
alignment,방향의,6,0.5805502837072345,0.0198281966426381,0.9669738385175244,8418,no,99305
icelandic,아이슬란드,3,0.6623309309682742,0.0684785588569675,0.9062976605936756,8046,yes,1445
trilogy,작인,4,0.6749985283411373,0.0164401701439769,0.976223242667794,7549,no,33748
classroom,교실을,7,0.6231753239219671,0.0291694199127806,0.9552852687348856,8285,no,289943
civilization,문명과,3,0.7306545434914988,0.0303296175392204,0.9601442196929036,7299,no,114925
clouds,구름은,4,0.6787114076921371,0.0837348574302999,0.8901760540241437,9355,no,138718
sunshine,여름,8,0.4868705986686688,0.0889834146951854,0.8454757410209085,8507,no,103666
contacts,접촉하여,6,0.6230760142641278,0.0407003248584197,0.938683676323531,8321,no,263329
chest,왼손에,8,0.6478096253546499,0.0712908060446768,0.9008611274144988,7289,no,334504
decorative,장식,1,0.7169975736871992,0.0283698778512802,0.96193839992245,7976,yes,101656
derivative,집합으로서,5,0.5379728954780241,0.0225072980710215,0.9598428306119045,6905,no,42934
divide,분할하는,1,0.6049925944859847,0.0078033621273622,0.9872659699478308,7722,no,126337
builder,설계하였고,3,0.549337592265164,0.0400201775915903,0.9320952744861284,7018,no,99079
promises,지키겠다는,6,0.6339425846573132,0.09056400792066,0.8749990561184393,9228,no,244502
trevor,크리스,1,0.7426352874399403,0.0108080160617546,0.9856551700552338,7872,no,1196
pitchers,좌완,8,0.6902886760969915,0.0300441366465844,0.9582913118560384,8785,no,32709
peters,피터,1,0.6697354346043123,0.0173172824385047,0.9747948272251348,8779,no,1664
softball,미식축구,9,0.6518931086304702,0.0683368573289392,0.9051180031951204,8697,no,36115
portsmouth,포츠머스,3,0.6841335278514435,0.0037259654254934,0.9945832463433149,7038,yes,982
phenomena,현상이나,7,0.7413568729900262,0.060252240773301,0.9248358835512313,8525,no,90573
stems,뿌리와,6,0.5908111190633418,0.0767553730788591,0.8850221304059863,9255,no,80123
enclosed,바깥에는,8,0.6297833527548873,0.0404405492691226,0.9396611354101276,8821,no,79693
ranger,헌터의,2,0.5821019706848929,0.1196139879436263,0.8295407330091111,8310,no,17580
carpenter,토머스,5,0.594025674806494,0.0273128163052138,0.9560419695609952,7229,no,23924
fiji,오스트레일리아가,8,0.5997760431966734,0.0403819575790382,0.9369187645392146,7171,no,784
constellation,큰곰자리에,4,0.605567440824518,0.0252275592699084,0.960006722840016,8426,no,22885
ancestor,직계,5,0.6840306965707987,0.0581913798160445,0.9215984249628876,9333,no,28477
swim,수영장에서,8,0.5380409256725176,0.03260676244179,0.9428600814111096,9280,no,158738
sharks,돌고래,8,0.4483019709943781,0.0597957147035137,0.8823145304797403,8188,no,47828
servers,클라이언트가,9,0.7469413355014249,0.0465458165110572,0.9413401762170877,8484,no,264003
coordinate,유도할,1,0.6185143988048336,0.0441969623854958,0.9333088807982536,9273,no,106492
cubs,mlb,7,0.6589115833288512,0.0428688941120433,0.9389140970857888,7632,no,13046
vacuum,냉각에,8,0.6424971791862004,0.0121072436024428,0.9815044885415448,8242,no,178378
sigma,bcs,3,0.4481442556538302,0.0874343431533262,0.8367478772526377,9266,no,8303
jungle,사냥,9,0.4637196858908403,0.1018904663893195,0.8198574301069991,7212,no,76476
sanders,빌,5,0.6981439131589987,0.0205255215907003,0.9714395512063916,8829,no,2924
dental,의학,3,0.5932644213563999,0.0499022645500558,0.9224116148371002,7796,no,378610
león,후안,3,0.6853652655654541,0.0198954906748044,0.9717898798440632,8079,no,0
lafayette,인디애나,6,0.6909745887192066,0.0246673580330824,0.9655311456447916,9258,no,7487
invaded,침공하게,4,0.7432771413658041,0.0210588940240551,0.9724481209193364,8866,no,41700
weber,노버트,4,0.5724655601595232,0.0325043196094043,0.9462711769686456,8843,no,1659
luxury,호텔,8,0.5504256351492326,0.1262699833656854,0.8134020970273185,7741,no,407641
ups,모션을,6,0.5202498850015052,0.032252908281799,0.941623990550106,8098,no,142965
trump,오바마,9,0.420688218438532,0.1022910472806357,0.8044070692937098,9406,no,19124
jerome,윌리암,3,0.5985585313047256,0.0287037211128541,0.9542396804490866,8223,no,1055
invalid,특정하지,2,0.5854986735342492,0.0316168067337566,0.9487667904230408,7931,no,50080
ashley,그웬,9,0.7047151540702541,0.0298368688652325,0.9593808635282284,7192,no,7593
saturn,우주,6,0.5718302865406483,0.0806550793544557,0.8763879106410148,9170,no,1971
valve,밸브,3,0.6642659187752071,0.0541454345906369,0.9246317108757274,7417,yes,131853
gymnasium,체육관,1,0.5869016401097678,0.0007956374902085,0.99864617802305,8136,yes,18586
marble,장식은,8,0.6457161985371804,0.0937735547975631,0.8731915427161913,6901,no,78932
dover,도버,0,0.6129283437069009,0.0,1.0,9157,yes,6426
drops,떨어뜨린다,3,0.6415751723199992,0.0353383528859859,0.9477948784148869,9324,no,220939
moss,데본,0,0.5194543750932293,0.0,1.0,7814,no,25575
admission,자격에,5,0.5747117954134944,0.0162175618525641,0.972555836576482,7083,no,191830
missionaries,선교사와,5,0.7807567757800916,0.0368376962791197,0.9549438046146038,6962,no,45502
arrow,파란,7,0.4785447848355197,0.0417475688719695,0.9197613253885332,7025,no,80144
lisbon,리스본,0,0.8033541470042689,0.0,1.0,7303,yes,652
bengali,강점기를,5,0.5522164564015772,0.0618240569826089,0.8993159968519413,7263,no,924
paragraphs,내용만,2,0.697413588913451,0.00665478099965,0.9905481040137176,7000,no,78042
reservation,준주에,2,0.5084033818634834,0.0551263637642507,0.9021766567036428,8179,no,105366
strategies,전략이다,3,0.6586360083064122,0.0668539442918607,0.9078499377525082,7029,no,719011
plasma,플라스마,2,0.7216161327334623,0.0084961798983926,0.9883631877570092,8572,yes,92532
crow,까마귀,2,0.4671298869134429,0.0452540246468186,0.9116794582620374,9017,yes,20113
coordinate,분산을,2,0.6135891155851376,0.0491222456051918,0.9258768621123972,9273,no,106492
environments,환경이나,2,0.7775671509368565,0.024862196850883,0.9690163415390688,7226,no,232945
pitchers,투수와,1,0.7183359431849138,0.0019968695586621,0.9972278514551398,8785,no,32709
amusement,맨션,4,0.5222401041834313,0.0889101453861058,0.8545199884173661,9322,no,68271
hammond,리차드,2,0.6761781220254415,0.0432512803061925,0.9398811333453744,8301,no,1106
basement,거실,8,0.6037783913963528,0.0403559292091357,0.9373485810052768,7784,no,142360
dishes,음식이다,6,0.687846176127198,0.0560697022379974,0.9246289750378572,8657,no,244656
beaver,호피,9,0.5192365529486103,0.0777303946744332,0.8697911249794749,8788,no,13270
catalina,산타마리아,8,0.4659359970955582,0.1040191247546749,0.8174959382468573,7471,no,781
quarterly,잡지이다,8,0.566685915680838,0.0440376147876713,0.9278927164409592,7219,no,91996
riley,버트,3,0.6793960749822112,0.0299529198155722,0.9577740716696004,7672,no,1765
immigrant,이주민의,9,0.6518115179131909,0.1000893402272757,0.8668849235325948,8477,no,69664
namespace,이름공간이,5,0.7881529416104248,0.0374421355515296,0.9546483057042444,7389,no,16657
beaches,해안이,7,0.690172923793906,0.0565961821114502,0.9242119395889644,8394,no,207620
loyal,적대하고,6,0.6048178265172484,0.1011647056198474,0.8567036703959098,7322,no,143758
loyalty,신뢰를,7,0.5779665010459081,0.0996748552899702,0.8529091320091072,8541,no,142368
fingers,손가락과,7,0.6886500068610428,0.039506314228691,0.9457447349086152,9132,no,329972
habitats,서식지는,6,0.7672568360923686,0.0508626378279755,0.9378298164884806,7848,no,50973
drops,떨어지면,2,0.6656943747750701,0.011219150430915,0.9834260211782576,9324,no,220939
rna,진핵세포의,5,0.7138009245182009,0.0190093813835003,0.9740596151140234,9337,no,682
waterloo,윈저,9,0.5658526880908175,0.1239293510544637,0.8203354914720214,9101,no,1298
statues,조각상,3,0.6751959793809237,0.02988910595789,0.9576092211005606,8855,yes,41770
evaluate,결정할,4,0.6884298267427886,0.0357545269165031,0.9506278660456609,9309,no,296901
zip,지역코드,6,0.4756671742800107,0.0442784225118532,0.9148402779347355,7852,no,112502
itv,방송사에서,8,0.6495959242738508,0.0668608332310284,0.9066784805493678,7156,no,1084
rent,돈으로,9,0.5850850255184827,0.0653577707536081,0.8995180342864956,8116,no,439376
decoration,장식의,4,0.6390618274832146,0.0719210512032724,0.8988427803829204,8154,no,83772
loyal,호의를,5,0.6053096574784742,0.1006728746586216,0.8574003320537231,7322,no,143758
antwerp,암스테르담에서,9,0.6158059302044571,0.0409550708849716,0.9376408300477104,9078,no,340
formatting,도움말이,7,0.7456359667593497,0.0686944674231255,0.91564300615623,8087,no,46542
rex,로이,5,0.4972019423800105,0.0675107377533072,0.880451174325731,7535,no,3907
logged,아이피,4,0.6518308380112264,0.042331626896948,0.9390176953711438,9075,no,70132
casting,연기자를,4,0.5238706415501485,0.0381618236268229,0.9321003216161068,7087,no,110749
individually,별도로,7,0.5916814951326543,0.0829166317516899,0.8770873673565573,8459,no,149401
marina,세바,3,0.4955393273857396,0.1446826934394167,0.7740116885499485,7435,no,28908
symbolic,상징은,8,0.5919350834269377,0.109672669063253,0.8436837838892233,9203,no,85825
remake,후속편,2,0.678684936941865,0.0092854052145263,0.9865031896790464,9229,no,37307
transmitter,주파수,8,0.675073241164488,0.0224761158377995,0.967778458094506,8726,no,45363
miners,광부들이,1,0.6072197217743107,0.0012452123957074,0.9979535182295988,8064,no,40576
plug,구동,9,0.615625251270302,0.034098987906268,0.947517753147884,9199,no,171191
superman,에일리언의,6,0.5756177871871164,0.0225317699876665,0.9623308757527296,7259,no,7316
deposits,채굴을,4,0.6336292449100684,0.0120587137246508,0.98132423942031,7605,no,154243
lung,病,9,0.5671426937527118,0.031704173635806,0.947057961956012,7776,no,137022
financing,투자금을,7,0.682621779979149,0.0631129811422333,0.9153680578771352,9112,no,392262
transparent,색이나,8,0.5725284473210961,0.1538041173924786,0.7882455986905523,8357,no,145782
imagination,상상력으로,5,0.6687531972686303,0.0451078707853722,0.9368114149881612,9314,no,222275
harvest,수확한,6,0.5426704731445909,0.0646917724785426,0.893487333227025,8338,no,130570
boyd,애덤슨,9,0.720191395145333,0.0822123483047557,0.8975424167997172,7984,no,1116
meyer,노버트,8,0.5868423217773131,0.0459175556405532,0.927432889980428,7616,no,2007
newsletter,잡지가,5,0.5806096594177408,0.0634084232718332,0.9015424799766112,9369,no,191179
encouraging,격려하고,3,0.6881149119488561,0.0303685260644435,0.957732461936191,8557,no,238330
columnist,기자이자,2,0.6984580656408863,0.0350318298601772,0.9522395194875232,9019,no,44714
systematic,분석은,2,0.5870636348766283,0.014210425063059,0.9763661431452998,7583,no,95151
beck,슐러,3,0.5267790905055965,0.0464822221193637,0.9189161712195056,7421,no,5813
ink,종이에,4,0.5551174013596327,0.0319578214970649,0.9455643497581814,9370,no,164661
abdullah,압둘라,1,0.7274521134710433,0.0147995746778272,0.9800612448390162,9058,yes,466
fletcher,윌리엄,5,0.7114504834895751,0.0282302254669921,0.9618345792648624,7884,no,1175
rendering,사용함으로써,0,0.6085728980041941,0.0,1.0,9234,no,94963
tunisia,튀니지에서,4,0.7551885195839708,0.0556689343086972,0.931345597131224,7925,no,558
gloria,바비,0,0.6073508268695925,0.0,1.0,8137,no,2310
volcano,화산을,4,0.7091817807286128,0.032485271928169,0.9561996561505582,8934,no,44843
remake,후속작인,5,0.6734015137700575,0.0145688283863338,0.9788234644815226,9229,no,37307
weird,괴상한,4,0.5738585792372716,0.0851131045074115,0.8708395116103527,7388,no,220928
fischer,베르트,2,0.6026440771918898,0.0197835811568564,0.9682154530064736,8403,no,1818
battlefield,전장에서,2,0.6481574428789043,0.0167567405268429,0.9747986417720652,8171,no,46405
precipitation,강수량도,3,0.7477722973035201,0.0313773878537853,0.959728678004342,8308,no,32657
accommodation,숙박시설,0,0.6129289150285113,0.0,1.0,8824,yes,270152
sharks,돌고래의,0,0.5080976856978918,0.0,1.0,8188,no,47828
comfort,불편한,4,0.5233397081810562,0.0643328392279078,0.8905294461829977,9064,no,610795
explosive,핵폭발,4,0.6834656582229915,0.0243252467981079,0.9656321568622264,8682,no,82060
hanover,작센,6,0.6563923485921773,0.0629252601891433,0.912520895608614,9175,no,878
freshman,학년때부터,5,0.6163817211548791,0.0396562916003679,0.9395518387207192,8076,no,79551
accusation,비방이,4,0.7215732153799633,0.0064765954148512,0.9911041863910648,9231,no,28541
productive,기여하는,2,0.6277041967674791,0.0760913185688771,0.8918843372673214,7064,no,264497
jessica,린다,8,0.6846239298962042,0.0847786408597999,0.8898123764045945,6990,no,7307
prospect,원했던,9,0.4511820683216061,0.0497650191287383,0.9006581326143129,8130,no,214638
withdrawal,중단을,4,0.5647236862736644,0.0073970348674454,0.9870708495705384,7477,no,146052
violating,위반할,7,0.7293448462397494,0.0864673179678006,0.8940107517864829,7893,no,48571
rca,레코드로,3,0.6086611874527345,0.0555210986426565,0.916406836187916,8161,no,974
tucker,존,0,0.7613274170021892,0.0,1.0,7799,no,2793
healing,생명을,6,0.5945012746608838,0.1075491248210057,0.8468071168389384,8428,no,383575
anger,증오심을,9,0.6421610815501306,0.0774521310093629,0.8923697763498754,8150,no,247597
trevor,피터,3,0.7218587772204446,0.0315845262812504,0.9580797571171468,7872,no,1196
limitations,제한이나,7,0.658047305759884,0.0616951217647513,0.9142816660441492,8631,no,217887
assembled,준비한,6,0.5022145981407464,0.0311559428062976,0.941586682400986,7413,no,112077
polls,투표에서는,2,0.701624038920378,0.0054469076661111,0.9922965189102918,9249,no,98966
beast,마녀,3,0.5969234134523315,0.0051404902881619,0.99146188592901,7145,no,93519
climb,올라가기도,7,0.5303661710651693,0.0864992631108463,0.8597761224433192,6948,no,194236
discharge,전원에,5,0.4879326965529581,0.0144318388644875,0.9712721781753658,7654,no,163351
hawaiian,인도네시아의,8,0.533306252450078,0.0892209068403313,0.8566794950086511,8214,no,6529
lafayette,펜실베이니아,3,0.6955859869192049,0.020055959833084,0.9719748682646376,9258,no,7487
donations,기부하고,8,0.6852715376398455,0.059249542023358,0.9204192552208722,8381,no,174599
peterson,에드,9,0.6560358327579894,0.0457174098485171,0.9348525848221092,8313,no,2107
venus,명왕성,8,0.5795612328771287,0.0330074423985291,0.9461163397170518,7440,no,4730
asset,자산과,3,0.6517423763345118,0.0265240786479202,0.960894308640684,8129,no,312694
listening,들려주고,2,0.6263754981851366,0.0973227135439944,0.8655203067153345,7426,no,421294
benson,에드,9,0.6537483992826351,0.0515931160408352,0.9268537085653116,8816,no,1215
eternal,영혼의,7,0.6345173757866827,0.1397038997712008,0.8195555919455535,8669,no,159727
somalia,이라크,7,0.6738285210465689,0.0767034235792851,0.8978012539925634,8749,no,681
continuation,시작인,9,0.510194687770827,0.0774343253054616,0.8682258302732768,9056,no,61475
sketch,각색한,9,0.495657562172872,0.0219975322020065,0.9575054269898168,7268,no,66752
disasters,재난에,2,0.6353247851013797,0.0777700638527226,0.8909400846650509,7473,no,91157
riot,진압,5,0.596574768187887,0.0909311545461557,0.8677376419034402,8143,no,38138
illustrations,삽화로,4,0.7275810496243827,0.0387423896701683,0.9494438148651264,7349,no,93693
travis,맷,6,0.6926791688607975,0.067177433292172,0.9115919594541492,8819,no,2182
illustrator,만화가인,7,0.7033313560799236,0.0588343184268983,0.9228063918452264,8871,no,21235
steady,상승하고,6,0.579310822550499,0.021794310319261,0.9637429309325444,8613,no,235223
monkey,너구리,6,0.5419833594643025,0.0953105998874097,0.8504448402674889,7424,no,58137
cups,컵의,6,0.6377962574837476,0.0808116940441742,0.8875441137655791,8290,no,144837
chef,요리사가,5,0.4875462499261146,0.1711670506323782,0.7401493935415401,7380,no,116759
providers,서비스를,0,0.7379330572811315,0.0,1.0,8001,no,663533
guides,안내서를,2,0.5261095903807188,0.0458308448633348,0.9198678008422708,7401,no,237867
bonds,마이너스,2,0.4835871722474564,0.0281474893057473,0.944995929686852,7044,no,217570
asylum,정신병원에,5,0.4701412563336861,0.0417234647146746,0.9184873209678918,8322,no,46462
communicate,소통할,3,0.6660772296508346,0.0327146225221732,0.9531840240832204,7376,no,374344
mega,아케이드,6,0.5351595811216278,0.150385617941731,0.7806335480910688,8491,no,40832
commit,처벌할,5,0.6223883053195414,0.0293464490214184,0.9549717905544352,8333,no,219974
reservation,인디언은,6,0.4895464249959735,0.0739833206317606,0.8687144357404805,8179,no,105366
seasonal,계절,0,0.6436979713607662,0.0,1.0,8058,yes,128501
anthem,國歌,7,0.6104428161328401,0.0527868925232777,0.9204093365626848,8005,no,24220
reporters,기자들,8,0.6694353772231052,0.0720360523467292,0.9028471637962894,9267,no,158301
lorraine,부르고뉴의,2,0.5821874068389267,0.1138913292740346,0.8363815422519212,8958,no,997
risks,초래할,8,0.674473921687899,0.0891837914255597,0.883214966739543,8433,no,475914
leather,가죽,0,0.761880175565546,0.0,1.0,7906,yes,384955
telecommunications,이동통신,3,0.6802496673079254,0.0402295730257298,0.9441627589337628,7361,no,78249
justified,명백히,5,0.7010563783260036,0.0485621234053536,0.9352175496026418,7850,no,108796
adviser,겸임하며,7,0.6718257197539795,0.0554493069654087,0.923757443981638,9103,no,82470
quantities,열량을,1,0.6855428972587585,0.0237066794201725,0.96657498262998,9020,no,161377
jumping,뛰어,7,0.5601997118716201,0.0203343999187851,0.9649729455930288,6958,no,152327
compression,압축이,1,0.70856891577824,0.0005011221473616,0.999293268477642,8698,no,96218
tai,蔵,2,0.6646679723443415,0.0103858531934152,0.9846147776658524,8976,no,9519
pregnancy,임신,1,0.7406145873122632,0.023113391001309,0.969736094974094,8329,yes,375821
cheese,치즈는,5,0.6965376464676624,0.0499093299449828,0.9331374745667236,7312,no,287661
lighter,무게도,7,0.6223623368371685,0.0673297625419361,0.9023770714460124,8547,no,172534
sally,레이첼,3,0.6861720510394723,0.0171831438980772,0.9755697490801885,7534,no,4034
invitation,초청을,0,0.6606620018009088,0.0,1.0,7080,no,154220
pearson,조지,9,0.6290608282068058,0.0540394907361408,0.9208908424757236,8599,no,744
leisure,관광의,9,0.5166958904924086,0.0835821150266097,0.8607609903109108,9096,no,148172
rgb,해상도를,8,0.5374099069294012,0.1550585446503087,0.7760785429335043,9313,no,1187
cry,너를,4,0.5602720242007926,0.0237146521585146,0.9593917924526008,7321,no,235647
