en,ko,position,score,rel_score,ratio_score,index,correctness,freqs
compatible,호환을,1,0.6365337349027181,0.0190810929275618,0.9708958795353826,7510,no,183911
prizes,수상자를,9,0.5021212783075438,0.0418898434096499,0.9229981856300604,7385,no,140726
horizon,태양이나,9,0.4567074085085748,0.0458965247314326,0.9086825197814046,8140,no,102136
rodriguez,출신의,1,0.5795341605073938,0.0250821587892448,0.958515577584106,9221,no,1148
peaks,산맥이다,5,0.5583438489768995,0.09111648272366,0.8597043140647577,7920,no,67511
dodge,랜드로버,4,0.5040349529588756,0.0091995177213878,0.9820754094922846,9195,no,28399
facade,건물이,6,0.6330863468429395,0.0635891502417304,0.9087248647213408,8794,no,27688
bruno,슈밋,7,0.4810086698404123,0.0531806714357345,0.9004460266678308,6941,no,2193
launching,발사된,9,0.5109483704967624,0.0286732513187332,0.946864154141442,9384,no,141088
individually,각각의,2,0.5649006447378071,0.018136777155035,0.9688926019600016,8459,no,149401
riot,폭동,0,0.5827878231674274,0.0,1.0,8143,yes,38138
fool,일이야,0,0.5493620763451108,0.0,1.0,9298,no,114095
boyfriend,남자친구와,4,0.654926995621395,0.0220251906784008,0.9674641856187952,7493,no,199839
owl,표범,7,0.4649650092194953,0.1102488185388116,0.8083341998775176,9357,no,27420
trump,이명박에,0,0.4778430708696221,0.0,1.0,9406,no,19124
continuation,시작되었으나,7,0.4552131033330853,0.0340202319697763,0.9304621547329436,9056,no,61475
pioneers,창립하였고,9,0.4264271699865772,0.0772616047190979,0.8466084443429479,8163,no,39123
missionaries,선교사들과,2,0.7408525500511942,0.004831137178674,0.993521197712369,6962,no,45502
barrel,개머리판,3,0.5814710194350299,0.038001565914595,0.9386549674459812,7410,no,117841
brave,건방진,2,0.4832595628627844,0.0167786936784475,0.9664451800258128,9300,no,118161
ranger,랜더,9,0.4813669536742345,0.0275622138754375,0.945842730908624,8310,no,17580
mafia,갱,7,0.4701202409741674,0.074948481737977,0.8624971886754947,9158,no,17328
nationalism,민족주의적인,9,0.6894054436223365,0.0642103071968472,0.914797020727008,8281,no,31003
shoes,옷을,8,0.5501609106459228,0.0153552140286375,0.9728474337712756,7408,no,1042624
thomson,헨슨,3,0.4572527085452798,0.0779778605118897,0.8543097778416302,7372,no,1601
knock,터트려,3,0.492786384957926,0.0102344053745002,0.97965411058311,9383,no,114379
fool,거짓말이,1,0.5369138319574693,0.0124482443876414,0.9773405465654652,9298,no,114095
courthouse,건물들은,6,0.5295502207058512,0.0330446296406355,0.9412638959985428,7860,no,26012
ultra,슈퍼,3,0.4503016043380342,0.0879108619202156,0.836661416389353,7522,no,68670
drainage,하천의,3,0.6197038673103561,0.0595316982087843,0.9123548570910238,8559,no,78542
jupiter,행성과,8,0.6080699233716651,0.0301860446851076,0.95270542510239,8935,no,2367
diaspora,민족의,7,0.5804256082545793,0.1019761715156919,0.8505628582181864,8509,no,13522
diary,일기가,8,0.5341332165690519,0.0683438952966772,0.8865618395277584,7057,no,75370
benedict,교황,9,0.5608299249411143,0.0551998289179517,0.91039421623362,8530,no,2440
valleys,분지를,2,0.6668648340915921,0.0644846955434175,0.911827801987376,8815,no,43490
anthropology,사회학,1,0.7221653278911826,0.0136869654964625,0.981399846654752,8366,no,27756
humor,유머로,5,0.5675117876030313,0.0391257384134209,0.9355039265863684,7326,no,176017
astronomical,관측천문학,2,0.6893264660955425,0.0395393783133493,0.945752186610671,7658,no,31601
calcutta,심양,7,0.4845393962427974,0.0496830193012981,0.9069993735648532,9254,no,530
demolition,철거되고,8,0.5549028060575804,0.0501792404814104,0.917070353072892,9327,no,45089
aunt,친할머니,3,0.666895967040507,0.0888355762994527,0.8824508820859278,7483,no,65845
detect,감지해,9,0.611616843577933,0.0444907200027413,0.932189899229426,8504,no,170902
menu,메뉴를,0,0.5994735452187623,0.0,1.0,9373,no,557530
motorsport,포뮬라,1,0.6241324856194158,0.082548672287548,0.8831882364996977,8793,no,7689
replied,답하였다,1,0.6493682476418126,0.0019860998360859,0.9969508151073584,7854,no,196332
percy,맬리스,5,0.5318601780891209,0.0553540781316174,0.9057344443783236,7835,no,1124
benedict,프란치스코,2,0.5794899572770151,0.0365397965820508,0.9406850134215914,8530,no,2440
buddha,비슈누의,2,0.5166528570050232,0.0217931191718224,0.9595258946374504,8391,no,5158
plural,형태소를,6,0.4674882381456545,0.0161346067378088,0.9666380384870016,7845,no,29832
penny,페티,3,0.4625206694314465,0.0401893850234662,0.9200545430366546,7655,no,117246
mackenzie,위니,7,0.5350112007934353,0.0518053379499645,0.9117179995286095,9242,no,788
reactor,원자로의,2,0.6751605036848118,0.0516177488060469,0.9289773068619768,9250,no,53639
careers,직업들을,4,0.4993257717724557,0.0593670512774414,0.893739370136603,7678,no,205995
dodgers,mlb,0,0.8124544658106178,0.0,1.0,7988,no,1605
diagram,좌표계로,3,0.5454905206153611,0.0113862785643045,0.9795533256528596,7668,no,85413
corn,옥수수가,4,0.6368495980447952,0.0656358139404706,0.9065662961527132,7457,no,208151
bride,결혼식,6,0.5665733475771642,0.0396319829734319,0.9346228398594986,8233,no,186569
struggles,좌절을,2,0.5871762944713292,0.0281777451937652,0.954208888903856,9358,no,127876
tate,네이슨,9,0.4458579861371395,0.0270237203783429,0.9428531068002772,9361,no,1910
terrain,지형에,4,0.603399842725249,0.0503923633357438,0.9229229671620732,7203,no,123228
trent,그로세토,9,0.4820363787625876,0.0603198656164516,0.8887818362163161,8138,no,1259
batteries,포탄은,4,0.5617807914035076,0.0168374736271035,0.9709005493868867,7623,no,209214
replied,대답하자,4,0.632268588267236,0.0190857592106625,0.9706983467837984,7854,no,196332
penguin,북스,0,0.5050132799523209,0.0,1.0,7995,no,14292
graduates,대학에는,2,0.6243924960035228,0.0095301378038021,0.9849664023722194,7211,no,155458
climbing,등반,1,0.4931231605462188,0.0002404052832938,0.9995127218547448,7409,yes,172651
duet,공동작곡,3,0.6131915003105652,0.027239284068079,0.9574672474645218,8386,no,17423
loyal,복종하고,9,0.5470593722907686,0.1074670499576581,0.8358094550431017,7322,no,143758
fitness,개인기,4,0.4571298173146267,0.0346915471380428,0.9294631147700348,7592,no,485398
slovenian,슬로베니아의,6,0.6394539433427291,0.0703235570293203,0.9009216874408412,8056,no,291
wanderers,피오렌티나의,3,0.6316772193844242,0.0177736591164259,0.9726327891688228,8127,no,2679
bugs,귀찮은,2,0.4541396142080114,0.0135048395445835,0.9711215658900376,8609,no,156857
madagascar,서아프리카에,7,0.597603581067286,0.0556913521040542,0.9147531240848488,7012,no,763
shiva,신들의,6,0.5213535879401195,0.0583199567184963,0.8993917227103362,9118,no,1857
neutrality,중립의,5,0.5752394314317868,0.0251258514700809,0.958149059937918,7746,no,24748
trace,분해되어,0,0.4510645500430807,0.0,1.0,6900,no,137102
crow,독수리의,1,0.4552310765514112,0.0081731443721757,0.9823628184570992,9017,no,20113
kay,브렌다,3,0.5090329327353821,0.0085793681323425,0.9834251077148668,8115,no,5270
caves,유적들은,4,0.5736751057878918,0.0813831766235645,0.8757619301843343,7962,no,48225
marcel,patrick,3,0.4924948497803272,0.17931237319937,0.7330895425564827,8842,no,376
rewrite,요약이,1,0.5972973373268227,0.0302453661051543,0.951803493308511,7285,no,34763
valencia,헤타페,2,0.5588823587190486,0.0191325873290029,0.9668994937590898,7911,no,1403
villain,주인공,2,0.616252856629487,0.0229611236359844,0.964079127890087,8964,no,39304
viking,바이킹은,8,0.4339271366016782,0.0941106804580403,0.82177284009301,8435,no,3402
sponsorship,스폰서,7,0.5767365520017093,0.0496876229093862,0.9206805469848957,9184,yes,84348
bedford,신시내티에,5,0.5060510263828034,0.0309359372219445,0.94238977979228,7588,no,1136
happiness,행복과,3,0.625872565481147,0.0467366091516321,0.9305144638011388,9093,no,253364
missiles,미사일의,6,0.7235195942630732,0.0309843536263566,0.9589341398238816,7399,no,60920
chocolate,식빵,7,0.5797201163297958,0.0270176878206702,0.9554705712486474,7586,no,351231
transfers,교환으로,8,0.4559696091762967,0.0800813610958868,0.8506086817542277,9039,no,122301
cure,치료에,5,0.5550725409460013,0.0365046022925714,0.9382927438799816,7980,no,306192
harvest,포도의,4,0.5037574642446174,0.0186392742739556,0.9643196963158436,8338,no,130570
lovers,사랑이야기를,8,0.5643804706254665,0.0365268872100741,0.9392137794057916,8634,no,187485
weird,머릿속에,6,0.5376645254910384,0.0534010032102966,0.9096529900371164,7388,no,220928
scales,몸통의,0,0.5273952024355772,0.0,1.0,7123,no,100517
stopping,종착하는,8,0.536283879265411,0.0290593185592867,0.9485988003904532,8191,no,192150
winston,윌크스,4,0.4979719882213451,0.1363788296071796,0.7850103983880335,7332,no,2808
lotus,gpx,7,0.4023408012224998,0.0912197647714662,0.8151802006552902,9072,no,23121
profits,수익의,8,0.6644618674266314,0.0452269852521987,0.9362720929299052,8817,no,378127
torn,잘려진,5,0.4996219719787214,0.0573618973702936,0.8970133597632972,9009,no,95448
gymnasium,운동장,1,0.4909346490903266,0.0107572254793322,0.9785581030417136,8136,no,18586
specially,외에,8,0.5012201462886292,0.0261117677290478,0.950483240185284,8618,no,210450
tanzania,케냐,5,0.6384861105490659,0.0890199972673247,0.8776367699035293,6912,no,1062
philosophers,철학자들의,4,0.6637435324102445,0.0328186965573078,0.9528847600508688,7075,no,39041
updates,업데이트는,6,0.581715610860071,0.0277769583096336,0.9544260919415744,7853,no,367134
fitzgerald,페르난데스,4,0.5318103904411646,0.100361091108071,0.8412438807550755,7967,no,1131
adviser,장관으로,3,0.623828754604316,0.0177166255393627,0.9723844546501216,9103,no,82470
deaf,지적장애인,7,0.4410615760326978,0.0578871823500521,0.8839817087877265,9366,no,74939
automotive,자동차,0,0.6877957586612566,0.0,1.0,8239,yes,141945
adopt,채택하면서,8,0.5184245737183029,0.0514129907648803,0.909776059057269,7842,no,212541
rectangular,직사각형의,7,0.6539746374993027,0.034883130626777,0.9493609098411264,9038,no,46474
gerard,토마소,7,0.5023275875321449,0.0496505758346114,0.9100497462947252,8906,no,837
investigator,지적생명탐사,6,0.429958039635324,0.0186028495848519,0.9585277048625594,8007,no,55828
wesley,홉스,4,0.5221471367997308,0.0082063255149216,0.9845266862610714,8345,no,1449
sketch,스케치,6,0.4567869600738398,0.0423530610155454,0.915147935997781,7268,yes,66752
abortion,동성결혼을,8,0.5773718270040342,0.0290952779777957,0.9520249693037062,7447,no,152044
alias,본명과,7,0.4242236407363877,0.0613817167166511,0.8735975298159944,6929,no,24360
organisms,미생물은,1,0.7340218785034041,0.000504023680792,0.9993138108822396,7985,no,88639
judgement,그른,5,0.5739766162960618,0.0960876814268532,0.8565993118072568,7469,no,83216
reverend,목사의,8,0.5693589802492376,0.0278636135001643,0.9533446761864204,8624,no,4319
hague,더블린,1,0.5347360490266714,0.0065366473066821,0.9879235598784823,9329,no,538
launching,발사로,6,0.5277912205229626,0.0118304012925331,0.9780764876456748,9384,no,141088
livestock,가축을,3,0.6199051770174204,0.0388584104749241,0.9410131172810524,8930,no,81880
bonds,은행에서,6,0.4593597810389477,0.0244913646178781,0.9493824395421628,7044,no,217570
jenny,제시카,1,0.6604718729782854,0.0259305556578148,0.9622225176135528,8049,no,3863
hampton,피오리아,9,0.5411238030151442,0.0290410239408112,0.9490655639074442,7687,no,8576
collision,충돌한,7,0.5482903280301492,0.1040345249284894,0.8405173059762513,8546,no,95090
mohamed,모하메드,9,0.5176820009456632,0.0328478494455433,0.9403341173558498,8911,yes,589
intel,cpu,3,0.6748171005626038,0.0327264382495202,0.9537463965758718,8388,no,10460
colombian,온두라스의,8,0.6154401727343326,0.0972092138544653,0.8635946151307704,7260,no,700
valued,갖는다고,7,0.4436894822896624,0.0217166114955497,0.9533383602287508,8251,no,157132
baden,올덴부르크,8,0.5303701323678547,0.0396960304193043,0.9303659241495352,7071,no,285
courage,위로를,7,0.490545955294167,0.0419019105564313,0.9213032613258916,8081,no,177111
regulatory,규제,6,0.5603665264691855,0.0316401710809043,0.9465543697193946,7666,yes,242403
boot,윈도우와,5,0.4843558934511097,0.0223143238004301,0.955958880074942,8158,no,242348
catalina,산타크루즈,2,0.4592689435397008,0.0104583725110875,0.9777352260477082,7471,no,781
łódź,서울특별시강서교육지원청,4,0.4979676342136825,0.1850877623569911,0.7290296463709431,9321,no,0
chances,기대하게,5,0.5349956996269136,0.0203431357223802,0.9633680657150784,8351,no,437042
embedded,인터페이스에,9,0.5684146930617903,0.0130160677412991,0.9776137270010948,8065,no,146060
eva,캐서린,1,0.5066252401761342,0.065961614449878,0.8848006832204327,7688,no,4013
translator,문학자,7,0.4939893415787963,0.0415001223901341,0.9225005809030408,7195,no,36655
symbolic,상징과,2,0.5852346526932654,0.018905707414241,0.9687064320435788,9203,no,85825
joyce,로레타,5,0.5330685982600105,0.0329031500176775,0.9418643242921484,7972,no,2268
conclusions,근거들을,1,0.6388949476660605,0.0230142041188067,0.9652305696986544,9264,no,138422
dodge,로드스터,9,0.4913561768286375,0.0218782938516258,0.957371737282908,9195,no,28399
rabbit,강아지가,7,0.5103407531375163,0.0477422663101593,0.9144531106547392,8486,no,68447
genius,천재,3,0.5710978934637214,0.019696116984608,0.9666616170166292,9050,yes,120775
pratt,앤터니,8,0.4870483156318948,0.0472311140811578,0.9115984792704364,9360,no,706
immune,프리온,8,0.5853615619221402,0.0428596707191342,0.9317761506739652,8970,no,254062
logistics,유지보수,8,0.5745321396413501,0.078952490795095,0.8791823294415283,9394,no,85358
sketches,작품은,8,0.5251007231444373,0.0516751471247836,0.9104068845656402,9178,no,42590
lily,꽃비,5,0.4987493133687811,0.0762671154834415,0.8673653279164969,8311,no,22609
astronomer,천문학자들이,6,0.6568223188050186,0.137652298905383,0.8267379525577753,8969,no,12983
detection,탐지하는,8,0.5923473656930165,0.0518543724851046,0.9195060034582412,7436,no,148242
assembled,열었고,5,0.4788155940421736,0.0200458772182073,0.9598167459844892,7413,no,112077
accusation,변명을,2,0.6735305932796842,0.0028223715208455,0.9958270730406602,9231,no,28541
cowboys,히어로즈에,9,0.5955492396807736,0.0334540832911884,0.9468141390205664,7196,no,16194
coventry,베르가모,8,0.6529065307776482,0.1115690291401647,0.8540580824426104,8496,no,1111
amanda,케이틀린,4,0.5836082414610821,0.1415207081668785,0.8048337357934915,7568,no,3684
wolves,호랑이,0,0.6150697874733453,0.0,1.0,8586,no,46875
cache,명령어들을,4,0.4766286985290834,0.0208790264741463,0.9580327592420584,8713,no,74418
ore,석회석,6,0.5170681280023028,0.0420153887213399,0.9248495305897056,7921,no,55212
auditorium,야외공연장,4,0.5856460984765063,0.0246440233757514,0.9596191671905884,9143,no,27537
donations,지원금을,7,0.6271326034089939,0.0305291825360625,0.9535792056213328,8381,no,174599
ibrahim,알딘,8,0.5582774621525871,0.0317985032090052,0.9461111702973372,8921,no,403
berkshire,키에티,8,0.5852288578454078,0.1527619715815898,0.7930028863635071,8870,no,856
greene,제퍼슨,5,0.5510926414403078,0.0616698208194602,0.8993577044650679,7264,no,1968
locked,갇히고,8,0.5095066933784049,0.0368452842876546,0.9325612685707616,7713,no,193347
villain,악당,0,0.6392139802654715,0.0,1.0,8964,yes,39304
ink,종이를,9,0.4636979183117244,0.0490405756090964,0.9043555804946654,9370,no,164661
barton,노튼,8,0.5382780395911126,0.041747277304588,0.9280250773741744,9193,no,1280
talented,실력있는,2,0.6185652650161753,0.0472344374026006,0.9290560851394146,8884,no,233060
radius,반지름,0,0.6674492268547573,0.0,1.0,8247,yes,54763
sketches,단편의,7,0.5268196159499643,0.0499562543192566,0.9133870591778768,9178,no,42590
cure,치료로,0,0.5915771432385728,0.0,1.0,7980,no,306192
secrets,비밀이,7,0.4901133997478084,0.0923786290559841,0.8414079086271907,8094,no,189426
pac,걸즈의,7,0.414933151601505,0.0283284467308769,0.9360909069555022,9224,no,4520
rational,명제에,8,0.6157852339265826,0.0315844812579391,0.9512110614427854,7637,no,131790
processor,프로세서는,4,0.7617595668970193,0.0160298486064759,0.9793905030243962,8747,no,196512
concentrated,비교적,6,0.517602559398708,0.0544821115110683,0.9047656504684414,6916,no,128634
sunshine,겨울의,7,0.4652535434811194,0.0365549641493091,0.9271535583923756,8507,no,103666
proceed,돌아오도록,3,0.5405186076836419,0.0146152397844181,0.9736725839163336,7662,no,232342
cottage,농장이,6,0.4981018703674932,0.0212327360754471,0.9591154993100196,8175,no,88363
strait,해협이다,9,0.6242479283504341,0.1037073362433895,0.8575361134296419,7363,no,8895
flagship,구축함으로,3,0.4767821644687657,0.0230720105969165,0.9538425169823084,7781,no,61115
pipes,파이프를,7,0.4544600459313999,0.0322146026447091,0.933806696652556,8918,no,112520
leopold,요제프,0,0.6602122786849474,0.0,1.0,9098,no,305
counsel,판사의,2,0.5846679061861615,0.0304874164459245,0.950439481990537,6931,no,178674
checks,확인하거나,2,0.5110338425078838,0.0109091484893033,0.9790989654474312,8913,no,284112
planted,산기슭에,9,0.4749491035517305,0.0202115434923083,0.959181846107995,8297,no,136766
bologna,브레시아,7,0.5398637944363063,0.0221209939065496,0.960637735459391,8972,no,2423
eclipse,보이저,9,0.4256988845603301,0.0229418679849947,0.948863611130206,9024,no,27896
diploma,학사학위를,2,0.6395445620918531,0.0310488314028646,0.95369946721208,7223,no,80053
warwick,나폴리,4,0.4941541682428453,0.0261597023970204,0.949723226934446,8826,no,5742
identifying,밝혀내는,5,0.5295558430337239,0.0296636564850447,0.9469552536873777,6920,no,194199
newark,마이애미,0,0.6101324030181043,0.0,1.0,8167,no,10166
metals,금속,0,0.6965690744604338,0.0,1.0,8740,yes,144644
shadows,그림자를,6,0.5387076144358905,0.1020340200171585,0.8407563758452234,8706,no,89173
logistics,물류,6,0.5886193207961299,0.0648653096403152,0.9007393492988603,9394,yes,85358
chapman,로스,0,0.6265439301148428,0.0,1.0,7663,no,1760
wheeler,그레이슨,2,0.56388532351228,0.0619368007773146,0.9010313020690622,8893,no,8357
jackie,행크,6,0.5488310542090985,0.0681827583619216,0.8894955721042734,7169,no,3044
bombs,폭발물이,9,0.607238835141086,0.0590941914741917,0.9113143291510432,7256,no,77834
upgrade,업그레이드한,3,0.652215245328768,0.0301556721333989,0.9558075067947618,8642,no,287198
binary,자료형,8,0.5477254133478313,0.0289588243689254,0.9497839155729642,7948,no,71492
sacrifice,영혼을,0,0.5691781312825066,0.0,1.0,7506,no,189042
francesco,파올라,5,0.5239279046387008,0.0046333515522579,0.9912340310645394,7446,no,417
leone,나이지리아에서,6,0.5512740562785206,0.0658703261013951,0.8932659390864468,8260,no,561
merchants,상인들에,3,0.6767765136163972,0.0367796474274895,0.948455847716761,7949,no,127951
interrupted,끝난,2,0.4797212028492102,0.0115652381050761,0.9764592768271568,9018,no,63563
rebecca,모린,9,0.5929062158687096,0.164393792550865,0.782921179554795,7719,no,2580
convince,설득할,3,0.6145359999687622,0.0334851661921532,0.948327048651003,7040,no,173397
jenkins,리차드,4,0.557856404897114,0.0545843764803433,0.9108740336370544,7751,no,868
judy,니컬슨,9,0.5578994938417998,0.0507933744850466,0.916553360277301,9090,no,1814
confirmation,확인을,1,0.553595028365853,0.0042667765402635,0.9923515528348787,8933,no,132219
controller,어댑터,3,0.5847010232465465,0.0305547538264375,0.9503381277103992,8269,no,136340
judgement,판단의,3,0.5867619481186361,0.0833023496042788,0.875680065499138,7469,no,83216
consul,총독은,7,0.5208067344175975,0.0808850107103875,0.8655706823879018,8907,no,6990
partition,분할과,0,0.4854169317336033,0.0,1.0,9262,no,58934
payments,납부를,8,0.6548547854912097,0.0191000464846488,0.9716597528818772,7969,no,729193
alto,밴조,6,0.4886920503517451,0.0250058865869297,0.9513218084231572,7370,no,8160
melody,멜로디에,8,0.6136007350307136,0.0288974658619609,0.9550232734942894,7109,no,57147
pos,datestr,2,0.4435738787671791,0.11015600725995,0.8010654471798673,7569,no,10338
ancestors,조상들이,6,0.6029522932198772,0.0169384820665764,0.972675053829041,8266,no,89169
tri,tq,6,0.4037403018228445,0.0225493375978178,0.9471032473872392,9085,no,10474
clips,비디오도,3,0.6133220270717689,0.0206579001325463,0.9674155296625206,8495,no,146201
moldova,몰도바어,7,0.622445646279786,0.0965905545322551,0.8656666320511109,9015,no,285
yield,주므로,3,0.5280151676395597,0.0140992722681724,0.973992073941856,7816,no,215606
hanover,노스요크셔,2,0.5590398612544814,0.0348557818155521,0.9413099216633892,9175,no,878
llc,자회사로서,8,0.543778621463941,0.0722759782692793,0.8826792652784702,7334,no,18476
stems,줄기나,0,0.5746896345877848,0.0,1.0,9255,no,80123
bloody,잔인한,4,0.5046022160643903,0.0581023059194786,0.8967445548249136,8440,no,103926
ana,알리시아,6,0.4406979332129294,0.0100459009581541,0.9777126159104792,7157,no,10889
peters,바턴,4,0.5579860833521761,0.0040872771060933,0.9927282141556024,8779,no,1664
compliance,보호조치를,0,0.6122037955380722,0.0,1.0,8207,no,296937
dodgers,오리올스,9,0.6524977157387475,0.1599567500718702,0.8031191201438285,7988,no,1605
namespace,이름공간이,5,0.6833309402608657,0.0257251728693304,0.9637191297092637,7389,no,16657
invaded,침공하여,7,0.6465678215381039,0.0181345530863286,0.9727177850138192,8866,no,41700
berry,데이스,9,0.4771725213453192,0.0361636945231732,0.9295516400260414,7232,no,76122
riverside,수폴스,8,0.538874289919377,0.027669177875311,0.9511614210591548,7964,no,19373
gateway,서비스,2,0.4863154617703837,0.0162761422537128,0.967615570727018,8375,no,78739
prospect,다저스와,3,0.4441379058734273,0.0053053159037974,0.9881958039486752,8130,no,214638
climb,달리면서,5,0.4599255648971311,0.010389391514109,0.9779097148145453,6948,no,194236
destiny,영혼의,3,0.5357324658409868,0.0425216875016482,0.926465400627304,9265,no,80696
expense,지출을,6,0.5536345103741679,0.051826939316766,0.9144009261973296,8665,no,373540
consulting,컨설팅,0,0.5912308329131957,0.0,1.0,7339,yes,215972
recommendations,예산안을,5,0.5928775745866259,0.0321354487675038,0.9485843533386727,7723,no,396993
phillip,홀랜드,8,0.5472388459659583,0.0532168887046216,0.9113725031973968,8756,no,2194
individually,중복해서,9,0.5242459553101554,0.0587914665826867,0.8991634766910516,8459,no,149401
embedded,커널과,2,0.5755250788432329,0.0059056819598565,0.9898428456869062,8065,no,146060
crush,싸우기도,3,0.4929151680871592,0.0093586494796485,0.9813674351472566,9340,no,68739
goodbye,사랑하니까,4,0.573694457585151,0.02384600548461,0.960093069911776,9270,no,62656
subway,신주쿠,8,0.5556951934795158,0.0383351797877139,0.9354659601379196,7024,no,54979
slot,칩으로,5,0.4700927763417005,0.0067214548645088,0.9859034097042252,8044,no,202624
decorative,장식적인,3,0.602310157572197,0.0101412147896444,0.9834416000236292,7976,no,101656
lighter,무른,9,0.5729468112321088,0.0556309607241209,0.9114970919970826,8547,no,172534
basque,스페인어권,1,0.5088529277261107,0.035217828568737,0.9352697637921722,8461,no,1031
nicole,데이셔넬,6,0.5870377648798728,0.1188664692180629,0.8316110550463539,8652,no,3914
shirt,셔츠와,1,0.5466460890404113,0.0039336127234244,0.9928555071848404,7387,no,275639
quantities,미량의,1,0.6746081883141126,0.0206215736261698,0.9703384769250698,9020,no,161377
throwing,던지는,0,0.6491373958457916,0.0,1.0,6944,no,201749
candy,케이크,1,0.6083249096614944,0.0103002220182908,0.9833498164060648,8452,no,157441
phantom,파일럿이,9,0.4933113746586888,0.0385239666461707,0.9275641093131344,8104,no,18862
bankruptcy,경영난을,5,0.6000544817093008,0.0457693103194447,0.9291303434708278,7780,no,515397
hal,에이브럼스,0,0.5052177549050729,0.0,1.0,8601,no,2015
ally,동맹국인,9,0.5460569507551929,0.0514268084432425,0.9139276881563524,8372,no,68129
osaka,오사카부,6,0.6714542421365157,0.1083701987696506,0.8610325695310049,7420,no,521
memoir,산문집,1,0.6138025926632081,0.002484895236236,0.9959679609191716,8922,no,32583
gymnastics,체조,0,0.751260950086664,0.0,1.0,7724,yes,22093
wii,닌텐도에서,8,0.6918607287697038,0.0695761214251162,0.908625224262111,9345,no,22139
recreational,산책로,2,0.5288291916371424,0.0097562515612547,0.981885415425792,7578,no,131671
plug,핸들,0,0.5640020582616754,0.0,1.0,9199,no,171191
withdrawal,중단을,3,0.5059458755691282,0.0298059880878698,0.9443660580395996,7477,no,146052
turks,불가르족의,9,0.593049260593651,0.0339227980260452,0.9458942427183636,8653,no,1073
stefan,켐프,9,0.4668416872034179,0.0292961978698306,0.940951500074409,7368,no,1228
lorenzo,바조,6,0.4886831930978949,0.028263042943724,0.9453269199517904,8431,no,491
pbs,다큐멘터리를,8,0.5165512940932676,0.0613231482918229,0.8938815358597262,8181,no,2253
tubes,외피,7,0.5688487700998845,0.0178822037531252,0.9695223116725976,7382,no,102654
itunes,아이튠스,1,0.6953173902984641,0.0111586897298149,0.9842051414828252,7526,yes,22104
miners,탄광의,6,0.4607055589483094,0.0525119883073087,0.8976808400489976,8064,no,40576
beatles,비틀즈와,2,0.5558224753465735,0.0101457504851112,0.9820736394340828,7125,no,5529
damages,배상할,5,0.6121840283691002,0.0115952165510176,0.98141134600831,9152,no,208761
eighteen,네,3,0.5669712203443948,0.1763186543839041,0.7627861479367584,7386,no,61970
precipitation,기온과,8,0.6804478914626109,0.046572945761192,0.935940012477448,8308,no,32657
implied,이야기하지만,2,0.5951161286986735,0.0110216861009716,0.9818165344054391,8620,no,74360
spike,페이크,8,0.4322922775679174,0.0249058164221935,0.9455251088104224,8795,no,48149
informal,사람들끼리,0,0.5261400525542643,0.0,1.0,7319,no,136439
implied,인정하지만,1,0.6002867251743895,0.0058510896252556,0.9903469318653388,8620,no,74360
tough,저돌적인,6,0.5081069719539697,0.031428146529232,0.9417495813477604,6934,no,638893
